ID,Age,Name,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,STM
11034,26,JONATHON VANDERMARK,2.0 Stars,2.5 Stars,Normal,75,65,45,75,55,80,75,70,-,-,-,-,-,-,-,35
12424,24,RAFAEL VARA,2.0 Stars,2.5 Stars,Durable,60,55,45,80,55,-,-,70,-,-,-,-,-,-,-,55
15778,23,Vinny Vargas,2.0 Stars,2.5 Stars,Normal,55,50,70,70,-,-,-,-,70,-,-,-,-,-,-,35
16817,18,Murat Vasiljevic,1.5 Stars,2.5 Stars,Durable,65,45,50,80,-,-,60,-,-,75,-,-,-,-,-,50
16427,17,Alvaro Velazquez,1.0 Stars,2.5 Stars,Fragile,80,40,45,80,65,80,-,80,-,-,-,-,-,-,-,70
6070,37,Miguel Velazquez,2.5 Stars,2.5 Stars,Iron Man,45,50,50,50,-,65,55,-,-,-,-,-,-,-,-,60
11973,25,Omero Venni,2.5 Stars,2.5 Stars,Normal,55,45,50,75,60,-,70,-,-,40,-,-,-,-,-,75
16511,18,Demy Vermunt,1.0 Stars,2.5 Stars,Normal,55,50,50,55,65,75,-,-,-,65,-,-,-,-,-,60
12373,23,Reginald Verschuur,2.0 Stars,2.5 Stars,Normal,70,40,55,80,55,75,-,60,-,-,-,-,-,80,-,35
9578,29,JUAN VILLEGAS,2.5 Stars,2.5 Stars,Normal,50,55,50,70,-,-,55,50,-,-,-,-,-,-,-,50
14192,22,Felipe Vooijs,1.5 Stars,2.5 Stars,Normal,50,50,55,60,50,40,60,-,-,-,-,-,35,-,-,70
17149,16,Tom Walker,1.0 Stars,2.5 Stars,Normal,65,45,50,80,55,-,-,-,80,-,-,-,-,-,-,60
17656,14,Anthony Wallace,1.0 Stars,2.5 Stars,Normal,60,50,50,80,-,-,-,50,-,70,-,-,-,-,-,30
15818,19,Jason Waller,1.5 Stars,2.5 Stars,Normal,50,45,50,75,55,-,-,-,-,-,-,-,75,-,-,50
13078,23,Joey Walsh,2.5 Stars,2.5 Stars,Normal,70,50,50,75,-,70,70,-,-,-,-,-,-,-,-,30
16913,17,Nick Wanhalla,1.0 Stars,2.5 Stars,Durable,45,50,60,-,50,45,45,-,45,45,-,-,-,45,-,55
17757,16,Kenjiro Watanabe,1.0 Stars,2.5 Stars,Normal,45,55,70,45,65,45,-,50,-,-,-,-,-,-,-,60
11639,23,TERUO WATANABE,2.0 Stars,2.5 Stars,Fragile,75,40,50,80,-,-,-,-,75,-,-,-,-,-,-,30
16967,16,Yudai Watanabe,0.5 Stars,2.5 Stars,Normal,45,50,55,50,50,-,-,55,45,-,-,-,-,-,-,65
14370,20,Devin Weicker,1.5 Stars,2.5 Stars,Normal,50,50,50,-,-,55,-,-,-,80,-,50,-,-,-,55
7601,35,ADAM WHALEY,2.5 Stars,2.5 Stars,Normal,45,70,50,50,50,-,-,-,-,35,-,-,-,-,-,45
12401,24,HARM WIEBENGA,2.5 Stars,2.5 Stars,Normal,45,55,50,45,40,-,45,-,35,-,-,-,-,-,-,65
15858,17,Nate Wiggins,1.0 Stars,2.5 Stars,Normal,80,45,45,80,65,80,80,-,-,-,-,-,-,-,-,40
10493,28,VIC WILLEY,2.5 Stars,2.5 Stars,Normal,50,45,45,65,-,70,-,-,55,-,-,-,-,-,-,45
17550,16,Manny Williams,1.0 Stars,2.5 Stars,Normal,70,30,55,55,70,80,-,-,80,-,-,-,-,-,-,65
15691,18,Rick Williams,1.5 Stars,2.5 Stars,Normal,80,45,45,80,-,-,80,75,-,-,-,-,-,-,-,40
17583,20,Tom Williams,1.5 Stars,2.5 Stars,Fragile,50,55,50,55,45,-,-,55,-,-,-,-,-,55,-,55
13356,22,Jay Williamson,1.5 Stars,2.5 Stars,Normal,45,60,50,50,45,-,-,-,-,50,-,-,-,-,-,45
11241,25,Blake Willis,2.5 Stars,2.5 Stars,Normal,50,45,55,65,50,-,-,-,-,60,-,-,-,-,-,55
16564,18,Jeremy Wood,1.0 Stars,2.5 Stars,Normal,50,55,50,50,55,-,-,-,65,-,-,-,-,-,-,65
16476,17,Hideki Yamada,1.0 Stars,2.5 Stars,Normal,45,55,60,50,60,-,-,-,45,-,-,-,-,-,-,40
17013,17,Eiju Yamamoto,1.0 Stars,2.5 Stars,Normal,55,65,45,70,50,-,80,60,-,-,-,-,-,-,-,55
9621,30,JAY YANCHEK,2.5 Stars,2.5 Stars,Normal,55,55,45,75,55,-,-,-,-,-,-,-,-,75,-,45
14709,21,Ata Yushua,2.0 Stars,2.5 Stars,Normal,55,45,50,80,55,-,-,-,45,-,-,-,-,-,-,55
11031,25,ALEX ZARAGOZA,2.0 Stars,2.5 Stars,Normal,70,50,45,80,60,-,55,-,-,80,-,-,-,-,-,40
15514,18,Edgar Zeimoto,1.0 Stars,2.5 Stars,Durable,45,50,65,-,55,-,50,-,-,50,-,-,-,-,-,55
11214,26,Jian-zhang Zhang,2.5 Stars,2.5 Stars,Fragile,50,45,50,60,45,-,-,-,50,-,-,-,-,-,-,55
15844,18,Stanislav Zivkovic,1.0 Stars,2.5 Stars,Normal,65,50,45,80,-,-,80,-,-,-,-,-,-,-,-,30
15830,17,Slobodan Zujovic,1.0 Stars,2.5 Stars,Normal,45,65,55,50,35,50,50,-,50,-,-,-,-,50,-,50
15810,19,Richard Abadee,1.0 Stars,2.0 Stars,Normal,45,40,50,45,55,-,45,-,-,-,-,-,-,-,-,65
16691,18,Akram Abbas,1.0 Stars,2.0 Stars,Normal,75,30,45,80,55,-,50,75,-,80,-,-,-,-,-,50
13616,22,Iwan Abbas,2.0 Stars,2.0 Stars,Durable,50,35,40,80,-,-,55,-,-,-,-,-,-,-,-,25
13167,29,KAMAL ABDUL-MUHAIMIN,2.0 Stars,2.0 Stars,Fragile,45,40,50,60,-,35,-,-,-,-,-,-,-,-,-,30
12505,26,Aniq Abdul-Rashid,1.5 Stars,2.0 Stars,Normal,55,20,50,75,-,45,55,60,-,-,-,-,-,-,-,50
13331,21,Hakim Abraha,1.5 Stars,2.0 Stars,Durable,50,45,40,80,40,-,55,-,-,-,-,-,-,-,-,50
10602,26,STEVE ACCURSO,2.0 Stars,2.0 Stars,Normal,65,45,45,75,55,-,80,-,-,-,-,-,-,-,-,25
16469,17,Jeff Adamson,1.0 Stars,2.0 Stars,Normal,50,50,50,80,50,-,-,-,-,-,-,-,-,-,-,35
13806,25,Jason Adcock,2.0 Stars,2.0 Stars,Fragile,75,45,45,70,-,-,-,-,75,-,-,-,-,-,-,25
12943,23,Danny Aguilar,2.0 Stars,2.0 Stars,Fragile,50,50,45,-,50,-,-,55,-,50,-,-,-,-,-,35
12732,23,Pedro Aguilar,2.0 Stars,2.0 Stars,Normal,45,45,45,50,50,45,50,50,-,-,-,-,-,-,-,50
10995,25,Tony Aguilar,2.0 Stars,2.0 Stars,Normal,50,40,45,55,45,50,-,-,-,50,-,-,-,-,-,35
10754,26,Jose Aguilera,1.5 Stars,2.0 Stars,Normal,50,40,35,55,-,50,-,55,-,-,-,-,-,-,-,55
13554,23,Ji-hu Ahn,1.5 Stars,2.0 Stars,Normal,40,50,50,45,40,-,-,-,-,-,-,-,-,40,-,50
14039,22,Seung-hyeon Ahn,1.5 Stars,2.0 Stars,Normal,40,45,55,40,45,-,-,45,-,30,-,-,-,-,-,40
13938,21,Tomohito Akamine,1.5 Stars,2.0 Stars,Normal,55,35,50,80,55,65,80,50,-,-,-,-,-,-,-,45
16725,17,Takashi Akutagawa,1.0 Stars,2.0 Stars,Normal,45,45,50,65,55,-,-,40,-,-,-,-,-,-,-,60
16919,18,Gian-Carlo Alasia,1.5 Stars,2.0 Stars,Fragile,45,45,45,45,50,-,50,-,-,-,-,-,-,-,-,65
14485,20,Arcibaldo Albino,1.5 Stars,2.0 Stars,Normal,50,55,45,50,-,60,-,-,-,-,-,-,-,-,-,30
13952,21,Armando Alcala,1.5 Stars,2.0 Stars,Normal,45,45,50,50,60,-,-,50,-,-,-,-,-,-,-,55
11631,24,Jim Alcorn,2.0 Stars,2.0 Stars,Normal,55,35,45,-,-,-,80,70,-,-,-,-,-,-,-,25
15683,18,Dave Allard,0.5 Stars,2.0 Stars,Normal,50,35,50,55,55,65,-,-,40,40,-,-,-,-,-,60
13157,23,Daniel Alvarado,2.0 Stars,2.0 Stars,Fragile,50,35,45,50,55,-,55,-,-,-,50,55,-,-,-,55
16503,18,Juan Alvarado,0.5 Stars,2.0 Stars,Fragile,40,40,45,45,50,25,-,-,-,45,-,-,-,-,-,55
10416,28,Jose Alvarran,2.0 Stars,2.0 Stars,Normal,55,35,45,65,-,40,-,-,-,55,-,-,-,-,-,35
14159,22,Yoshimochi Amano,1.5 Stars,2.0 Stars,Normal,45,50,45,50,-,-,50,45,-,-,-,-,-,-,-,35
17617,15,Dwayne Anderson,0.5 Stars,2.0 Stars,Normal,45,45,50,60,50,-,-,-,35,-,-,-,-,-,-,45
16946,16,Danny Andina,1.0 Stars,2.0 Stars,Normal,55,40,50,55,-,-,-,-,-,-,-,-,-,80,-,30
16032,19,Yoshihito Ando,1.0 Stars,2.0 Stars,Normal,50,40,45,55,50,-,-,-,-,55,-,-,-,-,-,45
13198,27,CHRIS ANDRADE,2.0 Stars,2.0 Stars,Fragile,50,45,50,45,-,-,50,-,-,-,-,-,-,-,-,30
12296,29,Largo Andretto,2.0 Stars,2.0 Stars,Fragile,55,50,35,80,45,55,60,-,-,-,-,-,-,-,-,40
11604,24,IVAN ANDRIC,2.0 Stars,2.0 Stars,Normal,50,40,50,65,45,-,55,50,-,-,-,-,-,-,-,40
15746,18,Jovan Andric,1.0 Stars,2.0 Stars,Normal,45,50,45,45,50,-,-,-,-,50,-,-,-,-,-,35
15599,22,Silvestro Antonoli,1.5 Stars,2.0 Stars,Normal,40,65,45,40,-,-,-,-,45,-,-,-,-,-,-,25
16241,19,Armando Anunciada,1.5 Stars,2.0 Stars,Normal,50,50,45,50,50,50,50,-,50,-,-,-,-,55,-,55
13133,23,Antonio Aquino,1.5 Stars,2.0 Stars,Fragile,50,40,55,40,60,65,-,-,-,60,-,-,-,-,-,55
11571,24,ALEX ARAIZA,2.0 Stars,2.0 Stars,Normal,45,40,50,-,35,50,45,40,-,40,-,-,-,-,-,50
14056,22,Edwin Araujo,1.5 Stars,2.0 Stars,Fragile,45,50,45,45,50,-,35,-,-,-,-,-,-,-,-,65
17622,15,Manny Arellano,1.0 Stars,2.0 Stars,Normal,55,35,50,55,70,-,-,-,80,-,-,-,-,-,-,50
14966,21,Victor Arenos,1.5 Stars,2.0 Stars,Normal,65,35,40,80,55,-,-,-,65,-,-,-,-,-,-,50
12251,23,DIEDERICK ARENS,2.0 Stars,2.0 Stars,Normal,45,50,55,40,40,50,40,45,-,-,-,-,-,-,-,55
17039,17,Jacopo Armelini,0.5 Stars,2.0 Stars,Normal,45,50,50,50,45,-,-,-,45,-,-,-,-,-,-,70
12654,24,Francisco Armendariz,2.0 Stars,2.0 Stars,Normal,45,35,45,45,50,45,45,-,-,50,-,-,-,-,-,45
10095,28,Frank Armstrong,2.0 Stars,2.0 Stars,Normal,45,55,45,65,-,50,50,-,-,-,-,-,-,-,-,55
12202,24,Alejandro Arocha,2.0 Stars,2.0 Stars,Normal,45,50,50,50,50,40,-,-,-,-,-,-,-,50,-,40
11760,23,Mike Aron,2.0 Stars,2.0 Stars,Normal,50,50,50,70,50,60,-,40,-,-,-,-,-,-,-,25
16111,19,Leão Asai,1.0 Stars,2.0 Stars,Normal,50,30,50,-,-,-,55,-,-,75,-,-,-,-,-,30
13741,22,Kane Aston,1.5 Stars,2.0 Stars,Fragile,50,30,45,80,55,-,-,-,40,-,-,-,-,-,-,50
10667,27,Gervasio Atares,2.0 Stars,2.0 Stars,Normal,55,35,50,80,45,-,-,55,-,-,-,-,-,-,-,55
10597,26,JIM ATCHISON,2.0 Stars,2.0 Stars,Normal,60,40,45,80,45,-,45,65,-,-,-,-,-,-,-,55
14403,25,Urs Atema,2.0 Stars,2.0 Stars,Normal,65,40,50,80,45,80,45,-,-,-,-,-,-,-,-,30
17829,16,Trevor Atkins,0.5 Stars,2.0 Stars,Normal,50,40,50,55,65,-,-,-,45,-,-,-,-,-,-,50
15080,19,John Atkinson,0.5 Stars,2.0 Stars,Normal,55,25,45,70,55,80,75,-,-,-,-,-,-,-,-,50
14132,23,Mark Atkinson,1.5 Stars,2.0 Stars,Normal,45,45,50,45,55,50,-,50,-,-,-,-,-,-,-,40
14546,20,Oscar Attard,0.5 Stars,2.0 Stars,Durable,55,45,35,80,-,80,-,-,-,-,-,-,-,-,-,30
14851,21,Ewan Attwood,1.5 Stars,2.0 Stars,Normal,55,45,45,-,-,-,75,-,-,65,-,-,-,-,-,25
9649,35,COLE AUBEL,2.0 Stars,2.0 Stars,Normal,50,40,45,55,60,-,-,-,-,-,-,-,-,55,-,25
15808,23,John Auclair,1.5 Stars,2.0 Stars,Normal,50,45,45,50,-,-,-,55,-,55,-,-,-,-,-,55
11286,25,Jesse Auger,2.0 Stars,2.0 Stars,Normal,55,40,35,70,50,-,-,-,55,-,-,-,-,-,-,55
17554,17,Javy Avalos,0.5 Stars,2.0 Stars,Normal,45,45,50,75,50,-,45,-,-,-,-,-,-,-,-,65
11701,24,MANNY AVALOS,2.0 Stars,2.0 Stars,Normal,70,45,35,80,45,-,80,-,-,70,-,-,-,70,-,75
14772,21,Paolo Avanzi,1.0 Stars,2.0 Stars,Normal,55,40,30,80,55,-,75,-,-,-,-,-,-,-,-,55
13381,22,David Avila,1.5 Stars,2.0 Stars,Normal,45,45,45,45,35,-,50,45,-,-,-,-,-,-,-,45
12270,28,BEN AXON,2.0 Stars,2.0 Stars,Fragile,55,45,45,70,50,40,60,55,50,-,-,-,-,-,-,45
13541,23,Brendan Ayres,1.5 Stars,2.0 Stars,Normal,45,50,35,50,50,-,-,35,-,-,-,-,-,-,-,60
16472,18,Usamah Azeem,0.5 Stars,2.0 Stars,Normal,55,30,50,70,65,-,-,-,80,-,-,-,-,-,-,65
15587,20,Xadreque Azeitado,1.5 Stars,2.0 Stars,Normal,50,50,50,60,50,-,-,55,-,-,-,-,-,-,-,40
12453,22,ASIM BABIC,1.5 Stars,2.0 Stars,Normal,70,35,45,80,55,-,-,70,-,-,-,-,-,-,-,45
16698,18,Min-soo Baek,0.5 Stars,2.0 Stars,Normal,45,40,50,45,45,-,45,-,-,45,-,-,-,-,-,40
13565,22,Bert Baird,1.5 Stars,2.0 Stars,Durable,55,25,45,80,55,-,-,-,70,-,-,-,-,-,-,65
14180,22,Alexander Baker,1.5 Stars,2.0 Stars,Normal,45,50,45,50,-,50,-,50,-,-,-,-,-,-,-,65
15708,18,Matt Baker,0.5 Stars,2.0 Stars,Normal,50,45,45,55,55,-,65,-,-,-,-,-,-,-,-,65
17210,17,Eddie Balarezo,0.5 Stars,2.0 Stars,Normal,50,35,50,50,-,-,55,-,-,-,-,-,-,-,-,40
17367,16,Bobby Balderas,0.5 Stars,2.0 Stars,Normal,45,30,45,50,45,-,40,50,-,-,-,-,-,-,-,60
12863,23,Wessel Ballast,2.0 Stars,2.0 Stars,Durable,50,50,40,60,50,-,-,55,-,40,-,-,-,-,-,35
15694,18,Jong-seop Bang,1.0 Stars,2.0 Stars,Normal,50,45,50,55,55,-,-,-,55,-,-,40,-,-,-,45
13001,26,SEAN BANNERMAN,2.0 Stars,2.0 Stars,Normal,65,35,45,65,-,-,-,55,70,60,-,-,-,-,-,25
12306,27,PHILLIP BANSFIELD,2.0 Stars,2.0 Stars,Durable,50,45,45,50,40,50,-,45,-,50,-,-,-,-,-,55
16361,18,Eulogio Bao,0.5 Stars,2.0 Stars,Normal,55,30,45,65,55,55,60,-,60,-,-,-,-,-,-,50
15429,19,Ricky Barajas,1.0 Stars,2.0 Stars,Fragile,50,50,45,50,50,50,50,-,50,-,-,-,-,-,-,50
14577,20,Bill Barbara,1.5 Stars,2.0 Stars,Normal,45,45,45,45,40,-,-,45,-,-,-,-,-,-,-,40
13323,22,Horácio Barbas,1.5 Stars,2.0 Stars,Normal,50,45,40,-,50,-,65,-,70,50,-,40,-,-,-,45
17266,17,Antonio Barbosa,0.5 Stars,2.0 Stars,Normal,45,40,45,45,45,45,-,45,45,-,-,-,-,45,-,50
11445,26,CLYDE BARCLAY,2.0 Stars,2.0 Stars,Normal,50,30,50,50,45,60,-,-,50,-,-,-,-,-,-,55
17405,16,John Barillas,0.5 Stars,2.0 Stars,Normal,40,30,50,45,45,-,-,-,35,-,-,-,-,-,-,55
17240,17,Fabrizio Barlini,1.0 Stars,2.0 Stars,Normal,45,40,55,45,55,50,-,50,-,-,-,-,-,-,-,45
17091,16,Craig Barlow,0.5 Stars,2.0 Stars,Durable,45,40,50,50,50,50,40,-,-,-,-,-,-,-,-,60
11627,24,CRAIG BARLOW,2.0 Stars,2.0 Stars,Normal,50,45,55,50,55,65,50,50,-,-,-,-,-,-,-,50
15315,20,Pieroantonio Baronti,1.5 Stars,2.0 Stars,Normal,55,45,45,55,-,-,60,55,-,-,-,-,-,-,-,55
11603,24,Willie Barragan,2.0 Stars,2.0 Stars,Durable,80,45,45,80,-,-,-,-,80,80,-,-,-,-,-,35
14188,21,Alberto Barrera,1.5 Stars,2.0 Stars,Normal,50,45,45,50,50,-,40,50,-,-,-,-,-,-,-,40
12339,27,MANUEL BARRIENTOS,2.0 Stars,2.0 Stars,Normal,50,40,45,-,55,65,-,-,65,45,-,-,-,-,-,45
14396,26,Dario Barron,2.0 Stars,2.0 Stars,Fragile,60,25,55,75,35,-,55,50,-,70,-,-,-,-,-,35
12457,24,Logan Barry,1.5 Stars,2.0 Stars,Normal,45,30,65,50,65,-,-,-,-,55,-,-,-,-,-,40
13048,23,Dylan Bartosz,1.5 Stars,2.0 Stars,Fragile,45,45,50,50,45,-,-,-,50,-,-,-,-,-,-,45
17530,17,Guillermo Bassano,0.5 Stars,2.0 Stars,Normal,45,45,40,50,40,30,50,-,-,-,-,-,-,-,-,65
14715,21,Ron Bateman,1.5 Stars,2.0 Stars,Normal,50,35,55,55,40,-,-,50,50,55,-,-,-,-,-,50
14578,20,Troy Bates,1.0 Stars,2.0 Stars,Normal,50,35,45,80,55,-,-,-,-,65,-,-,-,-,-,55
16903,17,Jose Batres,0.5 Stars,2.0 Stars,Durable,50,40,45,75,50,-,70,-,-,-,-,-,-,-,-,60
15261,19,Steven Beach,1.5 Stars,2.0 Stars,Normal,50,40,50,50,50,-,-,50,-,-,-,-,-,-,-,50
12810,24,Nicky Beaumont,2.0 Stars,2.0 Stars,Fragile,35,45,45,-,45,45,-,-,-,-,-,-,-,-,50,60
17371,17,Steve Beaupre,1.0 Stars,2.0 Stars,Normal,50,35,50,75,55,-,-,65,-,-,-,-,-,-,-,65
11793,24,Carl Beckett,1.5 Stars,2.0 Stars,Durable,50,35,45,50,-,50,-,50,-,-,-,-,-,-,-,65
8188,34,JOHN BECKHAM,2.0 Stars,2.0 Stars,Iron Man,45,55,40,45,50,-,50,-,-,-,-,-,-,-,-,60
13865,21,Omarion Bedford,1.5 Stars,2.0 Stars,Normal,45,40,45,50,45,50,50,45,-,-,-,-,-,-,-,55
11798,24,JOHN BEDLECOM,2.0 Stars,2.0 Stars,Fragile,55,30,40,80,55,-,-,45,-,-,-,-,-,55,-,45
10114,28,Ryan Beebe,2.0 Stars,2.0 Stars,Durable,50,50,45,75,-,50,-,-,35,-,-,-,-,-,-,50
13295,22,Owen Begum,2.0 Stars,2.0 Stars,Normal,50,50,50,55,-,-,50,50,-,-,-,50,-,-,-,30
17502,17,Todd Bell,0.5 Stars,2.0 Stars,Normal,60,40,35,50,65,60,-,-,40,-,-,-,-,-,-,60
12377,23,TONY BELL,1.5 Stars,2.0 Stars,Normal,60,25,45,80,55,70,-,-,-,65,-,50,-,-,-,45
14564,20,Brenden Bennett,1.5 Stars,2.0 Stars,Normal,45,50,50,50,-,-,50,-,-,-,-,-,-,-,-,20
17349,17,Harley Bennett,0.5 Stars,2.0 Stars,Normal,40,40,50,45,45,-,40,-,-,-,-,-,-,-,-,55
14583,20,Melorran Bennett,1.5 Stars,2.0 Stars,Normal,55,45,45,60,55,-,-,-,-,60,-,-,-,-,-,70
15058,20,Adam Bennetts,1.5 Stars,2.0 Stars,Durable,45,45,50,45,60,-,-,-,50,-,-,-,-,-,-,55
11460,26,PASCAL BERCOVICI,2.0 Stars,2.0 Stars,Normal,50,55,45,55,-,-,60,-,-,60,-,-,-,-,-,50
13074,21,Jean Berger,1.5 Stars,2.0 Stars,Normal,70,30,50,80,-,-,80,-,-,80,-,-,-,-,-,40
10820,30,Elliot Berland,2.0 Stars,2.0 Stars,Normal,45,45,50,50,-,-,-,50,-,35,-,-,-,-,-,55
15601,23,Chris Berreles,1.5 Stars,2.0 Stars,Normal,50,45,45,55,50,-,-,-,-,55,-,40,-,-,-,50
15207,20,Jonathan Berrios,1.0 Stars,2.0 Stars,Normal,50,40,45,55,55,-,55,55,-,-,-,-,-,-,-,65
10045,29,MIKE BERRY,2.0 Stars,2.0 Stars,Iron Man,45,50,45,45,-,-,40,-,-,45,-,-,-,-,-,55
12968,23,MIKE BERTEL,1.5 Stars,2.0 Stars,Normal,40,45,50,40,40,45,-,40,-,-,-,-,-,-,-,45
13539,22,Valerio Bessi,2.0 Stars,2.0 Stars,Normal,50,40,45,60,45,35,-,45,50,-,-,-,-,-,-,35
11528,28,KYLE BETANCOURT,2.0 Stars,2.0 Stars,Normal,50,35,50,55,55,-,60,-,-,50,-,-,-,-,-,25
14176,22,Chris Beveridge,1.5 Stars,2.0 Stars,Normal,50,35,45,55,50,-,55,-,-,-,-,-,-,-,-,50
16181,19,Akke Bierman,0.5 Stars,2.0 Stars,Normal,45,40,45,50,50,-,50,40,-,-,-,-,-,-,-,65
15822,17,Alan Bigalow,0.5 Stars,2.0 Stars,Normal,45,45,50,45,50,45,45,45,-,50,-,-,-,-,-,45
11025,25,JUSTIN BILLETT,2.0 Stars,2.0 Stars,Fragile,55,50,40,65,-,-,60,55,-,-,-,-,-,-,-,55
17338,17,Talib bin Ahmed,1.0 Stars,2.0 Stars,Normal,50,55,45,50,60,50,-,-,65,-,-,-,-,55,-,65
15225,20,Maimun bin Asif,1.5 Stars,2.0 Stars,Normal,40,50,50,50,45,35,-,40,-,-,-,-,-,-,-,55
13378,22,Abdul-Halim bin Ata,1.5 Stars,2.0 Stars,Normal,60,35,45,80,60,-,-,-,65,-,50,-,-,-,-,60
16294,17,Fawwaz bin Butrus,0.5 Stars,2.0 Stars,Normal,45,40,55,50,50,-,50,-,-,-,-,-,-,-,-,60
11756,24,ZAKI BIN BUTRUS,1.5 Stars,2.0 Stars,Normal,45,40,60,50,50,-,50,45,-,-,-,-,-,-,-,60
15272,19,Walliyullah bin Fahd,1.0 Stars,2.0 Stars,Normal,40,45,45,40,35,35,35,-,-,-,-,-,-,-,-,55
16579,18,Seif al Din bin Fariq,0.5 Stars,2.0 Stars,Normal,45,40,45,45,35,50,-,45,-,-,-,-,-,-,-,55
15958,20,Abdul-Jabbar bin Harun,1.5 Stars,2.0 Stars,Normal,45,45,45,55,55,-,-,-,-,-,-,-,-,45,-,50
15275,20,Humam bin Harun,1.0 Stars,2.0 Stars,Durable,50,50,35,60,50,70,-,-,35,-,-,-,-,-,-,45
12716,23,Rafi bin Hatim,2.0 Stars,2.0 Stars,Normal,45,35,50,50,45,-,50,50,-,-,-,-,-,-,-,30
12054,24,Umayr bin Houd,2.0 Stars,2.0 Stars,Normal,50,35,35,55,30,50,50,45,45,-,-,-,-,-,-,50
17249,17,Farooq bin Jalil,0.5 Stars,2.0 Stars,Normal,45,35,50,50,50,-,55,-,-,-,-,-,-,-,-,50
13714,23,Abdul-Malik bin Kameel,1.5 Stars,2.0 Stars,Durable,45,45,65,45,50,-,-,35,-,-,-,-,-,40,-,35
13225,23,Abdul-Rahim bin Karif,1.5 Stars,2.0 Stars,Normal,40,45,45,-,45,50,45,-,-,40,-,-,-,-,-,55
17506,17,Haitham bin Karif,1.0 Stars,2.0 Stars,Normal,45,50,45,45,45,45,45,40,-,-,-,-,-,-,-,65
17114,16,Wazir bin Karif,1.0 Stars,2.0 Stars,Normal,50,45,50,60,-,-,50,-,-,-,-,-,-,-,-,35
15593,19,Boulus bin Karim,1.0 Stars,2.0 Stars,Normal,60,25,45,-,60,70,70,-,65,80,-,-,-,40,-,70
14950,21,Nazih bin Khaldun,1.5 Stars,2.0 Stars,Normal,40,45,45,45,35,-,-,-,35,-,-,-,-,-,-,55
14602,20,Ubadah bin Khaldun,1.5 Stars,2.0 Stars,Normal,45,45,45,45,35,-,-,-,-,40,-,-,-,-,-,30
16167,19,Abdul-Majid bin Labib,1.5 Stars,2.0 Stars,Fragile,50,45,45,-,-,60,-,-,55,60,-,55,-,-,-,50
15452,19,Musa bin Latif,1.0 Stars,2.0 Stars,Normal,40,45,45,45,45,-,-,-,35,-,-,-,-,-,-,55
16179,19,Tarik bin Latif,1.5 Stars,2.0 Stars,Normal,50,50,50,75,-,-,-,-,-,-,-,50,-,-,-,30
14609,22,Avicenna bin Ma'n,2.0 Stars,2.0 Stars,Normal,55,45,55,55,70,-,-,65,-,-,-,-,-,-,-,35
15796,23,Isa bin Mufeed,1.5 Stars,2.0 Stars,Normal,40,50,50,-,50,-,45,-,-,45,40,-,-,45,-,40
12340,27,ABU BAKR BIN NAJI,2.0 Stars,2.0 Stars,Normal,50,30,40,75,45,-,55,-,35,-,-,-,-,-,-,50
14694,20,Munsif bin Nasir al Din,1.5 Stars,2.0 Stars,Durable,45,50,50,45,40,45,50,-,45,-,45,-,-,-,-,35
12405,23,ABDUL-GHAFUR BIN NAWAF,1.5 Stars,2.0 Stars,Fragile,55,40,45,80,-,-,80,-,-,-,-,-,-,-,-,30
15520,18,Zuhair bin Omar,0.5 Stars,2.0 Stars,Normal,45,40,50,45,45,-,-,45,-,-,-,-,-,-,-,50
17817,16,Zaid bin Qadir,1.0 Stars,2.0 Stars,Normal,40,55,45,-,40,45,40,-,50,45,-,-,-,-,-,60
13898,21,Shafeeq bin Rafi,2.0 Stars,2.0 Stars,Fragile,55,40,45,80,-,50,-,50,-,-,-,40,-,-,-,45
12664,24,Amjad bin Raghib,1.5 Stars,2.0 Stars,Normal,45,50,45,45,40,45,-,-,50,-,-,-,-,-,-,45
17739,15,Shakir bin Salim,1.0 Stars,2.0 Stars,Normal,40,45,65,40,50,-,-,45,-,45,-,-,-,-,-,45
16947,16,Halim bin Shakir,1.0 Stars,2.0 Stars,Normal,45,45,50,50,-,-,-,50,-,50,-,-,-,-,-,45
12853,23,Adnan bin Siraj,1.5 Stars,2.0 Stars,Normal,50,45,50,55,65,-,60,-,-,-,-,-,-,-,-,35
12280,25,KHAIR AL DIN BIN SOFIAN,2.0 Stars,2.0 Stars,Normal,65,25,50,60,60,-,-,-,80,35,-,-,-,-,-,50
11961,24,Yazeed bin Suhail,2.0 Stars,2.0 Stars,Normal,50,20,80,70,65,-,65,-,-,-,-,-,-,-,-,50
12072,24,Khoury bin Suhayl,2.0 Stars,2.0 Stars,Normal,55,30,50,60,60,80,-,50,-,-,-,55,-,-,-,55
14738,21,Nasir al Din bin Wafiq,0.5 Stars,2.0 Stars,Normal,40,45,50,40,45,-,-,-,45,-,-,-,-,-,-,55
12506,25,Bakir bin Yazid,1.5 Stars,2.0 Stars,Normal,50,30,60,55,50,-,50,-,-,55,-,-,-,-,-,60
12843,23,Habib bin Zaim,2.0 Stars,2.0 Stars,Normal,45,45,50,45,50,-,50,50,-,-,-,-,-,25,-,55
12241,24,George Black,2.0 Stars,2.0 Stars,Normal,40,40,45,40,30,-,40,-,-,-,-,-,-,-,-,30
