ID,POS,Name,ORG,Lev,DOB,B,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,Left,HSC,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SR,STE,MLY,MLD,PROY,JAWS,Black Ink,Gray Ink,Standards,Monitor,ROOK,ACT,Sct,SctAcc,Draft,OA Pick
16388,3B,Sam O'Hara,TOR,A,08/06/1997,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,60,50,35,45,70,25,40,40,0,0,1,0.0,0,0,0,0,No,No,Aug. 4th   2021,Avg,2020,162
16770,LF,Jordan O'Connor,VAN,INT,07/23/2003,R,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,50,35,25,40,50,35,35,40,0,0,1,0.0,0,0,0,0,Yes,No,May 9th   2021,Low,0,0
17343,LF,Dillon O'Connell,DUB,INT,11/13/2003,R,1.0 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Durable,-,-,55,50,45,65,60,50,25,30,30,0,0,0,0.0,0,0,0,0,Yes,No,Jun. 23rd   2021,Low,0,0
10971,C,MICAH O'BERRY,HON,AAA,02/12/1996,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Captain,Normal,-,-,40,45,40,45,40,55,45,30,55,0,0,7,0.0,0,0,0,0,No,No,Jun. 28th   2021,Low,2014,153
12421,C,CARLOS NUNEZ,HON,AAA,04/07/1997,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Humble,Normal,-,-,50,50,40,45,40,55,60,55,65,0,0,4,0.0,0,0,0,0,Yes,No,Jul. 30th   2021,Avg,2017,118
12392,LF,LARRY NOWELL,ADE,AA,10/22/1997,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Unmotivated,Normal,-,-,50,55,55,40,55,65,45,20,20,0,0,5,0.0,0,0,0,0,No,No,May 31st   2021,Low,2016,193
15105,CF,Yoshiomi Norton,NKO,R,12/28/2001,L,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,45,45,45,50,55,45,60,45,50,0,0,1,0.0,0,0,0,0,Yes,No,Aug. 6th   2021,Avg,2020,200
16812,C,Larry Normand,HON,INT,09/15/2003,R,1.0 Stars,4.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,70,60,70,55,70,50,40,35,55,0,0,1,0.0,0,0,0,0,Yes,No,Aug. 13th   2021,Avg,0,0
15355,3B,Danny Noonan,CAL,R,10/18/2001,S,1.5 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,55,50,50,55,35,50,30,30,35,0,0,2,0.0,0,0,0,0,No,No,Jun. 25th   2021,Low,0,0
15565,RF,Márcio Nogueira,TOR,R,07/17/2001,L,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,45,50,35,45,40,50,30,40,35,0,0,2,0.0,0,0,0,0,No,No,Aug. 11th   2021,Avg,2019,179
15004,2B,Tony Nogueda,TOK,AAA,08/04/1997,R,2.5 Stars,3.5 Stars,U,U,U,U,U,U,Outspoken,Normal,-,-,60,70,50,50,50,75,50,30,30,0,0,2,0.0,0,0,0,3,No,No,Jun. 19th   2021,Low,2019,52
17017,2B,Zach Noble,-,-,05/10/2004,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Junior,55,45,45,45,45,40,40,25,35,0,0,0,0.0,0,0,0,0,No,No,Jun. 19th   2021,Low,0,0
16033,SS,Tsutomu Nishimura,TOK,INT,12/04/2001,R,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,30,40,40,35,40,45,45,45,50,0,0,2,0.0,0,0,0,0,Yes,No,Jun. 15th   2021,Low,0,0
17668,3B,Burt Nilsson,-,-,06/10/2005,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Sophomore,50,45,55,50,65,35,30,25,20,0,0,0,0.0,0,0,0,0,No,No,Jun. 28th   2021,Low,0,0
12579,3B,Velimir Nikolic,-,-,09/25/1996,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,45,50,45,45,55,55,45,50,60,0,0,6,0.0,0,0,0,0,No,No,Jun. 29th   2021,Avg,0,0
13377,SS,Boris Nikezic,NKO,AA,03/09/1998,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Humble,Durable,-,-,50,50,50,50,30,55,70,50,60,0,154,3,0.0,0,0,0,0,No,No,Aug. 4th   2021,Avg,2018,35
12438,LF,TOSHISHIGE NII,-,-,06/24/1998,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,45,45,40,55,25,40,25,25,20,0,0,0,0.0,0,0,0,0,No,No,Feb. 4th   2021,Avg,0,0
14126,LF,Ewan Nieuwenhuis,-,-,07/10/1998,L,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,35,50,45,50,30,80,50,40,35,0,0,5,0.0,0,0,0,0,No,No,Jul. 9th   2021,Avg,0,0
15997,2B,Guillermo Nieuwboer,-,-,11/12/2001,R,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Durable,-,-,40,45,40,30,40,45,45,30,30,0,0,2,0.0,0,0,0,0,No,No,Feb. 27th   2021,Low,0,0
17912,CF,Felix Nieto,RME,INT,05/30/2005,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,55,40,55,40,65,40,40,40,0,0,0,0.0,0,0,0,0,Yes,No,Jun. 27th   2021,Low,0,0
17281,C,Alejandro Nieto,LDN,INT,07/21/2003,L,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,30,45,40,30,45,65,20,20,25,0,0,0,0.0,0,0,0,0,Yes,No,Jul. 18th   2021,Avg,0,0
12367,CF,MITCH NICKERSON,GAL,AA,12/08/1997,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,50,60,50,40,45,55,55,40,0,0,2,0.0,0,0,0,0,Yes,No,Jul. 22nd   2021,Avg,2019,209
15727,1B,Josh Nichols,VAN,R,10/18/2002,R,1.0 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,50,55,50,45,50,45,40,55,0,0,0,0.0,0,0,0,0,Yes,No,Jul. 21st   2021,Avg,2021,153
14729,CF,Guilhem Nichetti,TOK,R,04/19/2000,L,1.5 Stars,1.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,45,45,35,50,40,45,55,35,45,0,0,4,0.0,0,0,0,0,Yes,No,Jun. 4th   2021,Low,0,0
12756,1B,Ryan Newton,-,-,08/14/1996,L,2.0 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,50,50,65,45,50,30,35,35,0,133,7,0.0,0,0,0,3,No,No,Aug. 17th   2020,Avg,0,0
17438,LF,Roy Newton,DEN,R,02/09/2004,R,1.5 Stars,4.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,65,80,55,45,75,80,65,75,0,0,0,0.0,0,0,0,0,Yes,No,May 19th   2021,Low,0,0
13880,3B,Dan Newbold,CAL,A,10/03/1999,R,1.5 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,45,50,50,50,60,65,45,30,20,0,0,3,0.0,0,0,0,0,No,No,Aug. 14th   2021,Avg,2018,9
13913,3B,ROBIN NEVILLE,LDN,AAA,03/11/1997,L,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,70,60,50,20,40,50,60,65,45,0,0,5,0.0,0,0,0,0,Yes,No,Aug. 16th   2021,Avg,2016,125
14462,2B,Ben Nesmith,CLE,A,10/08/2000,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,50,45,45,45,45,40,35,30,0,0,2,0.0,0,0,0,0,Yes,No,Jul. 30th   2021,Avg,2019,145
12357,1B,SEAN NELSON,GAL,AAA,01/30/1994,R,2.0 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,55,55,45,45,45,55,30,35,35,0,126,6,0.0,0,0,0,0,No,No,Jul. 12th   2021,Avg,2015,155
17666,SS,Rolf Neilson,-,-,05/06/2006,R,1.0 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Sophomore,55,50,45,60,65,45,35,45,50,0,0,0,0.0,0,0,0,0,No,No,Jun. 28th   2021,Low,0,0
17080,CF,Jim Neil,-,-,11/19/2004,L,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Fragile,-,HS Junior,45,55,60,45,50,70,60,55,35,0,0,0,0.0,0,0,0,0,No,No,Jul. 26th   2021,Low,0,0
15183,1B,Rodger Neeleman,AMS,R,04/01/2001,S,1.0 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,45,55,65,55,35,40,45,45,0,0,3,0.0,0,0,0,0,Yes,No,Jul. 14th   2021,Low,0,0
12823,CF,Misa Nedic,DEN,AA,08/26/1997,S,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,45,40,35,45,30,35,65,60,60,0,0,6,0.0,0,0,0,0,No,No,Jul. 24th   2021,Avg,0,0
15987,CF,Ivan Nedic,TOK,INT,07/21/2002,L,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,40,45,55,75,30,45,35,40,0,0,2,0.0,0,0,0,0,Yes,No,Jun. 16th   2021,Low,0,0
14183,RF,Fernan Nbrega,TOK,A,02/15/1998,L,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Durable,-,-,45,50,45,55,30,50,45,50,45,0,0,5,0.0,0,0,0,0,No,No,Jul. 3rd   2021,Low,0,0
17388,CF,Jay Naylor,CLE,INT,03/05/2004,L,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Durable,-,-,40,45,45,35,45,60,50,50,60,0,0,0,0.0,0,0,0,0,Yes,No,Aug. 8th   2021,Avg,0,0
12944,2B,CLIVE NAYLOR,CAL,AA,01/10/1994,R,2.0 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,3-4 months,-,55,45,55,55,40,40,55,55,45,0,0,5,0.0,0,0,0,0,No,No,Jun. 3rd   2021,Low,2016,37
15788,C,Jon Navarro,SMT,AAA,12/11/1997,R,2.0 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,65,65,50,35,50,60,30,30,35,0,0,1,0.0,0,0,0,0,Yes,No,Aug. 11th   2021,Avg,2020,50
14388,SS,Alex Navarro,LON,A,08/08/1999,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Humble,Normal,-,-,50,50,45,50,40,45,35,30,25,0,0,4,0.0,0,0,0,0,Yes,No,Jun. 5th   2021,Low,0,0
16549,CF,Efrain Navarrete,-,-,07/12/2003,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Senior,50,50,45,45,30,50,40,30,35,0,0,0,0.0,0,0,0,0,No,No,Mar. 5th   2021,Low,0,0
14049,RF,Emilio Nava,HAV,AA,02/04/1999,L,1.5 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Durable,-,-,50,60,50,55,40,70,30,35,50,0,0,5,0.0,0,0,0,0,No,No,Aug. 7th   2021,Avg,0,0
12165,RF,Andres Nava,-,-,01/25/1995,L,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,45,50,45,40,55,55,65,40,45,0,0,6,0.0,0,0,0,0,No,No,Jun. 26th   2021,Avg,0,0
12257,3B,ADRIAN NAVA,HON,A,08/25/1997,L,1.5 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Fragile,-,-,45,45,40,30,40,45,50,30,40,0,0,1,0.0,0,0,0,0,No,No,Aug. 8th   2021,Avg,2020,157
13783,RF,FATIH NASIR AL DIN,-,-,06/22/1995,L,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,45,70,40,45,40,50,55,55,0,0,4,0.0,0,0,0,0,No,No,Aug. 17th   2020,Avg,2016,135
17507,SS,Glen Nash,CAL,INT,05/23/2004,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,50,50,50,45,50,40,45,40,0,0,0,0.0,0,0,0,0,Yes,No,May 4th   2021,Low,0,0
14678,2B,Gaston Nardiello,VAN,A,10/15/1999,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Sparkplug,Normal,-,-,50,50,50,30,50,50,60,45,55,0,0,4,0.0,0,0,0,0,Yes,No,Jun. 7th   2021,Low,0,0
14540,LF,Patrizio Nardello,SMT,AA,04/19/1996,S,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,45,50,50,50,50,55,70,50,45,0,0,3,0.0,0,0,0,0,No,No,Jul. 30th   2021,Avg,2018,107
14818,C,Gary Napper,HAV,R,01/23/2000,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Durable,-,-,45,40,35,50,40,40,20,20,20,0,0,4,0.0,0,0,0,0,No,No,Aug. 14th   2021,Avg,0,0
17355,CF,Felix Napoleoni,HAV,INT,09/20/2003,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,45,40,50,45,45,40,25,25,0,0,0,0.0,0,0,0,0,Yes,No,Jun. 29th   2021,Avg,0,0
12895,C,Jung-hwan Nam,GAL,A,04/11/1998,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Durable,-,-,45,50,45,45,40,65,35,20,25,0,0,4,0.0,0,0,0,0,Yes,No,Aug. 10th   2021,Avg,2017,119
16120,CF,Tadasumi Nakazato,TOK,A,10/23/2002,S,1.5 Stars,5.0 Stars,U,U,U,U,U,U,Unknown,Durable,-,-,65,50,80,80,80,45,65,40,50,0,0,1,0.0,0,0,0,3,Yes,No,Jul. 15th   2021,Avg,0,0
17484,SS,Kunisuke Nakayama,GAL,INT,12/09/2003,R,1.0 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,40,45,50,60,45,55,35,55,50,0,0,0,0.0,0,0,0,0,Yes,No,Jul. 8th   2021,Low,0,0
17035,LF,Issei Nakatsu,-,-,01/10/2003,L,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,30,45,45,40,50,65,25,20,20,0,0,1,0.0,0,0,0,0,No,No,Aug. 22nd   2020,Low,0,0
16727,2B,Yasuhiro Nakata,CAL,INT,02/02/2003,S,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,30,40,40,30,35,50,50,40,50,0,0,1,0.0,0,0,0,0,Yes,No,Jul. 15th   2021,Avg,0,0
16276,LF,Kameji Nakata,-,-,10/15/2003,R,1.0 Stars,4.0 Stars,U,U,U,U,U,U,Unknown,Fragile,-,HS Senior,70,55,55,75,75,45,35,35,40,0,0,0,0.0,0,0,0,0,No,No,Jun. 6th   2021,Low,0,0
16871,C,Hiroshi Nakata,STU,INT,08/31/2003,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,55,45,45,55,60,30,30,25,30,0,0,1,0.0,0,0,0,0,Yes,No,Jul. 15th   2021,Avg,0,0
12883,3B,Fumio Nakata,DEN,AA,06/02/1997,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Selfish,Durable,-,-,50,50,50,50,50,50,65,35,30,0,0,6,0.0,0,0,0,0,No,No,Jun. 17th   2021,Low,0,0
16414,LF,Balltesar Nakata,-,-,04/05/2003,S,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,JuCo Freshman,35,45,45,35,50,60,30,25,20,0,0,0,0.0,0,0,0,0,No,No,Jul. 30th   2021,Low,0,0
16563,C,Kokei Nakano,-,-,12/29/2002,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Senior,45,40,45,55,50,45,30,20,20,0,0,0,0.0,0,0,0,0,No,No,Mar. 5th   2021,Low,0,0
13882,C,Rui Nakagawa,-,-,08/31/1999,R,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,CO Senior,35,45,40,45,25,50,40,25,25,0,0,0,0.0,0,0,0,0,No,No,Jul. 30th   2021,Low,0,0
16061,C,Abdul-Qadir Najib,LDN,INT,10/16/2002,R,0.5 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,30,45,35,35,50,60,20,20,20,0,0,1,0.0,0,0,0,0,Yes,No,Jul. 31st   2021,Avg,0,0
13615,2B,Zenpei Nagano,SMT,A,07/26/1998,L,2.0 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,60,55,45,45,45,55,50,60,55,0,0,6,0.0,0,0,0,0,No,No,Aug. 9th   2021,Avg,0,0
12725,CF,Muaz Nadeem,-,-,12/03/1996,S,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Prankster,Normal,-,-,50,50,50,50,55,50,65,50,40,0,0,7,0.0,0,0,0,0,No,No,Jul. 29th   2021,Avg,0,0
14415,3B,Majd Nabeel,HAV,A,05/11/2000,R,1.5 Stars,3.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,75,70,55,45,55,55,35,35,35,0,0,3,0.0,0,0,0,0,No,No,Jun. 29th   2021,Low,2018,24
11572,1B,FABIÃO MXIMO,GAL,AA,02/22/1997,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Selfish,Normal,-,-,50,50,40,40,55,50,40,25,25,0,0,6,0.0,0,0,0,0,Yes,No,Jul. 5th   2021,Low,2015,195
16422,C,Randy Muttart,-,-,01/14/2003,R,0.5 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Durable,-,HS Senior,35,35,45,70,55,40,20,25,35,0,0,0,0.0,0,0,0,0,No,No,Jul. 15th   2021,Low,0,0
16611,2B,Tom Music,HAV,INT,07/30/2002,L,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,35,40,40,45,45,45,70,55,65,0,0,1,0.0,0,0,0,0,Yes,No,Jun. 10th   2021,Low,0,0
17719,SS,Quincy Musgrove,-,-,10/30/2005,L,1.0 Stars,3.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Sophomore,80,75,40,40,55,50,45,55,60,0,0,0,0.0,0,0,0,0,No,No,Jul. 30th   2021,Low,0,0
17551,LF,JUSTIN MUSGROVE,CAL,AAA,11/24/1993,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,55,50,45,55,35,45,35,35,40,0,0,0,0.0,0,0,0,0,Yes,No,Jul. 2nd   2021,Low,0,0
11900,CF,Bahiyy al Din Murtadi,-,-,12/29/1995,L,1.5 Stars,1.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,50,40,40,35,45,45,50,50,0,0,7,0.0,0,0,0,0,No,No,Jul. 1st   2021,Avg,0,0
15574,DH,Faustino Murro,AMS,R,02/11/2001,L,1.5 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,55,50,50,45,60,30,20,20,0,0,1,0.0,0,0,0,0,Yes,No,May 26th   2021,Low,2020,125
12938,1B,ROBBIE MURPHY,-,-,07/23/1997,L,1.5 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,55,65,40,50,40,65,45,40,40,0,0,1,0.0,0,0,0,0,No,No,Sep. 2nd   2020,Avg,2019,153
15100,2B,David Murphy,VAN,R,01/20/2002,R,1.5 Stars,3.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,60,65,60,45,65,65,65,70,0,0,1,0.0,0,0,0,0,No,No,Aug. 14th   2021,Avg,2020,58
15115,C,Julio Murillo,LON,R,04/21/2001,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,40,40,50,45,45,40,25,25,20,0,0,0,0.0,0,0,0,0,Yes,No,Jul. 6th   2021,Low,2021,242
14964,SS,Victor Murgia,VAN,R,05/18/2000,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,45,50,45,50,35,50,40,55,55,0,0,4,0.0,0,0,0,0,No,No,May 21st   2021,Low,0,0
17231,C,Oscar Murchison,GAL,INT,10/07/2003,L,0.5 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,30,40,40,30,50,45,20,20,20,0,0,0,0.0,0,0,0,0,Yes,No,May 17th   2021,Low,0,0
11498,RF,JOSUÉ MURAYAMA,-,-,03/10/1992,L,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Outspoken,Normal,-,-,45,50,45,40,40,50,40,35,35,0,0,6,0.0,0,0,0,0,No,No,May 2nd   2021,Avg,2014,101
16289,CF,Theodosio Murata,-,-,11/13/2003,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Durable,-,HS Senior,70,50,40,35,80,35,25,20,20,0,0,0,0.0,0,0,0,0,No,No,Jun. 6th   2021,Low,0,0
11614,LF,YONEKICHI MURAKAMI,HON,AA,10/27/1996,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Humble,Normal,5 days,-,55,55,50,45,40,60,60,50,55,0,0,6,0.0,0,0,0,0,No,No,Aug. 1st   2021,Avg,2015,208
17474,CF,Rene Munoz,CLE,INT,12/13/2003,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,50,60,50,45,40,70,45,30,25,0,0,0,0.0,0,0,0,0,Yes,No,Jun. 21st   2021,Low,0,0
17129,C,Colton Munoz,-,-,12/19/2004,R,1.0 Stars,4.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Junior,55,55,45,75,45,55,20,20,20,0,0,0,0.0,0,0,0,0,No,No,Jul. 26th   2021,Low,0,0
13346,1B,Carlos Munoz,-,-,03/16/1998,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,55,50,50,50,35,50,30,25,25,0,0,3,0.0,0,0,0,0,No,No,Apr. 14th   2021,Low,2018,149
14861,CF,Alberto Munoz,-,-,07/28/2000,L,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,45,45,40,45,30,45,45,45,50,0,0,4,0.0,0,0,0,0,No,No,Jul. 9th   2021,Avg,0,0
12152,C,Paul Mullowney,RME,AA,09/22/1996,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Captain,Normal,-,-,40,45,50,45,50,55,35,20,25,0,63,8,0.2,0,0,0,0,No,No,Jun. 25th   2021,Low,0,0
14773,SS,Guus Mulder,SMT,R,09/11/2000,S,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Selfish,Normal,-,-,50,60,40,25,45,70,65,65,60,0,0,4,0.0,0,0,0,0,Yes,No,Jun. 9th   2021,Low,0,0
12140,SS,Abdalrahman Mujahid,-,-,05/16/1996,R,1.5 Stars,1.5 Stars,U,U,U,U,U,U,Normal,Normal,-,-,40,45,45,40,40,50,55,45,50,0,0,7,0.0,0,0,0,0,No,No,Aug. 21st   2020,Avg,0,0
15503,LF,Isa Mu'ayyad,-,-,07/31/2001,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,45,45,40,30,45,55,60,45,35,0,0,3,0.0,0,0,0,0,No,No,May 10th   2021,Low,0,0
12456,LF,Ivan Mrdja,-,-,11/07/1996,L,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,50,50,45,55,40,45,55,60,65,0,0,7,0.0,0,0,0,0,No,No,Feb. 2nd   2021,Avg,0,0
13777,SS,Logan Moylan,HAV,A,06/22/1998,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Selfish,Normal,-,-,45,50,45,30,50,70,65,55,55,0,0,5,0.0,0,0,0,0,No,No,Aug. 6th   2021,Avg,0,0
15944,LF,Luis Moya,DUB,R,05/20/2001,L,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,35,35,40,45,45,40,20,25,25,0,0,2,0.0,0,0,0,0,Yes,No,Jul. 25th   2021,Avg,0,0
16787,1B,Rômulo Mourinha,DUB,INT,08/24/2003,R,1.0 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,75,65,40,40,55,50,30,20,20,0,0,1,0.0,0,0,0,0,Yes,No,May 30th   2021,Low,0,0
11564,1B,Dante Mosquera,LAP,A,06/26/1996,R,1.5 Stars,2.5 Stars,U,U,U,U,U,U,Normal,Durable,-,-,70,55,50,65,45,45,25,20,25,0,0,2,0.0,0,0,0,0,Yes,No,May 9th   2021,Low,0,0
16938,SS,Emiliano Moscati,-,-,11/18/1999,R,2.0 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,CO Junior,55,60,55,50,50,65,50,45,45,0,0,0,0.0,0,0,0,0,No,No,Jun. 19th   2021,Low,0,0
12890,LF,Mason Morrissey,-,-,01/28/1999,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,60,55,45,20,45,55,20,30,25,0,0,0,0.0,0,0,0,0,No,No,Jan. 31st   2021,Low,0,0
17136,1B,Justin Morrison,-,-,06/18/2004,R,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,HS Junior,35,40,40,50,45,45,30,25,45,0,0,0,0.0,0,0,0,0,No,No,Jul. 26th   2021,Low,0,0
17893,LF,Ronald Morris,GAL,INT,06/26/2005,S,0.5 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,45,35,45,55,55,20,20,20,25,0,0,0,0.0,0,0,0,0,Yes,No,Jun. 6th   2021,Low,0,0
13313,2B,Roderick Morris,NKO,A,02/06/1999,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Sparkplug,Normal,-,-,45,50,45,50,40,55,55,45,45,0,0,3,0.0,0,0,0,0,Yes,No,May 22nd   2021,Low,2018,195
17561,CF,Rhys Morris,DUB,INT,08/09/2004,L,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,-,45,45,45,55,50,45,35,40,40,0,0,0,0.0,0,0,0,0,Yes,No,May 5th   2021,Low,0,0
14352,LF,Joe Morris,DUB,A,03/16/1999,R,1.5 Stars,4.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,65,70,60,55,55,75,60,35,30,0,0,5,0.0,0,0,0,0,Yes,No,Jul. 10th   2021,Low,0,0
13116,3B,Aaron Morrall,NKO,A,10/19/1997,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,-,45,50,50,55,35,50,35,40,40,0,0,6,0.0,0,0,0,0,No,No,May 27th   2021,Low,0,0
16710,3B,Yukio Morna,TOR,INT,07/23/2003,R,0.5 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Durable,-,-,40,40,40,40,45,40,30,20,25,0,0,1,0.0,0,0,0,0,Yes,No,Jun. 27th   2021,Avg,0,0
17473,RF,Simone Morna,LON,INT,05/05/2004,L,1.0 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Durable,-,-,45,40,40,80,55,35,40,25,25,0,0,0,0.0,0,0,0,0,Yes,No,Jun. 6th   2021,Low,0,0
13094,LF,David Morin,-,-,08/01/1999,L,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Disruptive,Normal,-,-,45,45,50,40,35,50,50,60,55,0,0,4,0.0,0,0,0,0,No,No,Apr. 2nd   2021,Low,2017,208
16297,CF,Kinnojo Morimoto,-,-,05/25/2003,R,1.0 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Durable,-,HS Senior,75,45,45,65,80,20,45,35,60,0,0,0,0.0,0,0,0,0,No,No,Jun. 6th   2021,Low,0,0
