ID,POS,Name,Age,T,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,STM,Draft,Round,Pick
9237,SP,Dan Jennings,20,R,1.5 Stars,3.0 Stars,L,L,H,H,L,L,Unknown,75,50,55,-,65,55,70,-,65,75,-,-,-,75,-,65,2009,1,13
9653,SP,GREG JENSEN,21,R,1.5 Stars,1.5 Stars,L,N,N,N,N,N,Unknown,45,45,40,50,55,-,-,50,50,-,-,-,-,-,-,50,2008,9,3
7822,SP,Tzu-hsia Jia,35,R,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,45,55,50,-,45,50,-,-,45,45,-,-,-,-,-,75,0,0,0
7761,SP,Victor Jimenez,24,L,1.5 Stars,1.5 Stars,L,L,L,H,L,N,Selfish,35,35,35,40,45,-,-,-,45,-,-,-,-,-,-,70,0,0,0
8899,SP,Hyun-woo Jin,21,R,1.5 Stars,1.5 Stars,N,N,L,N,L,N,Normal,40,50,45,45,45,-,45,-,-,-,-,-,-,-,-,75,0,0,0
10501,SP,Xiu-tou Jiu,18,L,0.5 Stars,1.5 Stars,N,H,N,N,H,N,Unknown,50,40,40,-,55,-,55,-,-,60,-,-,-,-,-,45,0,0,0
10132,SP,Devin Johnson,17,R,0.5 Stars,3.0 Stars,L,L,H,N,L,N,Unknown,65,70,50,-,65,-,70,65,70,-,-,-,-,-,-,50,0,0,0
10574,SP,Dylan Johnson,19,L,0.5 Stars,1.5 Stars,N,N,N,N,N,H,Unknown,50,50,40,50,45,60,-,-,65,-,-,-,-,-,-,50,0,0,0
6117,SP,Jalen Johnson,28,R,2.0 Stars,2.0 Stars,N,N,H,N,H,N,Sparkplug,50,45,40,-,60,40,-,-,-,60,60,-,-,-,-,60,2001,7,14
9014,SP,JOHN JONES,25,L,1.5 Stars,2.0 Stars,H,N,L,N,N,H,Normal,50,45,50,45,50,55,55,45,50,-,-,-,-,-,-,45,2007,5,4
6374,SP,David Jowers,30,L,1.5 Stars,1.5 Stars,H,N,H,L,H,N,Captain,40,30,45,-,-,-,50,-,-,45,50,-,-,-,-,65,0,0,0
10255,SP,Antonio Juarez,18,R,0.5 Stars,2.0 Stars,H,H,N,N,H,N,Unknown,35,55,70,45,35,-,-,-,45,-,-,-,-,-,-,50,0,0,0
9316,SP,Hong-chang Jung,20,R,1.5 Stars,3.0 Stars,H,N,N,N,N,N,Prankster,55,55,60,-,65,-,60,-,-,65,-,-,-,-,-,50,0,0,0
8109,SP,Il-sang Jung,23,L,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,50,35,50,65,55,-,-,60,-,-,-,-,-,-,-,70,0,0,0
9826,SP,Noah Kadow,19,L,0.5 Stars,1.5 Stars,N,N,L,N,L,L,Unknown,50,40,40,45,50,-,-,55,60,-,-,-,-,-,-,55,0,0,0
8526,SP,MIKE KAMPOURIS,22,R,1.0 Stars,1.5 Stars,N,N,N,H,N,H,Normal,45,35,45,45,40,-,-,-,60,-,-,-,-,-,-,55,2007,7,6
10414,SP,Myeong-wan Kang,18,L,0.5 Stars,1.5 Stars,N,H,L,H,L,L,Unknown,45,45,35,55,50,35,50,-,-,-,-,-,-,-,-,45,0,0,0
6706,SP,JAMES KATZ,26,L,1.5 Stars,1.5 Stars,N,N,L,H,L,N,Unmotivated,40,55,40,50,45,-,45,-,-,-,-,-,-,-,-,60,2004,11,11
10319,SP,Akinami Kawabata,18,R,0.5 Stars,1.5 Stars,N,H,N,N,N,N,Unknown,50,35,45,55,50,-,35,50,-,55,-,-,-,-,-,50,0,0,0
10020,SP,JAMES KEENER,22,R,1.5 Stars,2.0 Stars,N,H,N,N,N,N,Unknown,40,40,65,-,-,50,45,-,45,45,-,-,-,-,-,50,2010,7,8
9500,SP,Butch Keller,23,L,2.0 Stars,3.5 Stars,N,N,N,N,N,N,Unknown,50,65,65,45,65,-,-,55,-,55,-,-,-,-,-,55,2009,1,10
9522,SP,Ryan Kelley,18,R,0.5 Stars,3.0 Stars,N,N,H,N,N,N,Unknown,60,60,50,60,65,-,-,60,-,65,-,-,-,-,-,55,2010,1,5
9810,SP,Cliff Kemna,19,R,0.5 Stars,0.5 Stars,N,N,H,N,L,N,Unknown,35,45,30,45,35,-,-,-,45,-,-,-,-,-,-,45,0,0,0
10599,SP,Nick Kenney,15,R,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,55,50,35,50,55,65,-,-,-,-,-,-,-,-,-,65,0,0,0
9641,SP,Dong-hyun Kim,20,R,0.5 Stars,2.0 Stars,H,N,N,H,N,L,Unknown,55,55,45,50,60,-,-,60,-,-,-,-,-,-,-,50,0,0,0
7516,SP,Dong-jin Kim,35,L,3.5 Stars,3.5 Stars,N,N,N,N,N,N,Normal,55,65,60,60,60,65,60,60,-,-,-,-,-,-,-,65,0,0,0
8406,SP,Jin-ho Kim,22,R,1.5 Stars,1.5 Stars,H,N,L,N,N,N,Normal,45,40,45,45,55,50,45,-,30,-,-,-,-,-,-,60,0,0,0
9271,SP,Ki-tae Kim,20,L,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,45,35,45,50,40,-,-,-,-,-,-,-,-,60,-,45,0,0,0
10172,SP,Kun-woo Kim,17,L,0.5 Stars,1.0 Stars,N,N,N,H,L,N,Unknown,40,45,35,45,45,-,-,45,-,-,-,-,-,45,-,55,0,0,0
9087,SP,KYUNG-WOON KIM,24,L,1.5 Stars,1.5 Stars,L,N,L,L,L,L,Unmotivated,45,35,50,45,60,50,50,50,-,-,-,-,-,-,-,55,2008,11,8
8869,SP,Min-jun Kim,21,R,1.5 Stars,2.0 Stars,N,N,N,L,H,L,Humble,45,45,50,50,45,-,-,55,45,-,-,-,-,-,-,65,0,0,0
8168,SP,Woo-jin Kim,23,R,1.5 Stars,1.5 Stars,N,N,N,H,L,L,Normal,45,30,50,45,-,-,45,50,55,-,-,-,-,-,-,75,0,0,0
8613,SP,Yong-hun Kim,22,R,1.0 Stars,1.5 Stars,N,H,L,L,H,N,Normal,45,30,45,-,50,50,-,-,55,50,-,-,-,-,-,70,0,0,0
7907,SP,Bill Kittleson,27,R,1.5 Stars,1.5 Stars,N,L,N,N,N,N,Normal,45,40,45,50,55,-,-,45,-,55,-,-,-,-,-,65,2005,6,10
10130,SP,Tony Kleppe,17,L,0.5 Stars,1.5 Stars,N,N,L,L,L,H,Unknown,45,45,35,45,50,45,-,-,50,-,-,-,50,55,-,45,0,0,0
10018,SP,TIM KLIX,18,R,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,45,45,45,50,40,-,60,-,-,-,-,-,-,-,-,55,0,0,0
10593,SP,Justin Kondapaneni,16,R,0.5 Stars,5.0 Stars,H,H,N,L,N,N,Unknown,65,60,80,60,75,-,-,55,-,70,-,-,-,-,-,60,0,0,0
9806,SP,Yoshikazu Kondo,20,R,0.5 Stars,0.5 Stars,N,N,L,N,N,N,Unknown,40,35,35,45,40,40,-,40,45,-,-,-,-,-,-,40,0,0,0
8325,SP,TOM KONECNY,21,R,1.5 Stars,2.0 Stars,N,N,L,N,L,L,Unmotivated,50,40,55,50,50,-,-,50,-,50,55,-,-,-,-,75,2007,6,7
6104,SP,MATT KORODY,27,R,1.5 Stars,1.5 Stars,N,N,N,N,H,N,Normal,45,40,40,-,-,55,50,-,-,50,-,-,-,-,-,65,2004,11,1
9879,SP,Rien Korpershoek,19,L,0.5 Stars,0.5 Stars,N,H,L,L,H,N,Unknown,40,40,30,45,30,-,-,-,45,-,-,-,-,-,-,50,0,0,0
6017,SP,Bill Koster,29,L,2.0 Stars,2.0 Stars,N,N,L,N,L,L,Unmotivated,45,45,45,-,45,40,-,-,35,50,45,-,-,-,-,40,2000,1,15
10369,SP,Adam Kreighbaum,17,R,0.5 Stars,2.0 Stars,N,N,N,N,N,H,Unknown,50,45,50,55,-,-,55,55,-,-,-,-,-,-,-,50,0,0,0
10635,SP,Brian Kuehne,15,L,0.5 Stars,2.5 Stars,N,H,N,L,H,L,Unknown,40,60,55,45,40,-,-,-,55,-,-,-,-,-,-,50,0,0,0
6731,SP,C.J. Label,26,L,2.5 Stars,2.5 Stars,H,N,N,N,H,N,Captain,55,55,45,65,65,-,-,-,-,60,-,-,-,-,-,65,2002,3,17
8786,SP,MATT LACKEY,21,R,0.5 Stars,1.0 Stars,N,N,N,N,N,N,Unknown,35,30,55,45,35,-,45,-,-,-,-,-,-,-,-,50,0,0,0
7269,SP,Ruben Laguer,27,R,1.5 Stars,1.5 Stars,L,L,L,H,L,L,Selfish,45,40,55,50,-,50,-,50,-,-,-,-,-,-,-,40,0,0,0
7027,SP,Ryan Lakes,26,R,3.0 Stars,4.0 Stars,L,L,N,H,L,N,Selfish,70,65,65,75,-,-,75,70,-,-,-,-,-,-,-,65,2003,1,7
10517,SP,Jacky Lambert,19,L,0.5 Stars,1.0 Stars,N,H,N,L,H,L,Unknown,50,45,30,45,55,55,-,50,-,-,-,-,-,-,-,65,0,0,0
9228,SP,GREG LANCE,19,L,0.5 Stars,1.5 Stars,H,N,L,N,N,N,Unknown,45,45,40,50,35,-,-,50,-,-,-,-,-,-,-,55,0,0,0
3780,SP,Dean Landes,37,R,2.0 Stars,2.0 Stars,N,H,L,L,H,N,Humble,50,50,45,-,55,65,-,-,-,55,-,-,-,-,-,65,0,79,13
10057,SP,JUSTIN LANDRUM,22,R,1.5 Stars,1.5 Stars,H,N,N,H,N,L,Unknown,50,40,45,-,55,55,50,-,50,50,-,-,-,50,-,55,2010,11,9
10116,SP,Brad Lane,18,R,0.5 Stars,1.5 Stars,N,N,N,N,N,L,Unknown,50,45,35,60,45,-,60,-,-,-,-,-,-,-,-,50,0,0,0
6729,SP,Ian Laniewski,29,L,2.0 Stars,2.0 Stars,N,N,H,N,H,N,Sparkplug,45,40,60,45,-,45,45,-,45,50,-,-,-,-,-,65,2002,2,10
9849,SP,Lance Larcombe,19,R,0.5 Stars,2.0 Stars,N,N,L,N,L,L,Unknown,40,60,55,45,35,-,-,-,55,-,-,-,-,-,-,55,0,0,0
10142,SP,Mike Larson,18,L,0.5 Stars,2.0 Stars,N,H,H,N,N,N,Unknown,40,50,60,45,35,-,-,-,50,-,-,-,-,-,-,55,0,0,0
10430,SP,Juan Lasanta,17,L,0.5 Stars,3.0 Stars,N,H,N,N,N,N,Unknown,60,60,65,60,40,-,70,-,-,-,-,-,-,-,-,50,0,0,0
9594,SP,CHANCE LAWRENCE,18,R,0.5 Stars,2.5 Stars,N,N,N,N,N,L,Unknown,50,50,55,50,60,-,40,55,-,-,-,-,-,-,-,60,2010,7,5
7605,SP,JOHN LAZENBY,25,R,1.5 Stars,2.0 Stars,N,N,N,H,N,N,Normal,45,40,50,55,35,-,-,-,-,55,-,-,-,-,-,60,2004,2,5
8349,SP,BILL LEATHERMAN,21,R,1.5 Stars,2.0 Stars,N,N,H,N,N,N,Prankster,50,45,45,55,55,50,55,-,50,50,-,-,-,-,-,65,2007,13,16
8169,SP,Chang-hoon Lee,22,R,2.0 Stars,2.0 Stars,L,L,N,H,L,N,Disruptive,60,30,55,75,45,-,65,-,-,-,-,-,-,75,-,55,0,0,0
10669,SP,Sung-ho Lee,16,R,0.5 Stars,1.5 Stars,N,N,N,H,L,N,Unknown,50,45,35,50,40,-,-,-,60,-,-,-,-,-,-,45,0,0,0
8614,SP,Elias Leon,22,R,0.5 Stars,1.0 Stars,N,N,N,N,N,N,Normal,45,35,40,45,50,55,45,-,50,-,-,-,-,-,-,60,0,0,0
10366,SP,Chris Leonard,17,L,0.5 Stars,1.5 Stars,N,L,N,N,N,N,Unknown,65,50,30,50,60,-,60,-,-,-,-,-,-,-,-,40,0,0,0
10070,SP,ANDREW LEONHARDT,22,R,2.0 Stars,3.0 Stars,N,N,N,N,N,N,Unknown,50,60,65,55,55,-,-,55,-,50,-,-,-,-,-,45,2010,4,13
9153,SP,JASON LERRO,20,R,1.5 Stars,2.0 Stars,L,L,N,N,L,N,Unknown,45,50,50,50,45,45,45,40,-,50,-,-,-,-,-,55,2009,10,7
9441,SP,PHIL LESINSKI,19,R,0.5 Stars,1.5 Stars,H,H,L,N,N,N,Unknown,40,25,40,45,-,-,45,50,-,-,-,-,-,-,-,50,0,0,0
8368,SP,BRYAN LEWIS,22,R,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,45,40,45,55,-,55,60,-,-,-,-,-,-,-,-,55,0,0,0
8254,SP,GLEN LEWIS,26,R,2.0 Stars,2.0 Stars,N,H,N,L,L,H,Normal,50,40,45,50,50,-,-,55,-,55,-,50,-,-,-,60,2006,15,14
10168,SP,John Lewis,18,R,0.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,55,50,45,55,45,-,-,-,75,-,-,-,-,-,-,50,0,0,0
10005,SP,Mitch Lewis,19,R,0.5 Stars,2.0 Stars,N,H,N,N,H,N,Unknown,40,65,55,-,50,45,40,45,45,-,-,-,-,-,-,55,2009,4,5
9194,SP,Morgan Lewis,20,R,0.5 Stars,2.5 Stars,N,L,N,N,N,N,Unknown,50,50,60,50,60,-,-,-,65,-,-,-,-,-,-,35,2009,5,2
9223,SP,RYAN LEWIS,20,R,2.0 Stars,2.5 Stars,N,N,H,H,H,H,Unknown,50,50,55,60,-,55,-,60,-,-,-,-,-,-,-,55,2010,4,5
8249,SP,WAYNE LEWIS,26,L,1.5 Stars,1.5 Stars,N,N,N,N,N,L,Normal,45,55,35,45,50,50,50,-,-,-,-,-,-,-,-,55,2006,6,13
10485,SP,Micah Lincoln,17,L,0.5 Stars,4.0 Stars,L,N,N,N,N,N,Unknown,65,55,65,50,45,65,55,-,70,-,-,-,-,60,-,70,0,0,0
6334,SP,Jim Lindholm,28,R,1.5 Stars,1.5 Stars,N,L,N,N,N,N,Normal,45,30,45,50,50,55,45,-,-,-,45,-,-,-,-,60,2001,5,6
9503,SP,BOBBY LINDLEY,23,R,1.5 Stars,2.0 Stars,N,N,L,H,L,L,Unknown,50,30,60,55,50,60,-,55,-,-,-,-,-,-,-,55,2009,6,13
5646,SP,Steve Logan,33,L,2.5 Stars,2.5 Stars,N,H,N,L,N,H,Normal,65,40,50,55,65,70,-,-,-,-,-,-,-,-,-,70,0,7,13
10021,SP,KEVIN LOMBARDI,19,R,1.0 Stars,3.5 Stars,N,N,H,N,H,N,Unknown,40,65,80,-,55,50,-,50,-,-,-,-,-,-,-,50,2010,2,13
10666,SP,Miguel Lomeli,18,R,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,50,45,40,50,40,-,-,55,-,-,-,-,-,-,-,45,0,0,0
8331,SP,KORY LONG,22,R,0.5 Stars,1.5 Stars,N,N,L,N,N,N,Unknown,40,40,45,45,40,-,-,-,50,-,-,-,-,-,-,60,0,0,0
7233,SP,Eduardo Lopez,28,L,1.0 Stars,1.0 Stars,N,H,N,L,N,N,Normal,45,45,35,50,45,50,-,50,-,-,-,-,-,-,-,60,0,0,0
6917,SP,Fernando Lopez,28,R,1.5 Stars,1.5 Stars,N,N,N,H,L,H,Normal,50,35,45,-,55,65,-,-,-,60,-,-,-,-,-,80,0,0,0
10026,SP,JON LOPEZ,19,L,0.5 Stars,1.5 Stars,N,L,N,N,N,N,Unknown,50,45,45,55,45,-,60,-,-,-,-,-,-,-,-,55,0,0,0
9094,SP,WIL LOPEZ,24,L,1.5 Stars,1.5 Stars,N,N,H,N,L,N,Normal,45,30,40,45,50,50,50,-,-,-,-,-,-,-,-,50,2008,14,11
9207,SP,RON LOVE,20,R,0.5 Stars,0.5 Stars,H,N,H,N,N,N,Unknown,40,35,40,45,35,-,-,-,50,-,-,-,-,-,-,55,0,0,0
6919,SP,Franklin Lucero,27,L,1.0 Stars,1.0 Stars,L,N,L,N,L,N,Unmotivated,45,40,35,50,45,-,50,-,-,-,-,-,-,45,-,70,0,0,0
9995,SP,Charles Lyell,23,R,2.0 Stars,2.5 Stars,N,N,N,H,N,N,Unknown,60,35,65,65,65,55,-,70,-,-,-,-,-,-,-,65,2009,1,1
4659,SP,Wout Maas,32,R,1.5 Stars,1.5 Stars,N,N,L,L,H,N,Fan Fav,45,45,35,50,45,55,-,-,-,-,-,-,-,-,-,50,2000,6,3
9196,SP,ERIC MACDONALD,19,R,1.5 Stars,2.0 Stars,N,N,L,N,N,H,Unknown,50,50,45,55,55,-,-,45,-,50,-,-,-,-,-,50,2009,6,16
10436,SP,Danny Mace,17,R,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,45,50,45,50,35,-,55,-,-,-,-,-,-,-,-,50,0,0,0
8311,SP,Tyler Machado,21,R,1.5 Stars,2.0 Stars,L,L,H,H,L,N,Selfish,50,50,45,60,-,-,65,-,60,-,-,-,-,-,-,60,2007,4,1
8906,SP,Lyoto Machida,33,R,3.5 Stars,3.5 Stars,N,H,H,L,N,N,Normal,55,60,70,70,55,50,55,55,-,65,-,-,-,-,-,60,0,0,0
9506,SP,Javier Maciel,19,L,1.5 Stars,3.0 Stars,H,H,N,N,N,N,Unknown,55,55,65,50,60,-,45,60,70,-,-,-,-,-,-,55,2009,2,4
10655,SP,Kyle MacIndoe,17,R,0.5 Stars,1.5 Stars,N,H,N,L,H,N,Unknown,50,50,30,50,55,-,-,-,-,55,-,-,-,-,-,50,0,0,0
9697,SP,JONATHAN MACK,19,L,0.5 Stars,1.5 Stars,N,H,L,N,L,L,Unknown,45,40,40,50,35,-,-,-,-,60,-,-,-,-,-,55,0,0,0
10188,SP,Noah Maclin,17,R,0.5 Stars,2.5 Stars,H,N,N,N,N,N,Unknown,55,60,55,60,35,-,-,-,70,-,-,-,-,-,-,55,0,0,0
10002,SP,JOHN MADIGAN,19,R,0.5 Stars,2.0 Stars,N,H,N,N,N,N,Unknown,50,45,45,50,45,55,-,-,65,-,-,-,-,-,-,55,2009,8,7
5277,SP,Patrick Mahomes,33,L,2.5 Stars,2.5 Stars,N,N,N,H,N,N,Normal,70,40,50,55,70,75,55,-,-,-,-,-,-,-,-,40,0,2,10
8592,SP,Zeusef Malaret,22,R,1.0 Stars,1.5 Stars,N,N,N,N,H,N,Normal,50,40,35,55,45,-,-,55,-,60,-,-,-,60,-,45,0,0,0
9655,SP,ANDY MALDONADO,24,R,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,40,40,70,-,50,45,-,45,-,-,-,-,-,45,-,30,2008,13,8
8719,SP,ROBBY MALLANDAIN,20,R,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,50,35,45,55,40,-,-,60,-,-,-,-,-,-,-,55,0,0,0
9480,SP,TIM MAMMEN,23,R,0.5 Stars,1.5 Stars,N,N,L,L,L,N,Unknown,45,40,30,45,45,35,45,-,-,45,-,-,-,-,-,55,0,0,0
7810,SP,Michele Manetti,24,R,1.5 Stars,1.5 Stars,H,N,H,N,N,N,Normal,45,40,45,45,-,50,-,45,-,-,-,-,-,-,-,65,0,0,0
6840,SP,BOBBY MANGUM,26,L,1.5 Stars,1.5 Stars,L,N,H,N,N,L,Outspoken,40,25,55,45,40,-,-,40,40,40,-,-,-,40,-,60,2003,3,15
9451,SP,COREY MANLEY,23,R,0.5 Stars,1.5 Stars,L,L,L,H,L,L,Unknown,45,45,30,45,-,50,-,50,-,-,-,-,-,-,-,55,0,0,0
9678,SP,JOSH MANNING,20,L,0.5 Stars,1.5 Stars,N,N,H,N,N,L,Unknown,50,50,40,50,55,60,-,45,-,-,-,-,-,-,-,50,2009,10,15
8085,SP,Dan Manzano,24,L,1.5 Stars,1.5 Stars,N,N,L,L,N,N,Humble,45,50,45,50,55,-,-,-,60,-,-,-,-,-,-,55,0,0,0
6488,SP,Ivan Manzo,27,R,1.5 Stars,1.5 Stars,N,H,N,N,N,N,Normal,50,25,55,-,60,-,60,-,-,60,-,-,-,-,-,55,2002,8,3
10472,SP,Carlos Marcelino,19,R,0.5 Stars,2.5 Stars,N,L,N,N,N,N,Unknown,50,50,45,50,55,-,55,-,-,-,-,-,-,-,-,45,0,0,0
6294,SP,Kyle Marcello,32,L,2.0 Stars,2.0 Stars,L,N,N,N,N,N,Normal,50,50,30,55,55,60,-,-,55,45,-,-,-,-,-,55,2000,9,8
7612,SP,RYAN MARKS,24,R,2.0 Stars,2.0 Stars,N,N,L,N,N,H,Normal,45,60,45,50,-,50,-,-,50,-,-,-,-,-,-,35,2004,4,3
7615,SP,WILSON MARQUEZ,25,R,2.0 Stars,2.0 Stars,N,H,N,H,N,N,Prankster,50,35,50,60,-,-,60,-,60,-,-,-,-,-,-,70,2004,2,15
10190,SP,Dave Marsh,18,L,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,45,50,50,60,55,60,45,60,-,-,-,-,-,-,45,0,0,0
9999,SP,NICK MARSH,23,L,1.0 Stars,1.0 Stars,N,N,L,N,H,N,Unknown,45,35,35,45,55,-,50,-,-,-,-,-,-,-,-,45,0,0,0
6702,SP,Dave Martinez,26,R,3.5 Stars,4.5 Stars,N,N,H,N,N,N,Normal,55,80,70,60,35,-,60,60,-,-,-,-,-,-,-,60,2002,1,5
9888,SP,Edwin Martinez,19,L,0.5 Stars,1.5 Stars,L,N,L,N,L,L,Unknown,45,40,35,45,-,60,-,-,-,50,-,-,-,-,-,65,0,0,0
8904,SP,Franklin Martinez,35,L,2.0 Stars,2.0 Stars,N,N,N,N,N,L,Normal,50,55,35,50,55,-,-,45,-,55,-,-,-,-,-,45,0,0,0
8544,SP,Julio Martinez,22,R,3.0 Stars,3.5 Stars,H,N,N,L,H,N,Normal,50,55,70,50,45,-,-,60,65,-,-,-,-,-,-,50,0,0,0
8409,SP,JEREMY MARVIN,24,L,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,45,50,50,45,55,-,50,-,50,-,-,-,-,-,-,40,2008,4,11
6208,SP,Mori Masasu,28,R,1.5 Stars,1.5 Stars,L,L,L,H,N,L,Selfish,45,40,35,45,45,45,-,-,-,40,40,-,-,-,-,55,0,20,11
8060,SP,Wayne Massey,23,L,1.5 Stars,1.5 Stars,H,H,N,L,H,N,Captain,50,40,40,60,50,35,55,-,55,-,-,-,-,-,-,65,0,0,0
4774,SP,Luis Mata,33,R,1.5 Stars,1.5 Stars,N,H,H,N,L,N,Normal,50,45,45,50,45,-,-,55,-,-,-,-,-,-,-,55,0,0,0
10175,SP,Sam Mathews,18,R,0.5 Stars,2.5 Stars,N,L,N,N,N,N,Unknown,75,45,45,60,-,80,-,70,-,-,-,-,-,-,-,55,0,0,0
10272,SP,Ryota Matsumoto,18,R,0.5 Stars,1.5 Stars,H,N,N,N,N,N,Unknown,50,45,40,65,35,-,-,-,-,65,-,-,-,-,-,50,0,0,0
9211,SP,BRANDON MATTHESS,19,L,0.5 Stars,1.5 Stars,N,N,N,L,N,N,Unknown,50,35,45,55,45,-,-,60,-,-,-,-,-,-,-,45,0,0,0
9202,SP,DAN MAY,19,R,0.5 Stars,1.0 Stars,N,N,L,N,N,N,Unknown,40,40,35,45,-,45,-,45,-,-,-,-,-,-,-,55,0,0,0
5786,SP,Francisco Maya,30,R,1.5 Stars,1.5 Stars,H,N,L,N,N,L,Normal,45,45,50,50,60,-,-,-,-,-,-,-,-,45,-,55,0,39,2
10098,SP,Sean McBride,17,R,0.5 Stars,3.0 Stars,N,N,H,N,N,N,Unknown,55,65,55,60,65,-,60,45,-,60,-,-,-,-,-,45,0,0,0
9458,SP,JOE MCCARTHY,20,R,0.5 Stars,1.5 Stars,N,N,L,L,L,N,Unknown,45,45,35,45,-,-,50,55,-,-,-,-,-,-,-,45,0,0,0
10164,SP,Matt McCarthy,17,R,0.5 Stars,2.0 Stars,N,N,H,N,H,N,Unknown,45,50,40,45,55,-,50,45,-,-,-,-,-,-,-,45,0,0,0
10392,SP,Chris McChesney,16,R,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,60,50,45,50,-,70,-,55,-,-,-,-,-,-,-,55,0,0,0
8734,SP,Glen McClees,20,R,1.5 Stars,2.5 Stars,N,N,N,H,N,N,Unknown,45,60,60,45,-,60,-,55,-,-,-,-,-,-,-,50,2008,1,18
9448,SP,TERRY MCCONNELL,19,R,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,45,55,40,50,50,40,50,-,-,-,-,-,-,-,-,55,0,0,0
7887,SP,Chris McCrea,27,R,1.5 Stars,1.5 Stars,N,N,N,L,H,N,Normal,45,50,35,45,55,-,50,-,-,-,-,-,-,-,-,55,2005,6,13
9254,SP,BLAKE MCDONALD,19,R,0.5 Stars,1.5 Stars,N,N,N,L,H,N,Unknown,55,45,30,60,60,-,-,-,-,65,-,-,-,-,-,50,0,0,0
8371,SP,GREG MCLEAN,21,R,0.5 Stars,0.5 Stars,N,N,L,H,L,N,Unknown,45,25,45,50,40,-,45,-,-,-,-,-,-,45,-,65,0,0,0
10598,SP,Bobby McLendon,15,R,0.5 Stars,1.0 Stars,N,N,N,N,N,N,Unknown,45,45,20,45,50,45,45,-,55,-,-,-,-,-,-,50,0,0,0
7626,SP,JOSH MCMILLAN,25,L,1.5 Stars,1.5 Stars,N,N,L,N,L,N,Unmotivated,45,40,45,50,-,50,45,-,-,-,-,-,-,-,-,65,2007,15,6
8287,SP,William McMullen,26,R,2.0 Stars,2.0 Stars,N,N,N,L,N,N,Normal,45,45,50,-,55,60,55,-,-,45,-,-,-,-,-,65,2006,2,8
10203,SP,Jon McNaughton,17,R,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,45,45,30,45,50,50,45,-,50,-,-,-,-,-,-,50,0,0,0
7053,SP,MYLES MCNEAL,25,L,1.5 Stars,2.0 Stars,N,N,N,N,N,H,Normal,45,45,45,55,-,-,55,50,-,-,-,-,-,-,-,60,2004,10,4
9201,SP,PAT MCNEIL,20,L,0.5 Stars,2.5 Stars,L,L,N,H,N,L,Unknown,45,60,50,45,60,-,50,-,-,-,-,-,-,-,-,55,2009,5,18
9917,SP,BILL MCWILLIAMS,19,L,0.5 Stars,0.5 Stars,N,L,L,H,N,N,Unknown,30,30,25,40,35,-,-,-,-,35,-,-,-,-,-,50,0,0,0
6844,SP,RAY MEARS,25,R,2.0 Stars,2.0 Stars,L,L,H,N,H,N,Normal,50,40,45,50,50,35,60,55,60,-,-,-,-,-,-,55,2006,9,5
10626,SP,Ruben Meastas,16,R,0.5 Stars,0.5 Stars,N,N,L,L,H,L,Unknown,45,40,35,45,55,30,45,-,-,-,-,-,-,-,-,45,0,0,0
7577,SP,JOSE MEDINA,27,R,1.5 Stars,1.5 Stars,N,N,N,L,N,N,Normal,45,55,45,50,-,-,45,45,-,-,-,-,-,-,-,40,2005,9,6
6570,SP,Eddy Mejia,27,R,2.0 Stars,2.0 Stars,N,N,N,N,N,H,Normal,45,35,40,45,50,50,50,-,-,-,45,50,-,-,-,65,0,65,9
9744,SP,ARTURO MENDEZ,19,R,0.5 Stars,2.5 Stars,N,H,H,L,H,N,Unknown,50,50,50,60,45,-,70,-,-,-,-,-,-,-,-,45,2010,2,4
7437,SP,Domingo Mendez,26,L,0.5 Stars,0.5 Stars,N,L,N,H,H,N,Normal,45,35,30,50,30,-,55,45,-,-,-,-,-,-,-,70,0,0,0
5760,SP,ERNESTO MENDEZ,27,R,2.0 Stars,2.0 Stars,N,N,N,N,L,L,Outspoken,50,35,50,45,-,-,-,45,-,-,-,60,-,60,-,60,2003,8,1
9640,SP,Leon Menendez,20,R,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,55,35,55,55,65,-,60,-,-,-,-,-,-,-,-,35,0,0,0
6459,SP,Jay Mercer,26,L,1.5 Stars,1.5 Stars,H,N,N,N,N,H,Normal,45,30,20,50,50,60,-,-,-,-,35,-,-,-,-,70,2002,12,16
