ID,POS,Name,Age,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,CON P,GAP P,POW P,EYE P,K P,SPE,STE,RUN,Draft,Round,Pick
11659,1B,Anakale Corowa,22,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Normal,45,50,55,50,45,50,35,40,0,0,0
12775,1B,Phil Coulter,21,1.0 Stars,2.0 Stars,N,H,N,N,N,N,Normal,55,45,40,45,60,40,30,35,0,0,0
8791,1B,AARON COX,27,2.0 Stars,2.0 Stars,N,N,H,N,N,N,Normal,55,40,40,35,65,45,45,40,2008,5,11
11038,1B,JUSTIN CUMMINGS,21,1.5 Stars,3.5 Stars,N,N,N,H,N,N,Normal,55,55,65,55,60,50,45,60,2014,2,12
8675,1B,JOHNATHAN DANIELS,29,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,50,35,45,45,35,45,45,2007,9,9
11724,1B,LJUBA DAVIDOVIC,25,2.5 Stars,2.5 Stars,N,H,N,L,N,L,Normal,60,50,50,45,60,30,20,20,2014,5,8
12803,1B,Josh Day,20,0.5 Stars,2.5 Stars,L,L,N,H,N,N,Selfish,55,50,50,45,65,35,20,35,0,0,0
10849,1B,Luis de la Cruz,24,3.5 Stars,5.0 Stars,N,N,H,H,N,H,Normal,55,60,75,60,50,30,30,20,2012,1,2
9283,1B,Olav de Roo,27,2.0 Stars,2.0 Stars,L,N,N,N,L,L,Outspoken,45,35,45,40,45,25,25,35,0,0,0
14928,1B,Alex Delgado,31,2.5 Stars,2.5 Stars,N,N,N,N,H,N,Normal,60,45,55,45,65,25,20,30,0,0,0
13254,1B,Gustavo DeNiro,19,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,45,45,50,55,30,25,20,0,0,0
12002,1B,Bryan Derrick,22,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,40,45,40,50,25,30,25,0,0,0
9465,1B,BILLY DERRICKSON,27,2.0 Stars,2.0 Stars,N,N,L,N,H,N,Normal,50,50,45,45,50,65,60,75,2009,7,14
12660,1B,Gerardo Diaz,20,1.0 Stars,2.5 Stars,N,N,N,N,N,N,Normal,55,50,50,60,55,30,20,20,0,0,0
10192,1B,PHIL DINGES,25,1.5 Stars,2.0 Stars,N,N,L,H,L,H,Normal,55,40,45,50,60,25,25,25,2014,7,6
10375,1B,Rob Dixon,23,0.5 Stars,1.0 Stars,N,N,N,N,N,N,Normal,35,30,40,55,40,20,20,25,2012,10,18
7192,1B,Dale Doback,33,4.5 Stars,4.5 Stars,L,N,H,L,H,N,Normal,55,55,70,55,45,45,50,55,0,0,0
13705,1B,Angus Doig,19,0.5 Stars,2.0 Stars,N,N,L,N,N,L,Unknown,50,40,35,45,60,35,30,45,0,0,0
11689,1B,MIKE DUFOUR,25,2.0 Stars,2.0 Stars,N,N,N,L,N,N,Normal,55,35,40,40,50,55,60,55,2014,7,11
12147,1B,Luigi Duggan,21,0.5 Stars,2.0 Stars,L,N,L,N,L,N,Unmotivated,40,50,50,40,30,30,20,20,0,0,0
14847,1B,Harrison Dulihanty,17,0.5 Stars,2.5 Stars,N,H,L,H,N,N,Unknown,55,40,45,60,50,25,25,35,0,0,0
10696,1B,Ethan Ellis,23,2.0 Stars,2.5 Stars,N,H,H,N,H,H,Sparkplug,50,45,55,50,50,40,40,55,0,0,0
11516,1B,Victor Falcon,22,2.5 Stars,4.0 Stars,N,N,H,L,H,H,Fan Fav,50,50,70,75,40,30,25,20,2014,1,2
15384,1B,Eunice Felgas,17,0.5 Stars,3.0 Stars,N,N,N,H,N,H,Unknown,60,55,50,55,55,30,40,40,0,0,0
14844,1B,Florian Feron,17,0.5 Stars,4.0 Stars,N,N,N,N,N,N,Unknown,65,50,65,50,65,30,40,40,0,0,0
12221,1B,Cedric Finnigan,20,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,50,35,25,40,50,30,25,25,0,0,0
11443,1B,FREDDIE FISH,26,2.0 Stars,2.0 Stars,N,L,N,N,N,N,Normal,50,45,50,50,50,25,20,30,2013,7,18
11086,1B,Ubbe Foppen,22,0.5 Stars,1.5 Stars,N,N,L,N,N,N,Normal,45,45,45,45,45,40,45,50,0,0,0
8089,1B,Stanton Fortin,32,2.0 Stars,2.0 Stars,L,L,N,H,L,N,Selfish,50,50,40,50,50,40,35,35,0,0,0
9392,1B,D.J. FOSTER,28,2.0 Stars,2.0 Stars,N,N,N,L,N,N,Humble,45,40,45,50,45,30,30,30,2008,7,11
10737,1B,Manol Fragoso,23,0.5 Stars,1.5 Stars,N,N,H,N,N,N,Normal,35,40,45,45,35,45,50,55,0,0,0
14140,1B,Victor Franco,18,0.5 Stars,1.5 Stars,N,N,H,H,N,N,Unknown,50,40,30,35,50,45,45,35,0,0,0
9155,1B,DYLAN FREDERICKSON,26,2.0 Stars,2.0 Stars,H,N,H,N,N,N,Captain,50,45,40,55,55,20,30,25,2009,10,5
12796,1B,Luis Gallegos,20,0.5 Stars,2.5 Stars,N,N,L,N,N,N,Normal,50,45,45,50,55,35,35,45,0,0,0
12038,1B,Jesus Gamez,21,0.5 Stars,2.0 Stars,N,N,L,H,L,H,Normal,50,40,35,50,70,25,30,30,0,0,0
13609,1B,Alex Garcia,19,0.5 Stars,2.0 Stars,H,N,H,N,H,N,Unknown,50,40,45,40,50,20,25,30,0,0,0
9387,1B,DAVID GARCIA,31,2.0 Stars,2.0 Stars,N,N,N,N,N,H,Normal,50,45,50,50,50,20,20,30,2008,6,10
11198,1B,Johan Gardner,22,1.5 Stars,2.0 Stars,L,L,H,H,N,N,Selfish,50,50,50,40,50,50,50,65,0,0,0
11488,1B,JUSTIN GARRETT,21,0.5 Stars,1.5 Stars,N,N,N,N,N,H,Unknown,50,45,30,40,55,30,25,20,0,0,0
11585,1B,SEAN GASPERS,21,1.0 Stars,3.5 Stars,N,L,H,N,N,L,Unknown,60,45,65,40,65,25,20,20,2015,6,13
15033,1B,Matthew Gerlach,20,0.5 Stars,2.5 Stars,N,N,N,N,N,L,Unknown,55,45,50,50,55,35,35,50,0,0,0
14502,1B,Nadim Ghassan,17,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,40,40,45,55,25,25,20,0,0,0
14526,1B,Alberto Giammona,21,1.5 Stars,2.5 Stars,N,L,N,N,N,L,Unknown,50,55,60,50,45,25,30,25,2017,5,20
15352,1B,Lucas Gilbert,16,0.5 Stars,2.5 Stars,N,N,H,N,N,N,Unknown,60,50,45,35,55,35,30,30,0,0,0
9554,1B,MIKE GILLES,26,1.0 Stars,1.5 Stars,N,N,L,N,N,N,Normal,40,35,40,50,40,35,30,40,2010,7,2
9212,1B,ZACH GINSBERG,27,1.5 Stars,1.5 Stars,L,H,L,N,L,N,Unmotivated,45,35,40,45,50,20,20,30,2009,8,11
11497,1B,JACOB GIRDWOOD,25,1.5 Stars,2.0 Stars,L,L,N,H,L,L,Disruptive,45,45,40,50,45,40,20,20,2014,7,9
15157,1B,Rodolfo Gomez,17,0.5 Stars,2.0 Stars,N,N,N,N,N,L,Unknown,45,40,45,45,50,25,20,20,0,0,0
10538,1B,Tony Gonzalez,24,1.0 Stars,1.5 Stars,N,N,L,N,N,N,Normal,40,35,40,35,45,30,35,30,0,0,0
11385,1B,Agustin Gutierrez,28,2.5 Stars,2.5 Stars,N,H,H,L,H,N,Humble,55,50,50,50,50,25,30,35,2012,3,14
14292,1B,Tony Gutierrez,18,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,45,50,45,55,35,20,20,0,0,0
7660,1B,David Hall,31,2.5 Stars,2.5 Stars,L,N,N,N,N,L,Outspoken,50,40,50,55,50,30,35,40,2005,3,5
8048,1B,GRANT HALL,29,2.0 Stars,2.0 Stars,N,N,H,N,H,N,Sparkplug,45,40,40,50,40,20,20,25,2009,4,9
13729,1B,Tetsuo Hamada,19,1.0 Stars,2.5 Stars,N,N,H,N,H,N,Unknown,55,50,45,35,60,60,40,65,0,0,0
9030,1B,BRIAN HAMILTON,28,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,60,55,45,45,65,45,55,55,2007,7,12
10298,1B,Reed Hanson,27,1.5 Stars,1.5 Stars,N,N,L,H,L,H,Normal,40,35,45,35,35,35,30,35,0,0,0
15178,1B,Keiji Haraguchi,17,0.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,55,45,40,55,50,20,35,25,0,0,0
9988,1B,CHRIS HARNISCH,26,2.0 Stars,2.0 Stars,N,N,N,N,N,H,Normal,50,35,40,50,55,30,40,25,2009,11,6
13430,1B,Colm Harrison,20,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,35,40,35,50,30,25,30,0,0,0
12123,1B,Norio Hashimoto,21,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,45,40,40,40,40,65,60,50,0,0,0
11741,1B,Matt Healy,20,1.5 Stars,2.5 Stars,N,L,L,H,N,N,Unknown,60,55,50,50,55,70,60,65,2015,2,14
11393,1B,Gavin Hennessy,27,1.0 Stars,1.5 Stars,N,H,N,N,N,N,Normal,45,40,35,40,45,60,65,75,2012,9,3
9850,1B,Juan Hernandez,26,1.5 Stars,1.5 Stars,H,N,L,N,N,N,Normal,45,35,40,45,45,35,35,40,0,0,0
9975,1B,Raul Hernandez,26,2.5 Stars,2.5 Stars,N,H,N,N,N,N,Normal,55,50,45,40,60,40,65,45,2009,1,4
12618,1B,Roberto Hernandez,20,0.5 Stars,1.5 Stars,N,N,N,L,N,N,Humble,45,45,35,45,65,30,30,30,0,0,0
13617,1B,Akil Hilel,19,0.5 Stars,4.0 Stars,N,N,H,N,N,H,Unknown,60,45,70,45,55,30,20,20,0,0,0
11740,1B,Phil Hoffman,20,1.0 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,55,50,50,45,65,30,25,40,2015,4,7
11685,1B,WALT HOOGLAND,22,2.0 Stars,2.5 Stars,N,N,H,L,H,N,Prankster,50,45,50,55,50,30,35,35,2013,8,4
11510,1B,STEWART HOUSTON,25,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,50,50,55,40,65,25,20,50,2014,3,3
9430,1B,CAMERON HULETT,26,2.5 Stars,2.5 Stars,L,H,N,L,H,N,Normal,45,50,55,60,45,30,30,45,2009,6,18
11870,1B,Jim Hutchins,23,0.5 Stars,0.5 Stars,L,N,L,L,H,N,Normal,35,35,35,45,30,30,30,25,0,0,0
11231,1B,Sofu Inoue,22,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,45,45,40,55,25,35,20,0,0,0
13773,1B,Shinichiro Inouye,19,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,45,35,35,40,50,45,30,40,0,0,0
13317,1B,Daisuke Ishii,18,0.5 Stars,2.0 Stars,N,N,L,N,L,N,Unknown,55,40,40,40,55,30,30,30,0,0,0
11219,1B,Tadanori Ito,22,1.5 Stars,2.5 Stars,N,N,N,L,N,N,Normal,50,45,55,40,50,35,30,30,0,0,0
13501,1B,Qaraja Izz al Din,20,0.5 Stars,2.0 Stars,N,N,H,H,H,H,Unknown,45,40,35,50,60,25,20,30,0,0,0
9760,1B,JOSH JACOBS,26,2.0 Stars,2.0 Stars,L,L,N,H,L,N,Normal,55,60,45,45,60,60,60,70,2010,1,19
12521,1B,Samman Jaleel,25,0.5 Stars,0.5 Stars,L,N,N,H,N,N,Normal,40,35,30,35,45,30,25,25,0,0,0
11739,1B,BRANISLAV JEFTANOVIC,20,1.5 Stars,2.5 Stars,N,N,L,N,L,L,Unknown,50,45,60,45,40,45,55,65,2015,4,20
7682,1B,Matt Johnson,31,2.5 Stars,2.5 Stars,N,N,N,N,H,N,Normal,50,60,45,45,70,60,70,70,2005,1,15
12795,1B,Milojica Jovanovic,20,0.5 Stars,2.0 Stars,H,N,N,H,H,N,Captain,45,40,45,45,45,35,20,25,0,0,0
9721,1B,BRAD KAIM,26,1.5 Stars,1.5 Stars,L,N,N,N,L,N,Normal,50,45,45,45,45,25,30,25,2010,5,2
12045,1B,Loys Kaku,21,0.5 Stars,2.0 Stars,N,H,N,N,H,N,Normal,50,45,40,45,45,40,25,25,0,0,0
10649,1B,Sakan Kaneshiro,23,1.0 Stars,2.0 Stars,N,N,N,N,N,H,Normal,50,50,50,40,55,25,30,25,0,0,0
12790,1B,Yukio Kaneshiro,21,0.5 Stars,2.5 Stars,L,L,N,H,H,L,Selfish,55,50,45,45,60,60,40,30,0,0,0
8701,1B,Jim Karpinsky,32,2.5 Stars,2.5 Stars,H,N,N,N,N,N,Normal,50,45,50,45,40,20,20,20,2007,3,1
11349,1B,Shigeru Kawano,26,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,55,45,50,50,50,35,25,30,2012,1,17
12153,1B,Reggie Kelly,21,0.5 Stars,2.0 Stars,N,N,H,N,N,N,Normal,45,45,50,40,45,55,35,25,0,0,0
14223,1B,Khatib Khalil,18,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,40,50,35,50,25,25,20,0,0,0
15285,1B,Nicoláo Kinoshita,16,0.5 Stars,2.0 Stars,N,N,L,N,L,N,Unknown,50,40,45,45,50,25,30,30,0,0,0
9689,1B,ERIC KIRKENDALL,27,2.5 Stars,2.5 Stars,N,H,L,N,H,N,Normal,55,40,50,50,55,25,25,45,2009,8,9
12162,1B,Teruo Kishi,21,1.0 Stars,2.5 Stars,L,L,N,H,N,N,Selfish,55,45,55,40,55,30,30,30,0,0,0
15421,1B,Dong-sik Ko,16,0.5 Stars,3.0 Stars,L,N,H,L,N,N,Unknown,55,55,60,50,55,30,25,25,0,0,0
7405,1B,CASEY KOHR,31,2.0 Stars,2.0 Stars,L,L,L,H,L,N,Selfish,40,40,45,50,40,30,20,40,2007,5,16
10115,1B,Mark Kolbo,25,2.5 Stars,2.5 Stars,L,H,N,L,H,N,Humble,65,65,50,45,60,40,55,55,2011,3,7
5743,1B,Justin Krimmer,36,2.0 Stars,2.0 Stars,N,L,H,N,H,N,Sparkplug,50,50,35,55,50,40,40,50,2000,4,11
15177,1B,Graviel Laborde,17,0.5 Stars,1.5 Stars,N,N,N,N,L,N,Unknown,40,35,35,55,55,30,20,25,0,0,0
8866,1B,Baden Lane,29,2.0 Stars,2.0 Stars,L,L,L,H,L,N,Unmotivated,45,35,50,45,45,40,60,65,0,0,0
13077,1B,Ernie Lappin,19,0.5 Stars,2.5 Stars,L,N,N,N,N,N,Unknown,50,60,55,50,55,30,30,40,0,0,0
14020,1B,Oscar Lara,19,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,40,50,45,55,40,40,45,0,0,0
13663,1B,Carlos Laureano,19,0.5 Stars,2.0 Stars,N,N,H,N,H,N,Unknown,50,40,45,40,55,35,20,25,0,0,0
11590,1B,Jonathan Lauzon,21,1.5 Stars,2.5 Stars,L,N,N,N,N,N,Unknown,50,55,50,50,45,60,30,40,2015,4,5
15249,1B,Simon Lawrence,16,0.5 Stars,2.0 Stars,N,N,L,N,N,N,Unknown,55,45,50,35,60,35,35,35,0,0,0
8578,1B,Connor Leahy,30,4.0 Stars,4.0 Stars,N,N,H,N,H,N,Sparkplug,50,50,70,55,45,25,20,25,0,0,0
10542,1B,Il-hwan Lee,24,1.0 Stars,1.5 Stars,N,H,N,H,N,L,Normal,40,40,45,40,35,25,30,25,0,0,0
13517,1B,Kyung-bok Lee,20,0.5 Stars,1.5 Stars,N,N,L,L,N,N,Unknown,45,45,35,40,50,50,35,40,0,0,0
12390,1B,DOBRICA LEKOVIC,19,1.0 Stars,4.5 Stars,N,N,N,H,N,N,Unknown,65,50,65,55,65,35,35,45,2016,1,18
12255,1B,BRANDON LEVI,19,0.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,55,55,50,45,50,30,25,20,2016,5,6
9595,1B,ZACK LEVI,26,2.0 Stars,2.0 Stars,H,L,N,N,N,N,Normal,55,35,40,45,50,30,35,35,2010,7,4
12491,1B,Henry Ling,20,0.5 Stars,1.5 Stars,N,N,H,N,H,L,Sparkplug,45,45,40,45,60,45,75,70,0,0,0
9696,1B,Carl Linnaeus,29,4.5 Stars,4.5 Stars,N,N,N,N,H,N,Normal,75,50,50,50,80,40,45,55,2009,1,15
9589,1B,GUSTAVO LOPEZ,25,2.0 Stars,2.0 Stars,N,L,L,N,H,L,Normal,60,45,30,45,70,25,30,30,2013,5,4
14942,1B,Teddy Lowe,17,0.5 Stars,1.5 Stars,H,N,N,N,N,L,Unknown,45,40,35,45,55,25,25,25,0,0,0
10112,1B,Lance Lows,25,2.5 Stars,2.5 Stars,N,N,L,N,N,N,Normal,50,35,55,55,45,25,30,30,2011,2,14
14272,1B,Lúcio Lrio,19,0.5 Stars,2.5 Stars,N,N,H,N,N,N,Unknown,55,45,45,45,65,30,30,20,0,0,0
13805,1B,Jordan Lucas,22,0.5 Stars,2.5 Stars,L,L,N,H,L,N,Unknown,60,50,50,45,65,40,30,20,2017,6,12
11680,1B,CECIL MACDONALD,26,2.0 Stars,2.0 Stars,N,L,N,H,N,N,Normal,55,45,40,45,55,40,35,50,2013,6,11
10740,1B,Olaf MacDonald,23,1.0 Stars,2.0 Stars,N,N,L,N,L,N,Normal,55,40,30,55,65,40,45,40,0,0,0
11277,1B,Otton MacDonald,22,1.5 Stars,2.5 Stars,N,L,N,N,H,L,Normal,50,50,55,55,55,60,55,50,0,0,0
6682,1B,Milton MacEachern,38,2.5 Stars,2.5 Stars,N,L,N,N,N,L,Normal,45,50,50,55,40,35,50,30,2001,1,7
7197,1B,Danny Macias,33,4.5 Stars,4.5 Stars,N,L,N,N,H,N,Normal,65,50,65,60,50,25,25,25,0,0,0
15003,1B,Oliver Mackenzie,16,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,45,45,55,45,45,30,20,20,0,0,0
11738,1B,Rick MacLeod,20,1.0 Stars,3.0 Stars,N,N,N,N,H,N,Unknown,55,50,60,45,60,65,60,60,2015,2,10
12057,1B,Rudjer Mamula,21,0.5 Stars,0.5 Stars,N,N,N,N,H,H,Normal,35,40,40,45,25,30,45,35,0,0,0
10835,1B,Avele Manawakolu,27,3.0 Stars,3.0 Stars,N,L,N,N,N,N,Outspoken,65,50,50,45,75,45,65,70,2012,3,13
6046,1B,Neil Mangum,35,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,45,50,55,45,50,30,40,30,2001,3,3
10614,1B,CHEECH MARIN,22,1.5 Stars,2.5 Stars,N,H,N,N,N,N,Normal,45,40,50,50,50,20,20,25,2013,7,9
15074,1B,John Martin,15,0.5 Stars,2.5 Stars,N,H,N,N,N,N,Unknown,60,45,40,50,60,25,20,25,0,0,0
12661,1B,Toshihiko Matsumoto,21,0.5 Stars,1.5 Stars,H,H,H,L,H,H,Sparkplug,45,40,40,40,45,30,20,20,0,0,0
13140,1B,Ernest Matthews,20,0.5 Stars,1.5 Stars,N,N,H,H,N,N,Unknown,45,45,45,40,45,35,35,35,0,0,0
10183,1B,Ralph May,25,1.5 Stars,1.5 Stars,H,N,H,N,N,H,Normal,45,40,45,40,50,35,35,40,2011,6,15
8352,1B,Greg Maynard,28,2.5 Stars,2.5 Stars,N,N,L,N,L,L,Normal,50,50,50,45,55,60,55,70,2007,2,11
10525,1B,Quincy McDonald,25,1.5 Stars,1.5 Stars,N,N,L,N,N,N,Normal,40,35,50,50,40,30,25,30,0,0,0
15079,1B,Vernon McGillis,15,0.5 Stars,3.0 Stars,N,N,N,N,N,N,Unknown,75,50,35,45,80,35,20,20,0,0,0
10736,1B,Lester McLean,23,1.0 Stars,2.0 Stars,N,N,L,N,L,N,Unmotivated,45,45,50,50,55,30,30,35,0,0,0
11581,1B,Tan Meijs,21,2.0 Stars,3.0 Stars,N,N,H,N,N,N,Unknown,55,55,60,55,55,30,20,45,2015,2,4
12501,1B,Davi Milheirs,21,1.5 Stars,2.5 Stars,L,N,N,N,N,L,Normal,55,45,50,45,55,40,25,25,0,0,0
12344,1B,DAVID MILLER,21,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,45,40,40,55,35,25,25,2015,6,5
12145,1B,Dejan Minic,21,0.5 Stars,2.0 Stars,N,N,H,N,N,N,Normal,50,45,45,45,50,70,50,65,0,0,0
11291,1B,Ricky Miranda,23,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Normal,50,45,40,65,55,35,25,20,0,0,0
12945,1B,QUINN MOE,19,0.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,50,50,55,45,50,30,20,35,2016,2,16
8733,1B,Jeff Monroe,27,5.0 Stars,5.0 Stars,N,H,H,N,N,N,Normal,65,65,75,65,55,20,25,30,2008,1,5
6472,1B,Victor Montalvo,33,2.0 Stars,2.0 Stars,N,H,H,H,H,N,Sparkplug,45,50,40,55,45,35,35,35,2002,2,1
7805,1B,Jorge Montanez,31,2.0 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,45,45,55,40,45,20,25,20,0,0,0
11415,1B,LUKE MOORE,25,2.0 Stars,2.0 Stars,N,L,N,N,N,N,Normal,55,45,35,45,55,25,25,35,2013,10,16
11564,1B,Dante Mosquera,21,0.5 Stars,2.5 Stars,N,N,L,N,N,N,Unknown,60,50,50,45,50,25,20,20,0,0,0
13346,1B,Carlos Munoz,19,0.5 Stars,2.5 Stars,N,L,H,N,H,N,Unknown,55,50,50,40,60,30,25,25,0,0,0
11572,1B,FABIÃO MXIMO,20,0.5 Stars,2.5 Stars,L,L,N,H,N,H,Unknown,55,45,40,60,55,35,30,30,2015,10,14
10244,1B,Hisataka Nakagawa,25,1.5 Stars,2.0 Stars,H,N,N,N,N,N,Normal,40,35,45,55,45,30,35,45,0,0,0
15183,1B,Rodger Neeleman,16,0.5 Stars,2.5 Stars,N,H,N,L,H,N,Unknown,40,45,60,55,35,35,40,45,0,0,0
12357,1B,SEAN NELSON,23,1.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,55,45,50,45,60,30,35,40,2015,8,14
12756,1B,Ryan Newton,21,1.5 Stars,3.5 Stars,N,N,N,N,H,H,Normal,55,50,65,45,50,35,30,35,0,0,0
6048,1B,Charlie O'Neal,35,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,45,45,55,65,50,30,40,40,2001,1,13
15299,1B,Oscar Orosco,16,0.5 Stars,2.0 Stars,N,N,H,N,N,N,Unknown,50,40,35,45,50,40,40,50,0,0,0
14867,1B,Giichiro Ota,17,0.5 Stars,2.0 Stars,N,H,N,L,H,L,Unknown,50,45,45,40,50,30,25,25,0,0,0
13633,1B,Gastone Palermo,19,1.0 Stars,2.5 Stars,N,N,N,N,N,H,Unknown,60,45,50,45,60,30,25,30,0,0,0
8508,1B,GEOFF PALMER,29,2.5 Stars,2.5 Stars,N,H,N,N,N,N,Normal,45,50,55,45,45,35,30,40,2007,9,14
9851,1B,Jon Pardo,25,1.0 Stars,1.5 Stars,N,N,N,L,H,L,Normal,40,35,45,50,45,35,40,45,0,0,0
12336,1B,JON PAREDES,20,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,45,50,45,55,25,25,30,2015,10,10
14300,1B,Ji-hoon Park,18,0.5 Stars,1.5 Stars,N,N,L,N,L,L,Unknown,45,35,45,35,45,25,20,20,0,0,0
9314,1B,Jin-ho Park,27,2.5 Stars,2.5 Stars,H,N,H,N,H,N,Sparkplug,55,40,55,55,50,25,20,40,0,0,0
7729,1B,Mario Perales,33,2.5 Stars,2.5 Stars,N,N,N,N,N,H,Normal,45,45,55,50,45,20,20,20,0,0,0
14280,1B,Wenceslas Pereirinha,18,0.5 Stars,1.5 Stars,N,H,N,N,N,N,Unknown,40,40,40,40,40,30,40,40,0,0,0
7696,1B,IVAN PEREZ,31,3.0 Stars,3.0 Stars,H,H,N,N,N,N,Normal,45,55,70,35,40,40,40,50,2005,2,6
10813,1B,Carlos Polanco,26,1.5 Stars,1.5 Stars,N,N,N,H,N,N,Normal,40,50,40,45,35,30,30,30,2011,2,1
11656,1B,Gianluigi Poli,22,0.5 Stars,1.0 Stars,N,N,H,N,L,N,Normal,40,35,30,45,45,70,65,65,0,0,0
13269,1B,Dewey Pratt,23,1.0 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,55,50,45,45,50,40,20,35,2017,8,13
15375,1B,Dragisa Prodanovic,16,0.5 Stars,3.0 Stars,H,N,H,N,N,H,Unknown,75,50,40,45,70,25,30,25,0,0,0
11381,1B,Kane Pullen,27,1.5 Stars,1.5 Stars,H,H,L,L,N,N,Normal,45,40,30,50,50,65,35,50,2012,11,15
11848,1B,Kevin Quirion,26,0.5 Stars,0.5 Stars,N,N,L,N,L,N,Unmotivated,35,35,20,40,40,30,25,25,0,0,0
12250,1B,JEREMY RAE,20,0.5 Stars,2.5 Stars,N,L,L,N,N,N,Unknown,60,55,55,40,55,30,50,40,0,0,0
13018,1B,Hussein Rafi,18,0.5 Stars,2.5 Stars,N,N,L,H,N,N,Unknown,60,45,45,45,60,30,25,20,2017,6,20
14855,1B,Ratko Ralevic,17,0.5 Stars,5.0 Stars,H,N,H,N,N,N,Unknown,60,55,80,45,65,25,25,30,0,0,0
12864,1B,Moises Ramirez,20,0.5 Stars,0.5 Stars,N,N,L,L,N,N,Normal,40,30,20,30,45,40,40,25,0,0,0
9865,1B,Ramon Ramirez,26,2.0 Stars,2.5 Stars,L,L,N,H,N,H,Selfish,50,50,50,70,45,25,20,20,0,0,0
8360,1B,Matt Randels,29,3.0 Stars,3.0 Stars,H,H,N,L,H,N,Captain,50,50,65,50,45,25,25,20,2007,1,5
13498,1B,Mo Rann,20,0.5 Stars,2.0 Stars,H,N,N,N,N,N,Unknown,50,40,40,50,55,30,30,30,0,0,0
13829,1B,Zane Reichle Jr.,21,1.5 Stars,3.0 Stars,N,N,H,N,N,N,Unknown,70,50,45,45,65,30,20,30,2017,2,11
13507,1B,Carson Renaud,19,0.5 Stars,2.0 Stars,N,N,N,N,N,L,Unknown,55,50,40,40,65,25,20,25,0,0,0
11539,1B,MIKE RICE,22,0.5 Stars,1.5 Stars,N,L,N,H,N,N,Normal,45,35,40,40,50,25,30,45,2014,9,10
10121,1B,Joe Richardson,24,2.0 Stars,2.0 Stars,L,L,N,N,L,N,Normal,40,40,50,50,45,65,70,80,2011,1,5
10992,1B,TIM RICHTER,21,2.0 Stars,4.0 Stars,N,N,H,N,N,N,Normal,45,50,70,75,45,25,25,20,2014,1,18
11341,1B,Damian Rivera,27,2.5 Stars,2.5 Stars,H,N,N,N,H,L,Normal,45,45,60,50,50,25,25,30,2012,8,18
10544,1B,Joel Rivera,24,2.5 Stars,2.5 Stars,N,N,N,L,H,N,Humble,55,50,55,55,45,30,40,45,0,0,0
12166,1B,Mario Rodriguez,21,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,45,45,50,45,45,35,25,30,0,0,0
12029,1B,Mauricio Rodriguez,21,1.5 Stars,2.0 Stars,L,L,N,H,N,H,Selfish,55,45,50,40,55,25,20,40,0,0,0
8096,1B,Roberto Rodriguez,30,2.5 Stars,2.5 Stars,N,N,N,N,H,N,Normal,45,50,40,65,45,50,60,40,0,0,0
13330,1B,David Romanowski,18,0.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,60,45,50,50,60,30,40,45,0,0,0
14821,1B,Ingo Rombouts,18,0.5 Stars,2.5 Stars,N,N,L,N,N,N,Unknown,55,45,50,50,55,20,20,20,0,0,0
10973,1B,ENRIQUE ROSADO,22,0.5 Stars,1.5 Stars,N,H,L,L,H,N,Unknown,45,35,40,40,45,30,35,30,2016,12,16
13509,1B,Ricardo Rosario,19,0.5 Stars,2.5 Stars,L,L,N,N,N,N,Unknown,45,60,65,45,35,25,40,25,0,0,0
