ID,POS,Name,Age,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,CON P,GAP P,POW P,EYE P,K P,SPE,STE,RUN,Draft,Round,Pick
10525,1B,Quincy McDonald,18,1.0 Stars,2.5 Stars,N,N,L,N,N,N,Unknown,45,45,65,50,45,20,20,30,0,0,0
8240,1B,Jonathan McMillian,26,2.0 Stars,2.5 Stars,N,N,H,N,N,H,Normal,50,55,45,55,45,55,50,45,2006,1S,1
10578,1B,Steve McNeil,17,1.0 Stars,2.0 Stars,N,H,N,L,H,N,Unknown,50,40,50,50,55,25,20,25,0,0,0
7849,1B,ROD MENSING,27,2.5 Stars,2.5 Stars,L,N,L,N,N,H,Normal,50,45,55,55,45,35,35,35,2004,11,3
8818,1B,Joreão Mentes,22,1.5 Stars,2.0 Stars,N,L,N,N,N,N,Normal,45,40,50,45,45,20,20,25,0,0,0
5938,1B,Brandon Mitchell,30,2.5 Stars,2.5 Stars,L,N,N,N,N,N,Normal,50,50,40,50,50,55,55,50,0,42,1
8318,1B,JESSE MOHRING,22,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Normal,45,45,60,45,40,25,20,20,2007,10,6
8733,1B,Jeff Monroe,20,2.5 Stars,5.0 Stars,N,H,H,N,N,N,Unknown,65,55,70,65,55,25,20,20,2008,1,5
6472,1B,Victor Montalvo,26,2.5 Stars,2.5 Stars,N,H,H,N,H,N,Sparkplug,55,50,50,55,55,35,40,35,2002,2,1
5129,1B,Willie Montanez,31,2.5 Stars,2.5 Stars,L,L,N,H,L,N,Normal,45,50,50,50,40,60,60,65,0,7,7
9470,1B,ANTONIO MORALES,23,1.5 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,45,45,50,45,45,25,25,25,2009,9,5
4184,1B,Justin Murphy,35,2.5 Stars,2.5 Stars,N,L,N,N,N,L,Normal,50,55,45,50,50,40,50,45,0,25,5
8018,1B,JOHNNY MUSIC,22,2.0 Stars,2.0 Stars,N,N,H,N,N,H,Unknown,55,45,50,45,50,50,50,45,2009,5,14
8342,1B,BRIAN O'NEIL,22,1.5 Stars,2.0 Stars,N,N,H,N,N,N,Normal,40,45,50,45,40,25,20,20,2007,8,2
3693,1B,Victor Oatman,35,2.5 Stars,2.5 Stars,N,N,H,L,H,H,Fan Fav,45,55,50,70,50,45,50,45,0,3,4
4675,1B,Domingo Ortiz,31,2.5 Stars,2.5 Stars,N,N,N,N,L,N,Normal,50,50,50,55,50,45,40,45,2000,3,15
4667,1B,Robert Ortiz,32,3.0 Stars,3.0 Stars,N,N,N,H,N,L,Normal,70,50,40,45,80,25,35,25,0,7,9
7825,1B,Tony Ortiz,39,2.5 Stars,2.5 Stars,N,N,N,H,H,N,Normal,45,45,60,50,30,45,55,45,0,0,0
9423,1B,Randy Paden,20,1.0 Stars,2.5 Stars,L,L,H,H,N,N,Unknown,35,35,75,50,35,30,35,30,2009,2,15
9815,1B,Fytor Padrel,20,1.0 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,40,35,50,35,40,35,40,40,0,0,0
7328,1B,KEN PAGANELLI,24,1.5 Stars,1.5 Stars,L,H,L,N,L,N,Normal,40,35,45,55,45,35,30,40,2005,8,15
8508,1B,GEOFF PALMER,22,1.5 Stars,2.5 Stars,N,H,N,N,N,N,Normal,45,45,55,50,50,30,25,30,2007,9,14
6885,1B,Franco Paluari,27,1.5 Stars,1.5 Stars,N,N,L,N,L,N,Normal,45,35,35,45,40,35,30,40,0,0,0
5971,1B,Pat Pardee,29,2.5 Stars,2.5 Stars,N,L,N,N,N,N,Normal,50,50,50,50,55,25,25,25,2000,2,16
7086,1B,Danny Paredez,27,1.5 Stars,1.5 Stars,N,N,N,N,H,N,Normal,40,40,30,40,45,40,35,30,0,0,0
9314,1B,Jin-ho Park,20,1.5 Stars,2.5 Stars,N,N,H,N,H,N,Sparkplug,55,35,55,55,50,25,20,30,0,0,0
9361,1B,Joe Parker,25,2.5 Stars,3.0 Stars,N,H,H,N,H,N,Normal,55,50,60,50,50,20,20,20,2007,1,16
5054,1B,Stephen Paul,29,2.0 Stars,2.0 Stars,N,N,N,N,H,N,Normal,45,40,30,55,45,50,55,50,0,53,5
7696,1B,Ivan Perez,24,3.5 Stars,3.5 Stars,H,H,N,N,N,N,Normal,45,60,80,35,40,40,40,50,2005,2,6
9845,1B,Jemke Postma,21,1.5 Stars,2.5 Stars,N,H,H,H,H,N,Unknown,50,45,55,55,60,25,25,20,0,0,0
6564,1B,Sébastien Prévot,28,2.0 Stars,2.0 Stars,N,N,L,H,N,L,Normal,45,45,40,55,45,25,30,20,0,59,5
8606,1B,David Ramirez,22,1.5 Stars,2.0 Stars,N,N,L,N,N,H,Normal,45,35,45,50,50,20,20,25,0,0,0
9865,1B,Ramon Ramirez,18,1.5 Stars,5.0 Stars,L,L,N,H,N,H,Unknown,60,55,80,80,60,25,20,25,0,0,0
8360,1B,Matt Randels,22,3.0 Stars,4.5 Stars,N,H,H,N,H,N,Sparkplug,55,55,70,55,45,25,25,20,2007,1,5
5551,1B,Danny Reyes,31,2.5 Stars,2.5 Stars,H,N,N,N,H,H,Captain,60,55,45,50,60,55,50,50,0,33,16
7995,1B,MARK RHODE,23,2.0 Stars,2.5 Stars,H,N,L,N,N,N,Prankster,55,45,55,45,50,30,25,30,2006,3,13
4683,1B,Justin Richards,30,2.0 Stars,2.0 Stars,N,N,L,N,N,N,Normal,45,45,50,50,65,50,50,55,0,95,2
7331,1B,LANCE RIEDEL,25,1.5 Stars,2.0 Stars,N,N,L,N,L,H,Normal,40,40,50,50,40,30,30,30,2007,13,2
7225,1B,Robin Rietveld,27,2.0 Stars,2.0 Stars,N,N,H,H,H,N,Sparkplug,50,55,35,55,50,60,55,60,0,0,0
6177,1B,Jose Rios,28,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Prankster,50,40,30,50,50,35,45,30,0,31,6
10544,1B,Joel Rivera,17,0.5 Stars,3.5 Stars,N,N,N,L,H,N,Unknown,55,45,65,50,55,30,35,35,0,0,0
9672,1B,AARON ROBINSON,22,1.0 Stars,1.5 Stars,N,N,N,L,N,N,Unknown,40,55,45,40,50,55,65,55,2009,4,8
6671,1B,Josh Robinson,28,2.0 Stars,2.0 Stars,L,N,H,H,H,L,Normal,50,55,40,50,50,45,35,45,2001,4,10
8541,1B,Raul Rodriguez,23,2.0 Stars,2.0 Stars,N,N,H,N,H,N,Sparkplug,40,40,55,45,45,35,30,30,0,0,0
8096,1B,Roberto Rodriguez,23,2.5 Stars,3.0 Stars,N,N,N,N,H,N,Normal,50,50,50,70,50,50,55,40,0,0,0
6339,1B,Jeremy Rosendale,31,2.0 Stars,2.0 Stars,N,H,N,L,N,N,Normal,45,45,45,55,50,25,30,25,2001,12,2
7623,1B,JOSE RUIZ,28,2.0 Stars,2.0 Stars,N,N,N,N,N,H,Normal,45,45,55,55,45,30,40,25,2004,5,10
8493,1B,TYRESE SADLER,21,1.5 Stars,2.0 Stars,N,N,L,N,L,N,Unmotivated,45,40,50,55,45,20,20,25,2007,10,11
3542,1B,Tim Saenger,36,3.5 Stars,3.5 Stars,L,L,N,H,N,N,Selfish,45,45,70,80,60,55,55,50,0,1,3
5300,1B,Hunter Schade,33,2.0 Stars,2.0 Stars,N,N,L,N,L,N,Normal,45,50,40,50,55,50,55,40,0,48,8
7654,1B,Zane Schick,23,3.5 Stars,4.5 Stars,L,N,N,N,N,N,Normal,55,50,70,50,55,30,35,25,2005,1,7
8402,1B,DAN SCHNEIDER,21,1.5 Stars,1.5 Stars,N,N,H,N,N,H,Normal,40,40,55,40,55,20,20,20,2007,15,13
9204,1B,Steve Schunk,19,1.5 Stars,3.0 Stars,N,N,N,N,N,N,Unknown,60,45,60,50,50,25,30,20,2009,4,6
6462,1B,Jonathan Seifert,27,2.5 Stars,2.5 Stars,N,N,L,N,N,N,Normal,60,55,40,45,55,35,30,35,2002,5,3
4642,1B,Dylan Senn,31,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Prankster,60,50,35,45,65,25,25,25,0,13,5
5723,1B,Sean Souza,28,2.0 Stars,2.0 Stars,H,N,N,N,H,N,Prankster,45,50,55,45,50,45,55,40,2000,2,7
5005,1B,Danny Spires,30,2.0 Stars,2.0 Stars,N,N,H,N,N,N,Normal,50,55,40,50,50,25,35,20,0,21,3
8616,1B,Lucas Staal,24,1.5 Stars,2.0 Stars,N,N,N,N,L,N,Normal,45,40,50,45,45,25,20,20,0,0,0
9685,1B,Toby Stageberg,20,1.5 Stars,5.0 Stars,N,L,N,N,N,N,Unknown,55,45,75,60,45,25,25,20,2009,1,16
9644,1B,ROY STEVENS,24,1.5 Stars,2.0 Stars,N,H,N,L,H,N,Normal,45,30,50,45,40,35,30,40,2008,6,6
9047,1B,JAYLEN STEWART,23,1.5 Stars,3.0 Stars,N,N,N,N,N,H,Unknown,45,50,60,75,35,30,35,35,2009,6,7
8150,1B,Mitsuo Sugawara,34,2.5 Stars,2.5 Stars,N,H,N,L,N,N,Normal,40,45,65,55,40,25,25,25,0,0,0
9989,1B,MIKE SULLIVAN,19,1.0 Stars,2.0 Stars,N,N,N,N,H,H,Unknown,50,40,45,50,50,25,20,25,2009,6,1
10596,1B,Conor Supple,16,0.5 Stars,2.0 Stars,H,N,N,N,N,N,Unknown,50,40,50,50,45,25,30,30,0,0,0
4374,1B,Clint Swain,32,1.5 Stars,1.5 Stars,N,N,L,N,L,L,Unmotivated,35,35,55,65,50,35,35,40,0,31,13
9837,1B,Kuniaki Takara,19,1.0 Stars,2.0 Stars,N,N,N,N,L,N,Unknown,50,35,50,45,50,20,20,20,0,0,0
7621,1B,SHANE TALLENT,28,1.5 Stars,1.5 Stars,N,H,L,L,L,N,Normal,40,45,50,55,35,30,30,35,2004,8,12
9615,1B,JAIME TAVARES,18,1.0 Stars,2.5 Stars,L,N,L,N,N,N,Unknown,45,40,55,65,45,25,20,30,2010,10,6
6854,1B,CHAD TEVES,26,2.5 Stars,2.5 Stars,N,H,L,L,H,N,Humble,45,40,55,45,55,45,45,40,2003,6,5
8858,1B,Carlos Torres,22,2.0 Stars,3.5 Stars,N,N,L,N,L,L,Unmotivated,60,50,60,50,50,40,35,45,0,0,0
6480,1B,CHANCE ULBRICH,26,1.5 Stars,1.5 Stars,N,H,L,N,N,N,Normal,40,45,45,50,40,60,55,60,2003,12,1
7351,1B,AL URENA,24,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Normal,50,50,45,50,50,35,35,30,2004,4,8
7940,1B,Travis Ussery,23,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,40,45,50,50,20,20,20,2005,12,10
8641,1B,Daniel Valles,22,1.5 Stars,2.0 Stars,L,N,N,L,N,N,Humble,50,45,45,35,50,30,35,30,0,0,0
9841,1B,Guy van der Heijden,21,1.5 Stars,2.5 Stars,N,N,L,N,L,L,Unknown,55,45,55,45,55,35,40,35,0,0,0
9816,1B,Bobby van Zelst,19,1.0 Stars,2.5 Stars,N,N,L,N,L,N,Unknown,55,40,45,50,50,20,20,20,0,0,0
7161,1B,Orlando Villegas,26,2.0 Stars,2.0 Stars,N,L,N,N,N,N,Normal,45,45,45,45,50,30,30,25,0,0,0
8744,1B,JONATHAN WAIDE,21,1.5 Stars,1.5 Stars,N,L,H,N,N,N,Unknown,40,40,50,50,45,65,60,75,2008,7,15
5392,1B,Joey Warrington,30,2.5 Stars,2.5 Stars,L,L,H,N,N,N,Normal,55,50,50,40,60,35,35,30,0,8,7
6131,1B,Craig Watts,27,2.0 Stars,2.0 Stars,N,N,N,N,H,N,Normal,45,45,50,60,45,25,30,25,2001,6,16
9751,1B,DYLAN WEAVER,18,1.5 Stars,5.0 Stars,N,N,H,N,H,N,Unknown,60,65,75,50,55,25,25,25,2010,1,9
6093,1B,Joe Weaver,28,2.0 Stars,2.0 Stars,L,N,H,N,N,N,Normal,45,45,45,45,50,25,30,25,2001,2,2
4567,1B,Roman Welday,32,2.5 Stars,2.5 Stars,N,L,H,N,H,N,Sparkplug,55,50,55,55,60,35,30,40,0,4,3
6787,1B,JASON WHITEHEAD,26,2.5 Stars,2.5 Stars,H,H,N,N,N,N,Captain,50,45,55,50,50,30,35,30,2003,4,6
7485,1B,Bas Wijnen,25,2.0 Stars,2.0 Stars,N,N,L,N,L,N,Unmotivated,50,40,50,40,60,25,35,20,0,0,0
8415,1B,Ethan Wilson,27,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,40,55,55,50,40,30,30,35,2005,2,17
10518,1B,Tristan Wiltshire,17,1.0 Stars,2.5 Stars,N,N,H,H,H,L,Unknown,60,45,50,45,60,25,30,20,0,0,0
9831,1B,Freek Wolters,19,1.0 Stars,1.5 Stars,N,N,N,H,L,H,Unknown,45,35,45,45,50,25,30,20,0,0,0
6365,1B,DAVID WOODERSON,28,3.5 Stars,3.5 Stars,L,H,N,L,H,N,Fan Fav,50,50,60,60,50,35,35,35,2004,3,1
4714,1B,Tim Wright,32,2.5 Stars,2.5 Stars,N,H,N,N,H,H,Normal,55,60,50,55,55,55,70,60,2000,2,1
9828,1B,Lieh Zhào,19,1.0 Stars,1.5 Stars,L,L,N,H,N,N,Unknown,45,35,35,45,55,35,40,25,0,0,0
10166,1B,Pete Zimbelman,17,1.0 Stars,2.0 Stars,N,N,L,N,L,L,Unknown,50,40,45,45,55,25,30,25,0,0,0
4245,1B,Sean Zurlo,33,2.0 Stars,2.0 Stars,N,N,N,N,H,N,Normal,40,45,35,55,45,55,50,55,0,91,9
7519,2B,Jordan Acha,24,2.0 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,50,50,25,45,60,55,60,50,0,0,0
8391,2B,JASON ADDONIZIO,21,1.5 Stars,2.0 Stars,H,N,N,L,N,N,Captain,50,50,40,40,65,50,55,50,2007,11,9
8576,2B,Hugo Aguayo,22,2.0 Stars,2.5 Stars,N,N,L,N,N,N,Prankster,65,65,45,40,60,65,60,65,0,0,0
7369,2B,KYLE ALLBAUGH,25,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,45,30,55,50,50,45,55,2007,8,4
7814,2B,Jose Alonso,26,2.0 Stars,2.0 Stars,N,N,N,N,N,L,Normal,45,50,45,65,40,30,25,25,0,0,0
7504,2B,Roberto Alonzo,25,1.5 Stars,1.5 Stars,N,N,H,N,H,L,Sparkplug,40,45,40,50,40,55,55,65,0,0,0
8098,2B,Ricky Amaya,25,2.0 Stars,2.0 Stars,N,H,N,N,N,N,Normal,50,55,40,45,55,55,50,45,0,0,0
10162,2B,Rafail Amânar,17,0.5 Stars,1.5 Stars,L,L,L,H,N,N,Unknown,50,40,35,45,65,45,45,55,0,0,0
9149,2B,JON ARAIZA,20,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,55,50,45,45,60,35,45,25,2009,10,13
8353,2B,JOSE ARAUJO,22,2.0 Stars,2.0 Stars,N,N,H,N,H,N,Sparkplug,50,45,40,55,55,50,45,55,2007,9,8
10526,2B,Christopher Armour,18,0.5 Stars,2.0 Stars,N,N,L,N,N,N,Unknown,50,50,45,50,60,55,55,45,0,0,0
10347,2B,Bruno Arnaud,18,0.5 Stars,2.0 Stars,N,N,L,N,N,N,Unknown,55,45,35,35,65,45,40,40,0,0,0
7393,2B,SEAN AST,25,1.5 Stars,1.5 Stars,L,N,L,N,L,L,Outspoken,40,45,35,45,35,60,65,65,2004,6,5
9838,2B,Antonio Baquera,19,0.5 Stars,1.5 Stars,N,N,L,H,N,N,Unknown,45,35,35,50,50,30,30,30,0,0,0
7695,2B,Dan Barbier,24,1.5 Stars,2.0 Stars,N,H,N,L,H,N,Normal,45,45,40,50,50,35,45,20,2005,8,4
7210,2B,Omar Barcelo,27,2.0 Stars,2.0 Stars,N,N,L,N,N,N,Normal,50,55,45,45,60,40,45,30,0,0,0
7462,2B,Cyril Battllori,26,1.5 Stars,2.0 Stars,N,N,H,H,H,L,Sparkplug,45,50,40,50,40,45,55,40,0,0,0
8819,2B,Noel Baxter,21,1.5 Stars,2.0 Stars,N,N,N,N,L,H,Normal,45,55,45,45,50,60,60,50,0,0,0
4616,2B,Ron Benson,33,2.5 Stars,2.5 Stars,L,L,N,H,L,L,Selfish,55,50,45,45,55,55,50,50,0,20,12
9305,2B,Gerbrand Bergman,20,0.5 Stars,1.5 Stars,N,H,L,N,N,N,Normal,45,40,35,45,55,65,60,70,0,0,0
9778,2B,JAKE BISBANO,18,1.0 Stars,2.0 Stars,N,N,L,N,L,L,Unknown,50,45,40,45,55,50,55,55,0,0,0
8207,2B,Henry Blanco,27,2.0 Stars,2.0 Stars,N,N,H,L,H,L,Sparkplug,45,50,40,45,50,35,25,40,2005,7,5
8296,2B,JUSTIN BOLER,25,1.5 Stars,1.5 Stars,L,N,N,N,N,N,Normal,45,55,30,45,40,60,60,55,2006,7,7
10503,2B,Adrie Bots,17,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,40,30,25,45,45,30,35,30,0,0,0
9410,2B,BOB BROOKS,24,2.5 Stars,3.5 Stars,H,N,H,N,N,H,Normal,65,55,55,60,55,50,40,55,2008,3,9
6769,2B,CHASE BROUGHTON,25,2.0 Stars,2.0 Stars,N,N,L,L,N,N,Humble,50,50,35,45,50,60,55,55,2003,9,3
9364,2B,TRENT BROWNING,21,1.5 Stars,2.0 Stars,N,N,L,L,L,N,Unknown,50,50,40,50,50,60,60,55,2008,6,16
4291,2B,Jim Budka,33,2.0 Stars,2.0 Stars,H,N,L,L,N,N,Normal,40,45,40,55,45,65,70,65,0,47,1
9817,2B,Mickael Buisson,19,0.5 Stars,2.0 Stars,N,N,N,L,N,N,Unknown,55,40,45,45,60,40,30,40,0,0,0
10260,2B,Ricky Cabral,19,0.5 Stars,1.5 Stars,N,N,N,L,N,N,Unknown,45,45,50,45,45,45,40,45,0,0,0
8393,2B,JOSH CALDERON,21,1.5 Stars,2.5 Stars,L,N,N,N,N,N,Normal,55,50,50,55,60,40,45,40,2007,6,5
9026,2B,A.J. CANADAY,24,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,55,50,55,45,55,35,30,40,2007,6,14
7193,2B,Giovannino Canonicca,27,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,45,50,40,50,50,55,50,55,0,0,0
5220,2B,Jason Carpenter,36,2.0 Stars,2.0 Stars,L,N,H,L,H,N,Sparkplug,40,40,40,55,55,55,60,50,0,10,3
9067,2B,CRAIG CARTWRIGHT,21,1.5 Stars,2.0 Stars,N,N,N,N,L,N,Unknown,45,40,40,50,50,65,65,65,2008,11,18
9867,2B,Manuel Castaneda,19,1.0 Stars,2.5 Stars,N,L,H,N,N,N,Unknown,55,60,55,45,60,55,50,50,0,0,0
7756,2B,Enrique Castillo,26,1.5 Stars,1.5 Stars,L,N,L,H,L,L,Unmotivated,35,40,45,45,40,55,65,50,0,0,0
9656,2B,SERGIO CASTRO,24,2.0 Stars,2.0 Stars,N,N,H,N,H,N,Sparkplug,55,50,40,45,55,60,60,65,2008,6,18
7215,2B,Tony Ceballos,27,1.5 Stars,1.5 Stars,N,N,H,L,N,N,Normal,40,50,50,45,40,45,55,45,0,0,0
6204,2B,Gabriel Cevallos,28,1.5 Stars,1.5 Stars,N,N,H,L,N,N,Normal,40,45,50,40,50,30,40,25,0,28,6
10496,2B,Min-kyu Choi,18,0.5 Stars,1.5 Stars,N,N,L,N,N,N,Unknown,45,35,40,50,55,25,35,20,0,0,0
9541,2B,CALVIN CODRINGTON,19,0.5 Stars,2.0 Stars,N,L,L,N,L,N,Unknown,50,40,40,50,60,40,20,35,0,0,0
6772,2B,JONATHAN CONDINO,26,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,50,35,45,55,65,65,80,2003,5,3
6850,2B,MATT COOK,26,2.0 Stars,2.0 Stars,N,N,L,N,N,N,Normal,50,55,40,50,55,50,50,40,2003,6,3
7017,2B,MIKE COOK,25,1.5 Stars,1.5 Stars,H,N,N,N,H,N,Captain,45,50,45,35,45,50,50,50,2003,3,12
8890,2B,Simon Cook,21,1.5 Stars,2.5 Stars,H,N,N,N,H,N,Normal,45,50,65,30,55,30,20,30,0,0,0
9192,2B,MATT CORNETT,19,1.0 Stars,2.0 Stars,L,L,N,H,N,N,Unknown,55,55,40,45,65,50,30,50,2009,6,6
10229,2B,John Coulston,20,1.0 Stars,1.0 Stars,L,N,L,N,L,N,Unknown,40,30,35,35,50,40,40,40,0,0,0
8791,2B,AARON COX,20,1.5 Stars,2.0 Stars,N,H,H,L,N,N,Unknown,60,40,45,35,65,40,45,40,2008,5,11
9772,2B,ERIC CROUCH,19,1.0 Stars,3.0 Stars,L,N,L,N,N,N,Unknown,60,40,45,70,70,40,45,50,2010,4,8
9588,2B,JASON CULLEN,18,1.0 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,45,40,50,50,50,40,30,40,2010,9,3
8675,2B,JOHNATHAN DANIELS,22,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Normal,60,50,45,50,50,40,40,40,2007,9,9
8564,2B,Ernie Darrach,23,1.5 Stars,2.0 Stars,N,N,N,L,N,H,Normal,50,50,40,40,65,60,60,60,0,0,0
9726,2B,ROBERTO DE JESUS,19,1.5 Stars,3.0 Stars,N,N,N,N,N,N,Unknown,55,55,65,45,60,45,45,35,2010,6,4
8543,2B,Kenny de Krom,23,1.0 Stars,1.0 Stars,H,N,N,H,N,N,Normal,40,40,40,25,35,45,60,50,0,0,0
6403,2B,Rick Deckard,27,1.5 Stars,1.5 Stars,N,L,N,N,N,N,Normal,45,45,40,50,60,40,50,45,2002,2,7
9041,2B,RYAN DEL VALLE,24,1.5 Stars,2.0 Stars,N,N,L,N,N,N,Normal,40,40,45,50,45,50,55,60,2008,10,4
8778,2B,MIGUEL DEMACIAS,20,0.5 Stars,1.5 Stars,N,H,L,N,H,N,Unknown,40,40,35,40,35,55,65,45,2008,15,12
7552,2B,Ben Desmond,29,2.0 Stars,2.0 Stars,H,N,N,N,N,N,Normal,40,55,45,50,35,60,55,65,2003,2,14
7339,2B,KEVIN DONOVAN,25,2.0 Stars,2.0 Stars,N,N,L,N,N,N,Normal,65,45,30,35,60,25,30,20,2004,2,12
4889,2B,Matt Dow,32,2.5 Stars,2.5 Stars,L,L,H,H,N,N,Selfish,55,45,40,65,50,55,50,60,0,26,12
9412,2B,MARTY DULLER,21,1.5 Stars,2.0 Stars,H,N,H,N,H,N,Unknown,45,40,40,50,50,40,30,30,2008,11,14
8430,2B,Bill Dupree,24,1.5 Stars,2.0 Stars,N,N,H,N,N,L,Normal,45,50,45,55,45,30,40,30,2005,11,4
9756,2B,JOE ELLIOTT,18,1.5 Stars,2.5 Stars,N,L,H,N,H,N,Unknown,55,45,50,45,65,40,30,45,0,0,0
6078,2B,GEORGE EMERICH,27,1.5 Stars,1.5 Stars,N,N,L,N,L,N,Normal,40,40,30,45,50,65,70,65,2004,10,11
8573,2B,Willie Espinoza,22,2.5 Stars,3.0 Stars,N,N,N,L,H,N,Normal,60,60,55,50,55,40,45,25,0,0,0
6643,2B,Greg Esquivel,27,1.5 Stars,1.5 Stars,H,N,L,N,N,N,Normal,35,40,35,50,45,60,65,55,0,0,0
8211,2B,Chris Estes,24,1.5 Stars,1.5 Stars,L,N,L,N,L,N,Unmotivated,45,45,35,45,45,40,45,45,2005,8,16
8456,2B,TIM EVERS,26,2.0 Stars,2.0 Stars,N,N,L,N,N,L,Outspoken,45,45,45,50,45,35,30,35,2006,5,3
7774,2B,Jordan Fasci,26,2.5 Stars,3.0 Stars,N,N,L,N,N,N,Normal,55,65,60,65,50,40,40,30,0,0,0
8863,2B,Xadreque Favela,21,2.0 Stars,2.0 Stars,H,N,N,N,N,L,Normal,55,40,45,45,50,25,25,20,0,0,0
6783,2B,DANNY FIGUERAS,25,1.5 Stars,1.5 Stars,H,H,N,L,H,H,Captain,35,40,50,35,40,65,65,65,2003,11,10
9392,2B,D.J. FOSTER,21,1.5 Stars,2.0 Stars,N,N,N,L,H,N,Unknown,50,45,50,55,50,35,30,30,2008,7,11
9016,2B,Austin Fox,25,3.0 Stars,3.0 Stars,L,L,H,H,N,N,Selfish,55,55,50,50,75,70,75,75,2007,3,12
9843,2B,Jesus Franco,19,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,40,40,35,55,45,45,45,45,0,0,0
5292,2B,Vince Freeman,30,2.0 Stars,2.0 Stars,N,N,L,H,N,N,Normal,45,45,40,55,50,65,60,75,0,48,15
7637,2B,Dave Gamble,24,2.0 Stars,2.0 Stars,N,N,H,N,L,N,Normal,50,45,55,35,50,55,60,60,2005,5,12
8973,2B,BRIAN GARICA,25,2.0 Stars,2.0 Stars,N,N,N,N,H,N,Normal,50,45,40,50,50,45,50,45,2006,9,15
7937,2B,CODY GASPARD,26,1.5 Stars,1.5 Stars,H,N,L,L,N,N,Humble,40,35,35,60,40,35,40,30,2006,15,3
3486,2B,Mark Gay,35,2.0 Stars,2.0 Stars,N,N,L,L,H,N,Normal,45,50,35,45,50,35,35,35,0,17,14
9195,2B,Ray Gilley,20,1.5 Stars,2.5 Stars,H,N,N,H,N,H,Unknown,65,55,40,45,60,45,40,35,2009,2,14
9369,2B,MATTHEW GOLDSMITH,24,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Normal,55,55,50,45,70,50,50,55,2008,3,5
8474,2B,JUAN GOMEZ,22,1.5 Stars,1.5 Stars,H,N,L,N,N,N,Unknown,50,40,30,45,50,50,55,50,2008,13,10
9329,2B,Steve Gomez,21,1.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,50,55,25,40,65,50,45,45,0,0,0
8939,2B,Alex Gonzales,24,0.5 Stars,1.0 Stars,N,N,N,N,H,N,Normal,30,30,35,35,35,45,50,35,0,0,0
7786,2B,Carlos Gonzales,26,1.5 Stars,1.5 Stars,L,N,L,L,L,N,Normal,40,40,40,45,45,45,40,40,0,0,0
7020,2B,RYAN GONZALES,26,2.0 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,45,45,45,55,45,50,55,55,2003,11,8
7658,2B,VICTOR GONZALES,23,1.5 Stars,1.5 Stars,N,H,H,L,N,N,Humble,45,50,40,45,50,60,65,55,2006,8,5
10031,2B,MATT GRAHAM,22,1.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,60,50,55,45,55,35,40,35,2010,6,15
9384,2B,DEVONTE GRAY,24,1.5 Stars,2.0 Stars,L,N,H,H,N,N,Normal,50,45,50,40,50,60,70,70,2008,4,1
6533,2B,Jeremy Guthrie,28,1.5 Stars,1.5 Stars,H,H,L,L,H,H,Captain,35,40,35,55,40,40,40,35,0,44,8
6090,2B,Dave Haima,27,2.0 Stars,2.0 Stars,N,H,L,N,N,N,Outspoken,40,50,45,50,45,30,35,30,2001,7,13
9030,2B,BRIAN HAMILTON,21,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Normal,60,55,45,45,65,55,55,50,2007,7,12
8974,2B,TRAVIS HAY,26,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,55,45,50,50,60,50,50,50,2006,4,3
9844,2B,Alastair Hegney,19,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,45,40,40,60,40,50,40,0,0,0
9732,2B,RYAN HENDRICKS,18,1.0 Stars,2.0 Stars,N,N,L,N,L,N,Unknown,50,40,40,50,60,35,45,25,0,0,0
9068,2B,David Henry,24,2.5 Stars,3.0 Stars,N,N,N,N,N,N,Normal,55,60,60,55,45,50,55,50,2008,1,14
8809,2B,Ivan Hernandaz,21,1.5 Stars,2.0 Stars,N,H,L,N,L,N,Normal,50,45,40,50,60,60,55,60,0,0,0
