ID,POS,Name,ORG,Lev,DOB,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,STE,SR,DEF,Sct,SctAcc,Draft,OA Pick
11853,1B,Ashley Beal,Longbow Hunters,A,07/09/1994,0.5 Stars,1.5 Stars,Normal,40,45,30,30,45,60,20,20,20,45,Jul. 30th   2017,Average,0,0
15078,1B,Clyde Belk,-,-,08/09/2001,0.5 Stars,2.5 Stars,Durable,50,50,50,60,40,55,30,35,40,25,Jul. 28th   2017,Average,0,0
10178,1B,Shane Benningfield,Vancouver Homewreckers,AA,07/27/1992,2.0 Stars,2.0 Stars,Normal,45,50,50,40,35,60,40,45,55,65,Jun. 11th   2017,Low,2011,69
9507,1B,BILLY BERMAN,Longbow Hunters,AA,10/05/1990,1.5 Stars,1.5 Stars,Durable,35,35,35,45,45,35,35,30,35,45,Jun. 8th   2017,Low,2009,211
13984,1B,Kareem bin Akil,London Red Coats,R,10/10/1998,0.5 Stars,2.0 Stars,Durable,50,45,45,50,40,40,60,60,55,55,Jul. 15th   2017,Low,0,0
13293,1B,Azeem bin Atif,North Korea Outlaws,A,09/25/1994,0.5 Stars,1.5 Stars,Durable,45,45,40,40,40,45,20,25,25,45,Jul. 29th   2017,Low,2017,215
11416,1B,HARIZ BIN AYOOB,Cleveland Spiders,MLB,11/03/1991,2.5 Stars,2.5 Stars,Normal,50,60,50,40,50,65,25,35,40,50,Sep. 29th   2017,Average,2013,29
12126,1B,Nazih bin Ma'n,Rome Centurions,A,07/10/1995,1.5 Stars,2.5 Stars,Durable,55,55,45,40,45,55,65,65,70,60,Aug. 21st   2017,Average,0,0
14731,1B,Hakeem bin Mufeed,-,-,01/22/2000,0.5 Stars,1.5 Stars,Normal,35,45,35,30,40,60,30,40,35,35,Feb. 21st   2017,Average,0,0
12328,1B,Hudhayfah bin Tamam,Sint Maarten Sun Chasers,R,09/26/1996,1.5 Stars,3.0 Stars,Normal,50,55,45,60,45,60,20,20,25,45,Aug. 1st   2017,Low,2015,27
14623,1B,Djordje Blagojevic,Tokyo Tigers,INT,01/21/2000,0.5 Stars,1.5 Stars,Normal,35,45,40,35,40,55,25,20,30,25,Aug. 15th   2017,Low,0,0
7972,1B,Rick Blaine,Denver Blucifers,MLB,01/26/1988,3.0 Stars,3.0 Stars,Normal,60,60,55,50,50,60,40,30,75,65,Jul. 27th   2017,Low,2006,18
13038,1B,Lachlan Bodkin,Longbow Hunters,R,02/02/1998,0.5 Stars,2.5 Stars,Durable,60,55,50,50,55,50,45,20,35,65,Jun. 12th   2017,Low,2017,121
11262,1B,Fokke Boele,Toronto Huskies,A,09/11/1995,2.0 Stars,2.5 Stars,Normal,55,60,45,45,40,55,20,20,20,30,Jun. 14th   2017,Low,0,0
13645,1B,Preki Bogic,Lappland Boazu,A,12/09/1997,0.5 Stars,3.5 Stars,Normal,55,45,50,80,55,35,20,30,25,45,Aug. 7th   2017,Average,0,0
12927,1B,VLADIMIR BOGIC,Sint Maarten Sun Chasers,AA,01/26/1993,1.5 Stars,2.0 Stars,Normal,45,45,40,45,45,45,30,25,30,60,Jul. 29th   2017,Low,2015,107
15348,1B,Dimitrije Bogicevic,-,-,12/13/2000,0.5 Stars,2.5 Stars,Normal,50,60,50,50,45,70,35,25,30,35,Oct. 17th   2017,Low,0,0
12088,1B,Baltasar Boquinha,Denver Blucifers,A,06/19/1996,0.5 Stars,2.0 Stars,Normal,60,50,45,40,50,45,50,25,35,60,Jul. 7th   2017,Low,0,0
12737,1B,Wendell Boxsell,Rome Centurions,INT,11/05/1997,0.5 Stars,1.5 Stars,Normal,40,45,40,40,35,55,35,35,35,30,Jul. 11th   2017,Low,0,0
11778,1B,FOPPE BRABER,Sao Paulo Black Mambas,A,06/23/1997,1.0 Stars,2.5 Stars,Normal,50,55,55,50,55,55,35,35,35,35,Aug. 2nd   2017,Average,2015,156
9187,1B,Nate Brazil,St. Lucia Mermen,MLB,09/04/1990,3.0 Stars,3.0 Stars,Normal,60,60,50,55,40,60,45,70,70,60,Aug. 20th   2017,Low,2009,18
11470,1B,GLENN BRININGER,-,-,01/09/1992,1.0 Stars,2.0 Stars,Durable,50,50,40,40,45,50,25,25,25,60,Aug. 1st   2017,Low,2014,87
9410,1B,BOB BROOKS,North Korea Outlaws,AAA,02/03/1986,2.5 Stars,2.5 Stars,Normal,50,50,55,45,55,45,45,50,50,60,Aug. 15th   2017,Average,2008,46
8320,1B,Tony Brooks,-,-,03/20/1989,1.5 Stars,2.0 Stars,Normal,40,40,40,50,60,40,25,25,25,55,Sep. 5th   2017,Average,2007,42
7892,1B,Nate Bryson,Vancouver Homewreckers,MLB,02/26/1987,3.0 Stars,3.0 Stars,Normal,50,50,65,50,55,45,55,80,80,65,Jul. 8th   2017,Low,2005,10
10543,1B,Bill Burtin,St. Lucia Mermen,AAA,09/19/1993,2.0 Stars,3.5 Stars,Normal,50,60,45,60,50,65,30,30,35,55,Aug. 31st   2017,Average,0,0
12902,1B,Frazer Byrne,Havana Sugar Kings,R,04/12/1998,0.5 Stars,2.0 Stars,Normal,45,45,45,50,35,50,70,45,50,45,Sep. 8th   2017,Average,2017,136
12133,1B,Samuele Caccio,St. Lucia Mermen,A,12/15/1995,0.5 Stars,2.0 Stars,Normal,45,50,45,45,40,55,20,30,30,45,Sep. 3rd   2017,Average,0,0
12469,1B,Dan Caines,California Surfers,A,06/14/1996,0.5 Stars,1.5 Stars,Normal,45,45,40,45,40,50,30,35,30,35,Jun. 16th   2017,Low,0,0
14204,1B,Bernie Camarena,Rome Centurions,INT,06/13/1999,0.5 Stars,2.0 Stars,Normal,40,45,40,45,50,50,30,25,20,30,Sep. 26th   2017,Average,0,0
12625,1B,Connor Cameron,St. Lucia Mermen,R,04/11/1997,0.5 Stars,2.0 Stars,Durable,45,45,40,50,45,45,65,55,55,20,Jul. 21st   2017,Average,0,0
10494,1B,Arnaldo Camoesas,California Surfers,MLB,09/28/1993,3.0 Stars,4.0 Stars,Normal,65,70,65,45,55,70,25,25,60,70,Sep. 24th   2017,Average,0,0
11248,1B,Oscar Campos,Dubai Bedouins,A,10/19/1995,1.5 Stars,2.5 Stars,Normal,55,55,50,50,60,55,40,40,40,50,Jul. 20th   2017,Low,0,0
10071,1B,JEREMY CARPENTER,Toronto Huskies,MLB,11/15/1988,4.0 Stars,4.0 Stars,Durable,60,70,60,60,45,75,40,35,30,50,Aug. 22nd   2017,Low,2010,43
9909,1B,RUBEN CARRASCO,-,-,08/22/1991,1.5 Stars,1.5 Stars,Normal,50,45,30,45,50,40,30,35,35,45,Aug. 22nd   2017,Average,2013,124
10515,1B,Sergio Carrillo,-,-,04/24/1993,1.5 Stars,1.5 Stars,Durable,40,40,35,40,45,45,20,20,20,45,Jul. 9th   2017,Average,0,0
15139,1B,Ken Carvalho,Honolulu Honu,INT,04/18/2000,0.5 Stars,1.5 Stars,Normal,35,40,40,35,55,50,25,30,30,25,Aug. 18th   2017,Low,0,0
12819,1B,Jose Castellanos,California Surfers,R,06/24/1997,0.5 Stars,2.0 Stars,Normal,50,50,40,45,45,50,30,30,35,25,Jul. 26th   2017,Low,0,0
11171,1B,Taylor Chase,-,-,02/19/1992,0.5 Stars,0.5 Stars,Normal,30,35,35,20,45,35,25,25,30,40,Oct. 26th   2017,Average,0,0
13610,1B,Jose Chavez,California Surfers,INT,12/07/1997,0.5 Stars,2.5 Stars,Normal,50,50,50,50,45,55,30,40,40,35,Jul. 15th   2017,Low,0,0
13294,1B,Guibert Cipolloni,North Korea Outlaws,R,04/22/1997,0.5 Stars,3.5 Stars,Normal,60,65,50,55,50,65,40,35,30,40,Jun. 1st   2017,Low,2017,36
11766,1B,Steve Clabo,Longbow Hunters,R,02/07/1997,1.5 Stars,3.0 Stars,Durable,55,55,50,55,50,55,30,30,45,65,Jul. 24th   2017,Low,2015,41
10206,1B,Willie Comas,-,-,06/05/1991,2.0 Stars,2.0 Stars,Durable,50,40,45,45,50,35,20,20,25,30,Jul. 21st   2017,Average,0,0
8028,1B,MARK COOPER,-,-,03/05/1987,2.0 Stars,2.0 Stars,Normal,45,50,65,40,50,50,60,60,70,65,Nov. 3rd   2016,Average,2006,36
7195,1B,Jose Coria,Sao Paulo Black Mambas,AAA,06/29/1984,2.0 Stars,2.0 Stars,Durable,45,50,45,40,40,50,40,45,50,40,Sep. 6th   2017,Average,0,0
11659,1B,Anakale Corowa,Vancouver Homewreckers,A,08/28/1995,1.5 Stars,2.5 Stars,Durable,50,45,50,60,50,40,45,35,45,60,Jun. 7th   2017,Low,0,0
12775,1B,Phil Coulter,St. Lucia Mermen,A,04/28/1996,0.5 Stars,2.0 Stars,Normal,50,55,45,40,45,60,40,35,30,55,Aug. 1st   2017,Average,0,0
8791,1B,AARON COX,-,-,05/14/1990,2.0 Stars,2.0 Stars,Normal,50,55,40,40,35,65,45,45,40,65,Aug. 15th   2017,Average,2008,84
11038,1B,JUSTIN CUMMINGS,Adelaide Bite,AA,08/06/1996,1.5 Stars,4.0 Stars,Normal,50,55,55,65,55,55,50,45,45,65,Aug. 4th   2017,Low,2014,34
8675,1B,JOHNATHAN DANIELS,-,-,03/15/1988,2.0 Stars,2.0 Stars,Normal,55,50,50,35,45,45,30,45,50,50,Jul. 2nd   2017,Average,2007,142
11724,1B,LJUBA DAVIDOVIC,Amsterdam Dragons,MLB,06/22/1992,2.5 Stars,2.5 Stars,Normal,55,55,55,50,45,55,35,25,30,70,Sep. 13th   2017,Average,2014,90
12803,1B,Josh Day,St. Lucia Mermen,A,12/24/1996,0.5 Stars,2.5 Stars,Normal,45,55,50,50,45,65,40,20,30,50,Jul. 16th   2017,Low,0,0
10849,1B,Luis de la Cruz,London Red Coats,MLB,08/21/1993,3.5 Stars,5.0 Stars,Durable,60,55,60,75,60,45,30,30,35,55,Aug. 12th   2017,Low,2012,2
9283,1B,Olav de Roo,California Surfers,AAA,10/14/1990,2.0 Stars,2.0 Stars,Durable,50,45,35,45,40,45,25,25,25,50,Aug. 21st   2017,Average,0,0
14928,1B,Alex Delgado,Rome Centurions,MLB,02/13/1986,2.5 Stars,2.5 Stars,Durable,55,60,45,55,45,60,25,20,25,45,Aug. 6th   2017,Low,0,0
13254,1B,Gustavo DeNiro,-,-,03/08/1998,0.5 Stars,2.0 Stars,Normal,55,55,45,45,50,50,30,25,25,30,Jul. 28th   2017,Average,0,0
12002,1B,Bryan Derrick,Longbow Hunters,AAA,09/19/1995,1.0 Stars,2.0 Stars,Normal,45,50,35,40,40,50,25,30,25,40,Sep. 7th   2017,Average,0,0
9465,1B,BILLY DERRICKSON,Cleveland Spiders,AA,09/06/1990,2.0 Stars,2.0 Stars,Durable,50,50,50,45,45,50,65,60,70,50,Jul. 2nd   2017,Low,2009,123
12660,1B,Gerardo Diaz,Galapagos Shellbacks,R,06/10/1997,1.0 Stars,2.5 Stars,Normal,55,60,50,50,60,60,30,20,25,50,Jul. 27th   2017,Low,0,0
10192,1B,PHIL DINGES,California Surfers,AA,05/12/1992,1.5 Stars,2.0 Stars,Durable,50,55,40,40,50,60,25,25,30,60,Jun. 9th   2017,Low,2014,128
10375,1B,Rob Dixon,Longbow Hunters,AA,04/14/1994,0.5 Stars,0.5 Stars,Normal,25,35,30,40,50,45,20,20,20,50,Jun. 17th   2017,Low,2012,205
7192,1B,Dale Doback,St. Lucia Mermen,MLB,04/10/1984,4.5 Stars,4.5 Stars,Normal,65,55,55,70,55,45,45,50,55,50,Jul. 10th   2017,Low,0,0
13705,1B,Angus Doig,St. Lucia Mermen,INT,08/27/1998,0.5 Stars,2.0 Stars,Normal,45,50,40,35,45,60,35,30,45,25,Jun. 22nd   2017,Low,0,0
11689,1B,MIKE DUFOUR,Honolulu Honu,AA,07/01/1992,2.0 Stars,2.0 Stars,Normal,55,55,35,40,40,50,55,60,60,55,Sep. 5th   2017,Average,2014,133
12147,1B,Luigi Duggan,Sint Maarten Sun Chasers,R,04/21/1996,0.5 Stars,2.0 Stars,Normal,55,40,55,50,45,30,30,20,25,50,Jun. 28th   2017,Low,0,0
14847,1B,Harrison Dulihanty,St. Lucia Mermen,INT,02/10/2000,0.5 Stars,2.5 Stars,Normal,60,60,45,45,65,55,25,25,25,25,Aug. 20th   2017,Low,0,0
10696,1B,Ethan Ellis,Vancouver Homewreckers,AAA,04/04/1994,2.0 Stars,2.5 Stars,Normal,45,50,45,55,50,50,40,40,40,50,Aug. 20th   2017,Average,0,0
11516,1B,Victor Falcon,North Korea Outlaws,AA,04/27/1995,2.5 Stars,5.0 Stars,Normal,65,50,50,70,80,45,30,25,25,60,Jul. 27th   2017,Low,2014,2
15384,1B,Eunice Felgas,-,-,05/11/2000,0.5 Stars,3.5 Stars,Normal,65,65,55,55,50,60,25,45,35,30,Oct. 17th   2017,Low,0,0
14844,1B,Florian Feron,Galapagos Shellbacks,INT,03/27/2000,0.5 Stars,4.5 Stars,Normal,60,65,50,65,50,70,30,35,40,30,Jul. 21st   2017,Low,0,0
12221,1B,Cedric Finnigan,-,-,11/23/1996,0.5 Stars,1.5 Stars,Normal,50,50,35,25,40,50,30,25,25,35,May 8th   2017,Average,0,0
11443,1B,FREDDIE FISH,North Korea Outlaws,AA,12/21/1990,2.0 Stars,2.0 Stars,Normal,50,50,45,50,50,50,25,20,25,55,Jun. 3rd   2017,Low,2013,138
11086,1B,Ubbe Foppen,Longbow Hunters,AA,02/21/1995,0.5 Stars,1.5 Stars,Durable,45,45,40,40,40,40,40,45,45,55,Jul. 12th   2017,Low,0,0
8089,1B,Stanton Fortin,Sint Maarten Sun Chasers,AAA,01/02/1985,2.0 Stars,2.0 Stars,Normal,45,50,55,40,50,50,40,35,40,70,Jul. 22nd   2017,Low,0,0
9392,1B,D.J. FOSTER,-,-,03/18/1989,1.5 Stars,1.5 Stars,Normal,45,40,40,45,50,45,30,30,50,55,Jul. 5th   2017,Average,2008,120
10737,1B,Manol Fragoso,-,-,10/10/1994,0.5 Stars,1.5 Stars,Normal,35,35,40,45,45,35,50,50,50,45,May 24th   2017,Average,0,0
14140,1B,Victor Franco,Sao Paulo Black Mambas,INT,03/14/1999,0.5 Stars,1.5 Stars,Normal,45,50,35,35,35,50,45,45,45,25,Sep. 28th   2017,Average,0,0
9155,1B,DYLAN FREDERICKSON,Rome Centurions,AAA,03/29/1991,2.0 Stars,2.0 Stars,Durable,45,50,45,40,55,55,20,30,55,65,Aug. 2nd   2017,Low,2009,168
12796,1B,Luis Gallegos,St. Lucia Mermen,R,09/23/1997,0.5 Stars,2.5 Stars,Durable,50,50,45,45,50,55,35,35,40,35,Jul. 24th   2017,Low,0,0
12038,1B,Jesus Gamez,-,-,09/09/1996,0.5 Stars,2.0 Stars,Normal,45,50,40,35,50,75,25,25,30,30,Apr. 13th   2017,Low,0,0
13609,1B,Alex Garcia,Dubai Bedouins,R,12/25/1997,0.5 Stars,2.5 Stars,Normal,55,55,45,50,45,50,20,25,25,35,Aug. 2nd   2017,Low,0,0
9387,1B,DAVID GARCIA,Sint Maarten Sun Chasers,AAA,10/17/1986,2.0 Stars,2.0 Stars,Fragile,50,50,45,45,45,50,20,20,30,55,Sep. 6th   2017,Average,2008,101
11198,1B,Johan Gardner,Sint Maarten Sun Chasers,R,09/17/1995,1.5 Stars,2.0 Stars,Normal,45,45,50,50,40,50,50,50,55,60,Jul. 28th   2017,Average,0,0
11488,1B,JUSTIN GARRETT,-,-,01/15/1996,0.5 Stars,1.5 Stars,Normal,45,50,50,30,35,50,30,25,25,20,Jul. 28th   2017,Average,0,0
11585,1B,SEAN GASPERS,Toronto Huskies,R,07/10/1996,1.0 Stars,3.0 Stars,Normal,50,60,45,65,40,70,25,20,25,30,Aug. 4th   2017,Average,2015,114
15033,1B,Matthew Gerlach,-,-,09/14/1997,0.5 Stars,2.5 Stars,Normal,55,60,50,50,50,55,35,40,35,35,Jul. 28th   2017,Average,0,0
14502,1B,Nadim Ghassan,-,-,07/06/2000,0.5 Stars,2.0 Stars,Normal,55,55,40,40,45,55,25,20,20,30,Jul. 24th   2017,Average,0,0
14526,1B,Alberto Giammona,Toronto Huskies,R,11/21/1995,1.5 Stars,2.5 Stars,Normal,65,50,55,60,50,40,25,30,30,40,Aug. 30th   2017,Average,2017,102
15352,1B,Lucas Gilbert,-,-,03/25/2001,0.5 Stars,2.5 Stars,Normal,60,65,50,55,35,60,30,30,25,35,Oct. 17th   2017,Low,0,0
9554,1B,MIKE GILLES,Galapagos Shellbacks,AA,06/15/1991,1.0 Stars,1.5 Stars,Durable,40,40,35,35,50,40,35,30,30,40,Jun. 16th   2017,Low,2010,110
9212,1B,ZACH GINSBERG,-,-,05/21/1990,1.5 Stars,1.5 Stars,Fragile,45,45,35,40,45,50,20,20,25,45,Jan. 23rd   2017,Average,2009,138
11497,1B,JACOB GIRDWOOD,-,-,07/23/1992,1.0 Stars,2.0 Stars,Normal,45,45,45,40,50,45,40,20,30,60,May 23rd   2017,Average,2014,131
15157,1B,Rodolfo Gomez,Adelaide Bite,INT,04/20/2000,0.5 Stars,2.0 Stars,Normal,45,45,50,45,45,50,25,20,20,25,Sep. 7th   2017,Average,0,0
10538,1B,Tony Gonzalez,-,-,12/23/1992,0.5 Stars,1.0 Stars,Durable,40,40,35,40,35,45,30,35,30,35,May 14th   2017,Average,0,0
11385,1B,Agustin Gutierrez,North Korea Outlaws,MLB,01/08/1989,2.5 Stars,2.5 Stars,Normal,60,55,50,50,50,50,25,30,35,60,Aug. 4th   2017,Low,2012,56
14292,1B,Tony Gutierrez,Vancouver Homewreckers,INT,10/22/1999,0.5 Stars,2.0 Stars,Durable,45,50,45,50,50,55,35,20,25,25,Sep. 20th   2017,Average,0,0
7660,1B,David Hall,North Korea Outlaws,AAA,08/12/1986,2.5 Stars,2.5 Stars,Normal,55,55,40,50,55,50,30,35,35,40,Sep. 8th   2017,Average,2005,40
8048,1B,GRANT HALL,-,-,02/26/1988,2.0 Stars,2.0 Stars,Normal,50,45,40,40,50,40,20,20,25,55,Jul. 24th   2017,Average,2009,64
13729,1B,Tetsuo Hamada,Longbow Hunters,AA,10/30/1997,1.0 Stars,2.5 Stars,Normal,50,55,45,45,30,60,60,40,60,75,Aug. 4th   2017,Low,0,0
9030,1B,BRIAN HAMILTON,Sint Maarten Sun Chasers,MLB,04/07/1989,2.5 Stars,2.5 Stars,Normal,50,60,55,45,45,65,45,60,75,55,Sep. 29th   2017,Average,2007,113
10298,1B,Reed Hanson,-,-,01/15/1990,1.5 Stars,1.5 Stars,Normal,45,40,35,45,40,35,35,30,25,40,Aug. 1st   2017,Average,0,0
15178,1B,Keiji Haraguchi,North Korea Outlaws,INT,05/18/2000,0.5 Stars,2.5 Stars,Durable,55,60,45,40,60,60,20,35,25,25,Jul. 19th   2017,Low,0,0
9988,1B,CHRIS HARNISCH,-,-,07/06/1991,2.0 Stars,2.0 Stars,Durable,55,55,35,40,50,55,35,40,40,65,Mar. 3rd   2017,Average,2009,187
13430,1B,Colm Harrison,California Surfers,R,07/08/1997,0.5 Stars,2.0 Stars,Normal,50,50,35,40,35,50,30,25,25,35,Sep. 3rd   2017,Average,0,0
12123,1B,Norio Hashimoto,St. Lucia Mermen,A,09/21/1996,0.5 Stars,2.0 Stars,Normal,55,45,40,45,40,40,65,60,60,20,Jul. 2nd   2017,Low,0,0
11741,1B,Matt Healy,Adelaide Bite,R,02/03/1997,1.0 Stars,2.5 Stars,Normal,55,55,55,50,55,55,70,60,75,55,Aug. 2nd   2017,Low,2015,35
11393,1B,Gavin Hennessy,-,-,09/17/1990,1.0 Stars,1.5 Stars,Durable,45,45,40,35,40,45,55,65,65,25,Jun. 24th   2017,Average,2012,168
9850,1B,Juan Hernandez,Galapagos Shellbacks,AA,04/05/1991,1.5 Stars,1.5 Stars,Durable,45,45,35,40,45,45,35,35,35,35,Sep. 5th   2017,Average,0,0
9975,1B,Raul Hernandez,California Surfers,MLB,02/11/1991,2.5 Stars,2.5 Stars,Normal,50,55,50,45,40,60,40,60,75,60,Jul. 2nd   2017,Low,2009,4
12618,1B,Roberto Hernandez,-,-,03/19/1997,0.5 Stars,1.5 Stars,Normal,35,45,40,35,50,65,30,30,35,30,Mar. 23rd   2017,Average,0,0
13617,1B,Akil Hilel,Havana Sugar Kings,INT,07/15/1998,0.5 Stars,3.0 Stars,Normal,50,55,45,65,45,55,30,20,25,30,Jul. 4th   2017,Low,0,0
11740,1B,Phil Hoffman,Vancouver Homewreckers,R,08/21/1997,0.5 Stars,2.5 Stars,Normal,45,55,45,50,45,65,30,25,30,50,Jul. 17th   2017,Low,2015,68
11685,1B,WALT HOOGLAND,California Surfers,AA,02/14/1995,2.0 Stars,2.5 Stars,Normal,45,50,50,50,55,55,35,35,35,40,Aug. 14th   2017,Average,2013,144
11510,1B,STEWART HOUSTON,Dubai Bedouins,AAA,10/18/1992,2.5 Stars,2.5 Stars,Normal,45,55,50,55,40,65,25,20,25,80,Aug. 19th   2017,Average,2014,45
9430,1B,CAMERON HULETT,North Korea Outlaws,AAA,01/27/1991,2.5 Stars,2.5 Stars,Durable,45,45,50,55,60,45,30,30,45,70,Aug. 25th   2017,Average,2009,109
11870,1B,Jim Hutchins,-,-,07/04/1994,0.5 Stars,0.5 Stars,Normal,30,30,35,30,45,30,30,30,25,50,Jun. 22nd   2017,Average,0,0
11231,1B,Sofu Inoue,-,-,08/17/1995,1.5 Stars,2.0 Stars,Normal,50,50,45,50,45,60,25,35,30,45,Sep. 4th   2017,Average,0,0
13773,1B,Shinichiro Inouye,St. Lucia Mermen,INT,09/07/1998,0.5 Stars,1.5 Stars,Durable,45,45,35,35,40,50,45,30,35,-,Jun. 27th   2017,Low,0,0
13317,1B,Daisuke Ishii,-,-,12/20/1998,0.5 Stars,2.0 Stars,Normal,55,55,40,40,45,50,25,30,30,30,Jun. 30th   2017,Average,0,0
11219,1B,Tadanori Ito,North Korea Outlaws,R,09/23/1995,1.5 Stars,2.5 Stars,Durable,50,50,45,55,40,50,35,30,35,50,Jul. 25th   2017,Low,0,0
13501,1B,Qaraja Izz al Din,-,-,10/07/1997,0.5 Stars,1.5 Stars,Durable,35,45,40,35,50,65,25,20,20,30,Jul. 27th   2017,Low,0,0
9760,1B,JOSH JACOBS,St. Lucia Mermen,AAA,02/27/1991,2.0 Stars,2.0 Stars,Durable,45,55,60,45,40,60,60,60,65,55,Aug. 7th   2017,Low,2010,19
12521,1B,Samman Jaleel,-,-,01/30/1992,0.5 Stars,0.5 Stars,Normal,35,40,35,30,35,45,30,20,25,35,Mar. 24th   2017,Average,0,0
11739,1B,BRANISLAV JEFTANOVIC,Longbow Hunters,AAA,01/19/1997,1.5 Stars,3.0 Stars,Normal,70,50,50,65,50,35,45,55,60,40,Jul. 27th   2017,Average,2015,81
7682,1B,Matt Johnson,-,-,10/14/1986,2.5 Stars,2.5 Stars,Fragile,45,50,60,45,45,70,60,70,80,70,Jul. 18th   2017,Average,2005,15
12795,1B,Milojica Jovanovic,Denver Blucifers,A,02/04/1997,0.5 Stars,2.0 Stars,Normal,45,45,40,45,45,45,35,20,30,45,Jun. 18th   2017,Low,0,0
9721,1B,BRAD KAIM,Galapagos Shellbacks,AA,04/16/1991,1.5 Stars,1.5 Stars,Durable,55,50,40,45,45,45,25,25,30,45,Jun. 12th   2017,Low,2010,74
12045,1B,Loys Kaku,Sao Paulo Black Mambas,A,05/26/1996,0.5 Stars,2.0 Stars,Normal,60,55,50,40,45,45,40,20,25,50,Jul. 23rd   2017,Low,0,0
10649,1B,Sakan Kaneshiro,St. Lucia Mermen,AA,01/03/1994,1.0 Stars,2.0 Stars,Normal,45,45,50,50,45,55,30,30,55,70,Aug. 7th   2017,Average,0,0
12790,1B,Yukio Kaneshiro,California Surfers,R,09/08/1996,0.5 Stars,2.5 Stars,Normal,50,55,50,45,45,60,60,40,45,55,Aug. 17th   2017,Average,0,0
8701,1B,Jim Karpinsky,Sint Maarten Sun Chasers,AAA,08/05/1985,2.0 Stars,2.0 Stars,Normal,60,45,45,50,45,40,20,20,25,50,Jul. 7th   2017,Low,2007,35
11349,1B,Shigeru Kawano,Cleveland Spiders,AAA,09/01/1991,2.5 Stars,2.5 Stars,Normal,55,55,45,50,50,50,35,25,40,45,Aug. 31st   2017,Average,2012,17
12153,1B,Reggie Kelly,-,-,10/03/1996,0.5 Stars,2.0 Stars,Durable,45,45,50,50,35,45,55,40,45,35,Aug. 20th   2017,Average,0,0
14223,1B,Khatib Khalil,Tokyo Tigers,INT,08/28/1999,0.5 Stars,2.0 Stars,Normal,45,50,40,55,35,50,25,25,25,30,Sep. 8th   2017,Average,0,0
15285,1B,Nicoláo Kinoshita,Longbow Hunters,INT,12/25/2000,0.5 Stars,2.0 Stars,Normal,45,50,40,40,40,55,30,30,35,25,Aug. 22nd   2017,Low,0,0
9689,1B,ERIC KIRKENDALL,Tokyo Tigers,AAA,08/01/1990,2.5 Stars,2.5 Stars,Normal,50,55,35,50,50,55,25,25,30,50,Aug. 24th   2017,Average,2009,136
12162,1B,Teruo Kishi,St. Lucia Mermen,A,04/06/1996,0.5 Stars,2.5 Stars,Normal,50,55,45,55,40,55,30,30,35,65,Aug. 17th   2017,Average,0,0
15421,1B,Dong-sik Ko,-,-,12/12/2000,0.5 Stars,5.0 Stars,Normal,50,55,65,75,65,60,30,25,25,30,Oct. 17th   2017,Low,0,0
7405,1B,CASEY KOHR,Tokyo Tigers,AAA,07/21/1986,2.0 Stars,2.0 Stars,Iron Man,45,40,40,45,50,40,30,20,30,50,Jul. 23rd   2017,Low,2007,85
10115,1B,Mark Kolbo,Amsterdam Dragons,AAA,09/29/1992,2.5 Stars,3.0 Stars,Normal,60,65,65,50,45,60,40,55,70,55,Sep. 4th   2017,Average,2011,46
5743,1B,Justin Krimmer,-,-,10/12/1981,2.0 Stars,2.0 Stars,Normal,55,50,50,35,55,50,40,40,35,60,Aug. 27th   2017,Average,2000,59
15177,1B,Graviel Laborde,-,-,08/16/2000,0.5 Stars,1.5 Stars,Normal,35,45,35,35,55,55,30,20,30,25,Oct. 13th   2017,Average,0,0
8866,1B,Baden Lane,St. Lucia Mermen,AAA,08/08/1988,2.0 Stars,2.0 Stars,Normal,45,45,40,55,45,45,40,60,50,65,Jul. 10th   2017,Low,0,0
13077,1B,Ernie Lappin,-,-,10/07/1998,0.5 Stars,2.5 Stars,Normal,50,50,55,55,50,50,30,30,30,35,Jul. 28th   2017,Average,0,0
14020,1B,Oscar Lara,Amsterdam Dragons,INT,10/20/1998,0.5 Stars,2.0 Stars,Normal,50,50,40,50,45,55,40,40,35,25,Jun. 26th   2017,Low,0,0
13663,1B,Carlos Laureano,Denver Blucifers,R,03/18/1998,0.5 Stars,2.0 Stars,Normal,50,55,40,45,40,55,30,20,20,50,Jul. 29th   2017,Low,0,0
11590,1B,Jonathan Lauzon,Adelaide Bite,A,08/03/1996,1.5 Stars,2.5 Stars,Normal,55,50,50,50,50,50,55,30,35,60,Jul. 30th   2017,Average,2015,66
15249,1B,Simon Lawrence,California Surfers,INT,03/31/2001,0.5 Stars,2.0 Stars,Normal,45,50,50,45,40,55,35,35,35,30,Oct. 1st   2017,Average,0,0
8578,1B,Connor Leahy,Tokyo Tigers,MLB,09/22/1987,4.0 Stars,4.0 Stars,Durable,60,50,50,65,60,45,25,20,55,70,Sep. 22nd   2017,Average,0,0
10542,1B,Il-hwan Lee,-,-,05/21/1993,1.0 Stars,1.5 Stars,Durable,45,40,40,45,40,40,25,30,35,65,Feb. 14th   2017,Average,0,0
13517,1B,Kyung-bok Lee,California Surfers,R,10/21/1997,0.5 Stars,1.5 Stars,Durable,45,45,40,35,45,50,50,35,35,40,May 14th   2017,Low,0,0
