ID,POS,Name,DOB,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SR,STE,SctAcc,Draft,OA Pick
10738,SS,Theo Dittmann,10/17/1993,2.5 Stars,2.5 Stars,Normal,40,45,45,50,50,50,30,50,25,V.High,0,0
11562,CF,SIMA DJOROVIC,06/03/1997,2.5 Stars,2.5 Stars,Normal,70,60,50,50,40,50,55,65,65,V.High,2015,96
10197,LF,Tony Dorival,04/28/1992,2.5 Stars,2.5 Stars,Normal,45,50,50,50,45,55,40,50,50,V.High,2011,70
9602,C,JOHN DUNN,03/10/1991,2.5 Stars,2.5 Stars,Normal,45,50,45,50,50,50,35,35,20,V.High,2013,46
11573,2B,Daniel Dupree,11/23/1996,2.5 Stars,2.5 Stars,Fragile,55,55,50,45,40,50,65,45,45,High,2015,32
12360,C,RAUL DURAN,10/12/1993,2.5 Stars,2.5 Stars,Normal,55,50,50,60,50,50,20,25,20,V.High,2015,88
5049,RF,Cory Eaton,02/15/1980,2.5 Stars,2.5 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,472
10605,2B,Jaden Edwards,04/06/1994,2.5 Stars,2.5 Stars,Normal,50,60,50,45,35,75,60,70,60,High,2013,14
8340,C,JACK EILERS,03/02/1988,2.5 Stars,2.5 Stars,Normal,40,45,55,50,25,55,30,75,30,High,2007,60
11874,2B,Bill Elliott,04/22/1993,2.5 Stars,2.5 Stars,Normal,45,50,40,30,45,65,65,60,60,V.High,0,0
9756,2B,JOE ELLIOTT,05/30/1992,2.5 Stars,2.5 Stars,Normal,50,50,50,50,55,60,35,70,35,High,2013,87
12325,C,ANTONIO ESCOBAR,05/10/1993,2.5 Stars,2.5 Stars,Durable,50,50,45,55,50,50,25,20,20,V.High,2015,135
3564,LF,Tony Evans,02/03/1976,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,53
13271,2B,Jack Evenson,11/02/1994,2.5 Stars,2.5 Stars,Normal,50,65,45,55,40,75,45,40,35,V.High,2017,129
10195,3B,Pete Ewart,04/26/1992,2.5 Stars,2.5 Stars,Iron Man,55,45,45,50,45,40,20,30,20,V.High,2011,43
10745,2B,Ricky Falcon,10/27/1988,2.5 Stars,2.5 Stars,Iron Man,45,45,45,50,50,45,35,80,40,High,0,0
10589,3B,DAVE FEDERSPIEL,03/18/1995,2.5 Stars,2.5 Stars,Normal,65,55,45,50,60,50,35,40,20,V.High,2013,100
13795,CF,SALOMÉ FERANTES,05/19/1994,2.5 Stars,2.5 Stars,Normal,50,50,65,50,45,55,65,65,60,V.High,2016,45
10126,LF,Laurent Fisher,02/19/1993,2.5 Stars,2.5 Stars,Normal,55,60,50,45,55,60,20,25,20,High,2011,162
1850,1B,Luis Flores,06/20/1967,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,785
10462,CF,Rob Fookes,09/20/1992,2.5 Stars,2.5 Stars,Iron Man,45,60,55,30,50,80,55,75,45,V.High,0,0
9016,2B,AUSTIN FOX,07/07/1985,2.5 Stars,2.5 Stars,Wrecked,40,50,50,50,50,65,70,70,75,V.High,2007,46
3699,1B,Innocenzio Frassetto,05/08/1975,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,298
3954,1B,Joe Fritz,08/22/1976,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,89
9606,LF,JOSH FUNSTON,04/04/1991,2.5 Stars,2.5 Stars,Normal,50,60,50,50,45,80,35,40,30,V.High,2010,91
13197,2B,SATOHARU FURUYA,09/02/1996,2.0 Stars,2.5 Stars,Normal,55,65,50,50,45,70,45,55,55,V.High,2016,108
3141,RF,Larry Gall,11/07/1975,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,113
12136,SS,Ricky Galvan,07/26/1996,2.0 Stars,2.5 Stars,Normal,55,55,65,50,45,50,70,70,75,Avg,0,0
9166,1B,ADAM GARDNER,08/01/1990,2.5 Stars,2.5 Stars,Iron Man,45,50,55,45,50,55,35,65,45,V.High,2009,120
11585,DH,SEAN GASPERS,07/10/1996,1.5 Stars,2.5 Stars,Normal,50,55,40,65,30,70,25,25,20,High,2015,114
16884,C,Andres Godinez,05/13/1997,2.0 Stars,2.5 Stars,Normal,50,50,40,55,45,50,20,20,20,V.High,0,0
5130,C,Dario Gonzales,06/06/1978,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,49
13489,CF,Luis Gonzalez,08/27/1997,2.0 Stars,2.5 Stars,Normal,60,55,50,55,45,50,65,45,35,Avg,0,0
168,1B,Salvatore Gonzalez,09/03/1962,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,346
11431,CF,JOSE GOOSSENS,09/30/1995,2.5 Stars,2.5 Stars,Fragile,55,50,45,50,45,45,55,70,70,V.High,2013,32
11515,CF,NICKY GOULD,09/04/1996,2.5 Stars,2.5 Stars,Normal,45,50,50,50,45,55,75,75,70,V.High,2014,98
9214,RF,Jimmy Grey,05/21/1990,2.5 Stars,2.5 Stars,Normal,50,50,55,50,55,50,30,60,45,V.High,2009,17
11385,1B,Agustin Gutierrez,01/08/1989,2.5 Stars,2.5 Stars,Normal,50,50,50,45,50,50,25,30,35,V.High,2012,56
10739,2B,Kieran Hadfield,06/19/1994,2.5 Stars,2.5 Stars,Iron Man,40,45,40,50,60,55,25,40,35,High,0,0
14085,2B,Archie Hall,08/27/1998,2.5 Stars,2.5 Stars,Normal,50,50,45,50,40,50,50,65,60,V.High,0,0
9750,SS,DANNY HAMPTON,07/01/1991,2.5 Stars,2.5 Stars,Durable,45,50,45,40,45,55,40,55,55,V.High,2010,24
10418,DH,Bret Hart,04/18/1993,2.5 Stars,2.5 Stars,Durable,50,50,45,55,50,50,70,70,60,V.High,2011,30
10875,CF,Neil Harvey,01/13/1994,2.5 Stars,2.5 Stars,Fragile,55,55,55,50,50,50,40,70,55,High,2012,80
9176,CF,Tommy Havlik,10/05/1990,2.5 Stars,2.5 Stars,Normal,30,40,35,60,50,50,35,70,55,V.High,2009,43
8742,CF,MIKE HEDEEN,10/26/1989,2.5 Stars,2.5 Stars,Wrecked,45,50,55,25,55,55,45,80,55,High,2008,114
11269,DH,Gerard Adriaan Heineken,06/21/1995,2.0 Stars,2.5 Stars,Normal,50,60,50,55,50,75,35,70,65,High,0,0
2701,RF,David Henner,08/18/1971,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,256
10109,C,Andy Hernandez,02/17/1993,2.5 Stars,2.5 Stars,Iron Man,30,35,30,65,45,40,20,30,30,V.High,2011,181
8853,C,Eduardo Hernandez,07/12/1987,2.5 Stars,2.5 Stars,Wrecked,40,50,50,50,45,60,25,30,30,V.High,0,0
16885,LF,Jordan Hernandez,07/27/1994,2.5 Stars,2.5 Stars,Durable,55,65,55,50,40,70,40,60,70,Avg,0,0
12396,2B,OSCAR HERNANDEZ,03/20/1998,2.0 Stars,2.5 Stars,Normal,50,60,50,50,40,75,35,40,35,High,2016,91
8106,RF,Rodolfo Hernandez,02/06/1987,2.5 Stars,2.5 Stars,Fragile,45,50,50,45,45,55,50,70,70,V.High,0,0
6714,C,Tony Hernandez,10/01/1983,2.5 Stars,2.5 Stars,Normal,45,45,50,65,45,45,30,25,30,High,2002,10
3688,1B,Oscar Herrera,07/31/1974,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,650
8500,C,GREG HILGER,11/30/1988,2.5 Stars,2.5 Stars,Normal,35,45,35,55,60,50,20,25,25,High,2007,81
10899,LF,Andy Holmes,03/28/1994,2.5 Stars,2.5 Stars,Durable,50,50,55,50,50,55,35,80,35,High,2013,11
12647,LF,Cody Holz,10/08/1996,2.0 Stars,2.5 Stars,Durable,55,55,70,50,45,55,60,55,50,High,0,0
11685,1B,WALT HOOGLAND,02/14/1995,2.0 Stars,2.5 Stars,Normal,45,50,50,55,55,50,35,35,40,High,2013,144
11514,C,TAKAO HORI,12/31/1995,2.0 Stars,2.5 Stars,Normal,45,50,40,55,55,55,20,25,20,High,2014,177
11510,1B,STEWART HOUSTON,10/18/1992,2.5 Stars,2.5 Stars,Normal,45,50,50,55,35,60,25,25,20,V.High,2014,45
5659,1B,Tom Howard,05/23/1977,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,190
11972,1B,Abdul-Razzaq Hud,04/10/1995,2.0 Stars,2.5 Stars,Normal,50,55,60,50,45,65,65,60,60,High,0,0
9033,RF,Arnold Huff,05/12/1988,2.5 Stars,2.5 Stars,Fragile,45,50,50,50,80,50,25,45,25,V.High,2007,18
9430,1B,CAMERON HULETT,01/27/1991,2.5 Stars,2.5 Stars,Durable,45,45,50,50,50,45,35,45,35,V.High,2009,109
10624,2B,RICHARD HUNTER,10/04/1994,2.5 Stars,2.5 Stars,Durable,50,50,55,50,50,55,65,70,65,High,2013,71
8013,C,NICK IRWIN,05/30/1988,2.5 Stars,2.5 Stars,Fragile,45,40,50,45,45,40,20,30,35,High,2006,34
12330,1B,STEVE IRWIN,04/02/1993,2.5 Stars,2.5 Stars,Normal,60,55,50,55,45,55,30,40,35,V.High,2015,90
11028,1B,GARY ITZKOWITZ,05/19/1995,2.0 Stars,2.5 Stars,Durable,45,45,45,75,45,45,50,70,55,V.High,2014,29
12146,3B,Masahiro Iwamoto,04/19/1996,2.0 Stars,2.5 Stars,Fragile,60,55,45,65,45,50,50,45,45,High,0,0
7218,3B,Eddie Jaimes,02/05/1984,2.5 Stars,2.5 Stars,Normal,45,45,45,55,55,45,50,25,50,V.High,0,0
7723,3B,Bryant Jones,05/26/1987,2.5 Stars,2.5 Stars,Iron Man,45,50,50,45,50,55,30,55,50,V.High,2005,26
9198,C,ALAKAI KANESHIRO,08/15/1990,2.5 Stars,2.5 Stars,Iron Man,40,50,45,45,45,80,20,25,20,V.High,2009,41
7826,RF,Shogo Kanzaki,03/26/1974,2.5 Stars,2.5 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
476,LF,Mark Kellar,12/02/1965,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,114
11010,SS,MORGAN KELLER,04/16/1995,2.5 Stars,2.5 Stars,Normal,45,50,45,50,40,50,50,80,50,V.High,2014,92
9469,CF,Corey Keyes,10/27/1990,2.5 Stars,2.5 Stars,Iron Man,35,45,40,50,45,50,40,80,80,V.High,2009,82
12794,3B,Myun-gu Kim,12/07/1996,1.5 Stars,2.5 Stars,Normal,50,60,50,55,55,70,40,40,35,High,0,0
8835,RF,Myung-woo Kim,02/20/1989,2.5 Stars,2.5 Stars,Iron Man,45,55,50,55,45,75,45,80,55,V.High,0,0
12261,3B,Yeong-chan Kim,06/23/1996,2.0 Stars,2.5 Stars,Normal,55,60,45,45,50,70,60,45,45,High,0,0
13606,C,Keita Kimura,05/17/1998,2.0 Stars,2.5 Stars,Normal,50,55,50,55,45,55,40,35,30,Avg,0,0
3534,1B,James King,11/23/1975,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,386
8244,1B,Jeff King,08/21/1987,2.5 Stars,2.5 Stars,Normal,55,50,55,50,50,50,50,45,55,V.High,2006,15
13798,LF,STONE KLEIN,12/27/1994,2.0 Stars,2.5 Stars,Normal,55,50,50,55,50,50,40,30,25,High,2016,28
11651,SS,ADRIE KOELMAN,12/21/1996,2.0 Stars,2.5 Stars,Normal,45,50,45,65,35,55,50,40,40,High,2015,105
10115,DH,Mark Kolbo,09/29/1992,2.5 Stars,2.5 Stars,Normal,65,60,75,50,45,55,45,65,60,V.High,2011,46
12718,LF,Majdy Lahab,09/15/1997,1.5 Stars,2.5 Stars,Durable,65,70,45,25,35,70,65,70,70,Avg,0,0
8448,SS,JERRY LAMB,11/15/1984,2.5 Stars,2.5 Stars,Wrecked,40,45,50,30,50,50,60,80,70,High,2006,41
7633,CF,BOBBY LAWSON,12/14/1982,2.5 Stars,2.5 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2004,27
8578,1B,Connor Leahy,09/22/1987,2.5 Stars,2.5 Stars,Durable,50,45,50,65,60,40,20,55,20,V.High,0,0
3608,1B,Billy LeClair,07/10/1975,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,351
9497,C,Tim Lewis,05/24/1990,2.5 Stars,2.5 Stars,Normal,45,45,40,50,65,45,20,25,25,High,2009,71
13722,3B,EDDIE LIMA,10/23/1987,2.5 Stars,2.5 Stars,Normal,45,45,50,50,60,50,25,30,30,V.High,0,0
119,3B,Jose Liriano,11/26/1965,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,16
8017,3B,Corey Little,03/14/1987,2.5 Stars,2.5 Stars,Fragile,55,50,65,50,50,50,35,35,55,V.High,2006,1
11378,C,Zivota Ljotic,02/13/1991,2.5 Stars,2.5 Stars,Normal,45,45,50,45,45,45,30,25,20,High,2012,75
3256,1B,Jose Lopez,07/03/1973,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,373
9295,3B,Mark Lourens,10/01/1990,2.5 Stars,2.5 Stars,Normal,50,45,50,55,50,35,25,35,25,V.High,0,0
11344,2B,Jim Lowe,01/20/1990,2.5 Stars,2.5 Stars,Normal,50,50,55,50,45,50,45,75,65,V.High,2012,8
12782,LF,Tom Lutz,03/08/1997,2.0 Stars,2.5 Stars,Durable,50,55,50,45,45,65,65,65,65,High,0,0
11277,1B,Otton MacDonald,10/20/1995,2.0 Stars,2.5 Stars,Normal,45,50,50,55,45,55,60,60,60,High,0,0
9861,2B,Teko MacDonald,12/17/1990,2.5 Stars,2.5 Stars,Wrecked,50,45,50,50,35,35,40,80,50,V.High,0,0
11738,1B,Rick MacLeod,06/30/1997,2.5 Stars,2.5 Stars,Normal,50,55,55,55,45,60,65,65,65,High,2015,31
11210,LF,Larry Maher,10/04/1995,2.0 Stars,2.5 Stars,Normal,50,50,55,50,45,50,45,55,55,High,0,0
12784,CF,Eddie Malanado,06/04/1996,2.0 Stars,2.5 Stars,Normal,50,50,50,45,45,50,65,65,60,V.High,0,0
8964,2B,Dave Maley,12/12/1982,2.5 Stars,2.5 Stars,Normal,50,50,50,50,60,50,40,40,40,High,2006,2
10835,1B,Avele Manawakolu,12/01/1989,2.5 Stars,2.5 Stars,Fragile,50,60,50,50,45,80,45,45,65,V.High,2012,55
12150,2B,Wulf Mangnus,10/08/1995,2.0 Stars,2.5 Stars,Normal,50,55,70,55,40,55,60,45,35,High,0,0
66,2B,Josh Manning,11/16/1967,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,524
11693,LF,TEÓFILO MARCHA,12/13/1995,2.5 Stars,2.5 Stars,Durable,50,50,55,50,45,50,75,70,65,V.High,2014,74
9788,1B,Ben Marek,11/19/1991,2.5 Stars,2.5 Stars,Durable,50,50,55,50,60,50,25,75,35,High,2010,3
16176,LF,Benito Margaglio,07/21/1996,2.5 Stars,2.5 Stars,Durable,55,55,80,40,50,55,70,55,60,V.High,0,0
8491,LF,Jay Marino,07/20/1988,2.5 Stars,2.5 Stars,Wrecked,55,50,50,50,55,45,45,50,60,V.High,2007,13
12963,RF,BILL MCCONNELL,04/30/1994,2.5 Stars,2.5 Stars,Normal,50,50,55,50,50,45,55,50,60,V.High,2016,129
8873,CF,Wilber McMillan,04/02/1987,2.5 Stars,2.5 Stars,Durable,55,55,60,30,30,55,55,75,75,V.High,0,0
14927,2B,Jose Medrano,06/07/1985,2.5 Stars,2.5 Stars,Normal,45,45,45,55,60,45,30,20,20,V.High,0,0
12368,RF,Michael Mellor,11/17/1997,2.5 Stars,2.5 Stars,Normal,55,65,50,50,40,65,50,55,50,High,2016,5
11222,3B,Griff Miller,12/26/1994,2.5 Stars,2.5 Stars,Normal,50,50,55,50,50,45,45,70,65,V.High,0,0
10689,LF,Tango Miyahara,09/23/1993,2.0 Stars,2.5 Stars,Normal,45,55,65,40,50,70,35,75,30,V.High,0,0
7780,LF,Eddie Montes,10/06/1984,2.5 Stars,2.5 Stars,Fragile,50,45,65,55,55,40,60,60,70,V.High,0,0
12179,LF,Jorge Montes,01/23/1996,2.0 Stars,2.5 Stars,Normal,65,55,70,45,45,50,50,60,60,High,0,0
14427,RF,Michele Moravia,09/17/1996,2.0 Stars,2.5 Stars,Normal,50,50,55,55,45,55,50,60,55,V.High,2018,17
2840,RF,Andres Moreles,05/25/1970,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,603
12152,C,Paul Mullowney,09/22/1996,1.5 Stars,2.5 Stars,Normal,45,50,50,45,50,65,35,25,25,High,0,0
11377,2B,Juan Munoz,07/30/1991,2.5 Stars,2.5 Stars,Normal,50,55,50,30,45,60,65,70,75,V.High,2012,48
12752,LF,Fakhir Nadim,06/26/1996,2.5 Stars,2.5 Stars,Normal,55,50,45,55,40,50,70,60,50,V.High,0,0
12776,2B,Tatsumi Nakagawa,11/13/1997,2.5 Stars,2.5 Stars,Durable,50,55,55,45,45,55,50,65,60,V.High,0,0
7978,DH,Joe Neilson,08/14/1987,2.5 Stars,2.5 Stars,Fragile,55,55,55,50,45,55,50,70,60,V.High,2006,7
12756,1B,Ryan Newton,08/14/1996,2.0 Stars,2.5 Stars,Normal,50,50,50,55,45,45,35,35,30,V.High,0,0
11250,1B,Andre Nicholls,11/05/1995,2.5 Stars,2.5 Stars,Durable,50,55,50,55,30,65,70,65,55,V.High,0,0
13377,SS,Boris Nikezic,03/09/1998,2.0 Stars,2.5 Stars,Durable,50,55,50,50,35,60,65,50,65,High,2018,35
6653,2B,Chris O'Neill,11/22/1979,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,21
3693,1B,Victor Oatman,11/07/1974,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,36
9334,RF,Yoshi Ogawa,07/24/1990,2.5 Stars,2.5 Stars,Normal,50,50,55,45,55,50,55,80,70,High,0,0
11813,2B,Toyohiro Okimoto,12/21/1995,2.0 Stars,2.5 Stars,Normal,70,75,45,40,45,75,50,45,40,High,0,0
12953,SS,Christian Olive,06/21/1995,2.5 Stars,2.5 Stars,Normal,55,50,65,45,45,50,60,60,60,V.High,2016,11
16204,C,Zachariah Ollson,09/11/1997,2.5 Stars,2.5 Stars,Normal,55,60,50,40,55,60,30,35,45,V.High,2020,49
12710,C,Job Ophuis,12/30/1996,2.5 Stars,2.5 Stars,Normal,60,45,55,70,50,35,30,25,20,V.High,0,0
4675,1B,Domingo Ortiz,03/19/1979,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,47
9248,3B,Sergio Ovevedo,03/29/1990,2.5 Stars,2.5 Stars,Normal,55,45,50,65,50,40,25,45,25,V.High,2009,5
12924,SS,Oscar Owen,06/20/1996,2.5 Stars,2.5 Stars,Normal,50,50,55,50,50,50,65,50,45,V.High,2015,8
11535,CF,Corrado Pagani,08/31/1996,2.5 Stars,2.5 Stars,Durable,45,50,45,50,35,55,75,75,75,V.High,2014,14
9314,1B,Jin-ho Park,11/29/1989,2.5 Stars,2.5 Stars,Normal,50,50,40,50,50,50,30,25,20,V.High,0,0
9361,1B,Joe Parker,09/05/1985,2.5 Stars,2.5 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2007,16
12449,RF,SAM PATERNOSTER,03/29/1997,2.5 Stars,2.5 Stars,Durable,50,55,55,50,40,65,65,60,55,V.High,2016,17
3439,RF,Ed Pedlar,07/18/1970,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,699
10135,RF,Felix Perez,09/03/1993,2.5 Stars,2.5 Stars,Fragile,50,65,55,40,55,80,60,70,65,High,2011,67
7696,RF,IVAN PEREZ,09/28/1986,2.5 Stars,2.5 Stars,Normal,50,45,50,65,30,35,35,30,40,V.High,2005,24
11261,LF,Jerry Pickett,07/15/1995,2.5 Stars,2.5 Stars,Normal,60,55,55,45,45,50,70,70,70,V.High,0,0
10490,CF,Dave Pineda,07/21/1993,2.5 Stars,2.5 Stars,Fragile,50,50,55,50,45,50,65,45,65,High,0,0
5133,RF,Ramon Placencia,03/18/1978,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,4
11568,1B,GEORGE PLEDGER,08/28/1996,2.5 Stars,2.5 Stars,Normal,45,50,55,45,40,65,70,70,60,V.High,2015,119
11463,C,STEVE PUMMEL,12/24/1991,2.5 Stars,2.5 Stars,Normal,-,-,-,-,-,-,-,-,-,V.Low,2014,56
12496,C,Jasa Radanovic,02/08/1996,2.5 Stars,2.5 Stars,Fragile,50,50,45,50,35,50,35,40,35,High,0,0
10756,C,MATT RAINS,02/05/1988,2.5 Stars,2.5 Stars,Normal,40,40,45,45,65,40,40,50,45,High,2011,38
9865,1B,Ramon Ramirez,10/22/1991,2.5 Stars,2.5 Stars,Normal,55,50,50,50,80,45,25,45,20,V.High,0,0
8360,DH,Matt Randels,03/19/1988,2.5 Stars,2.5 Stars,Normal,50,45,50,55,70,45,25,35,25,V.High,2007,5
6697,LF,Al Reyes,01/12/1981,2.5 Stars,2.5 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2002,13
11728,LF,FRED RICHARDSON,11/25/1995,2.5 Stars,2.5 Stars,Normal,60,60,50,50,45,60,55,65,60,V.High,2015,148
10992,1B,TIM RICHTER,01/14/1996,2.5 Stars,2.5 Stars,Durable,50,45,50,65,65,45,25,35,25,V.High,2014,18
10105,3B,Mark Rickens,06/08/1992,2.0 Stars,2.5 Stars,Normal,50,55,55,55,45,55,20,35,35,V.High,2011,3
12274,C,MIGUEL RIOS,10/05/1991,2.5 Stars,2.5 Stars,Normal,45,45,45,45,50,45,25,35,35,High,2013,152
10364,C,Steve Ritchotte,12/15/1993,2.5 Stars,2.5 Stars,Normal,45,45,40,50,45,50,25,25,30,High,2012,45
11341,1B,Damian Rivera,05/27/1990,2.5 Stars,2.5 Stars,Normal,45,45,50,55,50,50,25,25,20,V.High,2012,161
10544,1B,Joel Rivera,01/12/1993,2.5 Stars,2.5 Stars,Normal,65,50,50,60,50,45,30,40,40,V.High,0,0
11213,LF,Jose Rodriguez,12/06/1994,2.5 Stars,2.5 Stars,Durable,55,60,45,50,40,60,45,65,65,V.High,0,0
11011,RF,Juan Rodriguez,08/10/1995,2.0 Stars,2.5 Stars,Durable,50,55,50,50,45,65,40,55,25,High,2014,3
10129,SS,Ricardo Rodriguez,01/14/1993,2.5 Stars,2.5 Stars,Normal,50,50,50,50,35,55,55,80,75,V.High,2011,4
8096,1B,Roberto Rodriguez,12/17/1986,2.5 Stars,2.5 Stars,Normal,45,45,50,40,80,45,45,70,60,V.High,0,0
9420,RF,Oscar Romero,11/13/1990,2.5 Stars,2.5 Stars,Wrecked,50,50,50,50,50,50,20,55,45,V.High,2009,48
1334,RF,Malik Russ,06/01/1964,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,678
9673,3B,BOB SACAMANO,05/15/1990,2.5 Stars,2.5 Stars,Fragile,50,50,45,50,50,55,40,60,50,High,2012,84
10802,2B,Nick Sadowsky,11/21/1989,2.5 Stars,2.5 Stars,Iron Man,50,50,50,45,50,55,35,40,40,High,2011,34
3542,1B,Tim Saenger,07/08/1974,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,3
12104,RF,Takane Sakamoto,12/04/1995,2.0 Stars,2.5 Stars,Normal,60,60,50,50,45,55,45,55,50,High,0,0
11686,C,LUIS SALAZAR,04/03/1994,2.5 Stars,2.5 Stars,Normal,50,45,45,60,45,45,20,20,20,High,2013,38
1405,3B,Omar Salazar,03/05/1971,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,164
10448,LF,Willie Sanchez,01/02/1994,2.5 Stars,2.5 Stars,Durable,55,55,60,45,50,55,65,70,70,V.High,2012,112
7654,1B,Zane Schick,12/13/1986,2.5 Stars,2.5 Stars,Normal,50,50,50,50,50,50,30,40,35,V.High,2005,7
8350,LF,Chris Schmucker,09/12/1988,2.5 Stars,2.5 Stars,Normal,50,50,50,50,45,45,55,75,75,High,2007,12
12286,2B,Luke Scott,10/09/1992,2.5 Stars,2.5 Stars,Normal,50,50,50,40,40,50,60,55,50,High,2014,10
2748,1B,Mike Shaw,10/18/1971,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,579
12351,SS,Naofumi Shimizu,12/21/1992,2.5 Stars,2.5 Stars,Normal,45,50,50,35,40,55,65,65,65,V.High,2015,15
12087,2B,Slavko Simovic,03/21/1996,2.0 Stars,2.5 Stars,Normal,65,50,50,50,45,35,55,50,45,High,0,0
11630,C,GUS SINSKI,08/10/1996,2.5 Stars,2.5 Stars,Normal,55,50,60,50,50,45,30,25,20,High,2016,115
10176,1B,Bengie Smith,03/19/1993,2.5 Stars,2.5 Stars,Normal,50,50,50,50,50,50,35,50,25,V.High,2011,24
8763,LF,JOHN SOUDER,08/11/1990,2.5 Stars,2.5 Stars,Iron Man,45,50,55,35,40,50,75,80,80,High,2008,31
10718,1B,Cobus Spierenburg,05/16/1994,2.0 Stars,2.5 Stars,Normal,55,50,50,60,55,50,70,75,60,V.High,0,0
9102,1B,ROBBIE STEARNS,02/19/1990,2.5 Stars,2.5 Stars,Normal,55,50,70,35,70,50,65,75,65,High,2011,106
12022,2B,Sinclair Stoker,09/01/1995,2.0 Stars,2.5 Stars,Normal,80,70,50,50,40,55,40,35,35,High,0,0
11534,LF,MILOVAN SUBASIC,01/18/1996,2.5 Stars,2.5 Stars,Normal,50,50,50,45,40,50,55,30,20,High,2014,192
13631,SS,Dositej Svetozar,02/07/1997,2.0 Stars,2.5 Stars,Fragile,50,50,50,50,45,45,45,65,70,V.High,0,0
478,1B,Mark Swan,03/05/1967,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,108
9318,RF,Kiyotoshi Tani,03/23/1990,2.5 Stars,2.5 Stars,Iron Man,45,50,50,45,55,55,45,75,65,V.High,0,0
11000,C,OSCAR TAPIA,05/14/1996,2.0 Stars,2.5 Stars,Normal,40,45,35,60,50,50,25,25,25,High,2014,105
9986,LF,ALEC TIRADO,03/07/1990,2.5 Stars,2.5 Stars,Iron Man,50,50,55,55,50,50,35,50,50,V.High,2009,119
11030,2B,JORGE TORRES,09/29/1995,2.5 Stars,2.5 Stars,Normal,50,55,40,25,50,65,35,35,25,V.High,2014,22
12269,C,JOSE TORRES,04/12/1992,2.5 Stars,2.5 Stars,Normal,45,45,45,50,50,45,35,25,25,V.High,2013,35
10866,LF,George Toth,11/04/1993,2.0 Stars,2.5 Stars,Normal,45,45,50,55,65,50,40,70,45,V.High,2012,139
10954,1B,DANNY TREJO,08/31/1995,2.5 Stars,2.5 Stars,Normal,55,55,55,55,40,55,30,35,30,V.High,2014,110
12757,RF,Velimir Tukovic,08/28/1997,2.5 Stars,2.5 Stars,Fragile,65,50,50,50,40,45,75,60,50,V.High,0,0
8642,RF,Jose Valdez,08/23/1988,2.5 Stars,2.5 Stars,Normal,40,40,50,50,75,35,50,75,70,V.High,0,0
11936,C,Neill van der Helm,07/22/1995,2.5 Stars,2.5 Stars,Normal,50,50,45,50,40,45,40,40,40,High,0,0
