ID,POS,Name,ORG,Lev,DOB,B,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SR,STE,SctAcc,Draft,OA Pick
12151,LF,Nazim bin Ubaydah,AMS,AAA,10/25/1996,R,2.0 Stars,2.5 Stars,Normal,55,55,60,50,45,55,65,70,60,High,0,0
14424,LF,Bernaldo Roocks,LAP,AA,10/26/1996,L,1.5 Stars,2.0 Stars,Durable,45,45,45,45,45,40,45,30,20,Low,2018,233
12697,1B,Kerwin Ashford,RME,A,10/26/1996,R,1.5 Stars,2.5 Stars,Normal,55,65,50,40,50,75,35,25,30,V.High,0,0
11614,LF,YONEKICHI MURAKAMI,HON,AA,10/27/1996,R,2.0 Stars,2.0 Stars,Normal,55,55,55,45,40,55,55,50,50,V.High,2015,208
12220,SS,Ned van Ewijk,ADE,A,10/28/1996,R,1.5 Stars,2.0 Stars,Normal,50,50,40,35,40,55,45,55,50,V.High,0,0
12813,LF,Josh Taylor,CAL,AA,10/31/1996,R,1.5 Stars,2.5 Stars,Normal,70,65,45,40,45,55,65,65,50,V.High,0,0
12698,CF,Joon-ho On,HON,AA,11/05/1996,L,1.5 Stars,2.0 Stars,Normal,70,55,60,40,40,45,75,55,55,V.High,0,0
12143,SS,Hyun-woo Koo,STU,AAA,11/05/1996,R,2.0 Stars,2.0 Stars,Durable,45,45,50,50,40,50,55,35,25,V.High,0,0
12456,LF,Ivan Mrdja,-,-,11/07/1996,L,1.5 Stars,2.0 Stars,Normal,60,55,45,50,35,50,55,65,65,V.High,0,0
15560,C,Frank Hudson,CAL,A,11/09/1996,L,2.0 Stars,2.5 Stars,Normal,50,55,45,50,55,55,35,35,40,V.High,2019,133
12113,LF,Al Chamberlain,LAP,MLB,11/09/1996,R,2.5 Stars,3.5 Stars,Normal,50,55,70,60,45,70,80,75,65,V.High,0,0
11736,RF,Yves Chiron,SMT,AA,11/10/1996,R,1.5 Stars,2.0 Stars,Normal,65,70,50,30,40,65,35,30,30,Avg,2015,67
12161,2B,Jasa Ckrebic,CLE,MLB,11/12/1996,R,2.5 Stars,3.5 Stars,Normal,70,60,80,55,45,50,75,75,75,V.High,0,0
12657,3B,Conor Lawson,-,-,11/17/1996,R,1.0 Stars,1.5 Stars,Normal,35,35,25,35,30,35,30,30,30,V.High,0,0
12658,LF,Lewis Davies,STU,AA,11/20/1996,S,1.5 Stars,2.0 Stars,Normal,45,50,45,40,50,55,50,45,40,High,0,0
12635,LF,Imbart van der Meer,-,-,11/23/1996,R,1.5 Stars,1.5 Stars,Normal,40,45,35,25,35,45,60,50,50,V.High,0,0
11573,2B,Daniel Dupree,NKO,AAA,11/23/1996,S,2.5 Stars,2.5 Stars,Fragile,50,50,50,45,40,50,65,45,45,V.High,2015,32
12691,C,Martin Labra,-,-,11/25/1996,R,1.5 Stars,2.0 Stars,Normal,50,50,40,45,35,50,20,20,20,V.High,0,0
12463,LF,Javy Solis,LDN,AA,11/27/1996,L,1.5 Stars,2.0 Stars,Normal,45,50,40,35,30,50,65,70,65,V.High,0,0
15774,C,Nelson Guenette,AMS,AA,11/29/1996,R,2.0 Stars,2.5 Stars,Normal,50,50,45,50,45,45,20,25,30,High,2019,58
12312,SS,Katsumi Nishi,ADE,MLB,12/01/1996,R,2.0 Stars,3.0 Stars,Normal,50,50,55,60,50,50,50,75,70,High,2015,14
15768,C,Les Potter,DUB,AA,12/02/1996,R,1.5 Stars,2.0 Stars,Normal,50,50,40,50,40,50,20,20,20,Low,2019,196
12930,C,HAROLD BORRAS,CUR,AA,12/02/1996,L,2.0 Stars,2.0 Stars,Fragile,45,45,40,45,30,50,40,40,35,V.High,2015,100
12725,CF,Muaz Nadeem,-,-,12/03/1996,S,1.5 Stars,2.0 Stars,Normal,50,50,50,45,50,50,60,45,40,V.High,0,0
12567,C,Nate Ham,RME,AAA,12/05/1996,R,2.5 Stars,3.0 Stars,Normal,50,55,45,55,60,60,40,40,35,V.High,0,0
11623,1B,Jesus Aragon,NKO,MLB,12/06/1996,R,2.5 Stars,3.0 Stars,Normal,55,60,50,60,50,60,30,25,25,V.High,2015,19
12794,3B,Myun-gu Kim,AMS,AA,12/07/1996,R,1.5 Stars,2.5 Stars,Normal,50,60,50,55,55,70,40,40,35,High,0,0
15568,2B,Vivien Jacquot,-,-,12/07/1996,R,1.5 Stars,1.5 Stars,Normal,35,45,40,30,45,55,60,45,35,V.High,0,0
12239,CF,Rudjer Danicic,-,-,12/08/1996,R,1.5 Stars,2.0 Stars,Normal,50,55,45,35,45,60,60,50,40,V.High,0,0
12800,C,Cirillo Giacoletti,ADE,AAA,12/14/1996,R,2.0 Stars,2.0 Stars,Normal,45,45,50,50,45,50,45,40,35,V.High,0,0
12689,C,Miguel Longoria,LDN,AA,12/15/1996,R,2.0 Stars,2.5 Stars,Normal,50,50,40,50,40,50,30,35,25,V.High,0,0
12483,RF,Nicoli Benedettini,RME,AA,12/15/1996,L,2.0 Stars,2.0 Stars,Normal,50,55,55,40,40,65,70,60,60,High,0,0
12788,LF,Vladimir Ljotic,DEN,MLB,12/18/1996,R,2.5 Stars,3.5 Stars,Normal,55,60,60,60,40,70,65,45,50,V.High,0,0
12748,CF,Gustaf Willems,DEN,AAA,12/21/1996,L,2.0 Stars,2.0 Stars,Normal,50,50,70,45,40,50,75,70,65,V.High,0,0
11651,SS,ADRIE KOELMAN,DUB,AAA,12/21/1996,R,2.0 Stars,2.5 Stars,Normal,45,50,45,65,35,55,50,40,40,High,2015,105
12803,1B,Josh Day,STU,AAA,12/24/1996,L,2.0 Stars,2.5 Stars,Normal,50,55,50,50,40,65,45,30,25,High,0,0
12706,2B,Nando Palumbo,GAL,AA,12/26/1996,S,1.5 Stars,1.5 Stars,Normal,45,45,35,25,50,45,45,60,55,V.High,0,0
12476,C,Miguel Martinez,HON,AA,12/26/1996,R,1.5 Stars,2.5 Stars,Normal,65,55,45,45,50,45,30,25,25,High,0,0
11759,SS,ALWIN DE VRIES,HON,AA,12/27/1996,L,1.5 Stars,2.0 Stars,Fragile,50,50,45,40,40,50,65,60,55,High,2016,99
12480,1B,Nobutaka Sakata,-,-,12/29/1996,L,1.5 Stars,2.0 Stars,Normal,50,55,40,45,50,70,25,20,25,V.High,0,0
12587,LF,Ignacio Gonzalez,DEN,AA,12/29/1996,R,1.5 Stars,2.0 Stars,Normal,45,55,50,40,50,75,30,40,45,High,0,0
12710,C,Job Ophuis,TOR,AAA,12/30/1996,L,2.5 Stars,2.5 Stars,Normal,60,45,55,70,50,35,30,25,20,V.High,0,0
11796,SS,John Sheppard,GAL,AAA,01/04/1997,R,2.0 Stars,2.0 Stars,Normal,50,45,45,50,35,45,45,30,20,High,2015,46
12761,CF,Irving van der Veen,RME,AA,01/05/1997,R,2.0 Stars,3.0 Stars,Normal,50,55,55,65,45,60,60,45,35,V.High,0,0
14530,2B,Rick Webster,CUR,AA,01/07/1997,R,2.0 Stars,2.5 Stars,Normal,50,55,55,55,45,60,45,45,50,High,2018,14
12497,2B,Javy Hernandez,LON,AA,01/09/1997,S,1.5 Stars,2.0 Stars,Normal,70,65,40,40,45,55,55,55,50,High,0,0
12645,SS,Reginald Anslow,DEN,AA,01/10/1997,S,1.5 Stars,1.5 Stars,Normal,45,45,35,40,40,40,45,35,35,High,0,0
12612,RF,Lindsay Foster,-,-,01/12/1997,L,1.5 Stars,2.0 Stars,Normal,50,50,45,45,45,50,45,40,40,V.High,0,0
12719,LF,Remco Versteeg,-,-,01/18/1997,R,1.5 Stars,2.0 Stars,Normal,55,45,50,60,45,30,45,45,45,V.High,0,0
11790,LF,Maurice Sartoretti,NKO,MLB,01/18/1997,L,2.5 Stars,3.0 Stars,Normal,55,50,50,70,60,40,50,50,35,V.High,2015,11
11739,C,BRANISLAV JEFTANOVIC,STU,AA,01/19/1997,R,2.0 Stars,2.5 Stars,Normal,75,50,50,60,40,35,45,60,60,High,2015,81
14991,RF,Dermot Burt,CLE,AAA,01/23/1997,L,2.0 Stars,2.5 Stars,Normal,55,55,45,55,45,55,30,30,35,V.High,2018,207
11619,RF,RODOLFO LOPEZ,RME,A,01/25/1997,R,1.5 Stars,2.0 Stars,Normal,50,55,45,40,45,60,55,45,40,Avg,2015,132
12488,1B,Abdul-Latif bin Yaman,CAL,AA,01/28/1997,R,2.0 Stars,2.5 Stars,Durable,50,55,50,50,45,55,45,30,20,Avg,0,0
13176,CF,MIN-HO KIM,NKO,AA,01/29/1997,S,1.5 Stars,2.5 Stars,Normal,50,55,70,50,45,65,55,45,40,High,2016,154
14417,CF,Gilbert Iotti,VAN,AA,01/29/1997,R,1.5 Stars,2.5 Stars,Normal,50,45,50,55,45,45,65,55,55,V.High,2018,73
13656,3B,Bae-hee Kim,LDN,MLB,01/31/1997,L,3.0 Stars,3.5 Stars,Normal,55,55,55,70,50,55,30,45,35,V.High,0,0
12308,LF,ZENICHIRO ISHII,-,-,01/31/1997,L,1.5 Stars,1.5 Stars,Normal,45,45,35,30,35,50,50,45,45,V.High,0,0
12336,1B,JON PAREDES,DEN,AA,02/01/1997,L,1.5 Stars,2.5 Stars,Durable,45,50,55,55,50,65,25,25,20,V.High,2015,191
11741,1B,Matt Healy,ADE,AAA,02/03/1997,L,2.0 Stars,2.5 Stars,Fragile,55,55,55,50,50,55,70,70,65,V.High,2015,35
12498,LF,Roberto Sanchez,HAV,AAA,02/04/1997,L,2.0 Stars,2.0 Stars,Normal,55,45,50,50,45,30,55,60,55,V.High,0,0
13631,SS,Dositej Svetozar,VAN,MLB,02/07/1997,R,2.0 Stars,2.5 Stars,Fragile,50,50,50,50,45,45,45,65,70,V.High,0,0
13194,C,DANNY GRIEGO,DEN,AA,02/07/1997,R,1.5 Stars,2.5 Stars,Normal,45,50,50,65,50,50,40,25,20,V.High,2016,179
11775,CF,ELIGIO GALILEI,NKO,AAA,02/07/1997,R,1.5 Stars,2.0 Stars,Normal,55,50,40,45,30,45,55,50,45,High,2015,178
11766,1B,Steve Clabo,LON,AAA,02/07/1997,R,2.0 Stars,2.5 Stars,Normal,50,50,55,55,45,55,35,45,25,V.High,2015,41
11602,C,FORTUNATO PAOLI,-,-,02/09/1997,R,1.0 Stars,1.5 Stars,Normal,35,40,45,40,40,45,30,30,30,V.High,0,0
12773,RF,Rafael Llado,HON,AAA,02/10/1997,R,2.5 Stars,2.5 Stars,Normal,50,55,50,55,45,65,60,45,45,V.High,0,0
11737,C,Wen-bin Tada,HAV,AAA,02/11/1997,R,2.0 Stars,2.0 Stars,Normal,50,50,45,50,35,45,30,25,25,V.High,2015,16
11606,SS,TRAVIS ZANDER,AMS,AAA,02/14/1997,R,2.0 Stars,2.0 Stars,Normal,50,50,45,40,30,50,55,55,50,High,2015,190
12491,1B,Henry Ling,-,-,02/14/1997,S,1.5 Stars,2.0 Stars,Normal,40,45,45,40,55,55,55,70,75,V.High,0,0
11618,C,KIRK LEROUX,-,-,02/18/1997,R,1.0 Stars,2.0 Stars,Normal,50,50,40,40,35,55,30,35,30,V.High,0,0
11572,1B,FABIÃO MXIMO,GAL,AA,02/22/1997,R,1.5 Stars,2.0 Stars,Normal,50,50,40,40,45,50,35,25,25,High,2015,195
12321,3B,Amin bin Arif,VAN,AA,02/25/1997,R,2.0 Stars,2.0 Stars,Normal,50,55,45,45,45,60,45,60,60,High,2015,34
12694,3B,Gaetan Giacomini,SMT,AAA,02/27/1997,S,1.5 Stars,3.0 Stars,Normal,70,65,60,50,45,50,70,65,60,High,0,0
12583,1B,Aban bin Amid,SMT,AAA,03/01/1997,R,3.0 Stars,3.0 Stars,Normal,55,55,60,60,45,55,65,55,55,V.High,0,0
12821,RF,Alfredo Sosa,CUR,AA,03/02/1997,L,1.5 Stars,2.0 Stars,Normal,50,45,45,35,35,45,35,30,30,High,0,0
12389,C,RUSSELL CALDWELL,DEN,AA,03/03/1997,L,1.5 Stars,2.0 Stars,Normal,45,45,40,45,40,45,25,30,25,High,2016,137
12979,2B,Thomas Bouvet,TOK,AAA,03/04/1997,R,1.5 Stars,2.0 Stars,Durable,50,50,45,50,45,50,50,25,30,Avg,2016,13
12754,LF,Patrick Henry,LDN,AAA,03/06/1997,L,2.0 Stars,2.5 Stars,Normal,60,60,45,55,45,60,55,45,40,V.High,0,0
12965,2B,Harald Hoogendoorn,DUB,MLB,03/07/1997,S,2.5 Stars,3.0 Stars,Fragile,50,45,75,70,55,45,50,45,50,V.High,2016,12
13647,3B,Terry Romanov,DEN,AAA,03/08/1997,L,2.0 Stars,2.5 Stars,Normal,55,55,45,50,50,50,40,65,65,V.High,0,0
12782,LF,Tom Lutz,AMS,AAA,03/08/1997,L,2.0 Stars,2.5 Stars,Durable,50,55,50,45,45,65,65,65,65,High,0,0
15019,2B,Xavier Lubin,SMT,AA,03/09/1997,S,2.0 Stars,2.5 Stars,Normal,50,55,50,50,45,65,60,60,60,High,2019,73
13913,3B,ROBIN NEVILLE,LDN,AAA,03/11/1997,L,2.0 Stars,2.5 Stars,Normal,80,70,50,25,40,55,65,60,55,V.High,2016,125
13263,LF,Alan Robertson,ADE,AA,03/12/1997,R,2.0 Stars,2.5 Stars,Normal,55,55,50,55,50,55,20,20,20,V.High,2017,64
12412,CF,DON HARGROVE,TOK,AA,03/12/1997,R,1.5 Stars,2.0 Stars,Normal,50,55,50,50,35,55,65,70,70,V.High,2020,102
11625,3B,PHIL BLACKSTEN,NKO,AAA,03/12/1997,R,1.5 Stars,2.0 Stars,Normal,50,50,45,40,45,45,35,30,20,High,2015,158
12669,SS,Kyung-jin Yoo,TOR,AA,03/18/1997,R,1.5 Stars,2.0 Stars,Normal,50,45,50,50,40,45,45,40,30,High,0,0
11636,CF,ANTAN GUTIERREZ,-,-,03/19/1997,S,1.5 Stars,2.0 Stars,Normal,45,50,40,40,50,50,40,45,45,V.High,2015,145
12797,3B,Elias Bleck,ADE,MLB,03/19/1997,L,2.5 Stars,3.5 Stars,Normal,55,60,50,60,50,60,55,55,60,V.High,0,0
12749,LF,Joel Bernal,CAL,AAA,03/20/1997,L,2.0 Stars,2.5 Stars,Normal,55,55,50,55,40,55,60,65,55,V.High,0,0
13115,C,Dionisio Frassetto,GAL,AA,03/21/1997,R,1.5 Stars,2.0 Stars,Normal,45,45,45,45,45,40,25,20,20,V.High,0,0
12653,C,Ellerd de Jong,GAL,AA,03/22/1997,R,1.5 Stars,1.5 Stars,Normal,25,40,40,45,40,55,45,40,40,High,0,0
13195,RF,NASIR BIN AMJAD,HAV,AAA,03/25/1997,L,2.0 Stars,2.0 Stars,Normal,55,55,45,50,45,55,35,45,40,High,2016,98
15572,1B,Moon-soo Choi,HAV,MLB,03/26/1997,L,2.0 Stars,2.5 Stars,Normal,60,45,50,70,50,35,30,30,25,High,2019,83
12250,1B,JEREMY RAE,NKO,AAA,03/27/1997,R,1.5 Stars,2.0 Stars,Normal,45,45,45,45,30,45,30,50,50,Avg,2019,214
12449,RF,SAM PATERNOSTER,ADE,MLB,03/29/1997,L,2.5 Stars,2.5 Stars,Durable,50,55,55,50,40,65,65,60,55,V.High,2016,17
13011,RF,SILAS PRITCHETT,LON,AAA,04/01/1997,S,2.5 Stars,3.5 Stars,Normal,50,65,65,60,50,80,45,35,25,Avg,2016,25
15017,2B,Travis Pittman,-,-,04/03/1997,R,1.5 Stars,1.5 Stars,Normal,45,50,40,30,40,50,45,55,55,V.High,2019,198
13106,LF,Alfredo Maldonado,GAL,AA,04/05/1997,L,1.5 Stars,2.0 Stars,Normal,40,45,45,30,50,55,30,25,20,Avg,0,0
12421,C,CARLOS NUNEZ,HON,AAA,04/07/1997,R,2.0 Stars,2.0 Stars,Normal,50,50,45,45,40,50,65,55,60,V.High,2017,118
12765,C,Edite Resende,CAL,AA,04/08/1997,R,2.0 Stars,2.5 Stars,Normal,50,50,50,55,45,50,20,20,25,High,0,0
15558,C,Jose Flores,DUB,AA,04/08/1997,R,1.5 Stars,2.0 Stars,Normal,45,50,45,50,45,50,35,30,30,High,2019,136
12625,1B,Connor Cameron,STU,AA,04/11/1997,R,2.0 Stars,2.5 Stars,Durable,50,50,45,55,45,50,60,60,60,V.High,0,0
12998,CF,Will Bradnock,TOK,MLB,04/11/1997,R,2.5 Stars,3.5 Stars,Normal,50,55,75,70,45,65,50,45,40,V.High,2016,8
12750,3B,Michinao Yamamoto,VAN,MLB,04/12/1997,R,2.5 Stars,3.5 Stars,Normal,55,55,55,65,50,55,50,50,35,V.High,0,0
12388,C,PAVLE STOJKOVIC,TOK,A,04/18/1997,R,2.0 Stars,2.0 Stars,Normal,50,45,45,50,40,45,35,35,35,Avg,2016,31
12258,CF,REGINALD DE RUIJTER,LAP,AA,04/22/1997,R,1.5 Stars,2.0 Stars,Normal,55,45,60,55,45,25,75,45,40,High,2016,26
13294,1B,Guibert Cipolloni,NKO,AA,04/22/1997,L,1.5 Stars,4.0 Stars,Normal,70,65,50,70,50,60,45,30,35,V.High,2017,36
15030,3B,Travis Bowness,DEN,AAA,04/22/1997,R,2.5 Stars,2.5 Stars,Normal,50,50,70,55,45,50,60,50,45,V.High,2019,36
12787,2B,Alberto Santos,HAV,AAA,04/23/1997,L,2.0 Stars,2.5 Stars,Normal,45,55,45,60,45,65,40,50,45,V.High,0,0
12870,2B,Johnny Bartlatt,LON,A,04/25/1997,L,1.5 Stars,1.5 Stars,Normal,50,50,35,35,30,45,60,50,50,High,0,0
12715,LF,Ahmed Usama,-,-,04/26/1997,S,1.5 Stars,1.5 Stars,Normal,45,45,40,35,40,50,25,25,20,V.High,0,0
12444,1B,JON MARTIN,DEN,AAA,04/26/1997,R,2.0 Stars,2.5 Stars,Normal,65,60,55,35,60,55,40,25,20,High,2016,78
12619,C,Luis Lung,AMS,AA,04/26/1997,L,1.5 Stars,2.5 Stars,Normal,50,55,45,55,45,65,35,20,20,Avg,0,0
11640,3B,Henry Lodge,CAL,AAA,04/26/1997,R,2.0 Stars,2.5 Stars,Durable,80,70,45,40,35,55,40,45,45,V.High,2015,29
13568,SS,Katsutaro Fujisaki,-,-,04/29/1997,R,1.5 Stars,1.5 Stars,Normal,35,45,35,25,30,55,60,50,40,V.High,0,0
12404,LF,CARLOS CHAIDEZ,-,-,05/03/1997,R,1.5 Stars,2.0 Stars,Normal,50,50,50,50,35,45,40,70,70,V.High,2019,227
12426,CF,MASAKAZU WATANABE,-,-,05/04/1997,R,1.5 Stars,2.0 Stars,Normal,45,45,40,40,45,50,45,45,45,V.High,2016,218
12832,RF,Harrison Varela,-,-,05/06/1997,R,1.5 Stars,2.0 Stars,Normal,50,50,50,50,45,55,45,30,35,Avg,0,0
13186,RF,HERMAN BOUT,AMS,AA,05/06/1997,L,2.0 Stars,2.0 Stars,Normal,40,45,45,50,35,50,65,50,40,High,2016,114
13443,1B,Robert Auty,TOK,AA,05/06/1997,R,1.5 Stars,2.0 Stars,Fragile,50,60,45,35,50,75,30,30,30,High,0,0
12596,SS,Marco Sandoval,-,-,05/07/1997,R,1.0 Stars,2.0 Stars,Durable,45,55,45,30,45,70,60,30,20,V.High,0,0
16884,C,Andres Godinez,LDN,AAA,05/13/1997,L,2.0 Stars,2.5 Stars,Normal,50,50,40,55,45,50,20,20,20,V.High,0,0
12786,RF,Johan Kouters,-,-,05/14/1997,L,1.5 Stars,2.0 Stars,Normal,45,55,40,25,35,65,35,40,40,V.High,0,0
12817,C,Jose Jacobo,CLE,AAA,05/16/1997,R,2.0 Stars,2.5 Stars,Normal,50,50,45,50,45,55,20,20,20,High,0,0
13149,C,Bart Evans,HAV,AAA,05/17/1997,S,1.5 Stars,2.0 Stars,Normal,40,40,35,45,40,40,25,20,20,Low,0,0
12753,LF,Assunção Direito,HAV,AAA,05/18/1997,R,1.5 Stars,3.0 Stars,Normal,65,60,50,45,70,55,30,35,35,V.High,0,0
13267,RF,Russ Bowness,LDN,AA,05/19/1997,S,2.0 Stars,2.5 Stars,Normal,60,55,55,45,45,50,65,45,40,V.High,2017,106
12993,2B,FLOYD EASSON,AMS,AA,05/21/1997,R,1.5 Stars,2.0 Stars,Durable,50,50,45,45,35,45,65,65,65,Avg,2016,149
12409,CF,ALEX WATSON,ADE,AAA,05/23/1997,L,2.0 Stars,2.5 Stars,Normal,70,60,60,35,45,50,80,80,65,V.High,2016,9
12384,2B,DREW PHILLIPS,TOR,AA,05/23/1997,R,1.0 Stars,2.0 Stars,Durable,55,50,45,50,35,40,45,45,40,High,2019,219
15016,CF,Greg Zuehlke,AMS,AAA,05/24/1997,L,2.0 Stars,2.0 Stars,Normal,45,50,50,45,35,55,60,45,40,V.High,2019,101
15769,2B,Rob Yannayon,CUR,A,05/30/1997,R,1.5 Stars,2.5 Stars,Normal,55,55,50,50,45,55,50,50,50,High,2019,137
13417,2B,Frank Roman,HAV,AAA,05/31/1997,R,1.5 Stars,2.0 Stars,Normal,50,50,50,45,45,50,65,70,65,High,0,0
12252,RF,VELJKO RAZNJATOVIC,AMS,AAA,05/31/1997,R,2.0 Stars,2.0 Stars,Normal,55,45,50,50,50,40,60,45,45,High,2016,136
11621,1B,WADE SPENCE,-,-,06/02/1997,L,2.0 Stars,2.0 Stars,Normal,50,50,45,35,45,55,45,45,40,V.High,2015,111
12883,3B,Fumio Nakata,DEN,AA,06/02/1997,R,1.5 Stars,2.5 Stars,Durable,55,55,50,50,50,50,65,35,30,High,0,0
13673,2B,Pavel Verbaan,LON,AA,06/03/1997,R,2.5 Stars,2.5 Stars,Normal,50,50,45,65,60,50,60,50,55,V.High,0,0
11562,CF,SIMA DJOROVIC,CUR,MLB,06/03/1997,R,2.5 Stars,2.5 Stars,Normal,70,60,50,50,40,50,55,65,65,V.High,2015,96
12387,RF,JOE SAMS,SMT,AA,06/04/1997,R,1.5 Stars,2.0 Stars,Durable,45,55,50,30,45,75,50,60,45,V.High,2016,151
12428,2B,JUAN BORREGO,HAV,AAA,06/06/1997,R,1.5 Stars,2.0 Stars,Normal,55,55,50,30,40,55,60,45,40,Avg,2016,198
13218,1B,Wayne Lawless,DUB,AAA,06/07/1997,S,2.0 Stars,4.0 Stars,Normal,50,65,80,70,50,80,50,25,30,V.High,2017,8
12714,C,Aza Kadeer,GAL,AA,06/09/1997,R,1.5 Stars,2.0 Stars,Normal,40,45,35,50,35,55,30,35,40,Low,0,0
13629,3B,Victor Estrella,VAN,AA,06/10/1997,R,2.0 Stars,2.0 Stars,Normal,45,45,40,50,35,45,40,45,45,High,0,0
12660,1B,Gerardo Diaz,GAL,AAA,06/10/1997,R,1.5 Stars,2.5 Stars,Normal,55,55,50,50,55,50,30,25,20,High,0,0
12445,LF,CHRIS WESTLAKE,HAV,A,06/11/1997,S,1.5 Stars,2.5 Stars,Normal,55,55,55,55,50,50,35,25,20,High,2019,203
12254,SS,WALID BIN IMAD,AMS,MLB,06/12/1997,L,2.5 Stars,2.5 Stars,Durable,50,50,50,45,40,50,65,50,40,V.High,2016,109
13145,SS,Leo Vlasman,-,-,06/13/1997,L,1.0 Stars,1.5 Stars,Normal,25,45,30,25,40,70,50,35,30,V.High,0,0
12804,3B,Ken Moors,STU,AA,06/22/1997,R,2.0 Stars,2.0 Stars,Normal,50,55,45,50,40,60,50,35,25,High,0,0
12809,SS,Jordan Vargas,DUB,MLB,06/23/1997,R,2.5 Stars,2.5 Stars,Normal,55,55,50,45,35,55,55,60,60,High,0,0
13298,LF,Garrus van Garrus,HON,MLB,06/23/1997,L,2.0 Stars,2.5 Stars,Normal,55,50,45,55,50,45,70,60,60,V.High,2017,79
11778,1B,FOPPE BRABER,AMS,AA,06/23/1997,R,2.0 Stars,3.0 Stars,Normal,55,60,55,55,55,60,45,35,35,V.High,2015,156
13681,C,Edgar Ventura,STU,AA,06/25/1997,R,1.5 Stars,2.0 Stars,Normal,50,45,40,55,45,35,35,25,25,Avg,0,0
12631,SS,Cam Spooner,CUR,AA,06/27/1997,R,2.0 Stars,2.5 Stars,Normal,50,55,50,45,35,60,45,55,50,V.High,0,0
12785,SS,Dylan West,RME,AAA,06/28/1997,R,2.5 Stars,2.5 Stars,Fragile,40,50,50,45,30,65,70,55,60,V.High,0,0
12783,C,Asadel bin Yaseen,TOR,MLB,06/28/1997,L,2.5 Stars,2.5 Stars,Durable,50,50,40,45,45,50,25,30,25,V.High,0,0
11738,1B,Rick MacLeod,CAL,AAA,06/30/1997,R,2.5 Stars,2.5 Stars,Normal,50,55,55,55,45,60,65,65,65,Avg,2015,31
12766,C,Joe Lawlor,CLE,AA,06/30/1997,L,1.5 Stars,2.5 Stars,Normal,50,55,45,50,45,60,20,20,20,High,0,0
12781,3B,Bernie Alvarez,-,-,07/01/1997,R,1.5 Stars,2.0 Stars,Normal,50,55,45,40,50,65,30,25,25,V.High,0,0
12764,1B,Mario Sanchez,CUR,AA,07/02/1997,L,2.0 Stars,2.0 Stars,Normal,50,50,50,50,40,50,40,45,45,High,0,0
13147,3B,Stevan Kontic,VAN,A,07/03/1997,L,1.5 Stars,2.0 Stars,Normal,50,50,45,40,35,50,25,25,20,High,0,0
12976,C,JOHNNY VOGELZANG,NKO,AA,07/04/1997,L,2.0 Stars,2.5 Stars,Normal,50,60,45,50,50,70,20,20,20,V.High,2016,74
12760,C,Vincent Mangan,LAP,AAA,07/08/1997,R,2.0 Stars,2.5 Stars,Normal,65,55,50,55,45,45,30,30,25,Avg,0,0
12862,1B,Ed Lopez,-,-,07/08/1997,R,1.5 Stars,1.5 Stars,Normal,35,45,30,25,35,50,40,45,40,Avg,0,0
12701,RF,Kyung-bae Lee,-,-,07/10/1997,L,1.5 Stars,1.5 Stars,Normal,30,40,35,35,45,50,40,55,55,V.High,0,0
13466,SP,Herman Moesker,HAV,AAA,07/13/1997,R,1.5 Stars,2.0 Stars,Fragile,45,45,30,30,30,45,20,20,20,V.High,0,0
13150,SP,Braz Cafu,TOK,AA,07/14/1997,R,1.5 Stars,2.0 Stars,Fragile,45,45,30,20,35,45,30,25,20,V.High,0,0
15569,2B,Greg Dulli,STU,MLB,07/15/1997,S,2.5 Stars,5.0 Stars,Normal,55,45,50,80,80,40,45,35,35,V.High,2019,6
13794,2B,Clotilde Bailo,LDN,MLB,07/17/1997,R,3.5 Stars,3.5 Stars,Normal,55,55,50,45,45,55,50,35,25,V.High,2016,1
12938,2B,ROBBIE MURPHY,-,-,07/23/1997,L,1.0 Stars,2.0 Stars,Normal,50,55,45,50,35,60,40,45,45,V.High,2019,153
12417,3B,JUSTIN CHERRY,-,-,07/23/1997,L,1.5 Stars,2.0 Stars,Normal,50,55,50,50,45,55,40,35,35,High,2016,86
12374,SS,WILLIE SILVERIO,LAP,AA,07/24/1997,R,1.5 Stars,2.0 Stars,Normal,55,45,45,40,45,45,60,35,25,High,2016,207
13480,SS,Ruben Gonzalez,-,-,07/25/1997,R,1.5 Stars,2.0 Stars,Normal,40,45,40,45,40,55,45,30,25,V.High,0,0
13457,C,Bosko Jovic,-,-,07/27/1997,R,1.5 Stars,2.0 Stars,Normal,45,45,40,55,35,50,20,20,20,V.High,0,0
12745,2B,Luqman Sabeer,STU,AA,07/28/1997,R,1.5 Stars,2.0 Stars,Normal,45,50,45,30,30,60,45,45,40,High,0,0
12755,C,Slavko Srskic,VAN,A,08/02/1997,L,1.5 Stars,2.0 Stars,Normal,50,50,45,50,45,50,25,30,25,V.High,0,0
15004,2B,Tony Nogueda,TOK,AAA,08/04/1997,R,2.0 Stars,2.5 Stars,Normal,55,65,50,55,45,70,45,30,35,V.High,2019,52
12879,RF,Bill Lopez,LAP,AA,08/04/1997,L,1.5 Stars,2.0 Stars,Normal,50,50,50,50,45,50,55,50,50,Avg,0,0
11629,RF,MARK WILLCOTT,SMT,AAA,08/05/1997,L,2.0 Stars,2.0 Stars,Normal,55,50,50,50,40,50,60,55,50,High,2015,187
