ID,POS,Name,DOB,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SctAcc
14285,SS,Logan Hussain,07/12/1999,1.5 Stars,2.5 Stars,Normal,55,60,50,50,40,60,35,Avg
14129,3B,Min-han Hwang,08/27/1998,1.5 Stars,2.5 Stars,Normal,60,60,45,45,50,60,50,High
11654,CF,Orlando Ibarra,09/17/1997,1.5 Stars,2.5 Stars,Normal,55,55,50,55,50,55,60,High
14711,SP,Honório Imaginrio,08/14/1999,1.5 Stars,2.5 Stars,Normal,50,45,30,35,45,45,35,High
11887,1B,Nozomu Inouye,10/16/1995,2.0 Stars,2.5 Stars,Normal,65,70,50,35,50,70,65,High
14417,CF,Gilbert Iotti,01/29/1997,1.5 Stars,2.5 Stars,Normal,50,45,55,55,45,45,65,High
16391,RF,Benjamin Irving,05/25/1998,2.0 Stars,2.5 Stars,Normal,50,55,80,55,50,55,65,High
8013,C,NICK IRWIN,05/30/1988,2.5 Stars,2.5 Stars,Fragile,45,40,50,45,45,40,20,High
12330,1B,STEVE IRWIN,04/02/1993,2.5 Stars,2.5 Stars,Normal,60,55,50,55,45,55,30,High
13885,CF,Masanori Ishikawa,06/28/2000,1.5 Stars,2.5 Stars,Normal,55,55,45,55,45,55,45,High
13665,3B,Abdul-Bari Isra'il,12/09/1997,2.0 Stars,2.5 Stars,Normal,55,55,50,50,40,55,35,High
11028,1B,GARY ITZKOWITZ,05/19/1995,2.0 Stars,2.5 Stars,Durable,45,45,45,75,45,45,50,V.High
12146,3B,Masahiro Iwamoto,04/19/1996,2.0 Stars,2.5 Stars,Fragile,60,55,45,65,45,50,50,High
12482,CF,Bob Jackman,06/14/1996,2.0 Stars,2.5 Stars,Normal,60,65,55,45,45,60,40,High
12817,C,Jose Jacobo,05/16/1997,2.0 Stars,2.5 Stars,Normal,50,50,45,50,45,55,20,High
7218,3B,Eddie Jaimes,02/05/1984,2.5 Stars,2.5 Stars,Normal,45,45,45,55,55,45,50,V.High
17460,C,Tony Jaimes,06/09/2004,1.0 Stars,2.5 Stars,Normal,55,45,40,60,55,30,25,Avg
15363,LF,Siraj Jamal al Din,06/10/2001,1.5 Stars,2.5 Stars,Normal,55,55,70,50,40,55,70,High
13857,1B,Chan-su Jang,02/19/2000,1.5 Stars,2.5 Stars,Durable,55,60,45,55,45,65,35,High
17346,C,Imbart Janssen,02/16/2004,1.0 Stars,2.5 Stars,Normal,55,50,60,55,55,45,25,Low
17746,2B,Roy Jeffs,02/10/2005,1.0 Stars,2.5 Stars,Normal,45,50,50,60,45,55,35,Avg
11739,C,BRANISLAV JEFTANOVIC,01/19/1997,2.0 Stars,2.5 Stars,Normal,75,50,50,60,40,35,45,High
13839,C,Djordje Jigovic,09/24/1999,1.0 Stars,2.5 Stars,Normal,55,55,50,50,45,50,35,High
13057,C,Edgar Jimenez,08/31/1998,1.5 Stars,2.5 Stars,Normal,50,50,45,55,50,50,30,High
14686,SS,Jin Joe,05/23/2000,2.0 Stars,2.5 Stars,Normal,50,50,60,50,40,60,65,High
7723,3B,Bryant Jones,05/26/1987,2.5 Stars,2.5 Stars,Iron Man,45,50,50,45,50,55,30,V.High
15685,C,Stu Jones,04/25/2002,1.0 Stars,2.5 Stars,Normal,55,55,55,45,55,60,35,High
13618,SS,Bosko Jovic,09/13/1998,1.5 Stars,2.5 Stars,Normal,50,55,50,45,35,55,55,High
14538,C,Kyeong-min Jung,10/08/1996,1.5 Stars,2.5 Stars,Normal,50,45,45,70,55,30,25,High
17120,C,Grant Justice,09/26/2004,1.0 Stars,2.5 Stars,Normal,55,50,50,55,50,50,30,Avg
14735,3B,Tomomi Kajioka,07/16/2000,1.0 Stars,2.5 Stars,Normal,50,55,45,50,45,65,30,High
9198,C,ALAKAI KANESHIRO,08/15/1990,2.5 Stars,2.5 Stars,Iron Man,40,50,45,45,45,80,20,V.High
12790,1B,Yukio Kaneshiro,09/08/1996,2.0 Stars,2.5 Stars,Normal,50,60,50,55,40,75,65,High
11209,2B,Sang-mok Kang,08/26/1995,2.5 Stars,2.5 Stars,Normal,50,50,55,50,45,50,70,High
14541,SS,Alastair Keane,06/04/2001,1.0 Stars,2.5 Stars,Normal,60,55,55,50,50,55,65,V.High
12805,RF,Brody Kearney,11/28/1997,2.0 Stars,2.5 Stars,Normal,55,50,50,55,40,50,65,High
12400,SS,TOMMY KEENER,11/30/1997,2.0 Stars,2.5 Stars,Durable,55,50,50,50,45,50,55,High
11010,SS,MORGAN KELLER,04/16/1995,2.5 Stars,2.5 Stars,Normal,45,50,45,50,40,50,50,V.High
16135,2B,Dave Keough,07/14/2002,1.0 Stars,2.5 Stars,Normal,60,70,50,35,35,75,50,Low
16418,CF,Chad Kerbs,12/13/2003,1.0 Stars,2.5 Stars,Normal,50,50,55,60,50,50,55,High
9469,CF,Corey Keyes,10/27/1990,2.5 Stars,2.5 Stars,Iron Man,35,45,40,50,45,50,40,V.High
15408,RF,Nasser Khayri,12/20/2000,1.5 Stars,2.5 Stars,Normal,55,50,50,60,45,45,45,High
13848,SS,Hee-joon Kim,08/17/1999,1.5 Stars,2.5 Stars,Normal,50,65,55,50,40,75,65,High
16108,2B,Hyang-nam Kim,11/06/2001,1.5 Stars,2.5 Stars,Normal,60,55,60,50,45,55,60,High
15623,C,Hyun-woo Kim,08/08/2002,1.0 Stars,2.5 Stars,Normal,50,55,50,55,50,60,35,High
17532,2B,Hyung-jin Kim,12/30/1993,2.5 Stars,2.5 Stars,Normal,50,60,45,40,40,70,35,Avg
16327,RF,In-hee Kim,05/03/2003,1.0 Stars,2.5 Stars,Normal,50,55,60,55,50,65,35,High
15666,SS,Jun-seok Kim,01/08/2002,1.0 Stars,2.5 Stars,Normal,50,55,70,50,50,65,60,High
16412,CF,Jun-soo Kim,10/12/2002,1.0 Stars,2.5 Stars,Normal,60,45,45,75,55,30,55,High
13176,CF,MIN-HO KIM,01/29/1997,1.5 Stars,2.5 Stars,Normal,50,55,70,50,45,65,55,High
17465,2B,Min-kyu Kim,05/14/2004,1.0 Stars,2.5 Stars,Normal,45,50,50,55,45,55,35,Avg
12794,3B,Myun-gu Kim,12/07/1996,1.5 Stars,2.5 Stars,Normal,50,60,50,55,55,70,40,High
14499,C,Myung-joo Kim,07/05/2001,1.5 Stars,2.5 Stars,Normal,50,50,45,50,45,50,30,V.High
8835,RF,Myung-woo Kim,02/20/1989,2.5 Stars,2.5 Stars,Iron Man,45,55,50,55,45,75,45,V.High
14865,2B,Sung-jin Kim,08/10/2000,1.5 Stars,2.5 Stars,Normal,50,50,55,55,45,45,60,High
17651,C,Tae-shik Kim,07/18/2005,1.0 Stars,2.5 Stars,Normal,55,65,50,45,45,70,35,Avg
12261,3B,Yeong-chan Kim,06/23/1996,2.0 Stars,2.5 Stars,Normal,55,60,45,45,50,70,60,High
13606,C,Keita Kimura,05/17/1998,2.0 Stars,2.5 Stars,Normal,50,55,50,55,45,55,40,Avg
8244,1B,Jeff King,08/21/1987,2.5 Stars,2.5 Stars,Normal,55,50,55,50,50,50,50,V.High
17112,C,Jon King,06/18/2005,1.0 Stars,2.5 Stars,Normal,55,50,50,60,50,50,20,High
13798,DH,STONE KLEIN,12/27/1994,2.0 Stars,2.5 Stars,Normal,55,50,50,55,50,50,40,High
11029,RF,AUSTIN KNIGHT,10/15/1995,2.5 Stars,2.5 Stars,Durable,50,55,45,50,55,55,35,High
15642,RF,Max Knutsen,05/12/1998,1.5 Stars,2.5 Stars,Normal,50,55,80,45,50,60,65,High
17744,C,Ji-hoon Ko,07/23/2006,1.0 Stars,2.5 Stars,Normal,55,60,50,40,45,60,20,Avg
14225,LF,Leonel Kodama,10/01/1999,1.5 Stars,2.5 Stars,Normal,55,55,45,50,50,55,65,V.High
11651,SS,ADRIE KOELMAN,12/21/1996,2.0 Stars,2.5 Stars,Normal,45,50,45,65,35,55,50,High
13939,SS,Pedrag Kojic,07/28/1999,1.5 Stars,2.5 Stars,Normal,50,55,70,55,40,70,65,High
10115,DH,Mark Kolbo,09/29/1992,2.5 Stars,2.5 Stars,Normal,65,60,75,50,45,55,45,V.High
15765,SS,Borenko Kovacevic,11/11/1997,2.0 Stars,2.5 Stars,Normal,55,55,80,50,40,50,60,High
16095,3B,Luke Kreuning,06/01/2001,1.5 Stars,2.5 Stars,Normal,50,55,45,55,60,55,30,Low
13635,LF,Do-hyun Kwok,08/11/1998,1.5 Stars,2.5 Stars,Normal,55,50,55,55,45,50,65,High
13637,CF,Teobaldo Labuschagne,11/27/1997,2.0 Stars,2.5 Stars,Durable,55,50,60,60,40,50,70,V.High
17092,C,Maurice Lagendijk,08/02/2004,1.0 Stars,2.5 Stars,Normal,50,65,45,40,35,80,25,Avg
12718,LF,Majdy Lahab,09/15/1997,1.5 Stars,2.5 Stars,Durable,65,70,45,25,35,70,65,High
14418,RF,Victor Lam,08/20/1999,1.5 Stars,2.5 Stars,Normal,55,55,45,55,45,50,40,High
8448,SS,JERRY LAMB,11/15/1984,2.5 Stars,2.5 Stars,Wrecked,40,45,50,30,50,50,60,High
14879,C,Mark Lanegan,09/30/2000,1.5 Stars,2.5 Stars,Normal,50,55,55,55,45,60,25,High
17135,C,Eustachio Lanfranchi,05/03/2004,1.0 Stars,2.5 Stars,Normal,55,60,50,35,45,65,35,High
16790,RF,Gates Lang,12/14/2002,1.0 Stars,2.5 Stars,Normal,50,40,65,75,50,35,55,Avg
14217,3B,Oscar Langen,07/18/1999,1.5 Stars,2.5 Stars,Normal,55,55,45,60,35,50,30,V.High
16850,C,Vítor Lapa,02/14/2003,1.0 Stars,2.5 Stars,Normal,65,70,45,35,40,65,25,High
13077,1B,Ernie Lappin,10/07/1998,1.5 Stars,2.5 Stars,Normal,55,55,60,55,45,55,30,V.High
13387,C,Lorenzo Lara,09/21/1998,1.5 Stars,2.5 Stars,Normal,50,50,60,55,40,50,45,Avg
17238,C,Orlando LaRocca,09/03/2003,1.0 Stars,2.5 Stars,Normal,50,50,40,50,55,45,25,Low
16703,RF,Olivier Lavaud,05/03/2003,1.0 Stars,2.5 Stars,Normal,50,45,75,65,80,35,45,Avg
16085,C,Charlie Lavery,06/17/2002,1.0 Stars,2.5 Stars,Normal,50,50,45,55,50,50,30,High
12766,C,Joe Lawlor,06/30/1997,1.5 Stars,2.5 Stars,Normal,50,55,45,50,45,60,20,High
8578,1B,Connor Leahy,09/22/1987,2.5 Stars,2.5 Stars,Durable,50,45,50,65,60,40,20,V.High
15681,1B,Armando Leal,06/28/2002,1.0 Stars,2.5 Stars,Normal,50,55,45,55,45,65,25,High
16216,CF,Tim Lebon,06/20/1998,2.0 Stars,2.5 Stars,Normal,65,60,70,35,40,55,65,High
15710,C,Tony Ledezma,10/20/2002,1.0 Stars,2.5 Stars,Fragile,50,50,55,55,55,50,30,V.High
17631,C,Hong-chang Lee,11/02/2005,1.0 Stars,2.5 Stars,Normal,45,45,55,55,65,50,20,Avg
17079,2B,Jun-ho Lee,05/01/2004,1.0 Stars,2.5 Stars,Normal,50,50,70,55,55,50,45,Avg
17727,CF,Nam-joon Lee,02/03/2006,1.0 Stars,2.5 Stars,Normal,40,45,55,65,50,55,45,Avg
13627,LF,Sung-jin Lee,09/23/1998,1.5 Stars,2.5 Stars,Normal,55,60,55,55,50,65,50,High
13053,1B,Adam Leighton,02/16/1998,2.0 Stars,2.5 Stars,Durable,50,55,50,55,40,55,25,V.High
14437,2B,Josue Leon,06/17/2001,1.0 Stars,2.5 Stars,Normal,50,50,50,55,40,55,60,V.High
15783,C,Doug Leroy,10/18/1998,1.5 Stars,2.5 Stars,Normal,50,50,45,55,45,55,25,High
9497,C,Tim Lewis,05/24/1990,2.5 Stars,2.5 Stars,Normal,45,45,40,50,65,45,20,High
16310,CF,Ken Lilly,01/24/2003,1.0 Stars,2.5 Stars,Normal,50,55,75,50,45,60,65,Avg
13722,2B,EDDIE LIMA,10/23/1987,2.5 Stars,2.5 Stars,Normal,45,45,50,50,60,50,25,V.High
15670,C,Jon Lira,05/14/2002,1.0 Stars,2.5 Stars,Normal,65,70,45,35,45,70,25,High
8017,3B,Corey Little,03/14/1987,2.5 Stars,2.5 Stars,Fragile,55,50,65,50,50,50,35,V.High
16998,CF,Momcilo Ljotic,10/18/2004,1.0 Stars,2.5 Stars,Durable,50,50,80,50,55,50,60,High
11378,C,Zivota Ljotic,02/13/1991,2.5 Stars,2.5 Stars,Normal,45,45,50,45,45,45,30,High
12773,RF,Rafael Llado,02/10/1997,2.0 Stars,2.5 Stars,Normal,50,55,55,55,45,65,60,High
11640,3B,Henry Lodge,04/26/1997,2.0 Stars,2.5 Stars,Durable,80,70,45,40,35,55,40,High
17534,C,Qing-hua Lok,12/03/1995,2.0 Stars,2.5 Stars,Durable,50,50,40,55,45,50,25,Avg
13068,SP,Leo Loman,06/03/1998,2.0 Stars,2.5 Stars,Durable,45,45,35,20,40,45,25,V.High
16432,CF,Aaron Long,04/06/2003,1.0 Stars,2.5 Stars,Normal,55,55,50,45,55,55,60,High
12689,C,Miguel Longoria,12/15/1996,2.0 Stars,2.5 Stars,Normal,50,50,40,50,40,50,30,High
14467,DH,Ben Lonsdale,10/25/2000,1.5 Stars,2.5 Stars,Normal,65,60,45,45,50,55,50,V.High
13061,RF,David Lopez,06/12/1999,1.5 Stars,2.5 Stars,Normal,60,60,50,50,40,55,35,High
16138,2B,Roberto Lopez,03/15/2002,1.0 Stars,2.5 Stars,Durable,50,50,65,55,50,50,60,High
16434,CF,Bryan Louks,09/18/2003,1.0 Stars,2.5 Stars,Normal,50,50,70,55,50,55,55,High
9295,3B,Mark Lourens,10/01/1990,2.5 Stars,2.5 Stars,Normal,50,45,50,55,50,35,25,V.High
11344,2B,Jim Lowe,01/20/1990,2.5 Stars,2.5 Stars,Normal,50,50,55,50,45,50,45,V.High
14531,1B,Mike Lowery,12/15/1995,2.0 Stars,2.5 Stars,Normal,55,55,50,50,45,55,50,V.High
14272,1B,Lúcio Lrio,06/16/1998,2.0 Stars,2.5 Stars,Normal,50,65,45,50,45,75,30,V.High
15019,2B,Xavier Lubin,03/09/1997,2.0 Stars,2.5 Stars,Normal,50,55,50,50,45,65,60,High
13805,1B,Jordan Lucas,03/26/1995,1.5 Stars,2.5 Stars,Normal,60,65,50,50,45,65,45,V.High
17196,2B,Julio Lujan,12/07/2003,1.0 Stars,2.5 Stars,Normal,55,45,65,70,65,30,65,High
13321,3B,Oscar Lujan,04/20/1998,1.0 Stars,2.5 Stars,Normal,50,55,40,50,50,65,30,High
12619,C,Luis Lung,04/26/1997,1.5 Stars,2.5 Stars,Normal,50,55,45,55,45,65,35,Avg
12782,LF,Tom Lutz,03/08/1997,2.0 Stars,2.5 Stars,Durable,50,55,50,45,45,65,65,High
15870,CF,Shane Lynn,04/14/2002,1.0 Stars,2.5 Stars,Normal,55,55,55,55,50,50,55,High
11277,1B,Otton MacDonald,10/20/1995,2.0 Stars,2.5 Stars,Normal,45,50,50,55,45,55,60,High
9861,2B,Teko MacDonald,12/17/1990,2.5 Stars,2.5 Stars,Wrecked,50,45,50,50,35,35,40,V.High
17620,SS,Tom MacDormond,06/25/2005,1.0 Stars,2.5 Stars,Normal,50,55,55,50,50,55,55,Avg
16931,2B,Liam Mackay,10/12/1999,1.5 Stars,2.5 Stars,Normal,55,70,55,45,40,80,55,High
11738,1B,Rick MacLeod,06/30/1997,2.5 Stars,2.5 Stars,Normal,50,55,55,55,45,60,65,High
14445,LF,Jose Madrigal,08/29/2000,1.5 Stars,2.5 Stars,Normal,70,65,65,40,50,55,75,V.High
14841,CF,Seiju Maeda,07/19/2000,1.0 Stars,2.5 Stars,Normal,50,55,60,50,45,65,60,V.High
17083,C,Costantino Magnano,01/07/2004,1.0 Stars,2.5 Stars,Normal,55,55,45,50,45,55,20,High
11210,LF,Larry Maher,10/04/1995,2.0 Stars,2.5 Stars,Normal,50,50,55,50,45,50,45,High
15629,CF,Joshua Maire,11/05/1997,2.0 Stars,2.5 Stars,Durable,70,65,65,40,50,55,65,V.High
17592,C,Firuz Maksimenov,12/25/2000,1.5 Stars,2.5 Stars,Normal,55,70,45,35,50,80,20,Avg
12784,CF,Eddie Malanado,06/04/1996,2.0 Stars,2.5 Stars,Normal,50,50,50,45,45,50,65,V.High
8964,2B,Dave Maley,12/12/1982,2.5 Stars,2.5 Stars,Normal,50,50,50,50,60,50,40,High
10835,1B,Avele Manawakolu,12/01/1989,2.5 Stars,2.5 Stars,Fragile,50,60,50,50,45,80,45,V.High
12894,C,Ivan Mandaric,05/08/1998,1.0 Stars,2.5 Stars,Durable,55,45,55,65,45,30,40,High
12760,C,Vincent Mangan,07/08/1997,2.0 Stars,2.5 Stars,Normal,65,55,50,55,45,45,30,High
12150,2B,Wulf Mangnus,10/08/1995,2.0 Stars,2.5 Stars,Normal,50,55,70,55,40,55,60,High
16337,C,Giacobbe Mansi,01/26/2003,1.0 Stars,2.5 Stars,Durable,50,55,55,55,50,60,35,High
11693,LF,TEÓFILO MARCHA,12/13/1995,2.5 Stars,2.5 Stars,Durable,50,50,55,50,45,50,75,V.High
9788,1B,Ben Marek,11/19/1991,2.5 Stars,2.5 Stars,Durable,50,50,55,50,60,50,25,High
16176,LF,Benito Margaglio,07/21/1996,2.5 Stars,2.5 Stars,Durable,55,55,80,40,50,55,70,V.High
8491,LF,Jay Marino,07/20/1988,2.5 Stars,2.5 Stars,Wrecked,55,50,50,50,55,45,45,High
12444,1B,JON MARTIN,04/26/1997,2.0 Stars,2.5 Stars,Normal,65,60,55,35,60,55,40,High
17102,RF,Alejandro Martinez,02/25/2005,1.0 Stars,2.5 Stars,Normal,55,65,50,50,50,70,40,Avg
16451,1B,Eduardo Martinez,07/28/2003,1.5 Stars,2.5 Stars,Normal,50,50,50,55,55,50,40,High
11920,2B,Mel Martinez,08/24/1995,2.0 Stars,2.5 Stars,Fragile,60,55,55,55,55,50,35,High
12476,C,Miguel Martinez,12/26/1996,1.5 Stars,2.5 Stars,Normal,65,55,45,45,50,45,30,High
16245,SS,Geronimo Masaccio,11/09/1998,2.0 Stars,2.5 Stars,Durable,60,50,55,45,80,40,55,V.High
17453,CF,Nicolas Masson,03/14/2004,1.0 Stars,2.5 Stars,Normal,50,60,80,50,45,75,60,Avg
17073,RF,Yoshio Matsuda,04/14/2004,1.0 Stars,2.5 Stars,Normal,55,60,70,50,45,60,30,High
16423,RF,Domynguos Matsumoto,10/09/2003,1.0 Stars,2.5 Stars,Normal,55,60,50,55,45,65,30,High
12762,RF,Masahisa Matsumoto,09/01/1997,1.5 Stars,2.5 Stars,Normal,55,60,50,50,50,65,55,High
15871,LF,Mike Mayer,07/02/2002,1.0 Stars,2.5 Stars,Normal,70,70,55,40,40,65,55,High
12963,RF,BILL MCCONNELL,04/30/1994,2.5 Stars,2.5 Stars,Normal,50,50,55,50,50,45,55,High
14866,2B,Mike McGrath,03/18/2000,1.5 Stars,2.5 Stars,Durable,50,40,70,65,45,30,60,High
13628,LF,Clyde McKenzie,02/12/1998,2.0 Stars,2.5 Stars,Normal,50,50,55,50,45,55,65,High
14870,SS,Dennis McLeod,08/05/2000,1.0 Stars,2.5 Stars,Normal,55,50,55,55,45,50,45,V.High
8873,CF,Wilber McMillan,04/02/1987,2.5 Stars,2.5 Stars,Durable,55,55,60,30,30,55,55,V.High
16928,SS,Corey McPheron,06/19/2003,1.0 Stars,2.5 Stars,Durable,55,55,55,50,50,55,45,High
13315,SS,Clive McThormoid,05/21/1998,1.5 Stars,2.5 Stars,Normal,55,55,50,50,50,50,45,High
14927,2B,Jose Medrano,06/07/1985,2.5 Stars,2.5 Stars,Normal,45,45,45,55,60,45,30,V.High
11581,1B,Tan Meijs,06/26/1996,2.0 Stars,2.5 Stars,Normal,50,50,55,55,50,50,30,Avg
12368,RF,Michael Mellor,11/17/1997,2.5 Stars,2.5 Stars,Normal,55,65,50,50,40,65,50,High
13960,CF,Nick Mendoza,08/29/1999,1.5 Stars,2.5 Stars,Normal,55,60,50,50,40,60,70,High
13871,CF,Massimo Merici,09/14/1999,1.5 Stars,2.5 Stars,Normal,55,55,50,50,45,60,55,High
17070,CF,Bernard Merz,09/18/2000,1.5 Stars,2.5 Stars,Normal,55,60,65,45,45,65,55,Avg
11222,3B,Griff Miller,12/26/1994,2.5 Stars,2.5 Stars,Normal,50,50,55,50,50,45,45,V.High
17578,3B,Kyle Mills,10/14/2004,1.0 Stars,2.5 Stars,Normal,60,65,60,50,45,60,40,Avg
10689,LF,Tango Miyahara,09/23/1993,2.0 Stars,2.5 Stars,Normal,45,55,65,40,50,70,35,V.High
16681,LF,Borisav Mladic,07/04/2002,1.5 Stars,2.5 Stars,Normal,55,60,50,50,40,60,45,Avg
16256,C,Eric Mock,05/29/2003,1.0 Stars,2.5 Stars,Normal,50,45,45,55,50,45,20,High
12945,1B,QUINN MOE,01/16/1998,1.5 Stars,2.5 Stars,Normal,50,50,50,55,45,50,30,V.High
16543,1B,Raul Molina,06/19/2003,1.0 Stars,2.5 Stars,Normal,50,50,55,65,55,50,35,High
15388,CF,Victor Molina,02/21/2001,1.5 Stars,2.5 Stars,Durable,50,55,50,55,45,65,60,High
11647,DH,DANNY MONTALBETTI,09/03/1996,2.0 Stars,2.5 Stars,Normal,55,55,50,55,50,55,35,High
14934,SS,Guastão Monteiro,05/18/2000,1.5 Stars,2.5 Stars,Normal,55,55,40,45,40,55,50,High
7780,LF,Eddie Montes,10/06/1984,2.5 Stars,2.5 Stars,Fragile,50,45,65,55,55,40,60,V.High
12179,LF,Jorge Montes,01/23/1996,2.0 Stars,2.5 Stars,Normal,65,55,70,45,45,50,50,High
14999,C,Johão Montez,03/20/1998,1.5 Stars,2.5 Stars,Durable,70,75,45,25,45,75,40,High
16923,2B,Alex Mora,10/10/2003,1.0 Stars,2.5 Stars,Normal,50,55,50,55,45,65,40,Low
16202,LF,Angel Morales,06/27/1998,1.5 Stars,2.5 Stars,Normal,60,75,45,45,40,80,40,V.High
14427,RF,Michele Moravia,09/17/1996,2.0 Stars,2.5 Stars,Normal,50,50,55,55,45,55,50,V.High
16991,C,Reece Morgan,06/25/2004,1.0 Stars,2.5 Stars,Normal,60,70,45,45,45,75,25,High
16297,CF,Kinnojo Morimoto,05/25/2003,1.0 Stars,2.5 Stars,Durable,60,45,40,55,80,25,55,High
12152,C,Paul Mullowney,09/22/1996,1.5 Stars,2.5 Stars,Normal,45,50,50,45,50,65,35,High
13346,1B,Carlos Munoz,03/16/1998,1.5 Stars,2.5 Stars,Normal,55,50,50,55,40,50,30,Avg
11377,2B,Juan Munoz,07/30/1991,2.5 Stars,2.5 Stars,Normal,50,55,50,30,45,60,65,V.High
15574,LF,Faustino Murro,02/11/2001,1.5 Stars,2.5 Stars,Normal,50,55,50,50,50,55,30,V.High
17551,LF,JUSTIN MUSGROVE,11/24/1993,2.5 Stars,2.5 Stars,Normal,55,55,45,55,40,55,35,Low
14415,3B,Majd Nabeel,05/11/2000,1.5 Stars,2.5 Stars,Normal,70,65,50,45,55,55,40,High
12752,LF,Fakhir Nadim,06/26/1996,2.5 Stars,2.5 Stars,Normal,55,50,45,55,40,50,70,V.High
12776,2B,Tatsumi Nakagawa,11/13/1997,2.5 Stars,2.5 Stars,Durable,50,55,55,45,45,55,50,V.High
12883,3B,Fumio Nakata,06/02/1997,1.5 Stars,2.5 Stars,Durable,55,55,50,50,50,50,65,High
14540,LF,Patrizio Nardello,04/19/1996,2.0 Stars,2.5 Stars,Normal,50,50,55,50,45,55,60,High
14049,RF,Emilio Nava,02/04/1999,1.5 Stars,2.5 Stars,Durable,50,60,50,50,40,70,30,High
15788,C,Jon Navarro,12/11/1997,2.0 Stars,2.5 Stars,Normal,65,70,45,40,45,70,30,High
15987,CF,Ivan Nedic,07/21/2002,1.0 Stars,2.5 Stars,Normal,60,45,50,65,55,35,45,Avg
15183,1B,Rodger Neeleman,04/01/2001,1.0 Stars,2.5 Stars,Normal,50,45,50,65,50,35,35,Low
17080,CF,Jim Neil,11/19/2004,1.0 Stars,2.5 Stars,Fragile,60,60,70,50,45,65,55,High
7978,DH,Joe Neilson,08/14/1987,2.5 Stars,2.5 Stars,Fragile,55,55,55,50,45,55,50,V.High
17666,SS,Rolf Neilson,05/06/2006,1.0 Stars,2.5 Stars,Normal,55,50,50,50,65,50,35,Avg
13913,3B,ROBIN NEVILLE,03/11/1997,2.0 Stars,2.5 Stars,Normal,80,70,50,25,40,55,65,High
13880,3B,Dan Newbold,10/03/1999,1.5 Stars,2.5 Stars,Normal,55,65,50,50,50,70,40,High
12756,1B,Ryan Newton,08/14/1996,2.0 Stars,2.5 Stars,Normal,50,50,50,55,45,45,35,V.High
11250,1B,Andre Nicholls,11/05/1995,2.5 Stars,2.5 Stars,Durable,50,55,50,55,30,65,70,V.High
13377,SS,Boris Nikezic,03/09/1998,2.0 Stars,2.5 Stars,Durable,50,55,50,50,35,60,65,High
15004,2B,Tony Nogueda,08/04/1997,2.0 Stars,2.5 Stars,Normal,55,65,50,55,45,70,45,High
12392,LF,LARRY NOWELL,10/22/1997,2.0 Stars,2.5 Stars,Normal,55,65,50,40,55,75,40,High
15376,CF,Noah O'Kane,09/22/2001,1.5 Stars,2.5 Stars,Normal,50,50,55,55,45,55,65,High
12066,DH,Danny Ocampo,07/09/1996,2.0 Stars,2.5 Stars,Normal,55,55,50,55,45,50,30,High
17750,C,Brendon Oeltjen,06/04/2005,1.0 Stars,2.5 Stars,Normal,65,65,45,30,70,65,25,Avg
9334,RF,Yoshi Ogawa,07/24/1990,2.5 Stars,2.5 Stars,Normal,50,50,55,45,55,50,55,High
11813,2B,Toyohiro Okimoto,12/21/1995,2.0 Stars,2.5 Stars,Normal,70,75,45,40,45,75,50,High
15698,C,Shinya Okuhara,12/30/2002,1.0 Stars,2.5 Stars,Normal,55,55,40,50,45,55,25,High
15051,C,Antonio Oliva,08/15/2002,1.0 Stars,2.5 Stars,Normal,55,55,55,55,45,55,40,V.High
14947,C,Ivan Olivas,08/24/2000,1.0 Stars,2.5 Stars,Normal,50,50,50,50,50,50,35,Low
12953,SS,Christian Olive,06/21/1995,2.5 Stars,2.5 Stars,Normal,55,50,65,45,45,50,60,V.High
16204,C,Zachariah Ollson,09/11/1997,2.0 Stars,2.5 Stars,Normal,55,60,50,40,55,60,30,High
14992,C,Edgar Olmedo,06/13/1999,1.5 Stars,2.5 Stars,Durable,55,55,45,50,40,60,30,High
16521,SS,Mark Oosterhoff,03/06/2001,1.5 Stars,2.5 Stars,Durable,50,50,75,50,45,50,60,High
12710,C,Job Ophuis,12/30/1996,2.5 Stars,2.5 Stars,Normal,60,45,55,70,50,35,30,V.High
17490,2B,Alex Orozco,01/05/2004,1.0 Stars,2.5 Stars,Durable,65,70,50,45,35,65,45,Low
17165,3B,Cremente Otani,12/11/2004,1.0 Stars,2.5 Stars,Durable,65,65,45,45,50,60,35,Avg
15671,C,Yasahiko Otani,11/04/2002,1.0 Stars,2.5 Stars,Normal,55,55,45,45,50,55,30,High
9248,3B,Sergio Ovevedo,03/29/1990,2.5 Stars,2.5 Stars,Normal,55,45,50,65,50,40,25,High
12814,LF,Gavin Owen,09/30/1997,1.5 Stars,2.5 Stars,Durable,50,55,45,65,45,70,30,V.High
12924,SS,Oscar Owen,06/20/1996,2.5 Stars,2.5 Stars,Normal,50,50,55,50,50,50,65,V.High
17499,C,Carsten Paardekooper,11/11/2003,1.0 Stars,2.5 Stars,Normal,60,65,45,45,45,65,25,Avg
13373,C,Pasqualino Pacelli,03/31/1998,2.0 Stars,2.5 Stars,Normal,55,55,45,55,50,55,25,High
11535,CF,Corrado Pagani,08/31/1996,2.5 Stars,2.5 Stars,Durable,45,50,45,50,35,55,75,V.High
