ID,RL,Name,ORG,Lev,DOB,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,HSC,STU P,CON P,PBABIP P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,G/F,VT,PT,STM,Sct,SctAcc,Draft,OA Pick
17286,SP,Roberto Arellano,LAP,R,06/19/2003,1.5 Stars,2.5 Stars,N,N,L,N,N,N,Unknown,Normal,-,50,55,40,55,55,55,-,-,-,-,-,-,-,-,70,-,NEU,93-95,Finesse,50,Jul. 17th   2021,High,0,0
17413,SP,Kadir Arfan,CAL,INT,09/23/2004,0.5 Stars,2.5 Stars,H,N,L,N,N,N,Unknown,Durable,-,50,45,45,60,60,-,-,-,65,-,-,-,-,-,75,-,FB,93-95,Normal,50,Aug. 21st   2021,High,0,0
12654,SP,Francisco Armendariz,LON,AA,02/15/1997,2.0 Stars,2.0 Stars,N,N,N,N,N,L,Normal,Normal,-,45,35,45,45,45,50,45,45,-,-,50,-,-,-,-,-,FB,91-93,Normal,45,Aug. 10th   2021,V.High,0,0
16976,SP,Aidan Armstrong,-,-,06/20/2004,0.5 Stars,2.5 Stars,L,N,N,N,N,N,Unknown,Normal,HS Junior,55,50,50,50,55,75,-,40,-,-,-,-,-,-,-,-,NEU,92-94,Normal,45,Aug. 13th   2021,High,0,0
12202,RP,Alejandro Arocha,DUB,AAA,09/05/1996,2.0 Stars,2.0 Stars,N,H,N,N,N,N,Normal,Normal,-,45,50,40,50,50,50,40,-,-,-,-,-,-,-,50,-,NEU,94-96,Normal,40,Jun. 30th   2021,High,0,0
16796,RP,Jose Arredondo,-,-,09/10/2002,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,Normal,-,45,30,45,45,45,-,45,-,-,-,-,-,-,-,-,-,EX FB,93-95,Normal,40,Jul. 15th   2021,High,0,0
14372,SP,Nelson Arriola,-,-,09/26/1999,1.0 Stars,1.5 Stars,N,N,H,N,N,N,Normal,Normal,-,40,30,40,45,45,45,-,45,-,-,-,-,-,-,-,-,NEU,91-93,Finesse,40,Apr. 27th   2021,V.High,0,0
16111,RP,Leão Asai,NKO,R,11/18/2001,1.0 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,Normal,-,50,25,40,45,-,-,-,60,-,-,65,-,-,-,-,-,NEU,94-96,Normal,30,Aug. 23rd   2021,V.High,0,0
16657,SP,Albert Ashley,-,-,07/25/2002,0.5 Stars,1.5 Stars,N,N,N,N,L,N,Unknown,Normal,-,35,25,45,45,40,35,-,35,40,-,-,-,-,-,-,-,FB,91-93,Normal,55,May 1st   2021,V.High,0,0
13741,SP,Kane Aston,TOK,A,07/12/1998,1.5 Stars,2.0 Stars,L,N,N,N,N,L,Normal,Fragile,-,50,30,45,45,70,55,-,-,-,40,-,-,-,-,-,-,FB,94-96,Normal,55,Jul. 9th   2021,High,0,0
10667,RP,Gervasio Atares,GAL,AAA,01/09/1994,2.0 Stars,2.0 Stars,N,N,N,N,N,L,Outspoken,Normal,-,55,35,50,50,75,40,-,-,50,-,-,-,-,-,-,-,NEU,95-97,Normal,55,May 24th   2021,High,0,0
10597,SP,JIM ATCHISON,-,-,05/07/1994,1.5 Stars,2.0 Stars,N,L,N,N,N,L,Normal,Normal,-,50,40,50,45,80,45,-,45,65,-,-,-,-,-,-,-,FB,97-99,Power,55,Jun. 24th   2021,V.High,2013,47
14403,RP,Urs Atema,HON,AA,12/09/1995,2.0 Stars,2.0 Stars,L,N,N,N,N,N,Normal,Fragile,-,65,40,50,50,80,45,80,45,-,-,-,-,-,-,-,-,FB,94-96,Normal,30,Jul. 10th   2021,V.High,2018,221
17829,SP,Trevor Atkins,GAL,INT,03/13/2005,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,50,40,45,45,55,60,-,-,-,40,-,-,-,-,-,-,NEU,92-94,Normal,50,Aug. 20th   2021,V.High,0,0
15080,SP,John Atkinson,-,-,05/22/2001,0.5 Stars,1.5 Stars,N,N,N,N,N,L,Unknown,Normal,-,50,20,45,45,65,50,80,70,-,-,-,-,-,-,-,-,EX FB,96-98,Normal,50,Jul. 14th   2021,High,2020,154
14132,SP,Mark Atkinson,NKO,AA,03/03/1998,1.5 Stars,2.0 Stars,N,L,L,N,L,L,Unmotivated,Normal,-,45,45,40,50,45,55,50,-,50,-,-,-,-,-,-,-,NEU,91-93,Finesse,40,Aug. 5th   2021,V.High,0,0
14546,RP,Oscar Attard,LDN,R,07/10/2000,1.5 Stars,2.0 Stars,N,N,H,N,N,N,Unknown,Durable,-,60,45,45,35,80,-,80,-,-,-,-,-,-,-,-,-,EX FB,96-98,Power,30,Jul. 19th   2021,High,2020,151
9649,RP,COLE AUBEL,-,-,12/04/1985,2.0 Stars,2.0 Stars,H,H,H,N,N,N,Normal,Normal,-,50,40,50,45,50,55,-,-,-,-,-,-,-,-,55,-,NEU,91-93,Normal,25,Jun. 26th   2021,V.High,2008,77
15808,SP,John Auclair,CAL,A,10/19/1997,1.5 Stars,2.0 Stars,L,N,N,N,N,N,Unknown,Normal,-,50,45,45,45,50,-,-,-,55,-,55,-,-,-,-,-,FB,92-94,Finesse,55,Aug. 9th   2021,V.High,2021,209
11286,RP,Jesse Auger,STU,AA,04/30/1995,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,50,40,40,35,65,45,-,-,-,50,-,-,-,-,-,-,NEU,95-97,Normal,50,Jul. 10th   2021,V.High,0,0
16985,SP,Francisco Avalos,-,-,10/29/2004,1.0 Stars,3.0 Stars,N,N,L,N,N,N,Unknown,Normal,HS Junior,50,60,45,55,60,60,-,-,-,40,-,-,-,-,-,-,FB,92-94,Normal,60,Mar. 31st   2021,Avg,0,0
13381,SP,David Avila,-,-,09/18/1998,1.5 Stars,2.0 Stars,N,H,N,N,N,N,Normal,Normal,-,45,45,40,45,45,35,-,50,45,-,-,-,-,-,-,-,NEU,90-92,Finesse,50,Jun. 8th   2021,V.High,2018,214
15294,SP,Juan Avila,TOK,A,03/11/2001,0.5 Stars,1.5 Stars,N,N,L,N,N,N,Normal,Normal,-,40,40,40,40,45,40,35,-,-,40,-,-,-,40,45,-,EX FB,92-94,Finesse,45,Aug. 14th   2021,V.High,0,0
17574,RP,Bill Avison,-,-,10/18/2000,1.5 Stars,1.5 Stars,N,N,H,N,N,N,Unknown,Normal,CO Sophomore,40,45,45,40,-,35,40,45,-,-,45,-,-,-,-,-,NEU,91-93,Normal,30,Aug. 9th   2021,Avg,0,0
12270,RP,BEN AXON,LDN,MLB,02/01/1993,2.5 Stars,2.5 Stars,N,H,N,N,H,H,Fan Fav,Fragile,-,55,45,55,45,70,50,40,60,55,50,-,-,-,-,-,-,NEU,95-97,Power,45,Jun. 27th   2021,V.High,2013,43
16712,SP,Kamil Ayman,DEN,A,11/22/2002,1.5 Stars,2.0 Stars,H,N,N,N,H,N,Unknown,Fragile,-,55,45,50,45,55,65,60,-,55,65,-,-,-,-,-,-,FB,93-95,Normal,55,Jul. 17th   2021,High,0,0
13541,SP,Brendan Ayres,SMT,AA,09/01/1997,1.5 Stars,2.0 Stars,L,N,N,N,H,N,Normal,Normal,-,45,50,40,40,50,50,-,-,40,-,-,-,-,-,-,-,NEU,92-94,Finesse,60,Aug. 14th   2021,V.High,0,0
15587,SP,Xadreque Azeitado,LON,A,02/11/2001,1.5 Stars,2.0 Stars,N,N,L,N,L,L,Unknown,Normal,-,45,50,40,45,55,50,-,-,55,-,-,-,-,-,-,-,NEU,93-95,Normal,45,Jul. 5th   2021,V.High,2020,43
12453,RP,ASIM BABIC,LDN,A,07/18/1998,1.5 Stars,2.0 Stars,N,N,H,N,N,L,Unknown,Normal,-,70,35,45,45,80,55,-,-,70,-,-,-,-,-,-,-,FB,98-100,Power,45,Jun. 21st   2021,High,2020,231
15559,SP,Cyrille Bacardi,-,-,05/16/1997,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,Normal,-,40,30,45,45,45,-,-,50,-,-,45,-,-,30,-,-,FB,93-95,Normal,40,Mar. 12th   2021,V.High,0,0
14013,RP,Graciano Bacelar,HAV,AA,11/16/1998,1.5 Stars,1.5 Stars,N,N,H,N,H,N,Sparkplug,Normal,-,45,35,40,35,50,40,55,-,-,-,-,-,-,-,50,-,NEU,93-95,Normal,40,Aug. 23rd   2021,V.High,0,0
13342,SP,Tom Bach,DEN,MLB,03/18/1999,2.5 Stars,3.5 Stars,N,N,N,N,N,H,Normal,Normal,-,55,50,50,65,-,60,70,80,75,55,-,-,-,-,-,-,EX GB,98-100,GB'er,55,Jul. 17th   2021,V.High,2018,10
17566,SP,Radi Badr,-,-,02/16/2001,2.0 Stars,3.0 Stars,L,N,H,N,N,H,Unknown,Fragile,CO Junior,40,50,50,80,40,60,-,-,50,-,-,-,-,-,-,-,GB,87-89,GB'er,65,Aug. 20th   2021,High,0,0
16698,SP,Min-soo Baek,GAL,INT,12/12/2002,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,45,40,40,50,45,45,-,45,-,-,50,-,-,-,-,-,NEU,92-94,Normal,40,Jun. 26th   2021,Avg,0,0
15811,SP,Riccardo Bagliani,STU,AAA,11/11/1998,2.0 Stars,2.5 Stars,H,N,H,N,N,N,Unknown,Normal,-,40,75,50,50,40,50,-,40,50,50,-,-,-,-,-,-,NEU,88-90,Finesse,55,Aug. 11th   2021,V.High,2020,56
15546,SP,Astolfo Baiano,-,-,10/02/2001,0.5 Stars,1.5 Stars,N,N,L,N,N,N,Unknown,Normal,-,40,25,40,45,40,45,-,-,45,-,-,-,-,-,-,-,NEU,89-91,Normal,70,Apr. 4th   2021,V.High,0,0
13565,SP,Bert Baird,NKO,A,06/05/1998,1.5 Stars,2.0 Stars,N,N,N,N,H,N,Normal,Durable,-,55,25,50,45,80,55,-,-,-,70,-,-,-,-,-,-,EX FB,97-99,Power,65,Jul. 10th   2021,High,0,0
14180,SP,Alexander Baker,GAL,A,03/13/1999,1.5 Stars,2.0 Stars,L,L,N,N,N,N,Normal,Normal,-,45,50,45,45,50,-,50,-,50,-,-,-,-,-,-,-,EX FB,95-97,Normal,65,Jul. 28th   2021,V.High,0,0
15708,SP,Matt Baker,CLE,R,07/27/2002,1.0 Stars,2.0 Stars,H,N,N,N,N,L,Unknown,Normal,-,50,45,40,45,50,55,-,55,-,-,-,-,-,-,-,-,NEU,91-93,Finesse,65,Aug. 12th   2021,V.High,2021,85
17513,SP,Nazario Balbo,RME,INT,10/06/2003,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,Fragile,-,45,40,45,40,50,50,-,50,-,-,45,-,-,-,-,-,EX FB,92-94,Normal,40,Aug. 11th   2021,High,0,0
12489,RP,Don Balcome,-,-,01/31/1997,1.5 Stars,1.5 Stars,N,N,N,N,N,H,Normal,Fragile,-,40,35,40,40,-,35,-,-,-,35,40,-,-,-,-,-,NEU,93-95,Normal,30,Jun. 22nd   2021,V.High,0,0
15446,SP,Marcel Baldato,GAL,R,03/19/2000,1.5 Stars,1.5 Stars,N,H,H,N,H,N,Sparkplug,Fragile,-,40,45,40,45,40,40,-,-,-,-,40,-,-,-,-,-,NEU,89-91,Finesse,30,Jul. 30th   2021,V.High,0,0
17367,SP,Bobby Balderas,LDN,INT,07/22/2004,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,Normal,-,45,30,40,45,50,45,-,40,45,-,-,-,-,-,-,-,FB,92-94,Normal,55,Jul. 5th   2021,Avg,0,0
16410,RP,Renaud Baldini,DUB,A,11/19/1999,2.0 Stars,2.5 Stars,H,N,L,N,N,L,Unknown,Durable,-,65,50,50,50,70,-,-,80,-,-,-,-,-,-,-,-,NEU,95-97,Normal,25,Jul. 20th   2021,High,2021,52
12863,RP,Wessel Ballast,LAP,AAA,05/25/1997,2.0 Stars,2.0 Stars,N,H,N,N,H,N,Normal,Durable,-,55,50,45,40,60,50,-,-,60,-,40,-,-,-,-,-,FB,94-96,Normal,35,Jun. 18th   2021,High,0,0
15694,RP,Jong-seop Bang,AMS,R,09/14/2002,1.5 Stars,2.0 Stars,N,H,N,N,N,N,Unknown,Fragile,-,50,40,40,50,55,50,-,-,-,55,-,-,45,-,-,-,NEU,92-94,Finesse,40,Jul. 2nd   2021,High,2021,66
13001,RP,SEAN BANNERMAN,NKO,AAA,01/06/1995,2.0 Stars,2.0 Stars,L,N,L,N,H,N,Normal,Normal,-,55,35,50,45,60,-,-,-,50,60,55,-,-,-,-,-,FB,93-95,Normal,25,Jul. 11th   2021,V.High,2016,234
12306,SP,PHILLIP BANSFIELD,HON,AAA,06/06/1993,2.0 Stars,2.0 Stars,N,H,N,N,H,L,Fan Fav,Durable,-,50,45,45,45,55,35,50,-,50,-,50,-,-,-,-,-,GB,93-95,GB'er,60,Aug. 16th   2021,V.High,2015,38
17691,SP,Hector Barajas,TOR,INT,01/07/2005,1.0 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,Durable,-,35,75,45,70,40,50,-,-,-,-,45,-,-,-,-,-,NEU,88-90,Normal,65,Jun. 26th   2021,High,0,0
15429,SP,Ricky Barajas,RME,R,07/04/2001,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Prankster,Fragile,-,45,50,40,45,50,45,50,50,-,50,-,-,-,-,-,-,EX FB,93-95,Finesse,50,Aug. 12th   2021,V.High,0,0
10833,SP,RUSSELL BARANOSKI,AMS,MLB,07/03/1993,2.5 Stars,2.5 Stars,N,L,H,N,N,N,Normal,Durable,-,45,55,55,45,55,35,-,55,-,-,-,-,-,-,-,-,GB,95-97,Power,55,Jul. 21st   2021,V.High,2012,15
14577,RP,Bill Barbara,HON,R,11/09/2000,1.5 Stars,2.0 Stars,H,N,N,N,H,L,Unknown,Normal,-,45,45,40,45,45,40,-,-,45,-,-,-,-,-,-,-,NEU,94-96,Normal,40,Jun. 2nd   2021,High,2019,158
11445,RP,CLYDE BARCLAY,LDN,AAA,09/25/1994,2.0 Stars,2.0 Stars,N,H,N,N,N,N,Normal,Normal,-,50,30,45,45,50,45,60,-,-,45,-,-,-,-,-,-,NEU,92-94,Normal,55,Jul. 5th   2021,V.High,2013,81
14107,SP,Odilon Baren,-,-,04/20/1999,1.5 Stars,1.5 Stars,N,N,N,N,N,H,Normal,Normal,-,45,35,40,40,50,45,-,50,-,-,-,-,-,-,-,-,NEU,92-94,Normal,55,Aug. 12th   2021,V.High,0,0
17405,SP,John Barillas,NKO,INT,06/26/2004,0.5 Stars,1.5 Stars,N,N,N,N,L,N,Unknown,Normal,-,40,25,45,50,45,45,-,-,-,35,-,-,-,-,-,-,NEU,90-92,Normal,55,Aug. 15th   2021,High,0,0
17091,SP,Craig Barlow,-,-,04/09/2005,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Durable,HS Junior,45,40,45,50,50,50,50,40,-,-,-,-,-,-,-,-,NEU,93-95,Normal,60,Mar. 17th   2021,Avg,0,0
11627,RP,CRAIG BARLOW,LON,MLB,10/10/1996,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Normal,-,50,40,40,55,50,55,65,50,50,-,-,-,-,-,-,-,GB,93-95,GB'er,50,Jul. 3rd   2021,High,2015,201
15131,SP,Ron Barlow,-,-,01/29/2000,1.0 Stars,1.5 Stars,N,H,N,N,N,N,Normal,Fragile,-,45,25,40,45,50,45,45,45,45,45,-,-,-,-,-,-,NEU,92-94,Normal,35,Jul. 2nd   2021,High,0,0
16867,RP,Jamie Barnes,DUB,INT,05/24/2003,0.5 Stars,1.5 Stars,N,H,L,N,L,N,Unknown,Normal,-,45,25,45,20,50,-,-,45,-,-,-,-,-,-,-,-,EX FB,92-94,Normal,45,Jun. 6th   2021,Avg,0,0
11603,RP,Willie Barragan,DEN,AAA,07/08/1996,2.0 Stars,2.0 Stars,N,H,N,N,N,N,Normal,Durable,-,80,45,50,45,80,-,-,-,-,80,80,-,-,-,-,-,NEU,95-97,Normal,35,Jul. 24th   2021,V.High,2015,71
14188,RP,Alberto Barrera,DUB,AA,05/13/1999,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Fragile,-,50,45,45,45,50,50,-,40,50,-,-,-,-,-,-,-,NEU,93-95,Normal,45,Jul. 11th   2021,High,0,0
12339,SP,MANUEL BARRIENTOS,DUB,AAA,10/18/1993,2.0 Stars,2.0 Stars,L,N,N,N,N,N,Normal,Normal,-,50,40,45,45,-,55,65,-,-,60,45,-,-,-,-,-,EX FB,94-96,Normal,45,Jul. 6th   2021,V.High,2015,166
14396,RP,Dario Barron,VAN,AA,03/20/1995,2.0 Stars,2.0 Stars,L,N,N,N,N,N,Normal,Fragile,-,55,25,45,50,60,35,-,50,50,-,60,-,-,-,-,-,NEU,94-96,Normal,35,Jul. 9th   2021,V.High,2017,112
12457,SP,Logan Barry,-,-,08/11/1996,1.5 Stars,2.0 Stars,N,L,N,N,L,N,Normal,Normal,-,45,30,50,65,50,65,-,-,-,-,55,-,-,-,-,-,NEU,90-92,Normal,40,Mar. 15th   2021,V.High,0,0
13048,SP,Dylan Bartosz,CLE,AA,02/24/1998,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Fragile,-,45,45,40,50,50,45,-,-,-,50,-,-,-,-,-,-,NEU,94-96,Normal,45,Aug. 7th   2021,V.High,2017,163
17356,SP,Fabio Bassano,HAV,INT,04/03/2004,0.5 Stars,1.5 Stars,N,H,N,N,H,N,Unknown,Normal,-,45,45,45,40,45,50,50,50,-,50,-,-,-,-,45,-,EX FB,91-93,Normal,45,May 13th   2021,Avg,0,0
17530,SP,Guillermo Bassano,CLE,INT,09/06/2003,0.5 Stars,2.0 Stars,N,L,N,N,N,N,Unknown,Normal,-,45,45,45,45,50,45,30,50,-,-,-,-,-,-,-,-,FB,94-96,Normal,65,Aug. 23rd   2021,High,0,0
15640,SP,Ethan Bastien,HON,A,03/12/1999,1.5 Stars,2.5 Stars,N,N,N,N,N,H,Unknown,Normal,-,40,50,50,55,-,45,-,40,45,45,-,-,-,-,40,-,NEU,88-90,Finesse,55,Aug. 20th   2021,V.High,2020,97
14578,SP,Troy Bates,-,-,09/18/2000,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,CO Junior,50,35,45,45,80,55,-,-,-,-,65,-,-,-,-,-,FB,98-100,Power,55,Mar. 18th   2021,V.High,0,0
15261,RP,Steven Beach,HON,R,05/25/2001,1.5 Stars,2.0 Stars,H,N,N,N,N,N,Normal,Normal,-,50,40,40,50,50,45,-,-,50,-,-,-,-,-,-,-,NEU,92-94,Finesse,40,Jul. 13th   2021,V.High,0,0
12810,SP,Nicky Beaumont,HON,AAA,04/13/1996,2.0 Stars,2.0 Stars,H,N,H,N,N,N,Normal,Fragile,-,35,45,55,45,-,40,45,-,-,-,-,-,-,-,-,50,GB,87-89,GB'er,60,Jul. 20th   2021,V.High,0,0
15839,SP,Matt Beck,NKO,R,03/03/2003,1.0 Stars,2.5 Stars,N,H,N,N,N,N,Unknown,Normal,-,50,55,40,50,55,50,-,55,50,-,-,-,-,-,-,-,NEU,93-95,Finesse,60,Aug. 3rd   2021,V.High,2021,74
11793,RP,Carl Beckett,LON,AAA,05/20/1996,2.0 Stars,2.0 Stars,N,H,N,N,H,N,Normal,Durable,-,50,35,40,45,50,-,50,-,50,-,-,-,-,-,-,-,FB,91-93,Normal,60,Aug. 21st   2021,V.High,2015,60
10114,SP,Ryan Beebe,NKO,AAA,12/02/1992,2.0 Stars,2.0 Stars,H,N,H,N,N,N,Normal,Durable,-,45,50,55,45,75,-,50,-,-,35,-,-,-,-,-,-,NEU,95-97,Normal,45,Jun. 16th   2021,V.High,2011,44
16071,SP,Brendan Begum,SMT,R,11/04/2001,0.5 Stars,1.5 Stars,N,H,N,N,L,N,Unknown,Normal,-,40,20,35,30,45,-,-,-,35,-,35,-,-,-,-,-,FB,93-95,Normal,45,Aug. 21st   2021,V.High,0,0
13295,RP,Owen Begum,AMS,AA,06/17/1998,2.0 Stars,2.0 Stars,N,N,H,N,N,N,Fan Fav,Normal,-,50,50,45,50,50,-,-,50,50,-,-,-,45,-,-,-,GB,93-95,GB'er,30,Aug. 12th   2021,V.High,2017,1
16610,SP,Donald Bekker,SMT,R,06/25/2002,0.5 Stars,1.5 Stars,N,N,L,N,N,H,Unknown,Normal,-,40,25,45,30,30,50,-,45,-,-,-,-,-,-,-,-,EX FB,88-90,Normal,50,Aug. 6th   2021,High,0,0
14647,SP,Sanho Belino,ADE,R,02/16/2000,1.5 Stars,1.5 Stars,N,N,L,N,L,L,Unmotivated,Fragile,-,45,40,40,35,70,40,-,55,40,-,-,-,45,-,-,-,NEU,98-100,Power,45,Jul. 12th   2021,V.High,0,0
12377,RP,TONY BELL,-,-,02/19/1998,1.5 Stars,1.5 Stars,N,L,L,N,N,L,Normal,Normal,-,55,25,45,35,60,50,60,-,-,-,55,-,45,-,-,-,EX FB,94-96,Normal,30,Jul. 6th   2021,V.High,2016,156
12724,SP,Rafael Bellett,DEN,AA,07/23/1997,1.5 Stars,1.5 Stars,N,L,N,N,N,N,Normal,Durable,-,40,50,40,35,40,40,-,-,-,-,-,-,-,-,45,-,FB,90-92,Finesse,35,Jun. 26th   2021,V.High,0,0
17581,SP,Lamberto Benedettini,-,-,05/13/2001,1.5 Stars,2.5 Stars,L,N,N,N,N,N,Unknown,Durable,CO Sophomore,45,35,50,70,50,55,50,55,-,-,-,-,-,-,-,-,EX FB,92-94,Normal,60,Aug. 12th   2021,Avg,0,0
13978,RP,Zion Benford,TOR,R,09/27/1999,1.0 Stars,1.5 Stars,N,N,N,N,H,N,Normal,Fragile,-,50,20,35,35,75,45,-,-,-,-,-,-,-,-,-,-,EX FB,95-97,Normal,25,Jul. 13th   2021,High,2018,244
14564,RP,Brenden Bennett,-,-,10/07/2000,1.5 Stars,2.0 Stars,H,L,N,N,N,N,Unknown,Normal,CO Junior,45,50,40,50,50,-,-,50,-,-,-,-,-,-,-,-,NEU,91-93,Normal,20,Mar. 26th   2021,V.High,0,0
14583,RP,Melorran Bennett,TOK,A,05/04/2000,1.5 Stars,2.0 Stars,H,N,L,N,N,N,Unknown,Normal,-,55,45,45,45,60,60,-,-,-,-,60,35,-,-,-,-,NEU,94-96,Normal,70,May 23rd   2021,High,2019,62
15058,SP,Adam Bennetts,CAL,R,03/31/2001,1.5 Stars,2.0 Stars,N,N,N,N,N,H,Unknown,Durable,-,45,45,40,45,45,60,-,-,-,50,-,-,-,-,-,-,FB,91-93,Finesse,55,Aug. 17th   2021,V.High,2020,119
14675,SP,Reuben Bennis,ADE,AA,10/11/1999,2.0 Stars,3.0 Stars,N,N,N,N,N,N,Normal,Normal,-,50,55,50,55,50,60,-,55,55,-,-,-,-,-,-,-,NEU,91-93,Finesse,50,Jun. 19th   2021,High,0,0
13074,RP,Jean Berger,LDN,AA,08/27/1999,2.0 Stars,2.0 Stars,N,N,L,N,N,N,Normal,Fragile,-,70,35,50,45,80,-,-,80,-,-,80,-,-,-,-,-,FB,98-100,Power,40,Jun. 29th   2021,High,2017,66
15053,SP,Omar Bermudez,-,-,08/26/2002,0.5 Stars,1.5 Stars,N,L,H,N,N,N,Unknown,Normal,CO Sophomore,50,20,45,45,60,-,-,-,55,-,55,-,-,-,-,-,FB,94-96,Normal,45,Aug. 13th   2021,V.High,0,0
13162,RP,IVAN BERNAL,-,-,11/08/1992,1.5 Stars,1.5 Stars,L,N,N,N,N,H,Normal,Normal,-,50,30,50,50,55,-,-,60,-,-,-,-,-,-,-,-,NEU,93-95,Normal,35,Jun. 23rd   2021,V.High,2015,109
15601,SP,Chris Berreles,STU,A,03/06/1998,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,50,45,40,45,55,50,-,-,-,-,55,-,40,-,-,-,NEU,95-97,Power,50,Jun. 18th   2021,High,2020,74
14157,RP,Cesar Berrios,-,-,05/19/1999,1.5 Stars,2.0 Stars,H,H,N,N,H,N,Normal,Fragile,-,45,40,45,35,45,45,-,-,45,-,-,-,-,-,-,-,NEU,90-92,Finesse,65,Aug. 13th   2021,V.High,0,0
15207,SP,Jonathan Berrios,LON,R,04/23/2000,1.5 Stars,2.0 Stars,N,N,H,N,N,N,Normal,Normal,-,55,40,45,45,65,55,-,55,60,-,-,-,-,-,-,-,NEU,94-96,Finesse,65,Jul. 30th   2021,V.High,0,0
15158,RP,Sergio Berrios,-,-,01/21/2001,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,Normal,-,35,40,35,45,40,35,-,-,-,30,-,-,-,-,-,-,NEU,91-93,Normal,25,Aug. 13th   2021,V.High,0,0
12968,RP,MIKE BERTEL,STU,A,04/17/1997,1.5 Stars,1.5 Stars,N,N,N,N,N,H,Prankster,Normal,-,40,40,40,45,40,40,45,-,40,-,-,-,-,-,-,-,FB,90-92,Finesse,40,Jul. 13th   2021,V.High,2019,172
13695,RP,Lázaro Bertrand,-,-,05/17/1998,1.5 Stars,1.5 Stars,N,N,L,N,N,N,Normal,Normal,-,50,25,40,30,65,-,-,60,-,-,-,-,-,-,-,-,FB,94-96,Normal,35,May 29th   2021,V.High,0,0
13539,RP,Valerio Bessi,VAN,AA,08/13/1998,2.0 Stars,2.0 Stars,L,N,N,N,N,N,Normal,Normal,-,50,40,40,40,55,45,35,-,45,45,-,-,-,-,-,-,GB,94-96,GB'er,25,Jun. 3rd   2021,Avg,0,0
11528,RP,KYLE BETANCOURT,LDN,AAA,08/24/1992,2.0 Stars,2.0 Stars,N,N,H,N,N,N,Normal,Normal,-,50,35,50,50,55,55,-,55,-,-,45,-,-,-,-,-,EX GB,93-95,GB'er,25,May 29th   2021,High,2014,103
14176,RP,Chris Beveridge,LDN,A,02/19/1999,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,50,35,40,45,55,50,-,55,-,-,-,-,-,-,-,-,NEU,93-95,Normal,50,Jun. 13th   2021,High,0,0
15720,SP,Conor Beveridge,DUB,R,05/14/2003,1.0 Stars,2.0 Stars,N,N,H,N,N,L,Unknown,Normal,-,40,50,50,65,40,50,-,-,-,-,45,-,-,-,-,-,EX GB,88-90,GB'er,40,Aug. 20th   2021,V.High,2021,132
14484,RP,Giacomo Bianchi,LAP,A,06/02/2000,2.0 Stars,2.5 Stars,N,N,N,N,L,N,Unknown,Normal,-,65,40,45,50,80,-,80,-,55,-,-,-,-,-,-,-,GB,100+,Power,35,Aug. 3rd   2021,V.High,2019,147
15822,SP,Alan Bigalow,TOR,R,06/10/2003,0.5 Stars,2.0 Stars,N,N,L,N,L,N,Unknown,Normal,-,45,40,40,50,45,50,50,50,45,-,50,-,-,-,-,-,FB,92-94,Finesse,45,Aug. 4th   2021,V.High,2021,217
12504,SP,Ratib bin Afeef,TOR,AA,02/19/1995,1.5 Stars,1.5 Stars,N,N,L,N,L,L,Normal,Fragile,-,40,35,45,45,40,45,30,45,-,45,-,-,-,-,-,-,FB,90-92,Normal,60,Jul. 10th   2021,V.High,0,0
16671,SP,Ameer bin Alim,-,-,10/03/2002,0.5 Stars,1.5 Stars,N,N,N,N,H,N,Unknown,Normal,-,40,30,45,35,40,45,-,45,-,50,-,-,-,-,-,-,EX FB,88-90,Normal,60,Jun. 18th   2021,V.High,0,0
14890,RP,Omran bin Amjad,-,-,06/07/1999,1.0 Stars,1.5 Stars,N,N,L,N,L,N,Unmotivated,Normal,-,45,35,45,45,50,40,-,-,-,35,-,-,-,-,-,-,FB,95-97,Power,25,Mar. 29th   2021,V.High,0,0
