ID,POS,Name,DOB,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SctAcc
10886,LF,Mike Burns,04/28/1995,2.5 Stars,2.5 Stars,Normal,50,50,45,60,50,45,30,Low
8774,C,JAY BURRELL,04/14/1989,2.5 Stars,2.5 Stars,Iron Man,45,45,40,55,70,40,40,Avg
16237,RF,Gian-Carlo Burti,09/14/1999,1.5 Stars,2.5 Stars,Normal,55,65,55,55,40,70,45,Low
12141,2B,Conway Byrne,09/20/1996,2.5 Stars,2.5 Stars,Fragile,55,65,50,45,40,65,65,Low
15364,C,Raul Cabrera,11/07/2000,1.0 Stars,2.5 Stars,Normal,50,50,45,55,45,50,30,Low
12133,1B,Samuele Caccio,12/15/1995,1.5 Stars,2.5 Stars,Normal,55,60,45,50,45,65,20,Low
16843,SS,Jose Calderon,10/30/2003,1.0 Stars,2.5 Stars,Normal,50,50,45,50,75,55,45,Avg
17455,SS,Damien Callow,12/22/2003,1.0 Stars,2.5 Stars,Normal,45,50,55,55,50,65,55,Avg
15489,2B,Joseph Calveley,09/17/2001,1.0 Stars,2.5 Stars,Normal,50,60,45,45,50,70,40,Low
14488,2B,Daniel Calzada,07/01/2000,2.0 Stars,2.5 Stars,Normal,45,55,55,50,45,65,40,Avg
12037,LF,Joel Camacho,11/01/1995,2.0 Stars,2.5 Stars,Normal,55,50,50,55,70,45,60,Low
10853,SS,Jose Camacho,06/07/1990,2.5 Stars,2.5 Stars,Normal,50,50,50,50,45,55,65,Avg
17481,SS,Al Camargo,11/08/2003,1.0 Stars,2.5 Stars,Normal,60,55,55,40,70,50,50,Low
12625,1B,Connor Cameron,04/11/1997,2.0 Stars,2.5 Stars,Durable,55,50,45,55,45,45,65,Avg
10494,1B,Arnaldo Camoesas,09/28/1993,2.5 Stars,2.5 Stars,Normal,55,65,55,40,45,75,25,Low
17472,SS,Jonas Campos,12/17/2003,1.0 Stars,2.5 Stars,Normal,50,55,55,55,50,60,50,Low
11248,1B,Oscar Campos,10/19/1995,2.0 Stars,2.5 Stars,Normal,55,55,45,55,45,55,45,Low
14998,C,Donato Canavaro,04/03/2001,1.5 Stars,2.5 Stars,Normal,50,50,50,50,45,50,30,Low
15836,CF,Joe Capossela,06/21/2002,1.0 Stars,2.5 Stars,Normal,40,55,65,50,50,75,65,Avg
11553,2B,Jason Carranza,09/13/1992,2.5 Stars,2.5 Stars,Normal,45,50,45,45,30,60,30,Low
17531,C,Fernando Casillas,05/10/1990,2.5 Stars,2.5 Stars,Normal,45,45,50,55,65,45,35,Avg
16886,LF,Bruce Cassidy,04/04/1996,2.0 Stars,2.5 Stars,Normal,45,50,45,55,65,50,30,Low
11228,C,Gabe Castro,05/28/1995,1.5 Stars,2.5 Stars,Normal,40,45,50,70,45,45,30,Low
14863,2B,Sergio Ceja,12/08/1999,1.5 Stars,2.5 Stars,Normal,45,45,45,70,55,50,70,Avg
16943,SS,Milovan Celebic,06/28/2004,1.0 Stars,2.5 Stars,Normal,50,55,50,55,50,55,40,Low
15824,C,Stanislav Celebic,11/07/2002,1.0 Stars,2.5 Stars,Normal,50,50,60,55,50,50,45,Avg
16087,C,Ricky Cervantes,03/13/2002,1.0 Stars,2.5 Stars,Normal,50,60,50,50,50,75,25,Low
17084,C,Tony Cervantes,04/05/2005,1.0 Stars,2.5 Stars,Normal,50,50,50,50,55,45,20,Low
12917,3B,ALAN CHAPMAN,10/13/1993,2.5 Stars,2.5 Stars,Fragile,55,50,45,50,40,45,35,Avg
6810,CF,Bubba Chapman,11/01/1985,2.5 Stars,2.5 Stars,Fragile,55,50,55,50,50,45,45,Low
17406,LF,Hal Chapple,12/27/2003,1.0 Stars,2.5 Stars,Normal,70,60,55,45,45,50,45,Avg
13830,1B,Harry Chapuis,03/14/1995,2.0 Stars,2.5 Stars,Durable,50,50,55,50,50,55,55,Avg
12370,RF,RON CHIPMAN,04/21/1998,2.0 Stars,2.5 Stars,Normal,55,55,55,60,40,50,45,Low
12109,C,Min-sik Choi,12/16/1995,2.0 Stars,2.5 Stars,Durable,55,45,50,55,50,40,25,Avg
15572,1B,Moon-soo Choi,03/26/1997,1.5 Stars,2.5 Stars,Normal,55,45,55,65,50,35,25,Low
12420,LF,KEVIN CLARK,11/05/1997,2.0 Stars,2.5 Stars,Durable,55,65,45,40,55,70,50,Low
17448,C,Antonio Codina,08/28/2004,1.0 Stars,2.5 Stars,Normal,50,50,50,60,45,55,30,Low
12288,3B,GARY COLES,03/30/1992,2.5 Stars,2.5 Stars,Normal,50,50,50,50,40,55,50,Avg
14826,SS,Clyde Connor,04/15/2000,1.5 Stars,2.5 Stars,Normal,45,55,50,55,45,65,55,Avg
14241,LF,Bobby Contreras,07/26/1999,2.0 Stars,2.5 Stars,Normal,65,55,45,50,45,50,30,Avg
16689,C,Sergio Contreras,05/01/2003,1.0 Stars,2.5 Stars,Normal,65,70,40,45,45,70,25,Avg
16529,C,Alco Coppens,05/01/1999,2.0 Stars,2.5 Stars,Durable,45,50,45,60,45,65,25,Avg
14027,C,Antonio Cordon,11/23/1998,1.5 Stars,2.5 Stars,Normal,60,55,45,45,45,55,30,Avg
11196,LF,Vinny Cordova,01/02/1995,2.5 Stars,2.5 Stars,Normal,50,50,75,55,55,55,65,Low
11659,1B,Anakale Corowa,08/28/1995,2.0 Stars,2.5 Stars,Normal,50,45,55,60,50,35,50,Low
11375,3B,Onfrio Corticelli,02/13/1992,2.5 Stars,2.5 Stars,Normal,55,55,45,45,40,60,25,Low
14868,LF,Jovan Cosic,01/16/2000,1.5 Stars,2.5 Stars,Normal,50,50,55,55,45,50,35,Avg
16258,1B,Nicolas Costa,03/20/2004,1.0 Stars,2.5 Stars,Normal,50,75,50,50,40,80,35,Low
13164,2B,AUGUSTO COURACA,01/22/1991,2.5 Stars,2.5 Stars,Normal,45,50,45,50,80,50,35,Low
15400,C,Iestyn Craig,12/06/2000,1.0 Stars,2.5 Stars,Normal,50,55,50,55,50,55,30,Avg
10363,CF,Tom Craig,01/23/1994,2.5 Stars,2.5 Stars,Normal,50,50,50,55,45,50,60,Avg
10651,CF,Ger Cremers,08/05/1993,2.5 Stars,2.5 Stars,Normal,50,55,45,30,55,60,65,Low
14714,LF,Luís Crispim,09/03/1999,1.5 Stars,2.5 Stars,Normal,50,55,45,55,45,65,35,Avg
16267,CF,Logan Cross,12/09/2003,1.0 Stars,2.5 Stars,Durable,45,45,55,65,45,50,30,Low
11665,RF,BOBBY CROUCH,07/25/1995,2.5 Stars,2.5 Stars,Normal,60,55,55,55,35,50,70,Avg
15976,2B,Odilon Crtima,12/20/2001,1.0 Stars,2.5 Stars,Normal,50,50,70,50,55,50,40,Avg
6464,RF,Antonio Cruz,05/04/1983,2.5 Stars,2.5 Stars,Fragile,50,50,50,50,70,45,30,Avg
10867,3B,Marco Cruz,02/13/1990,2.5 Stars,2.5 Stars,Durable,45,45,50,45,45,45,45,Low
13659,SS,Jing-bo Cuan,05/16/1998,2.0 Stars,2.5 Stars,Normal,65,60,50,45,40,55,60,Low
17575,CF,Gilberto Curet,01/25/2001,1.5 Stars,2.5 Stars,Normal,70,70,55,45,45,65,55,Low
9825,CF,Glenn Currell,07/21/1991,2.5 Stars,2.5 Stars,Normal,50,50,50,50,50,55,55,Avg
7401,3B,Kelsey Currell,04/10/1986,2.5 Stars,2.5 Stars,Iron Man,50,50,55,55,60,45,30,Avg
7684,LF,BOBBY DAILY,06/22/1986,2.5 Stars,2.5 Stars,Durable,45,45,50,55,75,40,30,Low
13811,C,Marcus Damen,05/28/1998,2.0 Stars,2.5 Stars,Normal,50,50,50,75,45,45,30,Avg
11724,1B,LJUBA DAVIDOVIC,06/22/1992,2.5 Stars,2.5 Stars,Normal,50,55,55,50,45,70,35,Low
15440,C,Bradley Davidson,12/05/2000,1.5 Stars,2.5 Stars,Normal,60,70,45,40,35,70,30,Low
8979,CF,Bryant Davidson,11/26/1984,2.5 Stars,2.5 Stars,Normal,45,40,45,45,55,40,55,Avg
8980,C,PHIL DAVIS,03/25/1986,2.5 Stars,2.5 Stars,Normal,40,45,40,50,50,50,35,Low
11039,CF,JONATHON DAW,11/04/1995,2.0 Stars,2.5 Stars,Normal,35,35,35,80,55,35,65,Low
12803,1B,Josh Day,12/24/1996,2.0 Stars,2.5 Stars,Normal,55,65,50,50,45,70,50,Avg
16954,C,Sean Daye,02/06/2005,0.5 Stars,2.5 Stars,Durable,35,40,45,70,75,45,25,Low
16872,2B,Feltse de Boer,07/08/2003,1.0 Stars,2.5 Stars,Normal,55,45,40,65,75,35,50,Low
12258,CF,REGINALD DE RUIJTER,04/22/1997,1.5 Stars,2.5 Stars,Normal,60,45,60,70,45,30,65,Low
16109,C,Sander de Zwart,05/15/2002,1.0 Stars,2.5 Stars,Normal,50,55,40,55,45,65,35,Low
14655,2B,Rob dejong,03/03/2000,1.5 Stars,2.5 Stars,Normal,50,50,45,70,50,50,65,Low
14928,1B,Alex Delgado,02/13/1986,2.5 Stars,2.5 Stars,Durable,50,55,45,60,45,65,25,Low
14270,C,Carlo Della Mea,10/13/1999,1.5 Stars,2.5 Stars,Normal,65,55,50,55,35,50,25,Avg
6943,LF,Ken DeLong,03/23/1983,2.5 Stars,2.5 Stars,Durable,45,50,55,25,45,50,60,Avg
13254,1B,Gustavo DeNiro,03/08/1998,1.5 Stars,2.5 Stars,Normal,55,60,45,45,55,55,25,Low
11082,CF,Pierre Despereaux,02/16/1995,2.5 Stars,2.5 Stars,Normal,45,45,50,40,50,50,75,Avg
17064,CF,Jose Devora,05/31/2003,1.0 Stars,2.5 Stars,Normal,50,50,40,50,50,55,60,Avg
10623,2B,MANNY DIAZ,10/10/1994,2.5 Stars,2.5 Stars,Normal,45,45,45,50,50,50,60,Avg
14179,SP,Tony Diaz,10/23/1998,1.5 Stars,2.5 Stars,Normal,45,45,30,25,40,45,20,Avg
15722,2B,Vinny Diaz,04/06/2003,1.0 Stars,2.5 Stars,Normal,50,55,45,55,55,55,45,Avg
15607,C,John Dierkes,03/21/1998,1.5 Stars,2.5 Stars,Normal,60,45,50,65,50,30,25,Avg
13903,CF,Richard Dijkhuizen,03/26/1999,1.5 Stars,2.5 Stars,Normal,50,50,55,50,75,50,70,Avg
14221,2B,Aberto Diliberto,09/02/1998,2.0 Stars,2.5 Stars,Fragile,75,60,45,55,45,50,55,Avg
10738,SS,Theo Dittmann,10/17/1993,2.5 Stars,2.5 Stars,Normal,45,45,45,50,50,50,30,Low
11562,CF,SIMA DJOROVIC,06/03/1997,2.5 Stars,2.5 Stars,Normal,70,60,50,50,40,50,50,Low
14236,CF,Djordje Djukanovic,09/13/1999,2.0 Stars,2.5 Stars,Normal,45,45,50,45,40,45,80,Avg
17259,1B,Chae-ku Dokko,01/26/2004,1.0 Stars,2.5 Stars,Normal,70,50,45,55,45,40,40,Low
10197,LF,Tony Dorival,04/28/1992,2.5 Stars,2.5 Stars,Normal,50,55,50,50,45,60,40,Avg
11613,RF,RUSSELL DRISCOLL,06/23/1996,2.0 Stars,2.5 Stars,Normal,45,55,50,65,45,70,25,Low
16965,RF,Griff Duncan,07/10/2004,1.0 Stars,2.5 Stars,Normal,65,70,75,40,45,65,50,Low
9602,C,JOHN DUNN,03/10/1991,2.5 Stars,2.5 Stars,Normal,45,50,45,45,55,50,35,Low
11573,2B,Daniel Dupree,11/23/1996,2.0 Stars,2.5 Stars,Fragile,55,55,50,45,45,50,70,Avg
12360,C,RAUL DURAN,10/12/1993,2.5 Stars,2.5 Stars,Normal,50,50,50,50,50,50,20,Low
12108,C,George Durand,08/22/1996,2.0 Stars,2.5 Stars,Normal,45,55,55,50,40,75,20,Avg
14490,RF,Steve Eades,10/04/2000,1.5 Stars,2.5 Stars,Normal,55,65,50,40,45,70,25,Low
14228,2B,Andrew Eaves,11/15/1998,2.0 Stars,2.5 Stars,Durable,50,55,70,50,35,65,60,Avg
10605,2B,Jaden Edwards,04/06/1994,2.5 Stars,2.5 Stars,Normal,45,55,55,45,30,80,60,Low
15096,2B,Sandy Edwards,03/19/2001,1.5 Stars,2.5 Stars,Normal,55,55,50,45,45,60,35,Avg
8340,C,JACK EILERS,03/02/1988,2.5 Stars,2.5 Stars,Normal,40,50,55,50,25,55,30,Low
10785,CF,JASON ELDRIDGE,02/15/1989,2.5 Stars,2.5 Stars,Normal,40,45,40,40,50,55,60,Avg
11874,2B,Bill Elliott,04/22/1993,2.5 Stars,2.5 Stars,Normal,45,55,40,25,40,65,65,Low
9756,2B,JOE ELLIOTT,05/30/1992,2.5 Stars,2.5 Stars,Normal,45,50,50,50,55,55,35,Avg
12325,C,ANTONIO ESCOBAR,05/10/1993,2.5 Stars,2.5 Stars,Durable,45,45,40,50,50,50,25,Low
13376,LF,Jesse Evans,05/06/1998,1.5 Stars,2.5 Stars,Normal,60,60,45,55,45,55,20,Low
10195,3B,Pete Ewart,04/26/1992,2.5 Stars,2.5 Stars,Iron Man,55,50,40,50,45,40,20,Avg
12171,RF,Dave Ewing,09/11/1996,2.0 Stars,2.5 Stars,Normal,60,65,45,50,45,65,25,Low
14815,CF,Fareed Fadi,12/14/1999,1.5 Stars,2.5 Stars,Normal,55,65,55,20,45,70,65,Avg
10745,2B,Ricky Falcon,10/27/1988,2.5 Stars,2.5 Stars,Iron Man,45,45,45,50,50,45,35,Low
15626,SS,Ovídio Falder,06/15/1999,1.5 Stars,2.5 Stars,Normal,50,55,50,50,45,60,55,Avg
17220,CF,Craig Feeney,08/23/2003,1.0 Stars,2.5 Stars,Durable,60,50,50,50,60,45,25,Avg
11215,C,Fernando Feliciano,07/22/1995,2.5 Stars,2.5 Stars,Normal,50,55,50,45,40,60,20,Low
13112,RF,Ruben Felix,09/16/1997,1.5 Stars,2.5 Stars,Normal,50,50,45,55,55,50,35,Low
10996,CF,CAMERON FELT,07/15/1995,2.5 Stars,2.5 Stars,Durable,55,55,55,50,45,60,35,Low
12005,C,Barney Fennell,05/14/1996,2.0 Stars,2.5 Stars,Durable,60,60,45,50,50,55,30,Low
13795,CF,SALOMÉ FERANTES,05/19/1994,2.5 Stars,2.5 Stars,Normal,50,55,70,45,50,65,60,Avg
16785,RF,Gastone Feroci,06/10/2003,1.0 Stars,2.5 Stars,Normal,50,45,80,55,50,40,45,Low
13560,2B,Omar Ferrer,05/25/1998,2.0 Stars,2.5 Stars,Normal,50,55,50,50,40,65,45,Avg
15263,CF,Donato Ferrobeiro,07/06/2001,1.0 Stars,2.5 Stars,Normal,55,55,55,45,50,60,60,Low
14269,C,Vittoriano Fischetti,10/27/1999,2.0 Stars,2.5 Stars,Durable,45,50,45,60,45,60,25,Avg
11443,1B,FREDDIE FISH,12/21/1990,2.5 Stars,2.5 Stars,Normal,45,45,50,50,55,50,25,Avg
16018,RF,Ron Fish,12/26/2001,1.5 Stars,2.5 Stars,Normal,70,75,50,35,45,75,25,Low
10126,LF,Laurent Fisher,02/19/1993,2.5 Stars,2.5 Stars,Normal,60,60,45,45,50,55,20,Low
15558,C,Jose Flores,04/08/1997,1.5 Stars,2.5 Stars,Normal,45,50,45,50,50,50,35,Low
16198,SS,Juan Flores,09/21/1997,2.0 Stars,2.5 Stars,Normal,60,75,50,40,30,80,50,Low
17009,CF,Trent Fookes,02/20/2005,1.0 Stars,2.5 Stars,Normal,60,70,50,40,50,75,35,Low
11043,LF,Matheus Forjaz,01/08/1995,2.0 Stars,2.5 Stars,Normal,50,55,45,45,65,75,35,Avg
16836,C,Glen Forrest,12/22/2002,1.0 Stars,2.5 Stars,Normal,45,55,40,50,45,65,30,Avg
10906,LF,Brent Fortson,07/22/1991,2.5 Stars,2.5 Stars,Durable,80,50,55,65,50,35,60,Low
16090,LF,Arjen Fortuin,05/02/2002,1.5 Stars,2.5 Stars,Normal,75,70,55,45,30,60,50,Avg
9016,2B,AUSTIN FOX,07/07/1985,2.5 Stars,2.5 Stars,Wrecked,40,50,55,50,50,70,65,Avg
10085,RF,Nate Fox,10/22/1992,2.5 Stars,2.5 Stars,Normal,55,45,55,55,45,40,45,Low
13033,DH,Danilo Frangilli,02/16/1999,1.5 Stars,2.5 Stars,Normal,60,65,55,45,35,70,30,Low
16113,3B,Pieter Franken,01/10/2002,1.5 Stars,2.5 Stars,Durable,55,55,40,50,45,55,25,Avg
8275,C,CHRIS FRANKLIN,03/04/1988,2.5 Stars,2.5 Stars,Normal,30,35,45,50,75,40,25,Avg
14213,2B,Masami Fujihara,10/09/1999,2.0 Stars,2.5 Stars,Normal,55,55,55,50,45,50,70,Avg
11327,C,Kazutomo Fujimoto,06/13/1995,2.0 Stars,2.5 Stars,Normal,45,55,50,45,60,80,25,Low
16357,1B,Seiichiro Fukuda,03/08/2002,1.5 Stars,2.5 Stars,Normal,45,55,50,50,35,70,25,Avg
9606,LF,JOSH FUNSTON,04/04/1991,2.5 Stars,2.5 Stars,Normal,45,60,45,50,45,80,35,Low
13197,2B,SATOHARU FURUYA,09/02/1996,2.0 Stars,2.5 Stars,Normal,60,65,55,50,40,65,45,Low
12796,1B,Luis Gallegos,09/23/1997,1.5 Stars,2.5 Stars,Durable,65,55,45,55,50,50,40,Low
17852,2B,Aidan Gander,07/08/2004,1.0 Stars,2.5 Stars,Normal,50,60,50,50,40,75,35,Avg
13643,3B,Alex Garcia,10/09/1998,1.5 Stars,2.5 Stars,Normal,75,75,45,35,40,65,45,Low
17328,CF,Edgar Garcia,09/06/2003,1.0 Stars,2.5 Stars,Normal,65,45,35,70,50,30,50,Low
15118,1B,Sean Garcia,04/19/2001,1.5 Stars,2.5 Stars,Normal,50,45,40,75,65,40,25,Avg
9166,1B,ADAM GARDNER,08/01/1990,2.5 Stars,2.5 Stars,Iron Man,45,50,55,45,50,60,35,Avg
16821,C,Brendan Garner,04/08/2003,1.0 Stars,2.5 Stars,Normal,50,60,50,40,45,75,45,Avg
11585,DH,SEAN GASPERS,07/10/1996,1.5 Stars,2.5 Stars,Normal,45,55,45,65,35,80,25,Low
16829,SS,Casper Geelen,07/07/2003,1.0 Stars,2.5 Stars,Normal,55,55,55,50,55,50,45,Low
14969,C,Rafaello Giacoletti,09/03/2001,1.0 Stars,2.5 Stars,Normal,55,60,45,45,50,60,30,Avg
12694,3B,Gaetan Giacomini,02/27/1997,1.5 Stars,2.5 Stars,Normal,55,55,55,45,45,50,70,Low
14513,C,Aguinaldo Gidts,05/15/2000,1.5 Stars,2.5 Stars,Normal,55,55,45,45,45,50,20,Avg
16455,2B,Eric Gilland,11/16/2003,1.0 Stars,2.5 Stars,Normal,45,55,75,45,50,75,60,Low
12291,C,DANIEL GIRARD,08/22/1995,2.5 Stars,2.5 Stars,Normal,55,55,50,50,45,55,25,Low
16040,LF,Danny Givney,10/25/2001,1.0 Stars,2.5 Stars,Normal,55,45,45,70,45,35,65,Avg
16884,C,Andres Godinez,05/13/1997,2.0 Stars,2.5 Stars,Normal,50,55,35,55,50,65,20,Low
15678,3B,Julian Gonzales,10/19/2002,1.0 Stars,2.5 Stars,Normal,55,60,45,55,55,65,35,Avg
16811,RF,Bobby Gonzalez,06/17/2003,1.0 Stars,2.5 Stars,Normal,60,80,45,30,45,80,25,Avg
13489,CF,Luis Gonzalez,08/27/1997,2.0 Stars,2.5 Stars,Normal,55,55,45,55,45,55,70,Low
12972,C,MARIO GONZALEZ,11/12/1993,2.5 Stars,2.5 Stars,Normal,45,50,45,50,40,55,25,Avg
11431,CF,JOSE GOOSSENS,09/30/1995,2.5 Stars,2.5 Stars,Fragile,50,50,50,50,50,45,55,Avg
15121,CF,Beco Gorgulha,06/29/2001,1.0 Stars,2.5 Stars,Normal,55,70,45,30,55,80,45,Low
11515,CF,NICKY GOULD,09/04/1996,2.5 Stars,2.5 Stars,Normal,45,50,50,50,40,60,70,Low
17291,SS,Arso Govedarica,12/12/2003,1.0 Stars,2.5 Stars,Normal,60,55,55,50,50,50,50,Avg
11767,LF,ANICETO GOYONECHE,05/14/1996,2.0 Stars,2.5 Stars,Normal,65,50,45,55,45,45,60,Low
15622,CF,Douggie Greer,04/16/1999,1.5 Stars,2.5 Stars,Normal,50,60,50,45,45,75,50,Avg
9214,RF,Jimmy Grey,05/21/1990,2.5 Stars,2.5 Stars,Normal,55,50,60,50,55,50,30,Low
13194,C,DANNY GRIEGO,02/07/1997,1.5 Stars,2.5 Stars,Normal,45,45,50,60,50,45,35,Low
15377,C,John Grinter,08/20/2001,1.0 Stars,2.5 Stars,Durable,50,50,45,45,45,50,25,Avg
15878,CF,Maxim Groenendijk,07/23/2002,1.0 Stars,2.5 Stars,Normal,65,75,60,40,35,70,55,Avg
15259,2B,Eytor Gualter,05/02/2001,1.5 Stars,2.5 Stars,Normal,55,55,60,55,50,50,65,Avg
15799,CF,Jesus Guerrero,10/21/1997,1.5 Stars,2.5 Stars,Normal,55,50,80,50,55,45,65,Avg
13051,SP,Adrian Gutierrez,10/15/1998,1.5 Stars,2.5 Stars,Normal,50,55,50,60,45,60,50,Avg
11385,1B,Agustin Gutierrez,01/08/1989,2.5 Stars,2.5 Stars,Normal,50,50,50,45,50,50,25,Avg
10739,2B,Kieran Hadfield,06/19/1994,2.5 Stars,2.5 Stars,Iron Man,40,45,40,50,55,55,20,Avg
14205,CF,Mícheál Hall,10/08/1999,1.5 Stars,2.5 Stars,Normal,55,45,70,75,50,35,70,Avg
12567,C,Nate Ham,12/05/1996,2.5 Stars,2.5 Stars,Normal,50,55,45,55,60,70,35,Avg
13729,1B,Tetsuo Hamada,10/30/1997,2.0 Stars,2.5 Stars,Normal,50,60,45,45,30,75,65,Low
14840,RF,Utaemon Hamada,03/02/2000,2.0 Stars,2.5 Stars,Normal,55,45,65,70,45,40,55,Avg
17133,1B,Bobby Hamilton,07/23/2005,1.0 Stars,2.5 Stars,Durable,55,65,45,50,45,70,30,Low
9030,2B,BRIAN HAMILTON,04/07/1989,2.5 Stars,2.5 Stars,Normal,50,55,50,45,45,60,45,Avg
12372,C,DIARMAID HAMILTON,08/11/1998,2.0 Stars,2.5 Stars,Normal,55,40,50,55,50,25,25,Low
9750,SS,DANNY HAMPTON,07/01/1991,2.5 Stars,2.5 Stars,Durable,45,50,45,45,45,55,40,Low
17844,3B,Bill Hanson,06/13/2004,1.0 Stars,2.5 Stars,Normal,80,50,40,60,55,30,30,Avg
11557,3B,Joel Harris,08/11/1996,2.0 Stars,2.5 Stars,Normal,60,60,50,55,45,55,40,Low
10418,DH,Bret Hart,04/18/1993,2.5 Stars,2.5 Stars,Durable,50,50,50,55,50,50,70,Low
10875,CF,Neil Harvey,01/13/1994,2.5 Stars,2.5 Stars,Fragile,55,50,55,45,50,45,45,Low
13846,CF,Shane Harvey,05/29/1999,2.0 Stars,2.5 Stars,Durable,75,65,50,35,55,50,65,Low
10393,CF,Danny Hass,12/09/1993,2.5 Stars,2.5 Stars,Normal,45,50,45,40,65,55,60,Avg
9176,CF,Tommy Havlik,10/05/1990,2.5 Stars,2.5 Stars,Normal,30,40,35,55,55,50,35,Low
13040,CF,Guonçale Hayashi,07/15/1998,2.0 Stars,2.5 Stars,Normal,50,50,55,50,40,55,65,Avg
11741,1B,Matt Healy,02/03/1997,2.0 Stars,2.5 Stars,Fragile,55,55,55,50,50,55,65,Avg
8742,CF,MIKE HEDEEN,10/26/1989,2.5 Stars,2.5 Stars,Wrecked,45,50,55,20,55,55,45,Low
14244,LF,Shalom Heijman,12/03/1998,2.0 Stars,2.5 Stars,Normal,55,55,65,50,45,60,80,Avg
13020,C,Nathan Henderson,06/02/1998,1.5 Stars,2.5 Stars,Normal,45,55,45,55,40,65,50,Avg
10404,2B,Chris Hendricks,05/10/1993,2.5 Stars,2.5 Stars,Normal,35,45,40,55,55,50,45,Low
10109,C,Andy Hernandez,02/17/1993,2.5 Stars,2.5 Stars,Iron Man,35,40,30,60,45,40,25,Avg
8853,C,Eduardo Hernandez,07/12/1987,2.5 Stars,2.5 Stars,Wrecked,40,50,50,50,45,60,25,Avg
16885,LF,Jordan Hernandez,07/27/1994,2.5 Stars,2.5 Stars,Durable,55,65,60,45,40,75,40,Low
16840,RF,Jose Hernandez,11/13/2002,1.0 Stars,2.5 Stars,Normal,55,55,80,45,45,50,50,Low
14662,SS,Leo Hernandez,08/22/1999,1.5 Stars,2.5 Stars,Durable,55,55,45,55,40,55,35,Low
14224,RF,Luis Hernandez,01/24/1999,1.5 Stars,2.5 Stars,Durable,70,65,45,45,45,55,30,Low
8106,RF,Rodolfo Hernandez,02/06/1987,2.5 Stars,2.5 Stars,Normal,45,50,55,45,45,55,55,Low
13366,1B,Tony Hernandez,04/09/1998,1.5 Stars,2.5 Stars,Durable,55,55,50,50,30,55,65,Avg
6714,C,Tony Hernandez,10/01/1983,2.5 Stars,2.5 Stars,Normal,45,45,50,60,45,45,30,Avg
14246,SS,Francisco Herrera,03/19/1999,1.5 Stars,2.5 Stars,Normal,45,50,55,60,45,55,45,Avg
15620,1B,Robert Hidalgo,12/06/2001,1.5 Stars,2.5 Stars,Normal,50,55,45,50,45,75,25,Avg
8500,C,GREG HILGER,11/30/1988,2.5 Stars,2.5 Stars,Normal,35,45,40,50,55,50,20,Low
11740,1B,Phil Hoffman,08/21/1997,2.0 Stars,2.5 Stars,Normal,45,55,50,50,50,65,30,Avg
12647,LF,Cody Holz,10/08/1996,2.0 Stars,2.5 Stars,Durable,50,50,65,50,45,55,60,Avg
11685,1B,WALT HOOGLAND,02/14/1995,2.5 Stars,2.5 Stars,Normal,45,45,50,55,55,50,35,Avg
13967,LF,Freddie Hook,06/08/1999,1.5 Stars,2.5 Stars,Normal,50,50,50,50,50,55,45,Avg
12961,C,RYUUSUKE HORIUCHI,07/07/1994,2.0 Stars,2.5 Stars,Normal,55,55,50,50,50,50,25,Low
16457,RF,Jay Hoskins,04/02/2003,1.0 Stars,2.5 Stars,Durable,55,45,50,80,55,30,45,Low
11510,1B,STEWART HOUSTON,10/18/1992,2.5 Stars,2.5 Stars,Normal,45,55,50,60,40,65,25,Avg
14095,SP,Conrad Houwers,06/24/1999,1.5 Stars,2.5 Stars,Normal,45,45,35,30,35,45,35,Avg
17182,C,Isaac Howard,09/22/2004,1.0 Stars,2.5 Stars,Normal,45,55,55,50,45,65,25,Low
11972,1B,Abdul-Razzaq Hud,04/10/1995,2.0 Stars,2.5 Stars,Normal,50,55,60,50,45,60,65,Avg
15560,C,Frank Hudson,11/09/1996,2.0 Stars,2.5 Stars,Normal,50,50,45,55,55,60,35,Avg
16806,CF,Jeff Hudson,01/21/2003,1.0 Stars,2.5 Stars,Normal,65,70,45,45,45,70,35,Low
15395,3B,Kieron Hudson,01/07/2001,1.5 Stars,2.5 Stars,Normal,50,50,55,55,45,50,70,Avg
9033,RF,Arnold Huff,05/12/1988,2.5 Stars,2.5 Stars,Fragile,50,50,50,50,80,50,25,Low
9430,1B,CAMERON HULETT,01/27/1991,2.5 Stars,2.5 Stars,Durable,45,45,50,55,55,45,35,Low
10624,2B,RICHARD HUNTER,10/04/1994,2.5 Stars,2.5 Stars,Durable,50,50,55,50,55,55,65,Avg
17797,RF,Hilel Husain,06/23/2004,1.0 Stars,2.5 Stars,Normal,65,65,60,35,35,55,50,Low
15896,DH,Jon Hussain,02/04/2002,1.0 Stars,2.5 Stars,Normal,50,60,65,50,45,75,50,Avg
14858,SS,Carlo Hutcheon,08/23/2000,1.5 Stars,2.5 Stars,Normal,50,50,45,50,60,50,30,Low
14129,3B,Min-han Hwang,08/27/1998,2.0 Stars,2.5 Stars,Normal,60,65,45,45,50,60,55,Low
14837,1B,Tom Ings,04/28/2000,1.5 Stars,2.5 Stars,Normal,55,60,50,50,45,70,35,Avg
15618,RF,Masayuki Inoue,05/15/1998,2.0 Stars,2.5 Stars,Normal,50,50,60,60,50,55,55,Avg
