ID,Name,ORG,Lev,DOB,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VELO,STM,Sct,SctAcc,Draft,OA Pick
16079,Morgan O'Neill,DUB,R,03/18/2002,1.5 Stars,2.5 Stars,Durable,80,25,75,80,-,-,80,-,-,-,-,-,-,-,-,96-98,30,Apr. 3rd   2021,Low,0,0
12359,Motochika Ogino,CLE,AAA,08/02/1996,2.0 Stars,2.5 Stars,Fragile,50,45,65,65,60,-,-,-,55,-,-,-,-,-,-,95-97,75,Apr. 10th   2021,Low,2015,61
13891,Sang-chul Oh,TOR,R,06/07/1999,2.0 Stars,2.5 Stars,Fragile,50,50,55,50,40,-,50,50,50,-,-,-,-,-,-,92-94,50,May 24th   2021,Avg,2018,59
15831,Sadahige Okubo,-,-,07/01/2002,1.5 Stars,2.5 Stars,Normal,40,65,80,45,45,-,-,-,-,-,-,-,-,-,-,89-91,40,Apr. 12th   2021,Avg,2021,146
10672,Teruaki Omori,LAP,MLB,04/14/1993,2.5 Stars,2.5 Stars,Normal,55,35,70,-,60,80,-,-,-,60,-,-,-,-,-,94-96,50,Mar. 23rd   2021,Low,0,0
12893,Hiromichi Ono,ADE,AAA,10/06/1998,2.0 Stars,2.5 Stars,Normal,50,50,55,55,50,-,-,55,-,-,-,-,-,-,-,95-97,65,Apr. 18th   2021,Low,2017,144
15776,Alberto Ortiz,DUB,AA,08/26/1997,2.0 Stars,2.5 Stars,Normal,55,50,55,50,65,60,55,-,-,65,-,-,-,-,-,90-92,60,Mar. 29th   2021,Low,2019,66
11792,ALEX PADILLA,NKO,MLB,04/17/1996,2.5 Stars,2.5 Stars,Durable,60,50,55,75,-,-,-,65,-,-,-,-,-,70,-,95-97,35,May 3rd   2021,Avg,2015,78
15154,Slavko Pantelic,LDN,R,10/04/2000,1.5 Stars,2.5 Stars,Normal,50,45,70,65,75,-,75,-,-,-,-,-,-,45,-,94-96,45,May 23rd   2021,Avg,0,0
15561,Samuel Paquet,CLE,AA,08/22/1997,2.0 Stars,2.5 Stars,Durable,55,55,45,50,55,-,60,60,-,-,-,-,-,-,-,92-94,50,Apr. 24th   2021,Low,2019,54
13689,Mike Pardo,LAP,A,04/13/1998,1.5 Stars,2.5 Stars,Normal,55,50,45,80,55,-,80,-,-,-,-,-,-,-,-,96-98,70,Apr. 25th   2021,Low,0,0
9086,ALEX PARKER,CAL,MLB,03/25/1990,2.5 Stars,2.5 Stars,Fragile,50,70,40,-,-,-,70,-,65,45,-,-,-,-,-,94-96,55,Apr. 28th   2021,Low,2008,4
11001,JOSH PARKER,TOK,MLB,08/14/1995,2.0 Stars,2.5 Stars,Normal,80,50,40,80,55,-,-,80,-,-,-,-,-,-,-,95-97,55,Mar. 29th   2021,Low,2014,116
16500,Djoka Pasic,-,-,07/21/2002,1.5 Stars,2.5 Stars,Normal,45,60,50,45,55,-,-,35,-,-,-,-,-,-,-,88-90,55,Mar. 29th   2021,Avg,0,0
11808,Milojica Pasic,RME,AAA,02/09/1996,2.5 Stars,2.5 Stars,Normal,70,40,70,80,80,-,-,-,-,-,-,-,-,-,-,95-97,25,Jun. 13th   2021,Avg,0,0
13393,Jonathan Patrick,-,-,03/07/1998,2.0 Stars,2.5 Stars,Durable,55,45,55,65,55,-,-,-,-,55,-,-,-,-,-,92-94,50,Mar. 25th   2021,Avg,2018,27
12901,Jarod Pavey,RME,A,07/05/1998,1.5 Stars,2.5 Stars,Fragile,45,50,65,50,50,35,-,-,-,55,-,-,-,-,-,93-95,30,Apr. 30th   2021,Low,2017,94
16920,Phillip Peacock,RME,INT,08/03/2002,1.5 Stars,2.5 Stars,Durable,40,55,75,40,55,45,45,50,-,-,-,-,-,-,-,86-88,45,Apr. 10th   2021,Low,0,0
16915,Enzo Pelletier,DUB,INT,04/21/2003,1.5 Stars,2.5 Stars,Normal,50,45,55,50,65,-,-,-,-,65,-,-,-,-,-,89-91,65,May 1st   2021,Avg,0,0
17205,Moises Pena,CLE,INT,01/10/2004,1.0 Stars,2.5 Stars,Normal,45,45,80,45,80,-,40,-,-,-,-,-,-,-,-,86-88,35,Apr. 28th   2021,Avg,0,0
10885,DANNY PERALTA,LDN,MLB,07/29/1991,2.5 Stars,2.5 Stars,Normal,50,45,50,-,50,50,-,55,35,55,-,-,-,-,-,93-95,55,Apr. 1st   2021,Low,2013,7
7359,PAUL PERDUE,TOK,MLB,08/07/1985,2.5 Stars,2.5 Stars,Wrecked,40,55,45,45,45,-,-,-,45,-,-,-,-,-,-,91-93,45,May 1st   2021,Avg,2004,44
16220,Jasa Perovic,DUB,AA,04/11/1999,1.5 Stars,2.5 Stars,Normal,45,50,55,50,40,45,-,-,-,45,-,-,-,-,-,89-91,75,Apr. 7th   2021,Low,2021,147
11004,KEVIN PETRI,DEN,AAA,05/27/1996,2.5 Stars,2.5 Stars,Fragile,55,50,45,80,35,-,-,60,-,-,-,-,-,-,-,96-98,50,Apr. 2nd   2021,Low,2014,71
13875,Mike Pierson,LAP,R,05/25/1999,1.5 Stars,2.5 Stars,Normal,50,50,50,55,50,-,-,-,55,-,-,-,-,-,-,91-93,70,May 1st   2021,Low,2018,33
11746,Jason Pigeon,CAL,AAA,04/23/1996,2.0 Stars,2.5 Stars,Normal,50,55,50,55,50,-,-,-,-,50,-,-,-,-,-,94-96,60,Oct. 5th   2020,Low,2015,59
13022,Usaburo Pintado,CUR,MLB,02/17/1998,1.5 Stars,2.5 Stars,Normal,80,45,45,80,-,80,-,-,-,-,-,-,-,-,-,95-97,40,May 3rd   2021,Avg,2017,61
13974,Wes Piper,TOR,R,08/19/1999,1.5 Stars,2.5 Stars,Normal,50,60,50,50,40,55,-,55,-,-,-,-,-,-,-,91-93,55,May 7th   2021,Low,2018,29
10825,COREY PITMAN,CAL,MLB,01/05/1994,2.5 Stars,2.5 Stars,Fragile,55,50,55,65,-,50,-,-,50,40,-,-,-,-,-,94-96,65,Mar. 16th   2021,Low,2012,7
15628,Vladimir Plavsic,STU,AAA,11/27/1997,2.0 Stars,2.5 Stars,Normal,75,25,80,80,-,-,-,-,75,-,-,-,-,-,-,98-100,25,Apr. 17th   2021,Low,2020,54
14322,Katsuyoshi Ponce,AMS,MLB,06/17/1982,2.5 Stars,2.5 Stars,Normal,45,70,55,-,45,60,-,-,-,45,-,-,-,-,-,91-93,50,Apr. 2nd   2021,Low,0,0
9757,ETHAN POPHAM,RME,MLB,10/26/1991,2.5 Stars,2.5 Stars,Normal,60,45,50,80,-,-,80,-,-,-,-,-,-,-,-,97-99,55,Apr. 8th   2021,Low,2010,156
15827,Srdjan Popovic,DUB,R,05/11/2002,1.0 Stars,2.5 Stars,Normal,50,70,50,-,45,55,-,-,80,50,-,-,-,-,-,87-89,55,Apr. 22nd   2021,Low,2021,67
7871,David Powers,CAL,MLB,05/08/1982,2.5 Stars,2.5 Stars,Iron Man,45,50,50,45,45,45,45,45,-,-,-,-,-,45,-,91-93,75,Mar. 1st   2021,Low,2004,11
10428,Nick Price,TOR,AA,04/26/1993,2.5 Stars,2.5 Stars,Normal,50,50,55,75,50,35,-,-,65,-,-,-,-,-,-,96-98,40,Apr. 30th   2021,Avg,2012,68
13931,Samuel Price,TOK,AAA,11/03/1995,2.0 Stars,2.5 Stars,Normal,50,50,55,50,-,-,55,60,-,-,-,-,-,-,-,90-92,60,May 4th   2021,Low,2017,171
11600,DUSHAN RACIC,STU,MLB,04/29/1996,2.5 Stars,2.5 Stars,Normal,45,45,55,50,45,50,-,40,-,-,-,40,-,-,-,93-95,50,Apr. 18th   2021,Low,2015,140
17706,Gerrit Rademaker,-,-,10/06/2001,2.0 Stars,2.5 Stars,Normal,55,45,70,65,45,-,-,-,-,65,-,-,-,-,-,92-94,30,Jan. 31st   2021,Low,0,0
15936,Carlos Ramirez,DEN,R,04/18/2002,1.5 Stars,2.5 Stars,Normal,80,30,70,55,-,-,75,-,-,-,-,-,-,-,-,90-92,30,May 31st   2021,Avg,0,0
11908,Hugo Ramirez,TOR,MLB,06/19/1995,2.0 Stars,2.5 Stars,Durable,45,60,50,50,40,45,-,45,-,-,-,-,-,-,-,96-98,55,Mar. 28th   2021,Low,0,0
11991,Juan Ramirez,RME,AAA,09/10/1995,2.0 Stars,2.5 Stars,Normal,55,50,50,75,-,-,-,55,-,70,-,-,-,-,-,95-97,35,May 2nd   2021,Low,0,0
6193,Nolan Ramirez,-,-,01/28/1982,2.5 Stars,2.5 Stars,Durable,45,45,45,45,-,-,50,-,-,-,50,-,-,-,-,91-93,65,Oct. 4th   2020,Avg,0,90
9222,ROBERTO RAMIREZ,STU,MLB,11/27/1990,2.5 Stars,2.5 Stars,Normal,50,45,50,50,-,50,-,40,65,-,30,-,-,-,-,91-93,45,Jun. 11th   2021,Avg,2009,36
8384,BRUCE RAMSEY,-,-,08/22/1989,2.5 Stars,2.5 Stars,Wrecked,65,25,60,75,55,-,-,-,80,-,-,-,-,-,-,94-96,40,Mar. 21st   2021,Low,2007,158
13579,Dushan Randjelovic,HAV,AAA,01/20/1998,2.0 Stars,2.5 Stars,Normal,40,50,70,45,50,-,-,-,35,-,-,-,-,-,-,91-93,60,May 2nd   2021,Avg,0,0
15735,Zivojin Rankovic,RME,R,10/18/2002,1.0 Stars,2.5 Stars,Normal,40,55,75,45,45,35,45,-,-,-,-,-,-,-,-,88-90,55,Apr. 18th   2021,Low,2021,78
17830,Callum Rawlings,DEN,INT,05/15/2004,1.5 Stars,2.5 Stars,Normal,45,75,55,45,55,-,-,-,-,50,-,-,-,-,-,86-88,45,Mar. 29th   2021,Low,0,0
7929,Steve Reagle,NKO,MLB,12/11/1986,2.5 Stars,2.5 Stars,Normal,50,60,45,50,-,-,-,30,55,-,-,-,45,50,-,93-95,65,Jun. 6th   2021,Avg,2005,23
10994,CHRIS REID,VAN,AAA,09/23/1995,2.5 Stars,2.5 Stars,Fragile,50,55,55,55,45,35,50,50,45,-,-,-,-,-,-,95-97,25,Apr. 7th   2021,Low,2014,89
15496,Terence Remkes,NKO,R,02/22/2000,1.0 Stars,2.5 Stars,Normal,50,55,50,65,55,-,70,-,-,-,-,-,-,-,-,89-91,45,Apr. 21st   2021,Low,0,0
17590,Chad Renny,-,-,05/17/2005,0.5 Stars,2.5 Stars,Normal,40,45,60,50,45,-,-,40,-,-,-,-,-,-,-,89-91,60,Dec. 30th   2020,Low,0,0
16296,Tony Reyes,-,-,02/15/2004,0.5 Stars,2.5 Stars,Normal,65,45,55,80,-,-,80,-,-,-,-,-,-,-,-,92-94,35,Jun. 6th   2021,Low,0,0
15715,Alan Rhodes,DEN,R,09/15/2001,1.5 Stars,2.5 Stars,Normal,50,50,50,50,70,-,-,40,-,-,-,-,-,-,-,89-91,40,Apr. 10th   2021,Low,2021,136
7544,BEN RICK,LAP,MLB,09/14/1984,2.5 Stars,2.5 Stars,Normal,45,45,45,50,25,-,-,-,-,-,-,-,45,55,-,93-95,55,Apr. 7th   2021,Low,2003,51
17588,Ron Riel,-,-,12/04/2004,1.5 Stars,2.5 Stars,Normal,65,30,80,65,80,-,-,-,-,-,-,-,-,-,-,89-91,40,Dec. 30th   2020,Low,0,0
9579,JOSH RIPPERT,NKO,AAA,08/18/1992,2.5 Stars,2.5 Stars,Wrecked,45,45,55,60,-,-,45,50,-,-,-,-,-,-,-,94-96,55,Apr. 19th   2021,Low,2010,79
11692,RAFAEL RIVERA,CAL,MLB,04/11/1995,2.5 Stars,2.5 Stars,Normal,50,45,50,-,50,50,-,-,60,50,-,-,55,-,-,93-95,50,Mar. 26th   2021,Low,2014,85
16979,Salvatore Rivera,-,-,07/02/2004,0.5 Stars,2.5 Stars,Durable,45,80,55,50,50,-,40,-,-,-,-,-,-,-,-,87-89,55,Dec. 21st   2020,Low,0,0
15864,Theo Robinson,LAP,R,06/03/2003,1.0 Stars,2.5 Stars,Normal,45,80,50,60,45,-,-,-,-,50,-,-,-,-,-,93-95,45,Apr. 15th   2021,Low,2021,60
15737,Arnaud Roche,STU,R,12/06/2002,0.5 Stars,2.5 Stars,Normal,45,80,45,50,45,-,-,-,50,-,-,-,-,-,-,89-91,50,Apr. 14th   2021,Low,2021,81
16248,Jose Rodriguez,CLE,AA,11/21/1998,1.5 Stars,2.5 Stars,Normal,40,70,60,-,-,-,45,45,-,-,-,-,-,-,-,88-90,30,Apr. 7th   2021,Low,2021,125
15755,Jesus Rojo,DUB,R,10/25/2001,1.0 Stars,2.5 Stars,Fragile,40,75,60,45,45,-,40,45,-,-,-,-,-,-,-,88-90,40,May 10th   2021,Avg,0,0
16557,Mitch Rollings,-,-,07/11/2004,0.5 Stars,2.5 Stars,Durable,70,50,45,80,40,80,75,75,-,-,-,-,-,-,-,94-96,55,Mar. 5th   2021,Low,0,0
12948,MARTY ROMAN,LAP,AA,01/12/1995,2.0 Stars,2.5 Stars,Fragile,45,45,55,50,45,50,50,50,-,50,-,-,-,-,-,92-94,75,Apr. 24th   2021,Low,2016,228
14941,Gautier Ronchetti,HON,R,11/09/2000,1.0 Stars,2.5 Stars,Normal,50,55,50,60,50,-,-,55,-,-,-,-,-,-,-,91-93,65,May 14th   2021,Avg,0,0
14740,Jayden Rooke,VAN,AA,12/26/1999,2.0 Stars,2.5 Stars,Fragile,50,45,75,55,60,-,50,50,50,-,-,-,-,-,-,90-92,55,Apr. 27th   2021,Low,0,0
9052,Javier Rosalez,ADE,AAA,08/04/1989,2.5 Stars,2.5 Stars,Iron Man,45,45,55,50,-,60,-,40,-,-,-,-,-,-,-,92-94,60,May 12th   2021,Avg,2011,26
11022,KELLY ROSENBERGER,RME,AA,04/03/1996,2.0 Stars,2.5 Stars,Durable,80,35,55,80,65,-,80,-,-,50,-,-,-,-,-,95-97,25,May 4th   2021,Avg,2017,154
11943,Hubert Roth,CLE,MLB,12/02/1995,2.5 Stars,2.5 Stars,Normal,45,45,50,65,45,-,-,50,-,-,-,-,-,-,-,95-97,35,May 31st   2021,Avg,0,0
13181,BOB RUIZ,VAN,AA,11/05/1996,2.0 Stars,2.5 Stars,Normal,50,60,50,70,50,40,80,-,-,-,-,-,-,-,-,96-98,45,May 16th   2021,Avg,2016,170
14413,Luis Ruiz,TOR,R,09/01/1999,2.0 Stars,2.5 Stars,Normal,55,70,50,75,-,-,80,-,-,-,-,-,-,-,-,94-96,25,May 2nd   2021,Avg,2018,16
10864,Mike Rush,STU,MLB,07/25/1994,2.5 Stars,2.5 Stars,Normal,55,55,55,55,55,-,-,50,-,65,-,-,-,-,-,94-96,30,Apr. 9th   2021,Low,2012,54
9035,BOBBY SALAZAR,LDN,MLB,05/01/1989,2.5 Stars,2.5 Stars,Normal,55,45,45,65,65,-,-,60,-,-,-,-,-,-,-,94-96,55,Apr. 2nd   2021,Low,2008,189
16076,Mike Salvador,ADE,R,12/21/2001,1.5 Stars,2.5 Stars,Normal,65,60,45,75,65,75,-,-,45,-,-,-,-,40,-,91-93,45,May 9th   2021,Avg,0,0
14258,Nicholas Sanders,DUB,AA,05/13/1998,1.5 Stars,2.5 Stars,Durable,65,50,50,80,60,-,-,-,-,80,-,-,50,-,-,96-98,60,Apr. 17th   2021,Low,0,0
9137,JORDAN SANDOVAL,LAP,MLB,04/14/1986,2.5 Stars,2.5 Stars,Fragile,45,45,70,45,-,45,-,45,-,-,-,-,-,-,-,92-94,35,Mar. 28th   2021,Low,2008,34
16648,Carlos Santiago,LON,R,05/02/2002,1.0 Stars,2.5 Stars,Normal,50,45,70,55,-,55,-,50,-,-,-,-,-,-,-,89-91,70,Mar. 27th   2021,Low,0,0
12429,BRANDON SASLOVE,AMS,AAA,08/03/1997,2.5 Stars,2.5 Stars,Normal,50,50,65,-,65,60,60,-,55,55,-,-,-,-,-,96-98,75,Jun. 6th   2021,Avg,2016,84
16781,Guillermo Saucedo,VAN,INT,11/10/2002,1.0 Stars,2.5 Stars,Normal,50,40,75,60,75,-,-,-,45,-,-,-,-,-,-,89-91,70,Apr. 9th   2021,Low,0,0
17732,Russ Schloesser,-,-,05/11/2006,1.0 Stars,2.5 Stars,Normal,45,50,80,45,65,-,-,-,-,55,-,-,-,-,-,89-91,55,Jan. 31st   2021,Low,0,0
15606,Paul Schwab,CLE,R,12/04/2001,1.0 Stars,2.5 Stars,Normal,50,45,55,65,70,-,-,45,-,-,-,-,-,-,-,92-94,40,May 10th   2021,Avg,2020,72
13475,Carlton Scott,SMT,AA,01/01/1998,1.5 Stars,2.5 Stars,Normal,40,50,55,45,-,35,-,45,-,-,-,-,-,-,-,92-94,50,Apr. 21st   2021,Low,0,0
12223,Adriano Sells,RME,AAA,07/27/1996,2.5 Stars,2.5 Stars,Normal,45,45,75,45,50,50,-,50,-,-,-,-,-,-,-,89-91,55,May 2nd   2021,Low,0,0
16645,Gustavo Serrano,SMT,INT,08/28/2002,0.5 Stars,2.5 Stars,Normal,55,45,45,75,60,-,-,75,-,-,-,-,40,-,-,90-92,55,Mar. 23rd   2021,Low,0,0
12033,Pedrag Sesely,LAP,MLB,07/26/1995,2.0 Stars,2.5 Stars,Normal,50,45,55,60,45,40,-,50,-,50,-,-,-,-,-,95-97,55,Mar. 14th   2021,Low,0,0
15657,Abdel Shafiq,LDN,AA,06/01/1999,2.0 Stars,2.5 Stars,Normal,75,70,45,80,65,-,-,-,-,-,-,-,-,-,-,96-98,30,Apr. 9th   2021,Low,2020,52
16025,Ryoji Shimabukuro,LON,INT,06/24/2002,1.0 Stars,2.5 Stars,Normal,40,65,65,45,45,-,-,45,-,-,-,-,-,-,-,89-91,40,May 15th   2021,Avg,0,0
16801,Tae-kwon Shin,VAN,INT,02/01/2003,1.0 Stars,2.5 Stars,Normal,55,55,50,55,-,-,65,-,-,-,-,-,-,-,-,89-91,30,Apr. 9th   2021,Low,0,0
14435,Oscar Silander,HAV,MLB,03/01/2000,1.5 Stars,2.5 Stars,Fragile,80,45,40,80,-,-,80,-,-,-,-,-,-,-,-,96-98,35,May 7th   2021,Low,2019,123
11777,HYUN-KYU SIM,DUB,MLB,09/05/1996,2.0 Stars,2.5 Stars,Durable,55,50,50,80,50,-,-,-,55,-,-,-,-,-,-,98-100,50,Mar. 17th   2021,Low,2015,205
17777,Timo Slabbekoorn,-,-,03/14/2006,0.5 Stars,2.5 Stars,Normal,50,40,65,40,65,-,55,-,75,-,-,-,-,-,-,88-90,55,Jan. 31st   2021,Low,0,0
12888,Spaulding Smalls,CAL,AA,01/29/1999,1.5 Stars,2.5 Stars,Normal,40,40,70,60,40,-,45,-,-,-,-,-,-,-,-,97-99,55,Apr. 30th   2021,Low,2017,73
11558,MIKE SMITH,CLE,AAA,02/28/1997,2.0 Stars,2.5 Stars,Normal,80,45,40,80,-,-,80,-,-,-,-,-,-,-,-,95-97,35,Apr. 8th   2021,Low,2015,95
17069,Skelly Smith,VAN,INT,05/26/2003,0.5 Stars,2.5 Stars,Normal,45,50,75,45,45,45,-,50,-,-,-,-,-,-,-,89-91,45,Jun. 3rd   2021,Avg,0,0
9679,Tim Smith,-,-,06/18/1990,2.5 Stars,2.5 Stars,Normal,45,55,45,50,-,40,50,-,-,-,-,-,-,-,-,90-92,50,Jan. 24th   2021,Avg,2009,23
10110,Jeremy Socha,TOK,MLB,07/14/1992,2.5 Stars,2.5 Stars,Normal,55,35,50,80,50,-,-,-,65,-,-,-,-,-,-,95-97,50,May 16th   2021,Avg,2011,77
16312,Mario Soliz,-,-,01/06/2004,1.0 Stars,2.5 Stars,Normal,60,25,65,80,80,-,50,-,-,-,-,-,-,-,-,90-92,55,Jun. 6th   2021,Low,0,0
16489,Woo-jin Song,HAV,INT,03/15/2002,1.5 Stars,2.5 Stars,Normal,65,65,45,70,55,80,-,-,80,-,-,-,-,-,-,91-93,40,Apr. 22nd   2021,Low,0,0
10010,Zach Sotelo,ADE,MLB,05/01/1987,2.5 Stars,2.5 Stars,Iron Man,50,55,55,55,-,-,-,45,-,-,-,-,-,-,-,93-95,50,Jun. 6th   2021,Avg,2009,59
15961,Carl Spackler,CAL,R,02/22/2002,1.0 Stars,2.5 Stars,Normal,45,55,65,45,40,-,-,45,-,35,-,-,-,-,-,87-89,35,Apr. 13th   2021,Low,0,0
15071,Frans Spanjaard,HON,R,12/03/2001,1.5 Stars,2.5 Stars,Normal,50,60,50,75,-,60,-,-,-,-,-,-,-,-,-,94-96,25,May 7th   2021,Avg,2020,94
11324,Roald Spierenburg,-,-,07/17/1995,2.0 Stars,2.5 Stars,Fragile,55,30,80,55,45,-,50,55,-,55,-,-,-,-,-,91-93,50,Nov. 2nd   2020,Avg,0,0
13004,BILL SPOTTSWOOD,CLE,MLB,03/07/1994,2.5 Stars,2.5 Stars,Normal,50,45,55,50,65,-,45,60,-,-,-,-,-,-,-,91-93,50,Apr. 12th   2021,Low,2016,68
16275,Jovica Stambolic,-,-,03/05/2004,1.0 Stars,2.5 Stars,Normal,50,75,50,55,-,-,45,-,-,60,-,-,-,-,-,91-93,30,Jun. 6th   2021,Low,0,0
13370,Ray Stantz,CAL,AA,03/20/1998,2.0 Stars,2.5 Stars,Durable,45,50,55,60,50,-,-,-,-,-,-,-,-,45,-,93-95,45,May 6th   2021,Avg,2018,150
12297,BRENNAN STEELE,AMS,MLB,10/19/1995,2.5 Stars,2.5 Stars,Normal,65,35,55,80,65,-,-,-,40,-,-,-,-,65,-,96-98,45,Apr. 12th   2021,Low,2014,161
13944,Mendel Steenbergen,AMS,R,02/23/2000,1.5 Stars,2.5 Stars,Normal,50,55,65,65,55,-,-,-,-,50,-,-,75,-,-,93-95,40,May 24th   2021,Avg,2018,8
11003,COREY STEGALL,ADE,AAA,07/13/1995,2.0 Stars,2.5 Stars,Durable,75,45,40,80,-,80,-,65,70,40,-,-,-,-,-,96-98,55,Mar. 26th   2021,Low,2014,154
9398,CHRIS STEWART,GAL,MLB,07/15/1989,2.5 Stars,2.5 Stars,Wrecked,45,65,55,45,-,-,-,45,-,-,-,-,-,-,-,91-93,30,Mar. 15th   2021,Low,2008,49
16286,Aca Stojsic,-,-,02/02/2004,1.0 Stars,2.5 Stars,Normal,80,70,40,-,-,80,-,-,-,80,-,-,-,-,-,93-95,30,Jun. 6th   2021,Low,0,0
12118,Velimir Stolic,AMS,MLB,10/08/1996,2.0 Stars,2.5 Stars,Normal,65,45,50,-,-,80,-,80,-,-,-,-,-,-,-,98-100,25,Mar. 21st   2021,Low,0,0
14839,Luther Street,LAP,AA,01/30/2000,1.5 Stars,2.5 Stars,Normal,70,45,50,-,-,80,-,65,-,-,-,-,-,-,-,93-95,30,May 17th   2021,Low,0,0
15817,Josh Sullivan,AMS,R,01/30/2002,1.5 Stars,2.5 Stars,Normal,65,50,50,55,40,70,-,65,-,-,-,-,-,-,-,91-93,50,May 1st   2021,Avg,2020,105
11758,COLIN SUMAN,ADE,MLB,05/07/1996,2.5 Stars,2.5 Stars,Fragile,60,25,80,80,65,80,50,-,-,-,-,-,-,40,-,97-99,55,May 22nd   2021,Avg,2015,86
15707,Mike Sutton  Jr,STU,R,09/07/2002,0.5 Stars,2.5 Stars,Normal,70,45,45,80,65,-,80,-,-,-,-,-,-,-,-,96-98,70,Apr. 6th   2021,Low,2021,6
8007,BOBBY SWISHER,CLE,AAA,09/14/1987,2.5 Stars,2.5 Stars,Fragile,45,45,50,45,-,-,-,45,-,35,25,-,-,-,-,91-93,55,Feb. 26th   2021,Low,2006,23
14102,Teruyuki Takamoto,AMS,A,11/20/1998,1.5 Stars,2.5 Stars,Fragile,55,50,60,55,50,-,55,40,-,55,-,-,-,-,-,91-93,40,May 4th   2021,Low,0,0
11697,HIDESHI TANAKA,CLE,MLB,11/08/1995,2.5 Stars,2.5 Stars,Fragile,45,55,50,45,45,75,-,-,45,-,-,-,35,-,-,94-96,60,Apr. 11th   2021,Low,2014,33
13441,Roald ten Have,ADE,AAA,04/15/1998,1.5 Stars,2.5 Stars,Fragile,50,50,50,-,45,50,50,-,50,55,-,-,-,50,-,96-98,55,Apr. 28th   2021,Low,0,0
15966,Winston Teunissen,NKO,INT,12/27/2001,1.0 Stars,2.5 Stars,Fragile,60,40,55,70,80,-,-,45,-,35,-,-,-,-,-,90-92,60,May 25th   2021,Avg,0,0
16711,Reginald Thatcher,SMT,INT,10/14/2002,1.0 Stars,2.5 Stars,Fragile,45,50,50,50,55,-,50,-,-,-,-,-,-,-,-,89-91,55,Mar. 7th   2021,Low,0,0
8036,Nick Thomas,CLE,AAA,05/13/1987,2.5 Stars,2.5 Stars,Wrecked,45,65,45,-,50,-,50,-,-,60,-,-,-,-,-,94-96,60,Sep. 7th   2020,Low,2006,6
12077,Roy Thompson,STU,AAA,10/22/1995,2.0 Stars,2.5 Stars,Normal,50,50,55,50,65,-,-,60,-,-,-,-,-,-,-,92-94,45,Apr. 21st   2021,Avg,0,0
15689,Elmar Tijhuis,DUB,R,05/27/2002,1.0 Stars,2.5 Stars,Normal,40,75,50,40,45,40,-,40,-,-,-,-,-,-,-,88-90,45,Apr. 7th   2021,Low,2021,21
16431,Rowan Tindale,-,-,10/19/2003,1.0 Stars,2.5 Stars,Normal,50,60,50,45,65,70,-,-,-,-,-,-,-,-,-,88-90,50,Jan. 16th   2021,Low,0,0
12086,Theodore Tippett,RME,AAA,06/03/1996,2.0 Stars,2.5 Stars,Normal,55,40,60,80,-,70,-,-,-,-,-,-,-,-,-,96-98,30,May 17th   2021,Avg,0,0
12584,Alan Tizzard,CUR,MLB,12/16/1996,2.0 Stars,2.5 Stars,Durable,80,45,50,-,-,-,80,-,-,80,-,-,-,-,-,96-98,25,Apr. 19th   2021,Low,0,0
7991,Danny Tobin,CLE,MLB,09/02/1988,2.5 Stars,2.5 Stars,Normal,50,50,45,50,55,-,-,-,-,55,-,-,-,-,-,92-94,55,Jun. 2nd   2021,Avg,2009,9
17553,Katsuyoshi Tokuda,DUB,INT,07/24/2003,1.0 Stars,2.5 Stars,Normal,40,65,55,45,45,-,40,40,40,40,-,-,-,-,-,88-90,50,May 14th   2021,Low,0,0
17049,Vincent Torres,DUB,INT,12/28/2003,0.5 Stars,2.5 Stars,Normal,45,50,75,45,50,45,50,-,-,-,-,-,-,-,-,88-90,45,Apr. 11th   2021,Low,0,0
13209,MIKE TOTE,LAP,AAA,11/18/1996,2.0 Stars,2.5 Stars,Normal,50,40,70,65,65,55,55,-,50,-,-,-,-,-,-,95-97,50,Apr. 28th   2021,Low,2016,107
11723,SERGIO TREJO,HON,AAA,09/20/1996,2.0 Stars,2.5 Stars,Fragile,50,65,45,65,45,-,55,55,30,-,-,-,-,-,-,93-95,55,May 24th   2021,Avg,2014,129
17015,Antonio Troche,-,-,04/21/2004,1.0 Stars,2.5 Stars,Normal,55,75,45,75,40,-,-,50,-,50,-,-,-,-,-,92-94,30,Dec. 21st   2020,Low,0,0
17440,Philip Turner,CUR,INT,07/08/2003,1.0 Stars,2.5 Stars,Normal,50,45,75,55,75,-,60,-,-,-,-,-,-,-,-,89-91,70,Jun. 4th   2021,Avg,0,0
9571,JUSTIN ULBRICHT,AMS,MLB,04/07/1992,2.5 Stars,2.5 Stars,Normal,50,45,45,50,-,-,45,45,40,45,-,-,-,-,-,95-97,55,Jun. 14th   2021,Avg,2010,49
10391,Eddie Uriostegui,CUR,MLB,03/21/1994,2.5 Stars,2.5 Stars,Normal,50,50,45,70,35,-,65,-,-,-,-,45,-,-,-,94-96,55,May 22nd   2021,Avg,2012,40
14736,Michael Utting,STU,A,08/01/1999,1.5 Stars,2.5 Stars,Normal,50,50,50,-,60,60,60,-,55,55,-,-,-,-,-,92-94,60,Jun. 9th   2021,Avg,0,0
