ID,Name,Pos,League,Team,Org,LgLvl,Age,Height,Bats,Throws,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Prone,Acc,Ovr,Pot
10831,"Juan Vasquez",RP,201,95,93,2,30,201,R,R,25,30,20,25,20,30,30,25,40,35,20,30,25,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,25,20,20,75,25,50,50,50,55,30,95-97,58,40,70,60,35,0,0,70,50,0,0,0,0,0,0,N,H,L,H,L,Normal,VH,4,4
10832,"Isaiah Williams",RP,201,23,6,2,27,181,R,R,45,30,35,30,40,45,20,25,40,25,20,25,30,20,20,20,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,30,20,25,45,20,50,50,50,50,40,92-94,63,50,30,0,0,60,0,0,45,55,0,0,0,0,0,H,N,L,L,N,Fragile,VH,4,4
10833,"Russell Baranoski",SP,200,7,7,1,27,192,R,R,45,30,30,25,40,50,30,35,45,30,30,35,45,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,25,20,20,35,20,45,50,50,55,55,95-97,63,55,40,55,0,0,0,60,35,0,0,0,0,0,0,N,N,N,L,N,Durable,VH,5,5
10835,"Avele Manawakolu",1B,0,0,0,0,31,199,R,R,60,50,50,45,75,50,35,45,40,35,25,30,25,20,20,25,0,0,65,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,45,45,65,70,30,45,20,20,20,35,20,83-85,39,20,20,20,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,N,Fragile,VH,5,5
10837,"Terence Aston",RF,0,0,0,0,26,191,L,L,55,50,45,35,50,60,25,25,45,20,55,50,55,20,20,20,0,0,0,0,0,0,60,30,55,0,0,0,0,0,0,60,35,55,55,55,50,60,65,50,20,20,20,35,20,85-87,37,20,20,25,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,Durable,VH,4,4
10839,"Randall Blevins",RP,200,14,14,1,27,181,S,R,45,40,30,25,35,45,20,30,45,20,25,30,35,20,20,20,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,20,25,20,20,80,20,55,55,55,60,40,95-97,56,60,35,0,55,70,0,0,40,0,0,0,0,0,0,N,L,H,L,L,Durable,VH,5,5
10842,"Bryan Hall",SP,0,0,0,0,27,192,R,R,35,40,25,20,35,35,25,40,40,30,35,30,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,35,20,50,45,45,50,40,96-98,49,35,70,80,0,0,0,60,0,50,0,0,0,0,0,L,N,N,N,N,Durable,VH,4,4
10845,"Josh Houle",RP,202,39,16,3,26,187,R,R,30,35,25,20,30,30,30,30,45,25,30,40,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,20,30,20,55,40,40,50,40,95-97,60,40,50,75,50,0,0,0,45,0,0,0,0,0,0,L,L,N,N,N,Fragile,VH,4,4
10849,"Luis de la Cruz",1B,200,103,103,1,27,189,R,L,50,55,80,55,45,55,35,45,25,25,25,25,40,20,20,20,0,0,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,25,35,30,20,35,20,20,20,20,35,20,84-86,35,20,25,25,0,0,0,0,0,0,0,0,0,0,0,H,N,H,N,N,Durable,VH,8,8
10850,"Danny Churchill",RP,200,1,1,1,30,178,S,R,30,35,20,20,30,30,35,30,50,30,25,25,25,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,25,25,20,70,20,40,55,55,55,45,90-92,64,35,55,35,45,45,45,0,50,0,0,0,0,0,0,N,H,L,N,N,Durable,VH,4,4
10853,"Jose Camacho",SS,200,3,3,1,30,182,R,R,50,50,50,45,50,45,70,75,65,65,30,45,55,20,20,20,0,0,0,40,20,70,0,0,20,0,0,0,80,75,70,0,0,25,60,75,75,80,40,20,20,20,20,35,20,84-86,36,20,25,20,0,0,0,0,0,0,0,0,0,0,0,L,N,N,L,N,Normal,H,6,6
10854,"Dustin Wall",2B,0,0,0,0,31,187,R,R,50,55,45,55,50,45,65,60,65,70,55,60,55,20,20,20,0,0,0,70,25,60,25,0,25,0,0,0,70,65,60,60,0,55,50,75,65,70,55,35,20,20,20,35,20,83-85,53,20,20,20,0,0,0,0,0,0,0,0,0,0,0,H,H,N,H,N,Fragile,H,5,5
10855,"Tim Horn",SP,200,6,6,1,30,189,L,R,25,35,25,20,30,25,30,35,55,35,25,25,45,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,20,20,20,20,75,20,50,45,45,50,55,91-93,51,50,35,50,25,55,0,0,0,0,50,0,0,0,0,N,H,L,H,N,Durable,VH,5,5
10858,"Phil Manning",LF,0,0,0,0,30,184,L,L,45,55,45,50,40,50,50,45,30,20,50,70,50,20,20,20,0,0,0,0,0,0,55,35,50,0,0,0,0,0,0,55,35,50,45,75,55,65,70,60,20,20,20,30,20,84-86,54,20,20,25,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,Durable,VH,4,4
10862,"Jamie Roush",SP,0,0,0,0,27,202,R,R,20,30,40,20,20,20,35,30,45,25,30,35,30,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,20,25,20,20,55,25,45,40,35,50,45,93-95,37,40,70,50,0,0,0,55,0,45,0,0,0,0,0,H,N,N,H,H,Normal,VH,3,3
10864,"Mike Rush",RP,200,104,104,1,26,183,R,R,25,35,25,25,25,25,30,30,50,25,30,30,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,30,25,25,70,20,55,50,45,55,60,94-96,53,30,50,55,50,65,0,0,55,0,0,0,0,0,0,L,N,N,N,N,Normal,VH,5,5
10866,"George Toth",LF,200,1,1,1,27,195,R,R,45,50,60,65,50,45,35,30,45,35,55,50,65,20,20,20,0,0,40,0,0,0,55,40,60,0,0,50,0,0,0,65,40,60,40,70,45,40,45,50,20,25,20,35,20,80-83,59,20,20,20,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,Normal,VH,4,5
10867,"Marco Cruz",3B,200,9,9,1,30,187,R,R,45,50,50,50,45,45,40,70,70,40,20,65,75,20,20,20,0,0,65,0,60,0,0,0,0,0,0,65,0,60,0,0,0,0,45,45,45,65,45,40,20,20,20,30,20,84-86,51,20,20,20,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,Durable,VH,5,5
10868,"Andy Hammons",SP,200,10,10,1,27,184,R,R,30,35,25,20,30,30,35,30,55,25,30,25,25,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,20,45,60,25,40,55,55,55,50,93-95,62,50,75,50,40,0,35,0,40,0,0,0,0,0,0,N,H,N,N,N,Fragile,VH,5,5
10869,"Jorge Contreras",LF,200,13,13,1,27,187,R,R,50,45,60,45,50,50,30,40,35,35,35,50,45,20,20,20,0,0,40,0,0,0,35,0,30,0,0,40,0,0,0,35,0,30,30,30,35,40,40,20,20,25,20,35,20,80-83,58,20,25,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,VH,5,5
10875,"Neil Harvey",CF,200,93,93,1,27,192,R,R,55,55,50,50,50,55,40,40,40,35,70,60,60,20,20,20,0,0,0,0,0,0,80,60,70,0,0,0,0,0,0,80,60,70,40,70,50,50,70,60,20,25,20,35,20,84-86,51,20,20,25,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,L,Fragile,H,5,5
10876,"Steve Burkhart",RF,0,0,0,0,27,176,L,L,50,50,45,45,45,55,40,40,25,25,65,55,55,20,20,20,0,0,0,0,0,0,75,55,65,0,0,0,0,0,0,75,55,65,50,70,65,65,50,45,20,20,20,35,20,80-83,40,20,20,20,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,VH,4,4
10877,"Corbin Knipper",SP,201,99,94,2,26,190,R,R,20,25,25,20,20,20,30,35,60,25,35,25,30,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,20,25,20,20,40,20,60,35,30,50,60,96-98,44,40,55,80,0,80,0,50,40,0,0,0,0,0,0,N,N,N,L,N,Fragile,VH,4,4
10885,"Danny Peralta",SP,200,103,103,1,29,186,L,L,35,30,25,25,25,45,25,35,45,25,30,25,25,20,20,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,20,30,45,20,50,50,50,55,45,93-95,62,55,65,0,55,55,50,0,50,35,0,0,0,0,0,N,N,N,N,N,Normal,VH,5,5
10886,"Mike Burns",LF,201,32,2,2,25,189,L,L,50,45,55,45,45,60,25,25,30,20,35,45,50,20,20,20,0,0,0,0,0,0,35,0,25,0,0,0,0,0,0,35,0,30,30,45,45,25,30,20,20,20,20,30,20,84-86,43,20,20,25,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,L,Normal,VH,5,5
10893,"Jordan Gonzalez",SP,200,6,6,1,26,185,R,R,20,30,35,20,25,20,20,35,45,20,20,50,50,20,20,20,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,20,25,20,20,35,20,50,50,50,55,50,96-98,52,50,70,80,0,0,50,0,40,55,0,0,0,0,0,H,H,N,H,H,Normal,VH,5,5
10894,"Adam Cave",SP,0,0,0,0,26,196,L,L,35,25,20,20,25,40,30,30,50,20,25,25,20,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,20,30,40,20,50,35,30,45,25,92-94,43,50,70,55,0,45,0,0,45,55,0,0,0,0,0,N,N,N,N,N,Fragile,VH,3,3
10898,"Eddie Schnaible",SP,200,103,103,1,26,188,L,L,25,35,30,20,25,25,30,35,80,20,35,40,30,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,20,30,20,20,50,20,55,55,55,50,65,97-99,64,55,65,75,55,65,0,0,50,0,0,0,0,0,0,N,N,N,L,N,Normal,VH,6,6
10899,"Andy Holmes",LF,200,10,10,1,26,193,R,R,50,55,50,50,55,50,25,25,45,30,55,55,60,20,20,20,35,0,0,0,0,0,65,35,55,35,0,0,0,0,0,65,45,60,35,80,35,25,45,50,50,50,45,55,45,95-97,52,35,50,55,45,55,50,0,45,0,0,0,0,0,0,N,N,L,N,N,Durable,VH,5,5
10905,"Sam Blanchard",RP,0,0,0,0,26,199,R,R,30,35,25,20,30,30,35,25,50,35,30,30,25,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,25,25,65,25,60,30,25,40,20,94-96,40,35,75,75,0,0,0,65,50,0,0,0,0,0,0,N,N,H,N,N,Normal,VH,3,3
10906,"Brent Fortson",LF,200,3,3,1,29,189,R,R,50,55,70,55,35,70,50,35,40,40,55,55,65,20,20,20,0,0,60,0,0,0,60,30,45,0,0,60,0,0,0,60,40,60,60,75,65,80,20,20,20,20,20,35,20,84-86,37,20,25,25,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,L,Durable,VH,6,6
10907,"Bill Church",C,0,0,0,0,26,188,R,R,50,35,40,45,55,45,30,35,25,20,35,45,25,55,55,55,0,40,0,0,0,0,25,0,0,0,50,0,0,0,0,30,0,0,25,35,20,25,55,40,20,25,25,35,20,83-85,61,20,20,25,0,0,0,0,0,0,0,0,0,0,0,L,L,N,N,N,Durable,VH,3,4
10912,"Jeremy Becker",RP,200,11,11,1,25,198,S,R,40,30,30,20,40,45,25,30,40,25,30,30,40,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,20,20,25,75,25,70,50,50,50,45,97-99,53,55,45,80,0,0,0,0,35,80,0,0,0,0,0,N,L,L,N,N,Normal,VH,5,5
10913,"Norm Pawlus",RP,201,22,12,2,25,190,R,R,30,30,30,25,30,30,30,30,50,25,20,25,25,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,70,20,55,30,25,50,50,94-96,40,50,60,65,0,0,60,0,0,60,0,0,0,0,0,N,H,N,N,N,Normal,VH,4,4
10916,"Chris Kinsley",SP,200,13,13,1,29,178,L,L,40,35,30,20,40,45,25,40,50,20,35,35,25,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,25,25,25,70,20,45,50,45,50,45,91-93,59,50,75,50,50,0,0,40,50,0,0,0,0,0,0,N,N,N,H,N,Durable,VH,5,5
10921,"Alex Mendoza",RF,201,25,1,2,29,190,S,R,50,50,50,55,45,55,50,40,60,40,55,60,70,20,20,25,0,0,0,0,0,0,65,45,65,0,0,0,0,0,0,65,45,65,55,65,55,80,40,45,20,20,20,30,20,80-83,37,20,20,20,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,L,Durable,VH,4,5
10922,"Jason Davis",RP,200,3,3,1,25,188,R,R,25,25,25,25,20,25,30,25,55,25,45,30,55,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,25,20,35,60,20,55,50,45,50,50,97-99,59,55,50,75,65,0,0,0,40,0,0,0,0,0,0,N,N,N,H,N,Fragile,VH,5,5
10925,"Jean-Baptiste Lamarck",C,200,13,13,1,25,184,L,R,50,45,50,40,45,55,30,40,45,30,25,20,45,80,55,75,0,75,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,45,45,25,45,35,20,20,25,25,35,20,85-87,61,20,20,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,L,Normal,VH,7,7
10927,"Chris Clossey",CF,201,22,12,2,26,184,R,R,50,40,45,55,55,45,45,30,45,35,60,55,60,20,20,20,0,0,0,0,0,0,70,50,65,0,0,0,0,0,0,70,50,65,65,75,70,60,45,45,20,20,20,35,20,80-83,41,20,20,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,L,Normal,VH,5,5
10932,"Alvin Escontrias",RF,201,23,6,2,26,188,L,L,55,45,45,50,75,45,40,35,55,20,45,50,70,20,25,20,0,0,55,0,0,0,35,25,50,0,0,55,0,0,0,55,30,50,40,45,45,55,55,40,20,20,20,35,25,83-85,41,20,20,25,0,0,0,0,0,0,0,0,0,0,0,H,N,L,N,N,Normal,H,4,4
10933,"Jeff Kelley",SP,201,20,7,2,29,179,L,R,20,25,35,35,20,20,25,35,55,30,25,25,30,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,25,20,30,55,20,45,50,55,50,35,93-95,52,50,40,50,45,50,0,0,0,0,0,30,0,0,0,H,H,N,N,L,Fragile,VH,4,4
10938,"Stephen Rix",RP,200,10,10,1,26,189,R,R,30,35,25,20,30,35,25,35,50,35,35,25,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,30,20,35,65,20,45,50,50,60,50,92-94,58,35,60,0,0,0,60,0,50,0,0,0,0,0,65,N,N,N,L,L,Durable,H,4,4
10940,"Dustin Mullican",SP,200,4,4,1,26,186,L,L,45,30,25,20,45,45,35,30,60,20,35,25,25,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,35,35,25,40,45,20,50,50,50,50,55,95-97,58,40,70,60,0,55,70,0,0,0,0,0,0,0,0,H,N,N,N,N,Normal,VH,5,5
10942,"John Chiaravalloti",CF,200,6,6,1,26,194,L,L,65,55,45,50,65,55,55,45,30,20,70,50,60,20,20,20,0,0,0,0,0,0,70,65,55,0,0,0,0,0,0,80,65,70,55,80,50,55,50,55,20,30,30,35,25,80-83,57,20,25,20,0,0,0,0,0,0,0,0,0,0,0,L,N,H,N,N,Fragile,VH,7,7
10947,"Eko Sartika",SP,0,0,0,0,26,205,R,R,50,40,30,30,50,55,30,25,45,25,30,25,25,20,20,25,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,25,20,20,75,25,50,45,45,50,40,96-98,57,50,70,65,50,0,0,0,45,0,0,0,0,0,0,H,H,L,H,N,Durable,VH,4,4
10950,"Jim Young",RP,0,0,0,0,26,203,R,R,40,30,25,20,35,45,30,35,40,25,50,35,35,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,25,25,25,40,25,50,45,45,45,35,93-95,62,20,80,50,0,0,0,0,30,55,0,0,0,0,0,N,N,H,N,H,Fragile,VH,4,4
10951,"Dean Fletcher",C,0,0,0,0,25,191,R,R,35,25,30,40,45,30,40,30,50,25,45,30,50,50,55,45,0,30,20,0,0,0,0,0,0,0,45,50,0,0,0,0,0,0,20,20,20,20,60,25,20,25,20,30,25,84-86,50,20,25,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Durable,VH,2,3
10953,"John Gonzalez",RP,202,44,6,3,25,189,L,L,40,35,25,25,35,40,20,30,50,25,25,35,35,20,20,20,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,25,25,25,20,65,20,65,45,45,45,45,93-95,54,30,75,80,0,0,0,65,60,0,0,0,0,0,0,N,H,N,N,N,Normal,VH,3,4
10954,"Danny Trejo",1B,200,7,7,1,25,200,R,L,55,55,55,40,50,55,40,45,30,20,35,45,30,20,20,20,0,0,65,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,30,35,30,30,35,20,20,25,20,30,20,84-86,58,20,25,25,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,Normal,VH,5,5
10955,"Bryan Batomalaque",C,201,99,94,2,25,184,L,R,50,40,50,50,60,45,25,30,35,25,35,25,40,60,45,65,0,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,25,20,20,25,35,25,20,20,20,35,20,83-85,42,20,20,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,N,Durable,VH,4,4
10956,"Duncan Rhodes",1B,202,46,15,3,25,192,R,R,50,50,45,55,60,45,45,45,45,45,30,40,30,20,20,20,0,0,65,35,25,0,0,0,0,0,0,70,40,35,0,0,0,0,45,45,40,50,55,40,20,25,20,30,25,80-83,48,20,20,25,0,0,0,0,0,0,0,0,0,0,0,H,H,H,N,L,Normal,H,3,4
10958,"Corey O'Connell",SP,200,93,93,1,25,180,R,R,35,35,30,20,30,35,30,30,50,25,35,30,25,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,30,20,20,45,25,50,45,45,50,45,96-98,53,55,55,80,0,0,0,75,60,0,0,0,0,0,0,N,N,N,H,L,Fragile,VH,5,5
10959,"Danny Martinez",SP,0,0,0,0,25,189,R,R,30,35,30,20,25,35,25,25,50,25,25,25,45,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,20,65,30,60,30,25,45,35,95-97,39,55,45,75,55,60,0,65,50,0,0,0,0,0,0,N,N,N,N,N,Normal,VH,3,3
10961,"Chris Palladino",SP,202,33,1,3,25,191,R,R,30,40,25,20,30,30,35,35,45,25,40,35,30,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,25,35,25,20,75,25,50,45,40,55,50,92-94,50,40,45,55,50,0,0,60,0,0,0,0,0,0,0,N,H,H,N,N,Normal,VH,4,4
10962,"Victor Lenzy",SP,201,30,11,2,24,190,R,R,20,30,25,20,25,20,30,30,45,25,35,35,50,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,35,25,40,35,20,55,35,35,45,45,95-97,46,50,50,55,50,0,0,80,50,50,0,0,0,0,0,H,N,L,N,H,Durable,VH,4,4
10963,"Nick Cooper",SS,0,0,0,0,24,192,R,R,55,45,40,50,50,55,60,40,60,45,45,40,60,20,20,20,0,0,0,35,40,40,0,0,0,0,0,0,50,50,40,0,0,0,55,50,50,45,45,45,20,20,20,35,20,85-87,48,20,25,25,0,0,0,0,0,0,0,0,0,0,0,L,L,N,N,N,Normal,VH,2,4
10964,"Luis Trevino",2B,201,24,4,2,25,185,R,R,60,45,30,60,70,50,45,50,35,40,30,35,25,20,20,20,0,0,55,40,0,25,0,0,0,0,0,65,40,0,25,0,0,0,35,50,25,45,50,40,20,20,20,30,25,83-85,44,20,20,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,VH,4,4
10965,"Chris Doyle",SP,0,0,0,0,24,188,R,R,35,35,25,20,35,35,30,30,45,20,30,25,30,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,30,25,20,55,30,60,40,40,50,40,96-98,35,55,60,80,0,0,0,80,55,0,0,0,0,0,0,N,N,L,N,N,Durable,VH,3,4
10966,"Chris Matthews",RP,202,44,6,3,25,189,R,R,20,30,30,20,20,20,35,35,50,35,35,35,25,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,20,30,20,20,70,25,65,45,45,50,30,94-96,55,50,70,65,0,0,0,80,55,0,0,0,0,0,0,H,H,N,H,H,Durable,H,3,4
10967,"Tony Smith",RP,201,109,104,2,25,184,L,R,30,35,30,30,30,30,35,35,60,25,30,35,35,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,25,30,25,20,50,25,50,45,45,50,40,92-94,60,40,40,50,50,0,0,50,0,0,0,0,0,0,0,N,N,N,N,N,Normal,H,4,4
10969,"Jason Garnett",SP,201,17,13,2,25,182,R,L,40,35,30,25,35,45,30,35,35,20,20,30,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,25,45,20,65,45,40,50,45,93-95,56,45,65,0,0,70,65,75,45,80,0,0,0,0,0,L,N,N,N,H,Normal,VH,4,4
10970,"Pete Malcolm",SP,201,18,10,2,25,191,L,R,40,35,25,20,40,45,35,25,45,25,40,25,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,30,20,25,45,20,55,50,50,50,45,95-97,57,45,50,75,60,0,0,65,0,0,0,0,0,0,0,N,N,H,N,N,Durable,VH,4,4
10971,"Micah O'Berry",C,201,22,12,2,24,187,R,R,45,40,45,40,50,45,30,35,45,20,20,30,45,70,50,60,0,60,25,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,50,35,60,70,55,40,20,30,25,35,25,80-83,55,20,20,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,H,Normal,VH,4,4
10974,"Kevin Major",RP,203,49,16,4,24,193,L,L,35,40,30,20,35,40,35,25,30,20,35,30,45,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,25,20,20,50,20,65,45,40,50,45,95-97,34,50,70,75,0,0,80,75,60,0,0,0,0,0,0,L,N,L,H,N,Fragile,VH,4,4
10975,"Joe Harding",RP,202,106,103,3,25,187,R,R,30,30,25,25,25,30,25,35,45,25,25,25,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,20,75,25,60,35,35,50,45,97-99,39,45,50,80,60,0,0,80,0,0,0,45,0,0,0,N,N,N,H,N,Normal,VH,4,4
10976,"Mark Rogers",RP,202,100,94,3,25,185,R,R,25,20,25,25,25,25,30,30,45,25,25,20,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,30,25,30,55,20,50,50,50,50,40,92-94,68,40,30,50,0,0,0,0,35,55,0,0,0,0,0,N,H,L,N,N,Durable,VH,4,4
10977,"Van Sanks",RP,202,39,16,3,25,185,R,R,35,25,25,45,35,40,30,20,65,30,25,35,30,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,25,20,20,50,20,50,40,40,45,40,92-94,53,55,60,55,0,0,65,0,0,0,0,0,0,60,0,N,H,N,N,N,Normal,VH,3,4
10978,"Jeff Sommer",DH,202,47,7,3,25,187,L,L,55,45,55,50,60,50,25,25,55,20,45,50,70,20,20,20,0,0,30,0,0,0,45,0,50,0,0,30,0,0,0,50,0,50,30,50,30,25,30,45,20,25,20,30,20,85-87,53,20,20,25,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,Normal,VH,4,5
10979,"Danny Moreno",LF,200,11,11,1,25,184,L,L,70,55,45,50,65,65,50,35,45,20,60,45,65,20,20,20,0,0,0,0,0,0,70,50,65,0,0,0,0,0,0,70,50,65,50,65,45,60,55,55,20,25,25,35,20,85-87,60,20,20,25,0,0,0,0,0,0,0,0,0,0,0,L,H,L,N,N,Durable,VH,5,6
10981,"Dustin Munoz",SP,0,0,0,0,25,179,R,R,25,30,25,30,25,20,25,25,50,20,45,25,25,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,25,20,25,65,25,50,30,25,45,30,94-96,43,35,60,65,50,0,0,0,30,0,0,0,0,0,0,N,N,N,N,N,Normal,VH,1,3
10982,"Cory Grau",3B,201,28,15,2,25,186,S,R,50,55,50,45,45,60,60,40,65,35,50,40,60,20,20,20,0,0,60,0,50,30,50,25,45,0,0,65,0,50,40,55,35,50,25,35,20,20,45,40,20,20,20,35,25,85-87,44,20,20,30,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N,Normal,A,4,4
10984,"Mayumi Shimomura",SP,203,64,2,4,24,196,L,L,30,30,25,25,30,30,35,35,55,20,60,35,25,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,30,25,25,55,60,25,45,35,30,45,35,94-96,44,50,65,55,0,0,50,0,0,0,0,0,0,70,0,N,H,L,H,N,Normal,VH,3,3
10985,"Keith Klein",SP,201,30,11,2,25,192,L,L,35,35,25,25,30,40,25,30,55,20,35,30,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,25,65,25,50,40,35,45,45,95-97,46,50,80,70,0,0,0,70,50,0,0,0,0,0,0,L,N,N,N,N,Normal,VH,4,4
10986,"Matt Riga",SS,200,93,93,1,25,179,R,R,75,60,35,60,65,80,70,75,60,70,55,50,55,20,20,20,0,0,0,0,60,70,0,0,0,0,0,0,0,70,70,0,0,0,65,80,65,80,60,60,20,30,30,35,20,83-85,62,20,20,25,0,0,0,0,0,0,0,0,0,0,0,L,H,N,N,N,Durable,VH,6,8
10987,"Dante Williams",SP,202,42,2,3,25,188,R,R,40,35,25,25,40,45,30,25,40,25,40,30,30,20,20,20,40,0,0,0,0,0,0,0,20,40,0,0,0,0,0,0,0,20,25,30,25,20,45,30,55,40,40,45,40,96-98,55,60,65,80,0,0,0,0,50,75,0,0,0,0,0,N,N,N,N,N,Normal,VH,3,4
10988,"Jason Como",3B,200,7,7,1,24,191,R,R,60,50,60,40,55,60,60,50,75,45,50,45,70,25,25,25,75,0,70,0,60,0,0,0,0,80,0,75,0,60,0,0,0,0,25,35,30,20,30,20,45,40,40,50,60,86-88,53,50,45,0,0,45,50,45,50,0,0,0,0,0,0,N,N,H,N,N,Durable,VH,6,6
10989,"Kyle Painter",SP,201,27,14,2,25,177,R,R,45,30,25,25,45,50,25,25,45,25,50,25,25,20,20,20,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,20,25,20,25,40,20,55,45,45,50,35,93-95,49,50,65,70,55,0,0,65,0,0,0,0,50,0,0,N,N,N,N,N,Normal,H,3,4
